,CORANI,SANTA ISABEL,SAN JOSE 1,SAN JOSE 2,KANATA,MISICUNI,MIGUILLA,ANGOSTURA,CHOQUETANGA,CARABUCO
2020-10-28 00:00:00+00:00,1.926,2.201,4.840,4.840,0.291,1.689,0.221,0.375,0.547,1.126
2020-10-29 00:00:00+00:00,1.926,2.201,4.840,4.840,0.291,1.689,0.221,0.375,0.547,1.126
2020-10-30 00:00:00+00:00,2.226,2.599,5.609,5.609,0.233,1.066,0.151,0.308,0.506,1.073
2020-10-31 00:00:00+00:00,2.226,2.599,5.609,5.609,0.233,1.066,0.151,0.308,0.506,1.073
2020-11-01 00:00:00+00:00,2.226,2.599,5.609,5.609,0.233,1.066,0.151,0.308,0.506,1.073
2020-11-02 00:00:00+00:00,2.226,2.599,5.609,5.609,0.233,1.066,0.151,0.308,0.506,1.073
2020-11-03 00:00:00+00:00,2.226,2.599,5.609,5.609,0.233,1.066,0.151,0.308,0.506,1.073
2020-11-04 00:00:00+00:00,2.226,2.599,5.609,5.609,0.233,1.066,0.151,0.308,0.506,1.073
2020-11-05 00:00:00+00:00,2.226,2.599,5.609,5.609,0.233,1.066,0.151,0.308,0.506,1.073
2020-11-06 00:00:00+00:00,1.530,1.859,4.459,4.459,0.254,0.926,0.177,0.344,0.533,0.921
2020-11-07 00:00:00+00:00,1.530,1.859,4.459,4.459,0.254,0.926,0.177,0.344,0.533,0.921
2020-11-08 00:00:00+00:00,1.530,1.859,4.459,4.459,0.254,0.926,0.177,0.344,0.533,0.921
2020-11-09 00:00:00+00:00,1.530,1.859,4.459,4.459,0.254,0.926,0.177,0.344,0.533,0.921
2020-11-10 00:00:00+00:00,1.530,1.859,4.459,4.459,0.254,0.926,0.177,0.344,0.533,0.921
2020-11-11 00:00:00+00:00,1.530,1.859,4.459,4.459,0.254,0.926,0.177,0.344,0.533,0.921
2020-11-12 00:00:00+00:00,1.530,1.859,4.459,4.459,0.254,0.926,0.177,0.344,0.533,0.921
2020-11-13 00:00:00+00:00,1.310,1.524,3.646,3.646,0.248,0.995,0.148,0.323,0.515,0.789
2020-11-14 00:00:00+00:00,1.310,1.524,3.646,3.646,0.248,0.995,0.148,0.323,0.515,0.789
2020-11-15 00:00:00+00:00,1.310,1.524,3.646,3.646,0.248,0.995,0.148,0.323,0.515,0.789
2020-11-16 00:00:00+00:00,1.310,1.524,3.646,3.646,0.248,0.995,0.148,0.323,0.515,0.789
2020-11-17 00:00:00+00:00,1.310,1.524,3.646,3.646,0.248,0.995,0.148,0.323,0.515,0.789
2020-11-18 00:00:00+00:00,1.310,1.524,3.646,3.646,0.248,0.995,0.148,0.323,0.515,0.789
2020-11-19 00:00:00+00:00,1.310,1.524,3.646,3.646,0.248,0.995,0.148,0.323,0.515,0.789
2020-11-20 00:00:00+00:00,1.083,1.333,3.597,3.597,0.245,1.147,0.174,0.328,0.481,0.839
2020-11-21 00:00:00+00:00,1.083,1.333,3.597,3.597,0.245,1.147,0.174,0.328,0.481,0.839
2020-11-22 00:00:00+00:00,1.083,1.333,3.597,3.597,0.245,1.147,0.174,0.328,0.481,0.839
2020-11-23 00:00:00+00:00,1.083,1.333,3.597,3.597,0.245,1.147,0.174,0.328,0.481,0.839
2020-11-24 00:00:00+00:00,1.083,1.333,3.597,3.597,0.245,1.147,0.174,0.328,0.481,0.839
2020-11-25 00:00:00+00:00,1.083,1.333,3.597,3.597,0.245,1.147,0.174,0.328,0.481,0.839
2020-11-26 00:00:00+00:00,1.083,1.333,3.597,3.597,0.245,1.147,0.174,0.328,0.481,0.839
2020-11-27 00:00:00+00:00,0.700,0.820,3.080,3.080,0.245,0.939,0.178,0.342,0.488,0.865
2020-11-28 00:00:00+00:00,0.700,0.820,3.080,3.080,0.245,0.939,0.178,0.342,0.488,0.865
2020-11-29 00:00:00+00:00,0.700,0.820,3.080,3.080,0.245,0.939,0.178,0.342,0.488,0.865
2020-11-30 00:00:00+00:00,0.700,0.820,3.080,3.080,0.245,0.939,0.178,0.342,0.488,0.865
2020-12-01 00:00:00+00:00,0.700,0.820,3.080,3.080,0.245,0.939,0.178,0.342,0.488,0.865
2020-12-02 00:00:00+00:00,0.700,0.820,3.080,3.080,0.245,0.939,0.178,0.342,0.488,0.865
2020-12-03 00:00:00+00:00,0.700,0.820,3.080,3.080,0.245,0.939,0.178,0.342,0.488,0.865
2020-12-04 00:00:00+00:00,3.784,4.247,6.974,6.974,0.291,1.217,0.299,0.761,1.012,1.352
2020-12-05 00:00:00+00:00,3.784,4.247,6.974,6.974,0.291,1.217,0.299,0.761,1.012,1.352
2020-12-06 00:00:00+00:00,3.784,4.247,6.974,6.974,0.291,1.217,0.299,0.761,1.012,1.352
2020-12-07 00:00:00+00:00,3.784,4.247,6.974,6.974,0.291,1.217,0.299,0.761,1.012,1.352
2020-12-08 00:00:00+00:00,3.784,4.247,6.974,6.974,0.291,1.217,0.299,0.761,1.012,1.352
2020-12-09 00:00:00+00:00,3.784,4.247,6.974,6.974,0.291,1.217,0.299,0.761,1.012,1.352
2020-12-10 00:00:00+00:00,3.784,4.247,6.974,6.974,0.291,1.217,0.299,0.761,1.012,1.352
2020-12-11 00:00:00+00:00,9.480,10.597,17.333,17.333,0.268,1.385,0.419,1.475,1.949,2.609
2020-12-12 00:00:00+00:00,9.480,10.597,17.333,17.333,0.268,1.385,0.419,1.475,1.949,2.609
2020-12-13 00:00:00+00:00,9.480,10.597,17.333,17.333,0.268,1.385,0.419,1.475,1.949,2.609
2020-12-14 00:00:00+00:00,9.480,10.597,17.333,17.333,0.268,1.385,0.419,1.475,1.949,2.609
2020-12-15 00:00:00+00:00,9.480,10.597,17.333,17.333,0.268,1.385,0.419,1.475,1.949,2.609
2020-12-16 00:00:00+00:00,9.480,10.597,17.333,17.333,0.268,1.385,0.419,1.475,1.949,2.609
2020-12-17 00:00:00+00:00,9.480,10.597,17.333,17.333,0.268,1.385,0.419,1.475,1.949,2.609
2020-12-18 00:00:00+00:00,5.039,5.893,11.681,11.681,0.221,1.460,0.205,1.494,1.818,2.593
2020-12-19 00:00:00+00:00,5.039,5.893,11.681,11.681,0.221,1.460,0.205,1.494,1.818,2.593
2020-12-20 00:00:00+00:00,5.039,5.893,11.681,11.681,0.221,1.460,0.205,1.494,1.818,2.593
2020-12-21 00:00:00+00:00,5.039,5.893,11.681,11.681,0.221,1.460,0.205,1.494,1.818,2.593
2020-12-22 00:00:00+00:00,5.039,5.893,11.681,11.681,0.221,1.460,0.205,1.494,1.818,2.593
2020-12-23 00:00:00+00:00,5.039,5.893,11.681,11.681,0.221,1.460,0.205,1.494,1.818,2.593
2020-12-24 00:00:00+00:00,5.039,5.893,11.681,11.681,0.221,1.460,0.205,1.494,1.818,2.593
2020-12-25 00:00:00+00:00,5.039,5.893,11.681,11.681,0.221,1.460,0.205,1.494,1.818,2.593
2020-12-26 00:00:00+00:00,5.039,5.893,11.681,11.681,0.221,1.460,0.205,1.494,1.818,2.593
2020-12-27 00:00:00+00:00,5.039,5.893,11.681,11.681,0.221,1.460,0.205,1.494,1.818,2.593
2020-12-28 00:00:00+00:00,5.039,5.893,11.681,11.681,0.221,1.460,0.205,1.494,1.818,2.593
2020-12-29 00:00:00+00:00,5.039,5.893,11.681,11.681,0.221,1.460,0.205,1.494,1.818,2.593
2020-12-30 00:00:00+00:00,5.039,5.893,11.681,11.681,0.221,1.460,0.205,1.494,1.818,2.593
2020-12-31 00:00:00+00:00,5.040,5.890,11.680,11.680,2.070,0.220,0.200,1.490,1.820,2.590
2021-01-01 00:00:00+00:00,5.040,5.890,11.680,11.680,2.070,0.220,0.200,1.490,1.820,2.590
