,KILPANI,LANDARA,PUNUTUMA,SAN JACINTO
2020-12-10 00:00:00+00:00,2.111142857,2.111142857,2.111142857,3.056510843
2020-12-11 00:00:00+00:00,2.072857143,2.072857143,2.072857143,4.42889135
2020-12-12 00:00:00+00:00,2.072857143,2.072857143,2.072857143,4.42889135
2020-12-13 00:00:00+00:00,2.072857143,2.072857143,2.072857143,4.42889135
2020-12-14 00:00:00+00:00,2.072857143,2.072857143,2.072857143,4.42889135
2020-12-15 00:00:00+00:00,2.072857143,2.072857143,2.072857143,4.42889135
2020-12-16 00:00:00+00:00,2.072857143,2.072857143,2.072857143,4.42889135
2020-12-17 00:00:00+00:00,2.072857143,2.072857143,2.072857143,4.42889135
2020-12-18 00:00:00+00:00,2.072857143,2.072857143,2.072857143,2.247743327
2020-12-19 00:00:00+00:00,2.072857143,2.072857143,2.072857143,2.247743327
2020-12-20 00:00:00+00:00,2.072857143,2.072857143,2.072857143,2.247743327
2020-12-21 00:00:00+00:00,2.072857143,2.072857143,2.072857143,2.247743327
2020-12-22 00:00:00+00:00,2.072857143,2.072857143,2.072857143,2.247743327
2020-12-23 00:00:00+00:00,2.072857143,2.072857143,2.072857143,2.247743327
2020-12-24 00:00:00+00:00,2.072857143,2.072857143,2.072857143,2.247743327
2020-12-25 00:00:00+00:00,2.072857143,2.072857143,2.072857143,2.247743327
2020-12-26 00:00:00+00:00,2.072857143,2.072857143,2.072857143,2.247743327
2020-12-27 00:00:00+00:00,2.072857143,2.072857143,2.072857143,2.247743327
2020-12-28 00:00:00+00:00,2.072857143,2.072857143,2.072857143,2.247743327
2020-12-29 00:00:00+00:00,2.072857143,2.072857143,2.072857143,2.247743327
2020-12-30 00:00:00+00:00,2.072857143,2.072857143,2.072857143,2.247743327
2020-12-31 00:00:00+00:00,2.07,2.07,2.07,2.07
2021-01-01 00:00:00+00:00,2.07,2.07,2.07,2.07
