,[67] - VALLE DE ZONGO - TIQUIMANI,[32] - CHOQUETANGA,[33] - CARABUCO,[28] - SAN JOSE 2,[29] - MISICUNI,[31] - ANGOSTURA,[76] - CHOJLLA,[71] - VALLE DE ZONGO - SAINANI,[25] - CORANI,[26] - SANTA ISABEL,[66] - SISTEMA ZONGO,[70] - VALLE DE ZONGO - SANTA ROSA,[30] - MIGUILLA,[69] - VALLE DE ZONGO - CUTICUCHO,[68] - VALLE DE ZONGO - BOTIJILACA,[77] - YANACACHI,[72] - VALLE DE ZONGO - CHURURAQUI,[27] - SAN JOSE 1,[75] - VALLE DE ZONGO - HUAJI,[120] - SAN JACINTO,[74] - VALLE DE ZONGO - CAHUA,[73] - VALLE DE ZONGO - HARCA
2020-01-01 00:00:00,0.25108356405903043,0.18914390361366273,0.18920184805781762,0.18534927873771379,0.4657127564220094,0.18889037343671325,0.32882997303593026,0.25092758371787705,0.18595813422178745,0.18628671324808163,0.25087928595847225,0.2514253078440692,0.18909488982144088,0.25049969708840597,0.251365320195677,0.33182218459601914,0.25104264542461374,0.18580616680115097,0.249339342357706,0.4042705725010097,0.2508272427396763,0.2510478497506129
2020-01-01 01:00:00,0.2513878421180609,0.18970247122732545,0.18981836011563524,0.1855744124754276,0.46656190384401874,0.18919541087342648,0.3261078920718604,0.2510758814357541,0.18679212344357493,0.18744928149616327,0.25097928591694457,0.2520713296881384,0.1896044436428817,0.25022010817681195,0.25195135439135397,0.3320923151920383,0.25130600484922755,0.18648818860230199,0.24789939871541203,0.40378423800201924,0.25087519947935266,0.2513164135012258
2020-01-01 02:00:00,0.25169212017709136,0.19026103884098816,0.19043487217345284,0.1857995462131414,0.46741105126602805,0.1895004483101397,0.32931672339330476,0.25122417915363116,0.18762611266536242,0.18861184974424494,0.25107928587541684,0.2527173515322076,0.19011399746432253,0.24994051926521796,0.25253738858703095,0.3323624457880574,0.2515693642738413,0.18717021040345297,0.24645945507311806,0.40329790350302885,0.250923156219029,0.2515849772518387
2020-01-01 03:00:00,0.2519963982361218,0.19081960645465088,0.19105138423127044,0.1860246799508552,0.46826019868803737,0.18980548574685296,0.3325255547147491,0.2513724768715082,0.18846010188714987,0.18977441799232658,0.25117928583388915,0.2533633733762768,0.1906235512857634,0.2519847534300571,0.25312342278270794,0.33263257638407656,0.2518327236984551,0.18785223220460398,0.2450195114308241,0.4028115690040384,0.2509711129587054,0.2518535410024516
2020-01-01 04:00:00,0.2523006762951523,0.1913781740683136,0.19166789628908804,0.18624981368856902,0.4691093461100467,0.1901105231835662,0.33573438603619343,0.2523173044115307,0.18929409110893736,0.19093698624040822,0.2512792857923614,0.254009395220346,0.19113310510720422,0.2540289875948963,0.2537094569783849,0.3329027069800957,0.2520960831230689,0.18853425400575496,0.24357956778853013,0.402325234505048,0.2510190696983817,0.2521221047530645
2020-01-01 05:00:00,0.25260495435418273,0.19193674168197628,0.19228440834690566,0.18647494742628282,0.469958493532056,0.19041556062027942,0.33894321735763777,0.2535091513775529,0.19012808033072484,0.1920995544884899,0.2513792857508337,0.25465541706441525,0.19164265892864504,0.25607322175973546,0.25429549117406186,0.3331728375761149,0.25292894087933926,0.18921627580690598,0.2461193203302896,0.4018389000060576,0.25385181214596536,0.25495978736696806
2020-01-01 06:00:00,0.2529092324132132,0.192495309295639,0.19290092040472326,0.18670008116399664,0.4708076409540653,0.19072059805699265,0.3421520486790821,0.25470099834357507,0.1909620695525123,0.19326212273657153,0.251479285709306,0.25530143890848445,0.1921522127500859,0.25811745592457463,0.25488152536973885,0.333442968172134,0.2557157017716106,0.18989829760805696,0.2486590728720491,0.4016082409465349,0.256684554593549,0.2577974699808716
2020-01-01 07:00:00,0.25321351047224366,0.1930538769093017,0.19351743246254086,0.18692521490171043,0.4716567883760746,0.19102563549370588,0.34536088000052645,0.25589284530959727,0.19179605877429978,0.19442469098465318,0.25157928566777826,0.25594746075255365,0.19266176657152673,0.2601616900894138,0.25546755956541584,0.33455644908479126,0.258502462663882,0.19058031940920797,0.2511988254138086,0.40112190644754453,0.25951729704113263,0.26063515259477515
2020-01-01 08:00:00,0.25351778853127416,0.19361244452296442,0.19413394452035845,0.18715034863942426,0.4725059357980839,0.1913306729304191,0.3485697113219708,0.2570846922756195,0.19263004799608727,0.19558725923273484,0.2516792856262505,0.25659348259662285,0.19317132039296755,0.262205924254253,0.2560535937610928,0.3348265796808104,0.26128922355615336,0.19126234121035895,0.2537385779555681,0.4006355719485541,0.26235003948871627,0.2633547234414635
2020-01-01 09:00:00,0.2538220665903046,0.19417101213662713,0.19475045657817608,0.18737548237713805,0.47335508322009323,0.19163571036713234,0.3517785426434151,0.2582765392416417,0.19346403721787472,0.19674982748081649,0.25177928558472285,0.25723950444069205,0.1936808742144084,0.2642501584190922,0.2566396279567698,0.3350967102768296,0.2640759844484247,0.19194436301150997,0.25627833049732757,0.40014923744956366,0.2632670105151016,0.26607429428815177
2020-01-01 10:00:00,0.25412634464933503,0.19472957975028984,0.19536696863599368,0.18760061611485185,0.47420423064210254,0.19194074780384557,0.35498737396485947,0.2594683862076639,0.1942980264396622,0.19791239572889813,0.2518792855431951,0.25788552628476125,0.19419042803584924,0.2662943925839314,0.2572256621524468,0.3353668408728487,0.2668627453406961,0.19262638481266098,0.25881808303908704,0.3996629029505733,0.264183981541487,0.26670994529053876
