,CORANI,MISICUNI,MIGUILLA,ANGOSTURA
2020-01-09 06:00:00+00:00,0.289343368,0.511440856,0.291518558,0.251510768
2020-01-09 07:00:00+00:00,0.292452748,0.513931918,0.296339359,0.255389684
2020-01-09 08:00:00+00:00,0.295676458,0.516514874,0.301338174,0.259411919
2020-01-09 09:00:00+00:00,0.29899316,0.519172582,0.306481887,0.263550826
2020-01-09 10:00:00+00:00,0.302380513,0.521887088,0.311735811,0.267778497
2020-01-09 11:00:00+00:00,0.305815419,0.524639833,0.317064087,0.272066078
2020-01-09 12:00:00+00:00,0.30927428,0.52741185,0.322430064,0.276384079
2020-01-09 13:00:00+00:00,0.312733246,0.530183969,0.327796697,0.280702689
2020-01-09 14:00:00+00:00,0.316168465,0.53293702,0.333126933,0.284992091
2020-01-09 15:00:00+00:00,0.319556335,0.535652034,0.338384103,0.289222779
2020-01-09 16:00:00+00:00,0.322873754,0.538310444,0.343532312,0.293365863
2020-01-09 17:00:00+00:00,0.326098373,0.540894291,0.348536827,0.297393394
2020-01-09 18:00:00+00:00,0.329208844,0.543386421,0.353364471,0.301278668
2020-01-09 19:00:00+00:00,0.332185071,0.545770693,0.357984008,0.304996548
2020-01-09 20:00:00+00:00,0.335008466,0.548032177,0.36236654,0.308523772
2020-01-09 21:00:00+00:00,0.33766219,0.550157356,0.366485889,0.31183927
2020-01-09 22:00:00+00:00,0.340131413,0.552134333,0.370318995,0.314924476
2020-01-09 23:00:00+00:00,0.342403562,0.553953027,0.373846301,0.317763647
2020-01-10 00:00:00+00:00,0.344468568,0.555605381,0.377052144,0.320344168
2020-01-10 01:00:00+00:00,0.346319119,0.557085556,0.379925141,0.32265687
2020-01-10 02:00:00+00:00,0.347950806,0.558390055,0.382458419,0.324696212
2020-01-10 03:00:00+00:00,0.349362024,0.559517643,0.384649467,0.32646016
2020-01-10 04:00:00+00:00,0.35055378,0.560469184,0.386499825,0.327949943
2020-01-10 05:00:00+00:00,0.351529487,0.561247486,0.388014779,0.3291698
2020-01-10 06:00:00+00:00,0.352294772,0.561857133,0.38920305,0.330126736
2020-01-10 07:00:00+00:00,0.35285727,0.56230433,0.390076479,0.330830268
2020-01-10 08:00:00+00:00,0.353226427,0.562596732,0.390649725,0.331292178
2020-01-10 09:00:00+00:00,0.353413301,0.562743292,0.390939947,0.331526261
2020-01-10 10:00:00+00:00,0.353430358,0.562754092,0.3909665,0.331548081
2020-01-10 11:00:00+00:00,0.35329128,0.562640187,0.390750619,0.331374713
2020-01-10 12:00:00+00:00,0.353010758,0.562413438,0.390315112,0.331024502
2020-01-10 13:00:00+00:00,0.352604297,0.562086353,0.389684052,0.330516808
2020-01-10 14:00:00+00:00,0.352088011,0.561671926,0.388882461,0.329871759
2020-01-10 15:00:00+00:00,0.351478431,0.561183474,0.387936005,0.329110002
2020-01-10 16:00:00+00:00,0.350792298,0.560634475,0.386870679,0.328252449
2020-01-10 17:00:00+00:00,0.350046369,0.560038407,0.385712503,0.327320036
2020-01-10 18:00:00+00:00,0.349257211,0.559408586,0.384487205,0.326333464
2020-01-10 19:00:00+00:00,0.34844101,0.558758004,0.383219917,0.325312957
2020-01-10 20:00:00+00:00,0.347613362,0.558099168,0.381934858,0.324278008
2020-01-10 21:00:00+00:00,0.346789079,0.557443939,0.380655031,0.323247132
2020-01-10 22:00:00+00:00,0.345981988,0.556803366,0.379401907,0.322237615
