,0
[55] - MOS13,1.656
[85] - GCH11,25622.71572604299
[32] - CHOQUETANGA,54460.79999999253
[88] - SCZ02,577.5899050628396
[117] - KILPANI,4521.691268268193
[25] - CORANI,572122.5053677874
[35] - ALT01,8271.13626892573
[78] - SISTEMA QUEHATA,3942.8344031890697
[9] - QOLLPANA II,16375.75442406467
[22] - CCERI50-51-52,21098.84304905132
[13] - BUL01,5161.322259121088
[21] - CCERI40-41-42,793109.4098901846
[70] - VALLE DE ZONGO - SANTA ROSA,69634.31689644631
[30] - MIGUILLA,15165.391512382434
[89] - UNA01,57875.400000003065
[106] - ARJ13,1091.6746410045134
[108] - ARJ15,1022.9794649534695
[112] - SUR04,799.3160729125716
[48] - MOS06,1.68
[23] - ORURO I,99933.1509054058
[8] - QOLLPANA I,3192.5263763602584
[73] - VALLE DE ZONGO - HARCA,179281.7634689815
[67] - VALLE DE ZONGO - TIQUIMANI,32937.608404961386
[107] - ARJ14,833.1972718110857
[81] - GCH04,175.53746922953434
[94] - WAR03,18363.60253518396
[49] - MOS07,3.102
[93] - WAR02,23249.681213610154
[33] - CARABUCO,53845.91999999277
[28] - SAN JOSE 2,465078.62461998913
[37] - SBU01,8455.0
[29] - MISICUNI,1054075.4493879995
[31] - ANGOSTURA,51201.66339873467
[119] - PUNUTUMA,1664.79029404866
[71] - VALLE DE ZONGO - SAINANI,78149.81499408686
[86] - GCH12,653601.6651339676
[113] - CCSUR30-31-32,230558.4012727003
[26] - SANTA ISABEL,800060.6381383379
[98] - CCWAR40-41-42,460656.58600867883
[24] - ORURO II,100340.5387576193
[77] - YANACACHI,342605.2940255743
[15] - BUL03,2096.053616064993
[105] - ARJ12,1047.0754153010555
[4] - VHE05,2686.8089804776614
[27] - SAN JOSE 1,483040.1785220105
[100] - ARJ01,62.639999999999915
[75] - VALLE DE ZONGO - HUAJI,154736.512627784
[74] - VALLE DE ZONGO - CAHUA,186090.08284050168
[92] - WAR01,12359.380424904868
[103] - ARJ09,948.051445189381
[51] - MOS09,1.68
[95] - WAR04,857.609210840151
[14] - BUL02,5577.809977327779
[114] - CCSUR40-41-42,419803.96123123664
[34] - KANATA,38538.853897612884
[97] - CCWAR30-31-32,108031.13634134171
[20] - CCERI30-31-32,455478.37867770856
[66] - SISTEMA ZONGO,3208.1001840654817
[90] - GBE01,73479.0
[7] - VHE08,2794.1860765180136
[6] - VHE07,269.8440996504113
[72] - VALLE DE ZONGO - CHURURAQUI,176114.79695495302
[115] - UYUNI_COLCHAK,108577.91391252741
[84] - GCH10,197285.05816625437
[96] - WAR05,15041.925401815868
[99] - ARJ08,11326.757994464135
[111] - SUR03,704.0775066229136
[118] - LANDARA,1615.240993579331
[76] - CHOJLLA,185143.7763146774
[12] - CAR03,5042.937326614244
[69] - VALLE DE ZONGO - CUTICUCHO,142292.71148147914
[68] - VALLE DE ZONGO - BOTIJILACA,46719.24373945762
[83] - GCH09,158208.76248188372
[116] - YUNCHARA,7465.70616360951
[5] - VHE06,2974.2157382607984
[79] - GCH01,216.89843358836086
[120] - SAN JACINTO,38918.963219779274
