TIMESTAMP,CORANI,MISICUNI,SAN JOSE 1,SAN JOSE 2,SANTA ISABEL
2019-12-31 23:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 00:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 01:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 02:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 03:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 04:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 05:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 06:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 07:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 08:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 09:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 10:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 11:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 12:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 13:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 14:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 15:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 16:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 17:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 18:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 19:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 20:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 21:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 22:00:00+00:00,5.574486328,5.488756593,7.959276573,10.22402519,3.326111098
2020-01-01 23:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 00:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 01:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 02:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 03:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 04:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 05:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 06:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 07:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 08:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 09:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 10:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 11:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 12:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 13:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 14:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 15:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 16:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 17:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 18:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 19:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 20:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 21:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 22:00:00+00:00,1.176183207,2.354049465,1.679349899,2.157603433,0.70168789
2020-01-02 23:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 00:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 01:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 02:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 03:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 04:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 05:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 06:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 07:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 08:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 09:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 10:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 11:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 12:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 13:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 14:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 15:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 16:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 17:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 18:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 19:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 20:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 21:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 22:00:00+00:00,0.897401292,1.563040539,1.280561187,1.644932052,0.535013995
2020-01-03 23:00:00+00:00,0.718842626,1.85115066,1.026838268,1.318832425,0.429116216
2020-01-04 00:00:00+00:00,0.718842626,1.85115066,1.026838268,1.318832425,0.429116216
2020-01-04 01:00:00+00:00,0.718842626,1.85115066,1.026838268,1.318832425,0.429116216
2020-01-04 02:00:00+00:00,0.718842626,1.85115066,1.026838268,1.318832425,0.429116216
2020-01-04 03:00:00+00:00,0.718842626,1.85115066,1.026838268,1.318832425,0.429116216
