,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-2.947284722560702,0.00017097863788512747,19.5865,0.036980711060420925,0.004204620509642315,89.56777862608
NO,0.06360287740428014,2.1836987908802774,394.1192,0.4560673066935646,0.0001369164367391835,19.132,0.036240731556213546,0.0004435508860032748,1.97
OR,0.10482489014144424,3.5989878948562497,754.8664,1.7693435946479943,0.0001824914774740212,31.934371355013013,0.06118521124770281,,
SU,0.043481341250036845,1.4928593829179324,277.5438,0.7218738212191438,0.00011393290388382359,13.472999999999999,0.02462888951957789,0.0018741563839532525,40.25091561579599
