,QUEHATA,VALLE DE ZONGO - BOTIJILACA,VALLE DE ZONGO - CAHUA,VALLE DE ZONGO - CHURURAQUI,VALLE DE ZONGO - CUTICUCHO,VALLE DE ZONGO - HARCA,VALLE DE ZONGO - HUAJI,VALLE DE ZONGO - SAINANI,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI,YANACACHI
2000-01-01 00:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 01:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 02:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 03:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 04:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 05:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 06:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 07:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 08:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 09:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 10:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 11:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 12:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 13:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 14:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 15:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 16:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 17:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 18:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 19:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 20:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 21:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 22:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-01 23:00:00,0.9920275355329948,2.350017710220264,1.944051691220557,2.050756061933832,1.8372816476447542,2.241356922243714,1.584833970149254,1.9642335127714285,0.7235164308555998,0.8494154725,0.9660285742486712
2000-01-02 00:00:00,0.9920275355329948,4.233405109559472,3.5037668033190585,3.6954949049822767,3.311176893461037,4.039779024139265,2.8563482537313436,3.5406070935428575,1.304247586696987,1.5352788975,1.9475601145835801
2000-01-02 01:00:00,0.9920275355329948,4.233405109559472,3.5037668033190585,3.6954949049822767,3.311176893461037,4.039779024139265,2.8563482537313436,3.5406070935428575,1.304247586696987,1.5352788975,1.9475601145835801
2000-01-02 02:00:00,0.9920275355329948,4.233405109559472,3.5037668033190585,3.6954949049822767,3.311176893461037,4.039779024139265,2.8563482537313436,3.5406070935428575,1.304247586696987,1.5352788975,1.9475601145835801
2000-01-02 03:00:00,0.9920275355329948,4.233405109559472,3.5037668033190585,3.6954949049822767,3.311176893461037,4.039779024139265,2.8563482537313436,3.5406070935428575,1.304247586696987,1.5352788975,1.9475601145835801
2000-01-02 04:00:00,0.9920275355329948,4.233405109559472,3.5037668033190585,3.6954949049822767,3.311176893461037,4.039779024139265,2.8563482537313436,3.5406070935428575,1.304247586696987,1.5352788975,1.9475601145835801
2000-01-02 05:00:00,0.9920275355329948,4.233405109559472,3.5037668033190585,3.6954949049822767,3.311176893461037,4.039779024139265,2.8563482537313436,3.5406070935428575,1.304247586696987,1.5352788975,1.9475601145835801
2000-01-02 06:00:00,0.9920275355329948,4.233405109559472,3.5037668033190585,3.6954949049822767,3.311176893461037,4.039779024139265,2.8563482537313436,3.5406070935428575,1.304247586696987,1.5352788975,1.9475601145835801
