,QUEHATA,VALLE DE ZONGO - BOTIJILACA,VALLE DE ZONGO - CAHUA,VALLE DE ZONGO - CHURURAQUI,VALLE DE ZONGO - CUTICUCHO,VALLE DE ZONGO - HARCA,VALLE DE ZONGO - HUAJI,VALLE DE ZONGO - SAINANI,YANACACHI
2011-12-31 23:00:00+00:00,0.3095942874715736,1.0794339721585906,1.7784209273608134,1.778798346593147,1.1991751260339574,1.961854377475822,1.8495808164179108,2.0977681465028573,0.9775589052753102
2012-01-01 00:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 01:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 02:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 03:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 04:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 05:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 06:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 07:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 08:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 09:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 10:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 11:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 12:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 13:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 14:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 15:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 16:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 17:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 18:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 19:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 20:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 21:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 22:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-01 23:00:00+00:00,0.36205503773299486,1.2632750705418505,2.1233070851338334,2.1606021749704607,1.443952206305616,2.3543586670735013,2.205256682835821,2.546854539197143,1.00904930513798
2012-01-02 00:00:00+00:00,0.34838839956700507,1.205930140770925,2.0358654295663814,2.019160540173296,1.3459832323726602,2.228282340197292,2.184451592537314,2.373979826648571,1.0435434046798584
2012-01-02 01:00:00+00:00,0.34838839956700507,1.205930140770925,2.0358654295663814,2.019160540173296,1.3459832323726602,2.228282340197292,2.184451592537314,2.373979826648571,1.0435434046798584
2012-01-02 02:00:00+00:00,0.34838839956700507,1.205930140770925,2.0358654295663814,2.019160540173296,1.3459832323726602,2.228282340197292,2.184451592537314,2.373979826648571,1.0435434046798584
2012-01-02 03:00:00+00:00,0.34838839956700507,1.205930140770925,2.0358654295663814,2.019160540173296,1.3459832323726602,2.228282340197292,2.184451592537314,2.373979826648571,1.0435434046798584
2012-01-02 04:00:00+00:00,0.34838839956700507,1.205930140770925,2.0358654295663814,2.019160540173296,1.3459832323726602,2.228282340197292,2.184451592537314,2.373979826648571,1.0435434046798584
2012-01-02 05:00:00+00:00,0.34838839956700507,1.205930140770925,2.0358654295663814,2.019160540173296,1.3459832323726602,2.228282340197292,2.184451592537314,2.373979826648571,1.0435434046798584
2012-01-02 06:00:00+00:00,0.34838839956700507,1.205930140770925,2.0358654295663814,2.019160540173296,1.3459832323726602,2.228282340197292,2.184451592537314,2.373979826648571,1.0435434046798584
2012-01-02 07:00:00+00:00,0.34838839956700507,1.205930140770925,2.0358654295663814,2.019160540173296,1.3459832323726602,2.228282340197292,2.184451592537314,2.373979826648571,1.0435434046798584
2012-01-02 08:00:00+00:00,0.34838839956700507,1.205930140770925,2.0358654295663814,2.019160540173296,1.3459832323726602,2.228282340197292,2.184451592537314,2.373979826648571,1.0435434046798584
2012-01-02 09:00:00+00:00,0.34838839956700507,1.205930140770925,2.0358654295663814,2.019160540173296,1.3459832323726602,2.228282340197292,2.184451592537314,2.373979826648571,1.0435434046798584
2012-01-02 10:00:00+00:00,0.34838839956700507,1.205930140770925,2.0358654295663814,2.019160540173296,1.3459832323726602,2.228282340197292,2.184451592537314,2.373979826648571,1.0435434046798584
