,QUEHATA,VALLE DE ZONGO - BOTIJILACA,VALLE DE ZONGO - CAHUA,VALLE DE ZONGO - CHURURAQUI,VALLE DE ZONGO - CUTICUCHO,VALLE DE ZONGO - HARCA,VALLE DE ZONGO - HUAJI,VALLE DE ZONGO - SAINANI,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI,YANACACHI
2015-01-01 00:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 01:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 02:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 03:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 04:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 05:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 06:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 07:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 08:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 09:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 10:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 11:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 12:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 13:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 14:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 15:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 16:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 17:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 18:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 19:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 20:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 21:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 22:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-01 23:00:00,0.9920275355329948,4.480775394845816,3.709153017558886,3.91400599005514,3.5059520048410975,4.277256126615088,3.0237836417910455,3.7483891999714287,1.3809680329732805,1.62496873,2.0047273020265806
2015-01-02 00:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 01:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 02:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 03:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 04:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 05:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 06:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 07:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 08:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 09:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 10:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 11:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 12:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 13:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 14:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 15:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
2015-01-02 16:00:00,0.9920275355329948,4.666303108810573,3.8626842965203436,4.074936451358803,3.651306565572486,4.453362741934236,3.1489457388059705,3.9007627446857147,1.4374428059266628,1.6935550725000001,1.82450532127407
