,CAMBARI,CARRIZAL,HUACATA,INCAHUASI,KILPANI,LANDARA,PUNUTUMA
1981-01-01 00:00:00,4.879608792822581,4.057690928734426,0.20219113358490565,36.59692228929095,0.27503111269565217,0.3038118529411765,1.90687137084
1981-01-01 01:00:00,4.879608792822581,4.057690928734426,0.20219113358490565,36.59692228929095,0.27503111269565217,0.3038118529411765,1.90687137084
1981-01-01 02:00:00,4.879608792822581,4.057690928734426,0.20219113358490565,36.59692228929095,0.27503111269565217,0.3038118529411765,1.90687137084
1981-01-01 03:00:00,4.879608792822581,4.057690928734426,0.20219113358490565,36.59692228929095,0.27503111269565217,0.3038118529411765,1.90687137084
1981-01-01 04:00:00,4.879608792822581,4.057690928734426,0.20219113358490565,36.59692228929095,0.27503111269565217,0.3038118529411765,1.90687137084
1981-01-01 05:00:00,4.879608792822581,4.057690928734426,0.20219113358490565,36.59692228929095,0.27503111269565217,0.3038118529411765,1.90687137084
1981-01-01 06:00:00,4.879608792822581,4.057690928734426,0.20219113358490565,36.59692228929095,0.27503111269565217,0.3038118529411765,1.90687137084
1981-01-01 07:00:00,4.879608792822581,4.057690928734426,0.20219113358490565,36.59692228929095,0.27503111269565217,0.3038118529411765,1.90687137084
1981-01-01 08:00:00,4.879608792822581,4.057690928734426,0.20219113358490565,36.59692228929095,0.27503111269565217,0.3038118529411765,1.90687137084
1981-01-01 09:00:00,4.879608792822581,4.057690928734426,0.20219113358490565,36.59692228929095,0.27503111269565217,0.3038118529411765,1.90687137084
1981-01-01 10:00:00,4.879608792822581,4.057690928734426,0.20219113358490565,36.59692228929095,0.27503111269565217,0.3038118529411765,1.90687137084
1981-01-01 11:00:00,4.879608792822581,4.057690928734426,0.20219113358490565,36.59692228929095,0.27503111269565217,0.3038118529411765,1.90687137084
1981-01-01 12:00:00,4.879608792822581,4.057690928734426,0.20219113358490565,36.59692228929095,0.27503111269565217,0.3038118529411765,1.90687137084
