,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-3.8757474861286982,3.746394317964155e-05,19.5865,0.039342956150321906,0.5501886065178665,658.63258736893
NO,0.06360287740428014,2.1836987908802774,394.1192,0.7750354797352563,3.855504422029321e-05,7.6492950145720044,0.038042650281919985,0.04868716356132447,173.96848468795002
OR,0.10482489014144424,3.5989878948562497,754.8664,2.045054469626248,5.766942595809476e-05,14.763295995642352,0.06467331153256022,,
SU,0.043481341250036845,1.4928593829179324,277.5438,1.0556575367671939,3.945542447092862e-05,13.472999999999999,0.02579749003379105,0.03025664735892361,55.58991153889001
