,SISTEMA ZONGO,VALLE DE ZONGO - TIQUIMANI,VALLE DE ZONGO - SANTA ROSA,CHOJLLA
2020-02-29 17:00:00+00:00,0.888120886,0.896985455,0.946424192,0.842112159
2020-02-29 18:00:00+00:00,0.888265683,0.89728005,0.94653404,0.842298305
2020-02-29 19:00:00+00:00,0.888417928,0.897590336,0.946649673,0.842491757
2020-02-29 20:00:00+00:00,0.888574608,0.897910224,0.946768815,0.842688466
2020-02-29 21:00:00+00:00,0.888732801,0.898233798,0.946889257,0.842884556
2020-02-29 22:00:00+00:00,0.888889722,0.898555406,0.947008889,0.843076391
2020-02-29 23:00:00+00:00,0.88904277,0.898869754,0.947125738,0.843260642
2020-03-01 00:00:00+00:00,0.889189578,0.899172003,0.947238002,0.843434359
2020-03-01 01:00:00+00:00,0.889328057,0.899457863,0.947344087,0.843595034
2020-03-01 02:00:00+00:00,0.889456431,0.899723656,0.947442629,0.843740651
2020-03-01 03:00:00+00:00,0.889573234,0.899966319,0.947532495,0.843869673
2020-03-01 04:00:00+00:00,0.889677295,0.900183367,0.947612772,0.843981013
2020-03-01 05:00:00+00:00,0.889767721,0.90037287,0.947682754,0.844074001
2020-03-01 06:00:00+00:00,0.889843879,0.900533417,0.947741931,0.844148351
2020-03-01 07:00:00+00:00,0.889905383,0.900664089,0.947789975,0.844204131
2020-03-01 08:00:00+00:00,0.889952076,0.900764423,0.947826731,0.84424173
2020-03-01 09:00:00+00:00,0.889984013,0.900834387,0.947852207,0.844261826
2020-03-01 10:00:00+00:00,0.890001445,0.900874348,0.947866555,0.844265352
2020-03-01 11:00:00+00:00,0.890004803,0.900885037,0.947870067,0.844253468
2020-03-01 12:00:00+00:00,0.889994681,0.900867523,0.947863158,0.844227525
2020-03-01 13:00:00+00:00,0.889971821,0.900823183,0.947846358,0.844189035
2020-03-01 14:00:00+00:00,0.889937094,0.900753666,0.947820297,0.844139638
2020-03-01 15:00:00+00:00,0.889891487,0.900660866,0.947785695,0.844081072
2020-03-01 16:00:00+00:00,0.889836084,0.900546892,0.947743351,0.844015138
2020-03-01 17:00:00+00:00,0.889772049,0.900414035,0.947694128,0.843943668
2020-03-01 18:00:00+00:00,0.889700615,0.900264739,0.947638945,0.843868497
2020-03-01 19:00:00+00:00,0.889623059,0.900101567,0.947578763,0.843791426
2020-03-01 20:00:00+00:00,0.889540694,0.899927177,0.947514574,0.843714193
2020-03-01 21:00:00+00:00,0.889454846,0.899744284,0.947447389,0.843638439
2020-03-01 22:00:00+00:00,0.889366843,0.899555633,0.947378226,0.843565679
2020-03-01 23:00:00+00:00,0.889277995,0.899363969,0.947308098,0.843497265
2020-03-02 00:00:00+00:00,0.889189578,0.899172003,0.947238002,0.843434359
2020-03-02 01:00:00+00:00,0.88910282,0.898982385,0.947168908,0.843377897
2020-03-02 02:00:00+00:00,0.889018886,0.898797676,0.947101747,0.843328573
2020-03-02 03:00:00+00:00,0.88893887,0.89862033,0.947037407,0.843286842
2020-03-02 04:00:00+00:00,0.888863796,0.898452685,0.946976727,0.843252939
2020-03-02 05:00:00+00:00,0.888794609,0.898296947,0.946920496,0.8432269
2020-03-02 06:00:00+00:00,0.888732176,0.89815518,0.946869446,0.84320858
2020-03-02 07:00:00+00:00,0.888677283,0.898029296,0.946824251,0.843197668
2020-03-02 08:00:00+00:00,0.888630628,0.897921037,0.946785523,0.843193711
2020-03-02 09:00:00+00:00,0.888592819,0.897831966,0.946753803,0.843196129
2020-03-02 10:00:00+00:00,0.888564375,0.897763458,0.946729565,0.843204234
2020-03-02 11:00:00+00:00,0.888545714,0.897716681,0.946713205,0.843217251
2020-03-02 12:00:00+00:00,0.888537159,0.897692588,0.946705044,0.843234334
