,0
[67] - VALLE DE ZONGO - TIQUIMANI,25805.765696353596
[95] - WAR04,502.964753842533
[99] - ARJ08,15937.099274425376
[107] - ARJ14,1457.6284513427586
[94] - WAR03,26521.662344117376
[14] - BUL02,9841.424052485849
[85] - GCH11,30227.7153418947
[114] - CCSUR40-41-42,455328.2034170972
[93] - WAR02,25182.967148032345
[32] - CHOQUETANGA,52206.47538224501
[34] - KANATA,39679.237924718196
[33] - CARABUCO,52735.72667926107
[88] - SCZ02,238.32944027488458
[28] - SAN JOSE 2,340932.4647201758
[97] - CCWAR30-31-32,118119.68180664664
[37] - SBU01,8530.0
[29] - MISICUNI,1054046.2891844022
[117] - KILPANI,3572.237965583052
[20] - CCERI30-31-32,486942.0864169729
[118] - LANDARA,1275.8092645677739
[31] - ANGOSTURA,40188.9928438191
[119] - PUNUTUMA,1314.1247316336357
[80] - GCH02,904.3530785330947
[76] - CHOJLLA,158677.32833340723
[71] - VALLE DE ZONGO - SAINANI,76562.28898129615
[86] - GCH12,670563.921944163
[25] - CORANI,573013.0013629085
[113] - CCSUR30-31-32,217929.50693454847
[26] - SANTA ISABEL,800190.7785531108
[98] - CCWAR40-41-42,527952.8037615641
[66] - SISTEMA ZONGO,2507.2000836532475
[35] - ALT01,11761.435683484713
[78] - SISTEMA QUEHATA,4184.964480099459
[9] - QOLLPANA II,16536.29782628903
[104] - ARJ11,98.04200000000021
[22] - CCERI50-51-52,26741.3504190437
[12] - CAR03,4857.860962152905
[13] - BUL01,9522.570572131863
[21] - CCERI40-41-42,839151.2085597861
[70] - VALLE DE ZONGO - SANTA ROSA,55383.06578723253
[30] - MIGUILLA,12007.967183024415
[69] - VALLE DE ZONGO - CUTICUCHO,143217.3028636038
[68] - VALLE DE ZONGO - BOTIJILACA,44361.20044381196
[90] - GBE01,73521.0
[24] - ORURO II,102484.13869744953
[7] - VHE08,1839.8861147253235
[6] - VHE07,6271.427374577223
[15] - BUL03,814.0221341308636
[77] - YANACACHI,308933.8039070821
[83] - GCH09,156467.10272579736
[89] - UNA01,57875.400000003065
[105] - ARJ12,1342.5934099108415
[106] - ARJ13,1441.958591353398
[108] - ARJ15,1080.6287863668274
[4] - VHE05,2265.876899482816
[72] - VALLE DE ZONGO - CHURURAQUI,173111.37389704506
[115] - UYUNI_COLCHAK,111528.41075425112
[84] - GCH10,213488.2805161811
[116] - YUNCHARA,7733.4013725571085
[27] - SAN JOSE 1,472702.4305326609
[23] - ORURO I,102352.74690156255
[5] - VHE06,1035.0138723750556
[79] - GCH01,228.3922061086342
[75] - VALLE DE ZONGO - HUAJI,154191.66843718223
[120] - SAN JACINTO,23648.887371933248
[74] - VALLE DE ZONGO - CAHUA,184376.8842993455
[92] - WAR01,10934.416236860756
[8] - QOLLPANA I,3223.4748135017085
[103] - ARJ09,1152.0532652913569
[96] - WAR05,20855.941155738063
[73] - VALLE DE ZONGO - HARCA,176037.8672724944
