,SISTEMA ZONGO,VALLE DE ZONGO - TIQUIMANI,VALLE DE ZONGO - BOTIJILACA,VALLE DE ZONGO - CUTICUCHO,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - SAINANI,VALLE DE ZONGO - CHURURAQUI,VALLE DE ZONGO - HARCA,VALLE DE ZONGO - CAHUA,VALLE DE ZONGO - HUAJI,CHOJLLA,YANACACHI
2020-09-23 00:00:00+00:00,0.09,0.01,0.21,0.08,0.01,0.09,0.15,0.04,0.05,0.13,0.11,0.06
2020-09-24 00:00:00+00:00,0.06,0.01,0.22,0.11,0.02,0.12,0.17,0.06,0.04,0.1,0.14,0.09
2020-09-25 00:00:00+00:00,0.06,0.01,0.22,0.11,0.02,0.12,0.17,0.06,0.04,0.1,0.14,0.09
2020-09-26 00:00:00+00:00,0.06,0.01,0.22,0.11,0.02,0.12,0.17,0.06,0.04,0.1,0.14,0.09
2020-09-27 00:00:00+00:00,0.06,0.01,0.22,0.11,0.02,0.12,0.17,0.06,0.04,0.1,0.14,0.09
2020-09-28 00:00:00+00:00,0.06,0.01,0.22,0.11,0.02,0.12,0.17,0.06,0.04,0.1,0.14,0.09
2020-09-29 00:00:00+00:00,0.06,0.01,0.22,0.11,0.02,0.12,0.17,0.06,0.04,0.1,0.14,0.09
2020-09-30 00:00:00+00:00,0.06,0.01,0.22,0.11,0.02,0.12,0.17,0.06,0.04,0.1,0.14,0.09
2020-10-01 00:00:00+00:00,0.05,0.01,0.18,0.09,0.02,0.1,0.17,0.07,0.05,0.17,0.12,0.08
2020-10-02 00:00:00+00:00,0.05,0.01,0.18,0.09,0.02,0.1,0.17,0.07,0.05,0.17,0.12,0.08
2020-10-03 00:00:00+00:00,0.05,0.01,0.18,0.09,0.02,0.1,0.17,0.07,0.05,0.17,0.12,0.08
2020-10-04 00:00:00+00:00,0.05,0.01,0.18,0.09,0.02,0.1,0.17,0.07,0.05,0.17,0.12,0.08
2020-10-05 00:00:00+00:00,0.05,0.01,0.18,0.09,0.02,0.1,0.17,0.07,0.05,0.17,0.12,0.08
2020-10-06 00:00:00+00:00,0.05,0.01,0.18,0.09,0.02,0.1,0.17,0.07,0.05,0.17,0.12,0.08
2020-10-07 00:00:00+00:00,0.05,0.01,0.18,0.09,0.02,0.1,0.17,0.07,0.05,0.17,0.12,0.08
2020-10-08 00:00:00+00:00,0.05,0.01,0.22,0.19,0.04,0.16,0.21,0.1,0.07,0.13,0.17,0.13
2020-10-09 00:00:00+00:00,0.05,0.01,0.22,0.19,0.04,0.16,0.21,0.1,0.07,0.13,0.17,0.13
2020-10-10 00:00:00+00:00,0.05,0.01,0.22,0.19,0.04,0.16,0.21,0.1,0.07,0.13,0.17,0.13
2020-10-11 00:00:00+00:00,0.05,0.01,0.22,0.19,0.04,0.16,0.21,0.1,0.07,0.13,0.17,0.13
2020-10-12 00:00:00+00:00,0.05,0.01,0.22,0.19,0.04,0.16,0.21,0.1,0.07,0.13,0.17,0.13
2020-10-13 00:00:00+00:00,0.05,0.01,0.22,0.19,0.04,0.16,0.21,0.1,0.07,0.13,0.17,0.13
2020-10-14 00:00:00+00:00,0.05,0.01,0.22,0.19,0.04,0.16,0.21,0.1,0.07,0.13,0.17,0.13
2020-10-15 00:00:00+00:00,0.05,0.01,0.27,0.26,0.03,0.19,0.24,0.1,0.04,0.09,0.2,0.11
2020-10-16 00:00:00+00:00,0.05,0.01,0.27,0.26,0.03,0.19,0.24,0.1,0.04,0.09,0.2,0.11
2020-10-17 00:00:00+00:00,0.05,0.01,0.27,0.26,0.03,0.19,0.24,0.1,0.04,0.09,0.2,0.11
2020-10-18 00:00:00+00:00,0.05,0.01,0.27,0.26,0.03,0.19,0.24,0.1,0.04,0.09,0.2,0.11
2020-10-19 00:00:00+00:00,0.05,0.01,0.27,0.26,0.03,0.19,0.24,0.1,0.04,0.09,0.2,0.11
2020-10-20 00:00:00+00:00,0.05,0.01,0.27,0.26,0.03,0.19,0.24,0.1,0.04,0.09,0.2,0.11
2020-10-21 00:00:00+00:00,0.05,0.01,0.27,0.26,0.03,0.19,0.24,0.1,0.04,0.09,0.2,0.11
2020-10-22 00:00:00+00:00,0.11,0.11,0.5,0.29,0.05,0.18,0.26,0.18,0.05,0.16,0.37,0.16
2020-10-23 00:00:00+00:00,0.11,0.11,0.5,0.29,0.05,0.18,0.26,0.18,0.05,0.16,0.37,0.16
2020-10-24 00:00:00+00:00,0.11,0.11,0.5,0.29,0.05,0.18,0.26,0.18,0.05,0.16,0.37,0.16
2020-10-25 00:00:00+00:00,0.11,0.11,0.5,0.29,0.05,0.18,0.26,0.18,0.05,0.16,0.37,0.16
2020-10-26 00:00:00+00:00,0.11,0.11,0.5,0.29,0.05,0.18,0.26,0.18,0.05,0.16,0.37,0.16
2020-10-27 00:00:00+00:00,0.11,0.11,0.5,0.29,0.05,0.18,0.26,0.18,0.05,0.16,0.37,0.16
2020-10-28 00:00:00+00:00,0.11,0.11,0.5,0.29,0.05,0.18,0.26,0.18,0.05,0.16,0.37,0.16
2020-10-29 00:00:00+00:00,0.09,0.07,0.38,0.23,0.05,0.15,0.24,0.16,0.07,0.2,0.19,0.13
2020-10-30 00:00:00+00:00,0.09,0.07,0.38,0.23,0.05,0.15,0.24,0.16,0.07,0.2,0.19,0.13
2020-10-31 00:00:00+00:00,0.09,0.07,0.38,0.23,0.05,0.15,0.24,0.16,0.07,0.2,0.19,0.13
2020-11-01 00:00:00+00:00,0.09,0.07,0.38,0.23,0.05,0.15,0.24,0.16,0.07,0.2,0.19,0.13
2020-11-02 00:00:00+00:00,0.09,0.07,0.38,0.23,0.05,0.15,0.24,0.16,0.07,0.2,0.19,0.13
2020-11-03 00:00:00+00:00,0.09,0.07,0.38,0.23,0.05,0.15,0.24,0.16,0.07,0.2,0.19,0.13
2020-11-04 00:00:00+00:00,0.09,0.07,0.38,0.23,0.05,0.15,0.24,0.16,0.07,0.2,0.19,0.13
2020-11-05 00:00:00+00:00,0.1,0.02,0.27,0.17,0.05,0.19,0.19,0.1,0.07,0.15,0.14,0.13
2020-11-06 00:00:00+00:00,0.1,0.02,0.27,0.17,0.05,0.19,0.19,0.1,0.07,0.15,0.14,0.13
2020-11-07 00:00:00+00:00,0.1,0.02,0.27,0.17,0.05,0.19,0.19,0.1,0.07,0.15,0.14,0.13
2020-11-08 00:00:00+00:00,0.1,0.02,0.27,0.17,0.05,0.19,0.19,0.1,0.07,0.15,0.14,0.13
2020-11-09 00:00:00+00:00,0.1,0.02,0.27,0.17,0.05,0.19,0.19,0.1,0.07,0.15,0.14,0.13
2020-11-10 00:00:00+00:00,0.1,0.02,0.27,0.17,0.05,0.19,0.19,0.1,0.07,0.15,0.14,0.13
2020-11-11 00:00:00+00:00,0.1,0.02,0.27,0.17,0.05,0.19,0.19,0.1,0.07,0.15,0.14,0.13
2020-11-12 00:00:00+00:00,0.09,0.03,0.31,0.13,0.05,0.18,0.15,0.06,0.06,0.14,0.11,0.1
2020-11-13 00:00:00+00:00,0.09,0.03,0.31,0.13,0.05,0.18,0.15,0.06,0.06,0.14,0.11,0.1
2020-11-14 00:00:00+00:00,0.09,0.03,0.31,0.13,0.05,0.18,0.15,0.06,0.06,0.14,0.11,0.1
2020-11-15 00:00:00+00:00,0.09,0.03,0.31,0.13,0.05,0.18,0.15,0.06,0.06,0.14,0.11,0.1
2020-11-16 00:00:00+00:00,0.09,0.03,0.31,0.13,0.05,0.18,0.15,0.06,0.06,0.14,0.11,0.1
2020-11-17 00:00:00+00:00,0.09,0.03,0.31,0.13,0.05,0.18,0.15,0.06,0.06,0.14,0.11,0.1
2020-11-18 00:00:00+00:00,0.09,0.03,0.31,0.13,0.05,0.18,0.15,0.06,0.06,0.14,0.11,0.1
2020-11-19 00:00:00+00:00,0.11,0.01,0.31,0.12,0.04,0.15,0.15,0.06,0.05,0.18,0.09,0.08
2020-11-20 00:00:00+00:00,0.11,0.01,0.31,0.12,0.04,0.15,0.15,0.06,0.05,0.18,0.09,0.08
2020-11-21 00:00:00+00:00,0.11,0.01,0.31,0.12,0.04,0.15,0.15,0.06,0.05,0.18,0.09,0.08
2020-11-22 00:00:00+00:00,0.11,0.01,0.31,0.12,0.04,0.15,0.15,0.06,0.05,0.18,0.09,0.08
2020-11-23 00:00:00+00:00,0.11,0.01,0.31,0.12,0.04,0.15,0.15,0.06,0.05,0.18,0.09,0.08
2020-11-24 00:00:00+00:00,0.11,0.01,0.31,0.12,0.04,0.15,0.15,0.06,0.05,0.18,0.09,0.08
2020-11-25 00:00:00+00:00,0.11,0.01,0.31,0.12,0.04,0.15,0.15,0.06,0.05,0.18,0.09,0.08
2020-11-26 00:00:00+00:00,0.28,0.01,0.31,0.12,0.04,0.13,0.14,0.07,0.07,0.12,0.08,0.08
2020-11-27 00:00:00+00:00,0.28,0.01,0.31,0.12,0.04,0.13,0.14,0.07,0.07,0.12,0.08,0.08
2020-11-28 00:00:00+00:00,0.28,0.01,0.31,0.12,0.04,0.13,0.14,0.07,0.07,0.12,0.08,0.08
2020-11-29 00:00:00+00:00,0.28,0.01,0.31,0.12,0.04,0.13,0.14,0.07,0.07,0.12,0.08,0.08
2020-11-30 00:00:00+00:00,0.28,0.01,0.31,0.12,0.04,0.13,0.14,0.07,0.07,0.12,0.08,0.08
2020-12-01 00:00:00+00:00,0.28,0.01,0.31,0.12,0.04,0.13,0.14,0.07,0.07,0.12,0.08,0.08
2020-12-02 00:00:00+00:00,0.28,0.01,0.31,0.12,0.04,0.13,0.14,0.07,0.07,0.12,0.08,0.08
2020-12-03 00:00:00+00:00,0.29,0.1,0.37,0.23,0.05,0.18,0.29,0.14,0.25,0.16,0.51,0.29
2020-12-04 00:00:00+00:00,0.29,0.1,0.37,0.23,0.05,0.18,0.29,0.14,0.25,0.16,0.51,0.29
2020-12-05 00:00:00+00:00,0.29,0.1,0.37,0.23,0.05,0.18,0.29,0.14,0.25,0.16,0.51,0.29
2020-12-06 00:00:00+00:00,0.29,0.1,0.37,0.23,0.05,0.18,0.29,0.14,0.25,0.16,0.51,0.29
2020-12-07 00:00:00+00:00,0.29,0.1,0.37,0.23,0.05,0.18,0.29,0.14,0.25,0.16,0.51,0.29
2020-12-08 00:00:00+00:00,0.29,0.1,0.37,0.23,0.05,0.18,0.29,0.14,0.25,0.16,0.51,0.29
2020-12-09 00:00:00+00:00,0.29,0.1,0.37,0.23,0.05,0.18,0.29,0.14,0.25,0.16,0.51,0.29
2020-12-10 00:00:00+00:00,0.24,0.57,0.64,0.45,0.07,0.17,0.43,0.16,0.42,0.31,0.95,0.49
2020-12-11 00:00:00+00:00,0.24,0.57,0.64,0.45,0.07,0.17,0.43,0.16,0.42,0.31,0.95,0.49
2020-12-12 00:00:00+00:00,0.24,0.57,0.64,0.45,0.07,0.17,0.43,0.16,0.42,0.31,0.95,0.49
2020-12-13 00:00:00+00:00,0.24,0.57,0.64,0.45,0.07,0.17,0.43,0.16,0.42,0.31,0.95,0.49
2020-12-14 00:00:00+00:00,0.24,0.57,0.64,0.45,0.07,0.17,0.43,0.16,0.42,0.31,0.95,0.49
2020-12-15 00:00:00+00:00,0.24,0.57,0.64,0.45,0.07,0.17,0.43,0.16,0.42,0.31,0.95,0.49
2020-12-16 00:00:00+00:00,0.24,0.57,0.64,0.45,0.07,0.17,0.43,0.16,0.42,0.31,0.95,0.49
2020-12-17 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-18 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-19 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-20 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-21 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-22 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-23 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-24 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-25 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-26 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-27 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-28 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-29 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-30 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
2020-12-31 00:00:00+00:00,0.18,0.16,0.53,0.24,0.09,0.21,0.39,0.15,0.43,0.32,0.31,0.26
