,2020,CNDC
26/01/2020 06:00,0.477871663,0.456076009
26/01/2020 07:00,0.478001119,0.456170431
26/01/2020 08:00,0.478130574,0.456248577
26/01/2020 09:00,0.478260029,0.456310012
26/01/2020 10:00,0.478389485,0.456354527
26/01/2020 11:00,0.47851894,0.456382128
26/01/2020 12:00,0.478648395,0.456393022
26/01/2020 13:00,0.478777851,0.456387602
26/01/2020 14:00,0.478907306,0.456366439
26/01/2020 15:00,0.479036761,0.456330262
26/01/2020 16:00,0.479166217,0.456279951
26/01/2020 17:00,0.479295672,0.45621652
26/01/2020 18:00,0.479425127,0.456141105
26/01/2020 19:00,0.479554583,0.45605495
26/01/2020 20:00,0.479684038,0.455959398
26/01/2020 21:00,0.479813493,0.455855869
26/01/2020 22:00,0.479942949,0.455745858
26/01/2020 23:00,0.480072404,0.455630911
27/01/2020 00:00,0.480201859,0.45551262
27/01/2020 01:00,0.480331315,0.455392607
27/01/2020 02:00,0.48046077,0.455272509
27/01/2020 03:00,0.480590225,0.455153966
27/01/2020 04:00,0.480719681,0.455038609
27/01/2020 05:00,0.480849136,0.454928043
27/01/2020 06:00,0.480978591,0.454823838
27/01/2020 07:00,0.481108047,0.454727509
27/01/2020 08:00,0.481237502,0.454640505
27/01/2020 09:00,0.481366957,0.454564197
27/01/2020 10:00,0.481496413,0.454499862
27/01/2020 11:00,0.481625868,0.45444867
27/01/2020 12:00,0.481755323,0.454411668
27/01/2020 13:00,0.481884779,0.454389769
27/01/2020 14:00,0.482014234,0.454383739
27/01/2020 15:00,0.482143689,0.454394178
27/01/2020 16:00,0.482273145,0.454421511
27/01/2020 17:00,0.4824026,0.454465973
27/01/2020 18:00,0.482532055,0.454527594
27/01/2020 19:00,0.482661511,0.454606185
27/01/2020 20:00,0.482790966,0.454701327
27/01/2020 21:00,0.482920421,0.454812353
27/01/2020 22:00,0.483049877,0.454938339
27/01/2020 23:00,0.483179332,0.455078084
28/01/2020 00:00,0.483308787,0.455230103
28/01/2020 01:00,0.483438243,0.455392607
28/01/2020 02:00,0.483567698,0.455563495
28/01/2020 03:00,0.483697153,0.45574035
28/01/2020 04:00,0.483826608,0.455920477
28/01/2020 05:00,0.483956064,0.456100954
28/01/2020 06:00,0.484085519,0.45627868
28/01/2020 07:00,0.484214974,0.456450424
28/01/2020 08:00,0.48434443,0.45661288
28/01/2020 09:00,0.484473885,0.456762713
28/01/2020 10:00,0.48460334,0.456896609
28/01/2020 11:00,0.484732796,0.457011329
28/01/2020 12:00,0.484862251,0.457103756
28/01/2020 13:00,0.484991706,0.457170946
28/01/2020 14:00,0.485121162,0.457210178
28/01/2020 15:00,0.485250617,0.457219005
28/01/2020 16:00,0.485380072,0.457195303
28/01/2020 17:00,0.485509528,0.457137322
28/01/2020 18:00,0.485638983,0.457043737
28/01/2020 19:00,0.485768438,0.456913697
28/01/2020 20:00,0.485897894,0.456746873
28/01/2020 21:00,0.486027349,0.456543515
28/01/2020 22:00,0.486156804,0.456304493
28/01/2020 23:00,0.48628626,0.456031357
29/01/2020 00:00,0.486415715,0.455726379
29/01/2020 01:00,0.48654517,0.455392607
29/01/2020 02:00,0.486674626,0.455033914
29/01/2020 03:00,0.486804081,0.454655013
29/01/2020 04:00,0.486933536,0.454261396
29/01/2020 05:00,0.487062992,0.453859234
29/01/2020 06:00,0.487192447,0.453455281
29/01/2020 07:00,0.487321902,0.453056774
29/01/2020 08:00,0.487451358,0.452671339
29/01/2020 09:00,0.487580813,0.452306891
29/01/2020 10:00,0.487710268,0.451971534
29/01/2020 11:00,0.487839724,0.451673469
29/01/2020 12:00,0.487969179,0.45142089
29/01/2020 13:00,0.488098634,0.451221891
29/01/2020 14:00,0.48822809,0.451084365
29/01/2020 15:00,0.488357545,0.451015907
29/01/2020 16:00,0.488487,0.451023717
29/01/2020 17:00,0.488616456,0.451114504
29/01/2020 18:00,0.488745911,0.451294383
29/01/2020 19:00,0.488875366,0.451568781
29/01/2020 20:00,0.489004822,0.451942341
29/01/2020 21:00,0.489134277,0.452418817
29/01/2020 22:00,0.489263732,0.453000986
29/01/2020 23:00,0.489393188,0.453690542
30/01/2020 00:00,0.489522643,0.454488002
30/01/2020 01:00,0.489652098,0.455392607
30/01/2020 02:00,0.489781554,0.456402228
30/01/2020 03:00,0.489911009,0.457513316
30/01/2020 04:00,0.490040464,0.458720975
30/01/2020 05:00,0.49016992,0.460019081
30/01/2020 06:00,0.490299375,0.461400409
30/01/2020 07:00,0.49042883,0.462856749
30/01/2020 08:00,0.490558285,0.464379034
30/01/2020 09:00,0.490687741,0.465957457
30/01/2020 10:00,0.490817196,0.4675816
30/01/2020 11:00,0.490946651,0.469240549
30/01/2020 12:00,0.491076107,0.47092302
30/01/2020 13:00,0.491205562,0.472617484
30/01/2020 14:00,0.491335017,0.474312282
30/01/2020 15:00,0.491464473,0.475995754
30/01/2020 16:00,0.491593928,0.477656359
30/01/2020 17:00,0.491723383,0.479282796
30/01/2020 18:00,0.491852839,0.480864128
30/01/2020 19:00,0.491982294,0.482389904
30/01/2020 20:00,0.492111749,0.483850281
30/01/2020 21:00,0.492241205,0.485236146
30/01/2020 22:00,0.49237066,0.486539239
30/01/2020 23:00,0.492500115,0.487752273
31/01/2020 00:00,0.492594994,0.488869062
31/01/2020 01:00,0.492689873,0.489884637
31/01/2020 02:00,0.492784752,0.490795369
31/01/2020 03:00,0.49287963,0.491599042
31/01/2020 04:00,0.492974509,0.492294807
31/01/2020 05:00,0.493069388,0.492883085
31/01/2020 06:00,0.493164267,0.493365474
31/01/2020 07:00,0.493259145,0.493744647
31/01/2020 08:00,0.493354024,0.494024262
31/01/2020 09:00,0.493448903,0.494208861
31/01/2020 10:00,0.493543782,0.494303776
31/01/2020 11:00,0.49363866,0.494315032
31/01/2020 12:00,0.493733539,0.494249249
31/01/2020 13:00,0.493828418,0.494113547
31/01/2020 14:00,0.493923297,0.493915452
31/01/2020 15:00,0.494018175,0.493662794
31/01/2020 16:00,0.494113054,0.493363614
31/01/2020 17:00,0.494207933,0.49302607
31/01/2020 18:00,0.494302812,0.492658335
31/01/2020 19:00,0.49439769,0.492268503
31/01/2020 20:00,0.494492569,0.491864497
31/01/2020 21:00,0.494587448,0.491453963
31/01/2020 22:00,0.494682327,0.491044184
31/01/2020 23:00,0.494777205,0.490641975
01/02/2020 00:00,0.494872084,0.490253594
01/02/2020 01:00,0.494966963,0.489884637
01/02/2020 02:00,0.495061842,0.489539952
01/02/2020 03:00,0.495156721,0.489223569
01/02/2020 04:00,0.495251599,0.488938715
01/02/2020 05:00,0.495346478,0.488687859
01/02/2020 06:00,0.495441357,0.488472763
01/02/2020 07:00,0.495536236,0.488294521
01/02/2020 08:00,0.495631114,0.48815361
01/02/2020 09:00,0.495725993,0.488049938
01/02/2020 10:00,0.495820872,0.487982885
01/02/2020 11:00,0.495915751,0.487951355
01/02/2020 12:00,0.496010629,0.487953819
01/02/2020 13:00,0.496105508,0.487988361
01/02/2020 14:00,0.496200387,0.488052728
01/02/2020 15:00,0.496295266,0.488144374
01/02/2020 16:00,0.496390144,0.488260506
01/02/2020 17:00,0.496485023,0.488398131
01/02/2020 18:00,0.496579902,0.488554103
01/02/2020 19:00,0.496674781,0.488725171
01/02/2020 20:00,0.496769659,0.48890802
01/02/2020 21:00,0.496864538,0.489099323
01/02/2020 22:00,0.496959417,0.489295785
01/02/2020 23:00,0.497054296,0.48949419
02/02/2020 00:00,0.497506814,0.489691447
02/02/2020 01:00,0.497959332,0.489884637
02/02/2020 02:00,0.498411851,0.490071059
02/02/2020 03:00,0.498864369,0.490248263
02/02/2020 04:00,0.499316887,0.490414062
02/02/2020 05:00,0.499769405,0.490566518
02/02/2020 06:00,0.500221924,0.490703949
02/02/2020 07:00,0.500674442,0.490824915
02/02/2020 08:00,0.50112696,0.490928216
02/02/2020 09:00,0.501579479,0.491012889
02/02/2020 10:00,0.502031997,0.4910782
02/02/2020 11:00,0.502484515,0.491123642
02/02/2020 12:00,0.502937034,0.491148927
02/02/2020 13:00,0.503389552,0.491153986
02/02/2020 14:00,0.50384207,0.491138957
02/02/2020 15:00,0.504294588,0.491104188
02/02/2020 16:00,0.504747107,0.491050226
02/02/2020 17:00,0.505199625,0.490977815
02/02/2020 18:00,0.505652143,0.490887891
02/02/2020 19:00,0.506104662,0.490781576
02/02/2020 20:00,0.50655718,0.490660174
02/02/2020 21:00,0.507009698,0.490525168
02/02/2020 22:00,0.507462217,0.49037821
02/02/2020 23:00,0.507914735,0.49022112
03/02/2020 00:00,0.508367253,0.490055882
03/02/2020 01:00,0.508819771,0.489884637
03/02/2020 02:00,0.50927229,0.489709677
03/02/2020 03:00,0.509724808,0.489533436
03/02/2020 04:00,0.510177326,0.489358463
03/02/2020 05:00,0.510629845,0.489187382
03/02/2020 06:00,0.511082363,0.489022868
03/02/2020 07:00,0.511534881,0.488867604
03/02/2020 08:00,0.5119874,0.488724251
03/02/2020 09:00,0.512439918,0.488595414
03/02/2020 10:00,0.512892436,0.488483606
03/02/2020 11:00,0.513344955,0.488391215
03/02/2020 12:00,0.513797473,0.488320472
03/02/2020 13:00,0.514249991,0.488273412
03/02/2020 14:00,0.514702509,0.488251845
03/02/2020 15:00,0.515155028,0.488257318
03/02/2020 16:00,0.515607546,0.488291084
03/02/2020 17:00,0.516060064,0.488354065
03/02/2020 18:00,0.516512583,0.48844682
03/02/2020 19:00,0.516965101,0.488569511
03/02/2020 20:00,0.517417619,0.488721867
03/02/2020 21:00,0.517870138,0.488903153
03/02/2020 22:00,0.518322656,0.48911213
03/02/2020 23:00,0.518775174,0.48934703
04/02/2020 00:00,0.519227692,0.489605512
04/02/2020 01:00,0.519680211,0.489884637
04/02/2020 02:00,0.520132729,0.490180828
04/02/2020 03:00,0.520585247,0.490489868
04/02/2020 04:00,0.521037766,0.490806968
04/02/2020 05:00,0.521490284,0.491126862
04/02/2020 06:00,0.521942802,0.491443904
04/02/2020 07:00,0.522395321,0.491752163
04/02/2020 08:00,0.522847839,0.492045521
04/02/2020 09:00,0.523300357,0.492317769
04/02/2020 10:00,0.523752875,0.492562706
04/02/2020 11:00,0.524205394,0.492774232
04/02/2020 12:00,0.524657912,0.492946447
04/02/2020 13:00,0.52511043,0.493073747
04/02/2020 14:00,0.525562949,0.493150922
04/02/2020 15:00,0.526015467,0.493173249
04/02/2020 16:00,0.526467985,0.493136594
04/02/2020 17:00,0.526920504,0.493037503
04/02/2020 18:00,0.527373022,0.492873304
04/02/2020 19:00,0.52782554,0.492642198
04/02/2020 20:00,0.528278058,0.492343362
04/02/2020 21:00,0.528730577,0.49197704
04/02/2020 22:00,0.529183095,0.491544644
04/02/2020 23:00,0.529635613,0.491048846
05/02/2020 00:00,0.530088132,0.490493681
05/02/2020 01:00,0.53054065,0.489884637
05/02/2020 02:00,0.530993168,0.489228754
05/02/2020 03:00,0.531445687,0.488534655
05/02/2020 04:00,0.531898205,0.487812429
05/02/2020 05:00,0.532350723,0.487073447
05/02/2020 06:00,0.532803242,0.486330182
05/02/2020 07:00,0.53325576,0.485596024
05/02/2020 08:00,0.533708278,0.4848851
05/02/2020 09:00,0.534160796,0.484212087
05/02/2020 10:00,0.534613315,0.483592035
05/02/2020 11:00,0.535065833,0.483040177
05/02/2020 12:00,0.535518351,0.482571754
05/02/2020 13:00,0.53597087,0.482201825
05/02/2020 14:00,0.536423388,0.481945089
05/02/2020 15:00,0.536875906,0.481815701
05/02/2020 16:00,0.537328425,0.481827087
05/02/2020 17:00,0.537780943,0.481991765
05/02/2020 18:00,0.538233461,0.482321158
05/02/2020 19:00,0.538685979,0.482825417
05/02/2020 20:00,0.539138498,0.483513229
05/02/2020 21:00,0.539591016,0.484391645
05/02/2020 22:00,0.540043534,0.485465889
05/02/2020 23:00,0.540496053,0.486739179
06/02/2020 00:00,0.540590931,0.488212543
06/02/2020 01:00,0.54068581,0.489884637
06/02/2020 02:00,0.540780689,0.491751564
06/02/2020 03:00,0.540875568,0.493806785
06/02/2020 04:00,0.540970446,0.496041255
06/02/2020 05:00,0.541065325,0.498443644
06/02/2020 06:00,0.541160204,0.501000567
06/02/2020 07:00,0.541255083,0.503696812
06/02/2020 08:00,0.541349961,0.506515566
06/02/2020 09:00,0.54144484,0.509438642
06/02/2020 10:00,0.541539719,0.512446709
06/02/2020 11:00,0.541634598,0.515519516
06/02/2020 12:00,0.541729476,0.518636124
06/02/2020 13:00,0.541824355,0.52177513
06/02/2020 14:00,0.541919234,0.524914896
06/02/2020 15:00,0.542014113,0.528033774
06/02/2020 16:00,0.542108991,0.53111034
06/02/2020 17:00,0.54220387,0.534123614
06/02/2020 18:00,0.542298749,0.53705329
06/02/2020 19:00,0.542393628,0.539879968
06/02/2020 20:00,0.542488507,0.542585375
06/02/2020 21:00,0.542583385,0.545152596
06/02/2020 22:00,0.542678264,0.547566301
06/02/2020 23:00,0.542773143,0.549812971
07/02/2020 00:00,0.543043762,0.551881131
07/02/2020 01:00,0.54331438,0.553761568
07/02/2020 02:00,0.543584999,0.555447565
07/02/2020 03:00,0.543855618,0.55693503
07/02/2020 04:00,0.544126237,0.558222412
07/02/2020 05:00,0.544396856,0.559310522
07/02/2020 06:00,0.544667475,0.560202354
07/02/2020 07:00,0.544938094,0.560902907
07/02/2020 08:00,0.545208712,0.561419004
07/02/2020 09:00,0.545479331,0.56175911
07/02/2020 10:00,0.54574995,0.561933158
07/02/2020 11:00,0.546020569,0.561952362
07/02/2020 12:00,0.546291188,0.561829044
07/02/2020 13:00,0.546561807,0.56157645
07/02/2020 14:00,0.546832425,0.561208572
07/02/2020 15:00,0.547103044,0.560739968
07/02/2020 16:00,0.547373663,0.560185582
07/02/2020 17:00,0.547644282,0.559560564
07/02/2020 18:00,0.547914901,0.558880092
07/02/2020 19:00,0.54818552,0.558159191
07/02/2020 20:00,0.548456138,0.557412551
07/02/2020 21:00,0.548726757,0.556654353
07/02/2020 22:00,0.548997376,0.555898084
07/02/2020 23:00,0.549267995,0.555156359
08/02/2020 00:00,0.549538614,0.554440743
08/02/2020 01:00,0.549809233,0.553761568
08/02/2020 02:00,0.550079852,0.553127758
08/02/2020 03:00,0.55035047,0.55254671
08/02/2020 04:00,0.550621089,0.552024318
08/02/2020 05:00,0.550891708,0.551565065
08/02/2020 06:00,0.551162327,0.551172104
08/02/2020 07:00,0.551432946,0.550847354
08/02/2020 08:00,0.551703565,0.55059158
08/02/2020 09:00,0.551974183,0.550404488
08/02/2020 10:00,0.552244802,0.550284808
08/02/2020 11:00,0.552515421,0.550230387
08/02/2020 12:00,0.55278604,0.550238273
08/02/2020 13:00,0.553056659,0.550304805
08/02/2020 14:00,0.553327278,0.550425699
08/02/2020 15:00,0.553597896,0.550596141
08/02/2020 16:00,0.553868515,0.550810871
08/02/2020 17:00,0.554139134,0.55106427
08/02/2020 18:00,0.554409753,0.551350453
08/02/2020 19:00,0.554680372,0.551663354
08/02/2020 20:00,0.554950991,0.551996814
08/02/2020 21:00,0.55522161,0.552344669
08/02/2020 22:00,0.555492228,0.55270084
08/02/2020 23:00,0.555762847,0.553059421
09/02/2020 00:00,0.556033466,0.553414763
09/02/2020 01:00,0.556304085,0.553761568
09/02/2020 02:00,0.556574704,0.554094972
09/02/2020 03:00,0.556845323,0.554410613
09/02/2020 04:00,0.557115941,0.554704638
09/02/2020 05:00,0.55738656,0.554973692
09/02/2020 06:00,0.557657179,0.555214901
09/02/2020 07:00,0.557927798,0.555425864
09/02/2020 08:00,0.558198417,0.555604633
09/02/2020 09:00,0.558469036,0.555749704
09/02/2020 10:00,0.558739654,0.555860001
09/02/2020 11:00,0.559010273,0.555934863
09/02/2020 12:00,0.559280892,0.55597403
09/02/2020 13:00,0.559551511,0.555977628
09/02/2020 14:00,0.55982213,0.555946159
09/02/2020 15:00,0.560092749,0.555880483
09/02/2020 16:00,0.560363368,0.555781807
09/02/2020 17:00,0.560633986,0.555651671
09/02/2020 18:00,0.560904605,0.555491932
09/02/2020 19:00,0.561175224,0.555304753
09/02/2020 20:00,0.561445843,0.55509259
09/02/2020 21:00,0.561716462,0.554858173
09/02/2020 22:00,0.561987081,0.5546045
09/02/2020 23:00,0.562257699,0.554334816
10/02/2020 00:00,0.562885958,0.554052603
10/02/2020 01:00,0.563514216,0.553761568
10/02/2020 02:00,0.564142475,0.553465624
10/02/2020 03:00,0.564770733,0.553168871
10/02/2020 04:00,0.565398991,0.552875552
10/02/2020 05:00,0.56602725,0.552590001
10/02/2020 06:00,0.566655508,0.55231659
10/02/2020 07:00,0.567283767,0.552059676
10/02/2020 08:00,0.567912025,0.551823551
10/02/2020 09:00,0.568540283,0.551612388
10/02/2020 10:00,0.569168542,0.551430187
10/02/2020 11:00,0.5697968,0.551280727
10/02/2020 12:00,0.570425058,0.551167511
10/02/2020 13:00,0.571053317,0.551093712
10/02/2020 14:00,0.571681575,0.551062124
10/02/2020 15:00,0.572309834,0.551075109
10/02/2020 16:00,0.572938092,0.551134541
10/02/2020 17:00,0.57356635,0.551241759
10/02/2020 18:00,0.574194609,0.551397512
10/02/2020 19:00,0.574822867,0.551601905
10/02/2020 20:00,0.575451126,0.551854351
10/02/2020 21:00,0.576079384,0.552153515
10/02/2020 22:00,0.576707642,0.552497261
10/02/2020 23:00,0.577335901,0.552882605
11/02/2020 00:00,0.577964159,0.553305656
11/02/2020 01:00,0.578592418,0.553761568
11/02/2020 02:00,0.579220676,0.554244489
11/02/2020 03:00,0.579848934,0.554747553
11/02/2020 04:00,0.580477193,0.55526299
11/02/2020 05:00,0.581105451,0.555782278
11/02/2020 06:00,0.58173371,0.556296297
11/02/2020 07:00,0.582361968,0.556795485
11/02/2020 08:00,0.582990226,0.557269991
11/02/2020 09:00,0.583618485,0.55770983
11/02/2020 10:00,0.584246743,0.558105039
11/02/2020 11:00,0.584875001,0.558445828
11/02/2020 12:00,0.58550326,0.558722738
11/02/2020 13:00,0.586131518,0.558926795
11/02/2020 14:00,0.586759777,0.55904966
11/02/2020 15:00,0.587388035,0.559083791
11/02/2020 16:00,0.588016293,0.559022592
11/02/2020 17:00,0.588644552,0.55886057
11/02/2020 18:00,0.58927281,0.558593487
11/02/2020 19:00,0.589901069,0.558218517
11/02/2020 20:00,0.590529327,0.5577344
11/02/2020 21:00,0.591157585,0.557141596
11/02/2020 22:00,0.591785844,0.55644244
11/02/2020 23:00,0.592414102,0.555641296
12/02/2020 00:00,0.593042361,0.55474471
12/02/2020 01:00,0.593670619,0.553761568
12/02/2020 02:00,0.594298877,0.552703245
12/02/2020 03:00,0.594927136,0.551583658
12/02/2020 04:00,0.595555394,0.550419074
12/02/2020 05:00,0.596183652,0.549227817
12/02/2020 06:00,0.596811911,0.548029979
12/02/2020 07:00,0.597440169,0.546847123
12/02/2020 08:00,0.598068428,0.545701987
12/02/2020 09:00,0.598696686,0.544618193
12/02/2020 10:00,0.599324944,0.543619955
12/02/2020 11:00,0.599953203,0.542731778
12/02/2020 12:00,0.600581461,0.541978172
12/02/2020 13:00,0.60120972,0.541383351
12/02/2020 14:00,0.601837978,0.540970945
12/02/2020 15:00,0.602466236,0.540763702
12/02/2020 16:00,0.603094495,0.540783196
12/02/2020 17:00,0.603722753,0.541049531
12/02/2020 18:00,0.604351012,0.541581049
12/02/2020 19:00,0.60497927,0.542394036
12/02/2020 20:00,0.605607528,0.543502427
12/02/2020 21:00,0.606235787,0.544917512
12/02/2020 22:00,0.606864045,0.546647642
12/02/2020 23:00,0.607492304,0.548697937
13/02/2020 00:00,0.608120562,0.551069988
13/02/2020 01:00,0.60874882,0.553761568
13/02/2020 02:00,0.609377079,0.556766339
13/02/2020 03:00,0.610005337,0.560073709
13/02/2020 04:00,0.610633595,0.563669052
13/02/2020 05:00,0.611261854,0.567534064
13/02/2020 06:00,0.611890112,0.571647138
13/02/2020 07:00,0.612518371,0.575983725
13/02/2020 08:00,0.613146629,0.580516704
13/02/2020 09:00,0.613774887,0.585216748
13/02/2020 10:00,0.614403146,0.590052693
13/02/2020 11:00,0.615031404,0.594991905
13/02/2020 12:00,0.615659663,0.600000642
13/02/2020 13:00,0.616287921,0.605044431
13/02/2020 14:00,0.616916179,0.610088425
13/02/2020 15:00,0.617544438,0.615097777
13/02/2020 16:00,0.618172696,0.620038006
13/02/2020 17:00,0.618800955,0.624875362
13/02/2020 18:00,0.619429213,0.629577194
13/02/2020 19:00,0.620057471,0.634112319
13/02/2020 20:00,0.62068573,0.638451387
13/02/2020 21:00,0.621313988,0.64256725
13/02/2020 22:00,0.621942246,0.646435327
13/02/2020 23:00,0.622570505,0.650033973
14/02/2020 00:00,0.623109827,0.653344848
14/02/2020 01:00,0.623649149,0.656353278
14/02/2020 02:00,0.624188472,0.659048623
14/02/2020 03:00,0.624727794,0.661424494
14/02/2020 04:00,0.625267116,0.663478605
14/02/2020 05:00,0.625806439,0.665212491
14/02/2020 06:00,0.626345761,0.666631209
14/02/2020 07:00,0.626885083,0.667743051
14/02/2020 08:00,0.627424405,0.668559244
14/02/2020 09:00,0.627963728,0.669093664
14/02/2020 10:00,0.62850305,0.669362536
14/02/2020 11:00,0.629042372,0.669384147
14/02/2020 12:00,0.629581695,0.669178548
14/02/2020 13:00,0.630121017,0.668767264
14/02/2020 14:00,0.630660339,0.668172999
14/02/2020 15:00,0.631199661,0.667419343
14/02/2020 16:00,0.631738984,0.666530482
14/02/2020 17:00,0.632278306,0.665530899
14/02/2020 18:00,0.632817628,0.664445085
14/02/2020 19:00,0.633356951,0.663297247
14/02/2020 20:00,0.633896273,0.66211101
14/02/2020 21:00,0.634435595,0.660909128
14/02/2020 22:00,0.634974918,0.659713189
14/02/2020 23:00,0.63551424,0.658543324
15/02/2020 00:00,0.636053562,0.657417909
15/02/2020 01:00,0.636592884,0.656353278
15/02/2020 02:00,0.637132207,0.655363429
15/02/2020 03:00,0.637671529,0.654459833
15/02/2020 04:00,0.638210851,0.653651486
15/02/2020 05:00,0.638750174,0.652945056
15/02/2020 06:00,0.639289496,0.652345037
15/02/2020 07:00,0.639828818,0.651853902
15/02/2020 08:00,0.64036814,0.651472251
15/02/2020 09:00,0.640907463,0.651198968
15/02/2020 10:00,0.641446785,0.65103137
15/02/2020 11:00,0.641986107,0.650965359
15/02/2020 12:00,0.64252543,0.650995579
15/02/2020 13:00,0.643064752,0.651115562
15/02/2020 14:00,0.643604074,0.651317883
15/02/2020 15:00,0.644143396,0.651594313
15/02/2020 16:00,0.644682719,0.65193597
15/02/2020 17:00,0.645222041,0.652333471
15/02/2020 18:00,0.645761363,0.652777084
15/02/2020 19:00,0.646300686,0.653256883
15/02/2020 20:00,0.646840008,0.653762897
15/02/2020 21:00,0.64737933,0.654285261
15/02/2020 22:00,0.647918652,0.654814374
15/02/2020 23:00,0.648457975,0.655341045
16/02/2020 00:00,0.648997297,0.655856649
16/02/2020 01:00,0.649536619,0.656353278
16/02/2020 02:00,0.650075942,0.656823891
16/02/2020 03:00,0.650615264,0.657262422
16/02/2020 04:00,0.651154586,0.657663779
16/02/2020 05:00,0.651693908,0.658023796
16/02/2020 06:00,0.652233231,0.658339189
16/02/2020 07:00,0.652772553,0.658607507
16/02/2020 08:00,0.653311875,0.658827089
16/02/2020 09:00,0.653851198,0.65899701
16/02/2020 10:00,0.65439052,0.659117043
16/02/2020 11:00,0.654929842,0.659187606
16/02/2020 12:00,0.655469164,0.659209716
16/02/2020 13:00,0.656008487,0.659184943
16/02/2020 14:00,0.656547809,0.659115367
16/02/2020 15:00,0.657087131,0.659003523
16/02/2020 16:00,0.657626454,0.658852361
16/02/2020 17:00,0.658165776,0.658665197
16/02/2020 18:00,0.658705098,0.658445664
16/02/2020 19:00,0.659244421,0.658197669
16/02/2020 20:00,0.659783743,0.657925345
16/02/2020 21:00,0.660323065,0.657633002
16/02/2020 22:00,0.660862387,0.657325083
16/02/2020 23:00,0.66140171,0.657006113
17/02/2020 00:00,0.661941032,0.656680659
17/02/2020 01:00,0.662480354,0.656353278
17/02/2020 02:00,0.663019677,0.65602847
17/02/2020 03:00,0.663558999,0.655710639
17/02/2020 04:00,0.664098321,0.655404059
17/02/2020 05:00,0.664637643,0.65511285
17/02/2020 06:00,0.665176966,0.654840949
17/02/2020 07:00,0.665716288,0.654592084
17/02/2020 08:00,0.66625561,0.654369749
17/02/2020 09:00,0.666794933,0.654177174
17/02/2020 10:00,0.667334255,0.654017302
17/02/2020 11:00,0.667873577,0.653892762
17/02/2020 12:00,0.668412899,0.65380584
17/02/2020 13:00,0.668952222,0.653758453
17/02/2020 14:00,0.669491544,0.653752127
17/02/2020 15:00,0.670030866,0.653787961
17/02/2020 16:00,0.670570189,0.653866612
17/02/2020 17:00,0.671109511,0.653988259
17/02/2020 18:00,0.671648833,0.654152581
17/02/2020 19:00,0.672188155,0.65435873
17/02/2020 20:00,0.672727478,0.654605301
17/02/2020 21:00,0.6732668,0.654890313
17/02/2020 22:00,0.673806122,0.655211175
17/02/2020 23:00,0.674345445,0.65556466
18/02/2020 00:00,0.674884767,0.655946886
18/02/2020 01:00,0.675459222,0.656353278
18/02/2020 02:00,0.67622777,0.656778553
18/02/2020 03:00,0.677124732,0.65721672
18/02/2020 04:00,0.677874334,0.657661165
18/02/2020 05:00,0.678413657,0.658104771
18/02/2020 06:00,0.678952979,0.658540031
18/02/2020 07:00,0.679492301,0.65895917
18/02/2020 08:00,0.680031623,0.659354256
18/02/2020 09:00,0.680570946,0.659717324
18/02/2020 10:00,0.681110471,0.660040491
18/02/2020 11:00,0.681649793,0.66031607
18/02/2020 12:00,0.682223471,0.660536693
18/02/2020 13:00,0.682762793,0.660695426
18/02/2020 14:00,0.683302115,0.660785884
18/02/2020 15:00,0.683841437,0.660802352
18/02/2020 16:00,0.68438076,0.6607399
18/02/2020 17:00,0.684920082,0.660594504
18/02/2020 18:00,0.685459404,0.660363157
18/02/2020 19:00,0.685998727,0.660043993
18/02/2020 20:00,0.686538049,0.6596364
18/02/2020 21:00,0.687077371,0.659141139
18/02/2020 22:00,0.687616693,0.658560463
18/02/2020 23:00,0.688156016,0.657898231
19/02/2020 00:00,0.688695338,0.657160027
19/02/2020 01:00,0.689340173,0.656353278
19/02/2020 02:00,0.690237135,0.655487369
19/02/2020 03:00,0.69107718,0.654573679
19/02/2020 04:00,0.691974142,0.65362543
19/02/2020 05:00,0.692513464,0.652657452
19/02/2020 06:00,0.693052786,0.651685957
19/02/2020 07:00,0.693592108,0.650728298
19/02/2020 08:00,0.694131431,0.649802742
19/02/2020 09:00,0.694670753,0.648928234
19/02/2020 10:00,0.695210075,0.648124164
19/02/2020 11:00,0.695749398,0.647410134
19/02/2020 12:00,0.69628872,0.646805728
19/02/2020 13:00,0.696828042,0.646330271
19/02/2020 14:00,0.697367364,0.646002606
19/02/2020 15:00,0.697906687,0.645840852
19/02/2020 16:00,0.698446009,0.645862177
19/02/2020 17:00,0.698985331,0.646082561
19/02/2020 18:00,0.699524654,0.646516565
19/02/2020 19:00,0.700063976,0.647177098
19/02/2020 20:00,0.700603298,0.648075183
19/02/2020 21:00,0.70114262,0.649219722
19/02/2020 22:00,0.701681943,0.650617267
19/02/2020 23:00,0.702221265,0.652271785
20/02/2020 00:00,0.702760587,0.654184423
20/02/2020 01:00,0.703657549,0.656353278
20/02/2020 02:00,0.704524241,0.658773165
20/02/2020 03:00,0.705421203,0.661435507
20/02/2020 04:00,0.706318165,0.664328503
20/02/2020 05:00,0.7069087,0.667437425
20/02/2020 06:00,0.707448023,0.670744904
20/02/2020 07:00,0.707987345,0.674231227
20/02/2020 08:00,0.708526667,0.677874631
20/02/2020 09:00,0.70906599,0.681651594
20/02/2020 10:00,0.709605312,0.685537128
20/02/2020 11:00,0.710144634,0.689505077
20/02/2020 12:00,0.710791988,0.693528403
20/02/2020 13:00,0.71133131,0.697579484
