,ANGOSTURA,CARABUCO,CHOJLLA,CHOQUETANGA,CORANI,KANATA,KILPANI,LANDARA,MIGUILLA,MISICUNI,PUNUTUMA,SAN JACINTO,SAN JOSE 1,SAN JOSE 2,SANTA ISABEL,SISTEMA ZONGO,VALLE DE ZONGO - BOTIJILACA,VALLE DE ZONGO - CAHUA,VALLE DE ZONGO - CHURURAQUI,VALLE DE ZONGO - CUTICUCHO,VALLE DE ZONGO - HARCA,VALLE DE ZONGO - HUAJI,VALLE DE ZONGO - SAINANI,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI,YANACACHI
2020-01-10 00:00:00+00:00,2.993717176,4.717098779,7.280823599999999,4.048161629,25.34857143,0.436,2.271571429,2.271571429,0.722369554,15.38,2.271571429,8.400152554,38.39428571,38.39428571,26.59428571,0.612168941,3.1012619389999996,16.22354218,10.54222654,5.018864178,12.92282297,19.9646129,7.187267021,6.563329092999999,1.496014916,12.18300787
2020-01-11 00:00:00+00:00,2.993717176,4.717098779,7.280823599999999,4.048161629,25.34857143,0.436,2.271571429,2.271571429,0.722369554,15.38,2.271571429,8.400152554,38.39428571,38.39428571,26.59428571,0.612168941,3.1012619389999996,16.22354218,10.54222654,5.018864178,12.92282297,19.9646129,7.187267021,6.563329092999999,1.496014916,12.18300787
2020-01-12 00:00:00+00:00,2.993717176,4.717098779,7.280823599999999,4.048161629,25.34857143,0.436,2.271571429,2.271571429,0.722369554,15.38,2.271571429,8.400152554,38.39428571,38.39428571,26.59428571,0.612168941,3.1012619389999996,16.22354218,10.54222654,5.018864178,12.92282297,19.9646129,7.187267021,6.563329092999999,1.496014916,12.18300787
2020-01-13 00:00:00+00:00,2.993717176,4.717098779,7.280823599999999,4.048161629,25.34857143,0.436,2.271571429,2.271571429,0.722369554,15.38,2.271571429,8.400152554,38.39428571,38.39428571,26.59428571,0.612168941,3.1012619389999996,16.22354218,10.54222654,5.018864178,12.92282297,19.9646129,7.187267021,6.563329092999999,1.496014916,12.18300787
2020-01-14 00:00:00+00:00,2.993717176,4.717098779,7.280823599999999,4.048161629,25.34857143,0.436,2.271571429,2.271571429,0.722369554,15.38,2.271571429,8.400152554,38.39428571,38.39428571,26.59428571,0.612168941,3.1012619389999996,16.22354218,10.54222654,5.018864178,12.92282297,19.9646129,7.187267021,6.563329092999999,1.496014916,12.18300787
2020-01-15 00:00:00+00:00,2.993717176,4.717098779,7.280823599999999,4.048161629,25.34857143,0.436,2.271571429,2.271571429,0.722369554,15.38,2.271571429,8.400152554,38.39428571,38.39428571,26.59428571,0.612168941,3.1012619389999996,16.22354218,10.54222654,5.018864178,12.92282297,19.9646129,7.187267021,6.563329092999999,1.496014916,12.18300787
2020-01-16 00:00:00+00:00,2.993717176,4.717098779,7.280823599999999,4.048161629,25.34857143,0.436,2.271571429,2.271571429,0.722369554,15.38,2.271571429,8.400152554,38.39428571,38.39428571,26.59428571,0.612168941,3.1012619389999996,16.22354218,10.54222654,5.018864178,12.92282297,19.9646129,7.187267021,6.563329092999999,1.496014916,12.18300787
2020-01-17 00:00:00+00:00,3.312662366,4.956990317,9.027835253,4.245064381000001,24.62571429,0.373,2.292142857,2.292142857,0.838705522,9.965714286,2.292142857,39.39811584,40.66428571,40.66428571,26.43285714,0.654617275,3.308767451,16.26610653,10.91884925,5.2418623019999995,12.75221617,20.53187678,7.5047164429999995,6.794247488,1.803764674,15.13313971
2020-01-18 00:00:00+00:00,3.312662366,4.956990317,9.027835253,4.245064381000001,24.62571429,0.373,2.292142857,2.292142857,0.838705522,9.965714286,2.292142857,39.39811584,40.66428571,40.66428571,26.43285714,0.654617275,3.308767451,16.26610653,10.91884925,5.2418623019999995,12.75221617,20.53187678,7.5047164429999995,6.794247488,1.803764674,15.13313971
2020-01-19 00:00:00+00:00,3.312662366,4.956990317,9.027835253,4.245064381000001,24.62571429,0.373,2.292142857,2.292142857,0.838705522,9.965714286,2.292142857,39.39811584,40.66428571,40.66428571,26.43285714,0.654617275,3.308767451,16.26610653,10.91884925,5.2418623019999995,12.75221617,20.53187678,7.5047164429999995,6.794247488,1.803764674,15.13313971
2020-01-20 00:00:00+00:00,3.312662366,4.956990317,9.027835253,4.245064381000001,24.62571429,0.373,2.292142857,2.292142857,0.838705522,9.965714286,2.292142857,39.39811584,40.66428571,40.66428571,26.43285714,0.654617275,3.308767451,16.26610653,10.91884925,5.2418623019999995,12.75221617,20.53187678,7.5047164429999995,6.794247488,1.803764674,15.13313971
2020-01-21 00:00:00+00:00,3.312662366,4.956990317,9.027835253,4.245064381000001,24.62571429,0.373,2.292142857,2.292142857,0.838705522,9.965714286,2.292142857,39.39811584,40.66428571,40.66428571,26.43285714,0.654617275,3.308767451,16.26610653,10.91884925,5.2418623019999995,12.75221617,20.53187678,7.5047164429999995,6.794247488,1.803764674,15.13313971
2020-01-22 00:00:00+00:00,3.312662366,4.956990317,9.027835253,4.245064381000001,24.62571429,0.373,2.292142857,2.292142857,0.838705522,9.965714286,2.292142857,39.39811584,40.66428571,40.66428571,26.43285714,0.654617275,3.308767451,16.26610653,10.91884925,5.2418623019999995,12.75221617,20.53187678,7.5047164429999995,6.794247488,1.803764674,15.13313971
2020-01-23 00:00:00+00:00,3.312662366,4.956990317,9.027835253,4.245064381000001,24.62571429,0.373,2.292142857,2.292142857,0.838705522,9.965714286,2.292142857,39.39811584,40.66428571,40.66428571,26.43285714,0.654617275,3.308767451,16.26610653,10.91884925,5.2418623019999995,12.75221617,20.53187678,7.5047164429999995,6.794247488,1.803764674,15.13313971
2020-01-24 00:00:00+00:00,3.317108958,5.043404305,7.480332832999999,4.309934639,16.80428571,0.42100000000000004,2.5380000000000003,2.5380000000000003,0.71783501,10.50428571,2.5380000000000003,18.86329063,32.01285714,32.01285714,18.07285714,0.531001862,2.524628744,15.49459941,10.31701908,4.633246937,12.48237704,19.95983328,6.804848881,6.14450503,1.004970456,13.29336016
2020-01-25 00:00:00+00:00,3.317108958,5.043404305,7.480332832999999,4.309934639,16.80428571,0.42100000000000004,2.5380000000000003,2.5380000000000003,0.71783501,10.50428571,2.5380000000000003,18.86329063,32.01285714,32.01285714,18.07285714,0.531001862,2.524628744,15.49459941,10.31701908,4.633246937,12.48237704,19.95983328,6.804848881,6.14450503,1.004970456,13.29336016
2020-01-26 00:00:00+00:00,3.317108958,5.043404305,7.480332832999999,4.309934639,16.80428571,0.42100000000000004,2.5380000000000003,2.5380000000000003,0.71783501,10.50428571,2.5380000000000003,18.86329063,32.01285714,32.01285714,18.07285714,0.531001862,2.524628744,15.49459941,10.31701908,4.633246937,12.48237704,19.95983328,6.804848881,6.14450503,1.004970456,13.29336016
2020-01-27 00:00:00+00:00,3.317108958,5.043404305,7.480332832999999,4.309934639,16.80428571,0.42100000000000004,2.5380000000000003,2.5380000000000003,0.71783501,10.50428571,2.5380000000000003,18.86329063,32.01285714,32.01285714,18.07285714,0.531001862,2.524628744,15.49459941,10.31701908,4.633246937,12.48237704,19.95983328,6.804848881,6.14450503,1.004970456,13.29336016
2020-01-28 00:00:00+00:00,3.317108958,5.043404305,7.480332832999999,4.309934639,16.80428571,0.42100000000000004,2.5380000000000003,2.5380000000000003,0.71783501,10.50428571,2.5380000000000003,18.86329063,32.01285714,32.01285714,18.07285714,0.531001862,2.524628744,15.49459941,10.31701908,4.633246937,12.48237704,19.95983328,6.804848881,6.14450503,1.004970456,13.29336016
2020-01-29 00:00:00+00:00,3.317108958,5.043404305,7.480332832999999,4.309934639,16.80428571,0.42100000000000004,2.5380000000000003,2.5380000000000003,0.71783501,10.50428571,2.5380000000000003,18.86329063,32.01285714,32.01285714,18.07285714,0.531001862,2.524628744,15.49459941,10.31701908,4.633246937,12.48237704,19.95983328,6.804848881,6.14450503,1.004970456,13.29336016
2020-01-30 00:00:00+00:00,3.317108958,5.043404305,7.480332832999999,4.309934639,16.80428571,0.42100000000000004,2.5380000000000003,2.5380000000000003,0.71783501,10.50428571,2.5380000000000003,18.86329063,32.01285714,32.01285714,18.07285714,0.531001862,2.524628744,15.49459941,10.31701908,4.633246937,12.48237704,19.95983328,6.804848881,6.14450503,1.004970456,13.29336016
2020-01-31 00:00:00+00:00,2.5882905959999998,4.413943855,6.051029801,3.590842719,15.61142857,0.315,2.330714286,2.330714286,0.48073580899999996,6.27,2.330714286,14.68145061,27.98571429,27.98571429,17.01,0.546183283,2.4100581119999998,15.58790797,10.21423694,4.65888523,12.83546367,20.47469167,6.907461555,6.201457702999999,0.959853776,11.98092433
2020-02-01 00:00:00+00:00,2.5882905959999998,4.413943855,6.051029801,3.590842719,15.61142857,0.315,2.330714286,2.330714286,0.48073580899999996,6.27,2.330714286,14.68145061,27.98571429,27.98571429,17.01,0.546183283,2.4100581119999998,15.58790797,10.21423694,4.65888523,12.83546367,20.47469167,6.907461555,6.201457702999999,0.959853776,11.98092433
2020-02-02 00:00:00+00:00,2.5882905959999998,4.413943855,6.051029801,3.590842719,15.61142857,0.315,2.330714286,2.330714286,0.48073580899999996,6.27,2.330714286,14.68145061,27.98571429,27.98571429,17.01,0.546183283,2.4100581119999998,15.58790797,10.21423694,4.65888523,12.83546367,20.47469167,6.907461555,6.201457702999999,0.959853776,11.98092433
2020-02-03 00:00:00+00:00,2.5882905959999998,4.413943855,6.051029801,3.590842719,15.61142857,0.315,2.330714286,2.330714286,0.48073580899999996,6.27,2.330714286,14.68145061,27.98571429,27.98571429,17.01,0.546183283,2.4100581119999998,15.58790797,10.21423694,4.65888523,12.83546367,20.47469167,6.907461555,6.201457702999999,0.959853776,11.98092433
2020-02-04 00:00:00+00:00,2.5882905959999998,4.413943855,6.051029801,3.590842719,15.61142857,0.315,2.330714286,2.330714286,0.48073580899999996,6.27,2.330714286,14.68145061,27.98571429,27.98571429,17.01,0.546183283,2.4100581119999998,15.58790797,10.21423694,4.65888523,12.83546367,20.47469167,6.907461555,6.201457702999999,0.959853776,11.98092433
2020-02-05 00:00:00+00:00,2.5882905959999998,4.413943855,6.051029801,3.590842719,15.61142857,0.315,2.330714286,2.330714286,0.48073580899999996,6.27,2.330714286,14.68145061,27.98571429,27.98571429,17.01,0.546183283,2.4100581119999998,15.58790797,10.21423694,4.65888523,12.83546367,20.47469167,6.907461555,6.201457702999999,0.959853776,11.98092433
2020-02-06 00:00:00+00:00,2.5882905959999998,4.413943855,6.051029801,3.590842719,15.61142857,0.315,2.330714286,2.330714286,0.48073580899999996,6.27,2.330714286,14.68145061,27.98571429,27.98571429,17.01,0.546183283,2.4100581119999998,15.58790797,10.21423694,4.65888523,12.83546367,20.47469167,6.907461555,6.201457702999999,0.959853776,11.98092433
2020-02-07 00:00:00+00:00,1.586799927,3.64278041,8.533214266,2.517173028,21.67428571,0.562,2.179142857,2.179142857,0.508847332,11.47,2.179142857,21.22676242,38.18,38.18,23.64428571,0.669021994,2.84520111,16.05729389,10.53000341,5.034940537,13.23850264,23.19329239,7.349551654,6.57619766,1.252003622,13.99598377
2020-02-08 00:00:00+00:00,1.586799927,3.64278041,8.533214266,2.517173028,21.67428571,0.562,2.179142857,2.179142857,0.508847332,11.47,2.179142857,21.22676242,38.18,38.18,23.64428571,0.669021994,2.84520111,16.05729389,10.53000341,5.034940537,13.23850264,23.19329239,7.349551654,6.57619766,1.252003622,13.99598377
2020-02-09 00:00:00+00:00,1.586799927,3.64278041,8.533214266,2.517173028,21.67428571,0.562,2.179142857,2.179142857,0.508847332,11.47,2.179142857,21.22676242,38.18,38.18,23.64428571,0.669021994,2.84520111,16.05729389,10.53000341,5.034940537,13.23850264,23.19329239,7.349551654,6.57619766,1.252003622,13.99598377
2020-02-10 00:00:00+00:00,1.586799927,3.64278041,8.533214266,2.517173028,21.67428571,0.562,2.179142857,2.179142857,0.508847332,11.47,2.179142857,21.22676242,38.18,38.18,23.64428571,0.669021994,2.84520111,16.05729389,10.53000341,5.034940537,13.23850264,23.19329239,7.349551654,6.57619766,1.252003622,13.99598377
2020-02-11 00:00:00+00:00,1.586799927,3.64278041,8.533214266,2.517173028,21.67428571,0.562,2.179142857,2.179142857,0.508847332,11.47,2.179142857,21.22676242,38.18,38.18,23.64428571,0.669021994,2.84520111,16.05729389,10.53000341,5.034940537,13.23850264,23.19329239,7.349551654,6.57619766,1.252003622,13.99598377
2020-02-12 00:00:00+00:00,1.586799927,3.64278041,8.533214266,2.517173028,21.67428571,0.562,2.179142857,2.179142857,0.508847332,11.47,2.179142857,21.22676242,38.18,38.18,23.64428571,0.669021994,2.84520111,16.05729389,10.53000341,5.034940537,13.23850264,23.19329239,7.349551654,6.57619766,1.252003622,13.99598377
2020-02-13 00:00:00+00:00,1.586799927,3.64278041,8.533214266,2.517173028,21.67428571,0.562,2.179142857,2.179142857,0.508847332,11.47,2.179142857,21.22676242,38.18,38.18,23.64428571,0.669021994,2.84520111,16.05729389,10.53000341,5.034940537,13.23850264,23.19329239,7.349551654,6.57619766,1.252003622,13.99598377
2020-02-14 00:00:00+00:00,3.894282925,6.15954483,23.59103271,5.167478228999999,30.94428571,0.6459999999999999,2.2105714290000003,2.2105714290000003,1.49992166,21.94285714,2.2105714290000003,15.31381478,46.87428571,46.87428571,32.76857143,1.459203356,5.232663428,17.91407403,12.36011368,6.6040350210000005,15.18588779,26.48366434,9.163341309,8.336545541,3.578121733,37.38844878
2020-02-15 00:00:00+00:00,3.894282925,6.15954483,23.59103271,5.167478228999999,30.94428571,0.6459999999999999,2.2105714290000003,2.2105714290000003,1.49992166,21.94285714,2.2105714290000003,15.31381478,46.87428571,46.87428571,32.76857143,1.459203356,5.232663428,17.91407403,12.36011368,6.6040350210000005,15.18588779,26.48366434,9.163341309,8.336545541,3.578121733,37.38844878
2020-02-16 00:00:00+00:00,3.894282925,6.15954483,23.59103271,5.167478228999999,30.94428571,0.6459999999999999,2.2105714290000003,2.2105714290000003,1.49992166,21.94285714,2.2105714290000003,15.31381478,46.87428571,46.87428571,32.76857143,1.459203356,5.232663428,17.91407403,12.36011368,6.6040350210000005,15.18588779,26.48366434,9.163341309,8.336545541,3.578121733,37.38844878
2020-02-17 00:00:00+00:00,3.894282925,6.15954483,23.59103271,5.167478228999999,30.94428571,0.6459999999999999,2.2105714290000003,2.2105714290000003,1.49992166,21.94285714,2.2105714290000003,15.31381478,46.87428571,46.87428571,32.76857143,1.459203356,5.232663428,17.91407403,12.36011368,6.6040350210000005,15.18588779,26.48366434,9.163341309,8.336545541,3.578121733,37.38844878
2020-02-18 00:00:00+00:00,3.894282925,6.15954483,23.59103271,5.167478228999999,30.94428571,0.6459999999999999,2.2105714290000003,2.2105714290000003,1.49992166,21.94285714,2.2105714290000003,15.31381478,46.87428571,46.87428571,32.76857143,1.459203356,5.232663428,17.91407403,12.36011368,6.6040350210000005,15.18588779,26.48366434,9.163341309,8.336545541,3.578121733,37.38844878
2020-02-19 00:00:00+00:00,3.894282925,6.15954483,23.59103271,5.167478228999999,30.94428571,0.6459999999999999,2.2105714290000003,2.2105714290000003,1.49992166,21.94285714,2.2105714290000003,15.31381478,46.87428571,46.87428571,32.76857143,1.459203356,5.232663428,17.91407403,12.36011368,6.6040350210000005,15.18588779,26.48366434,9.163341309,8.336545541,3.578121733,37.38844878
2020-02-20 00:00:00+00:00,3.894282925,6.15954483,23.59103271,5.167478228999999,30.94428571,0.6459999999999999,2.2105714290000003,2.2105714290000003,1.49992166,21.94285714,2.2105714290000003,15.31381478,46.87428571,46.87428571,32.76857143,1.459203356,5.232663428,17.91407403,12.36011368,6.6040350210000005,15.18588779,26.48366434,9.163341309,8.336545541,3.578121733,37.38844878
2020-02-21 00:00:00+00:00,3.484733629,5.134913716,9.437158212,4.497556639,25.61142857,0.494,2.529571429,2.529571429,0.7177658790000001,14.3040872,2.529571429,12.85701188,42.14142857,42.14142857,27.47714286,0.666163871,3.510953505,15.44676352,10.39761406,5.0841475780000005,12.91601395,23.82646825,7.400769716,6.641722797000001,2.149745031,16.95642925
2020-02-22 00:00:00+00:00,3.484733629,5.134913716,9.437158212,4.497556639,25.61142857,0.494,2.529571429,2.529571429,0.7177658790000001,14.3040872,2.529571429,12.85701188,42.14142857,42.14142857,27.47714286,0.666163871,3.510953505,15.44676352,10.39761406,5.0841475780000005,12.91601395,23.82646825,7.400769716,6.641722797000001,2.149745031,16.95642925
2020-02-23 00:00:00+00:00,3.484733629,5.134913716,9.437158212,4.497556639,25.61142857,0.494,2.529571429,2.529571429,0.7177658790000001,14.3040872,2.529571429,12.85701188,42.14142857,42.14142857,27.47714286,0.666163871,3.510953505,15.44676352,10.39761406,5.0841475780000005,12.91601395,23.82646825,7.400769716,6.641722797000001,2.149745031,16.95642925
2020-02-24 00:00:00+00:00,3.484733629,5.134913716,9.437158212,4.497556639,25.61142857,0.494,2.529571429,2.529571429,0.7177658790000001,14.3040872,2.529571429,12.85701188,42.14142857,42.14142857,27.47714286,0.666163871,3.510953505,15.44676352,10.39761406,5.0841475780000005,12.91601395,23.82646825,7.400769716,6.641722797000001,2.149745031,16.95642925
2020-02-25 00:00:00+00:00,3.484733629,5.134913716,9.437158212,4.497556639,25.61142857,0.494,2.529571429,2.529571429,0.7177658790000001,14.3040872,2.529571429,12.85701188,42.14142857,42.14142857,27.47714286,0.666163871,3.510953505,15.44676352,10.39761406,5.0841475780000005,12.91601395,23.82646825,7.400769716,6.641722797000001,2.149745031,16.95642925
2020-02-26 00:00:00+00:00,3.484733629,5.134913716,9.437158212,4.497556639,25.61142857,0.494,2.529571429,2.529571429,0.7177658790000001,14.3040872,2.529571429,12.85701188,42.14142857,42.14142857,27.47714286,0.666163871,3.510953505,15.44676352,10.39761406,5.0841475780000005,12.91601395,23.82646825,7.400769716,6.641722797000001,2.149745031,16.95642925
2020-02-27 00:00:00+00:00,3.484733629,5.134913716,9.437158212,4.497556639,25.61142857,0.494,2.529571429,2.529571429,0.7177658790000001,14.3040872,2.529571429,12.85701188,42.14142857,42.14142857,27.47714286,0.666163871,3.510953505,15.44676352,10.39761406,5.0841475780000005,12.91601395,23.82646825,7.400769716,6.641722797000001,2.149745031,16.95642925
2020-02-28 00:00:00+00:00,3.367612273,4.896322971,12.63602414,4.2643601669999995,27.81857143,0.6970000000000001,3.305714286,3.305714286,0.9442108690000001,20.49879187,3.305714286,14.42818193,44.40714286,44.40714286,29.74714286,0.890188717,3.2544461119999997,15.7347846,10.24166456,4.824116115,12.78947336,23.15984596,7.072919338999999,6.3502356870000005,1.84183671,23.07448716
2020-02-29 00:00:00+00:00,3.367612273,4.896322971,12.63602414,4.2643601669999995,27.81857143,0.6970000000000001,3.305714286,3.305714286,0.9442108690000001,20.49879187,3.305714286,14.42818193,44.40714286,44.40714286,29.74714286,0.890188717,3.2544461119999997,15.7347846,10.24166456,4.824116115,12.78947336,23.15984596,7.072919338999999,6.3502356870000005,1.84183671,23.07448716
2020-03-01 00:00:00+00:00,3.367612273,4.896322971,12.63602414,4.2643601669999995,27.81857143,0.6970000000000001,3.305714286,3.305714286,0.9442108690000001,20.49879187,3.305714286,14.42818193,44.40714286,44.40714286,29.74714286,0.890188717,3.2544461119999997,15.7347846,10.24166456,4.824116115,12.78947336,23.15984596,7.072919338999999,6.3502356870000005,1.84183671,23.07448716
2020-03-02 00:00:00+00:00,3.367612273,4.896322971,12.63602414,4.2643601669999995,27.81857143,0.6970000000000001,3.305714286,3.305714286,0.9442108690000001,20.49879187,3.305714286,14.42818193,44.40714286,44.40714286,29.74714286,0.890188717,3.2544461119999997,15.7347846,10.24166456,4.824116115,12.78947336,23.15984596,7.072919338999999,6.3502356870000005,1.84183671,23.07448716
2020-03-03 00:00:00+00:00,3.367612273,4.896322971,12.63602414,4.2643601669999995,27.81857143,0.6970000000000001,3.305714286,3.305714286,0.9442108690000001,20.49879187,3.305714286,14.42818193,44.40714286,44.40714286,29.74714286,0.890188717,3.2544461119999997,15.7347846,10.24166456,4.824116115,12.78947336,23.15984596,7.072919338999999,6.3502356870000005,1.84183671,23.07448716
2020-03-04 00:00:00+00:00,3.367612273,4.896322971,12.63602414,4.2643601669999995,27.81857143,0.6970000000000001,3.305714286,3.305714286,0.9442108690000001,20.49879187,3.305714286,14.42818193,44.40714286,44.40714286,29.74714286,0.890188717,3.2544461119999997,15.7347846,10.24166456,4.824116115,12.78947336,23.15984596,7.072919338999999,6.3502356870000005,1.84183671,23.07448716
2020-03-05 00:00:00+00:00,3.367612273,4.896322971,12.63602414,4.2643601669999995,27.81857143,0.6970000000000001,3.305714286,3.305714286,0.9442108690000001,20.49879187,3.305714286,14.42818193,44.40714286,44.40714286,29.74714286,0.890188717,3.2544461119999997,15.7347846,10.24166456,4.824116115,12.78947336,23.15984596,7.072919338999999,6.3502356870000005,1.84183671,23.07448716
2020-03-06 00:00:00+00:00,1.309749135,2.726742344,5.883758017999999,2.101622902,16.53714286,0.627,3.149714286,3.149714286,0.45451164299999997,5.211428571,3.149714286,15.15253417,29.90571429,29.90571429,17.50142857,0.58220164,2.929205969,15.49311212,10.08268264,4.510216137,12.38433195,22.13988181,6.778012202,6.0999092710000005,1.169533815,11.53023935
2020-03-07 00:00:00+00:00,1.309749135,2.726742344,5.883758017999999,2.101622902,16.53714286,0.627,3.149714286,3.149714286,0.45451164299999997,5.211428571,3.149714286,15.15253417,29.90571429,29.90571429,17.50142857,0.58220164,2.929205969,15.49311212,10.08268264,4.510216137,12.38433195,22.13988181,6.778012202,6.0999092710000005,1.169533815,11.53023935
2020-03-08 00:00:00+00:00,1.309749135,2.726742344,5.883758017999999,2.101622902,16.53714286,0.627,3.149714286,3.149714286,0.45451164299999997,5.211428571,3.149714286,15.15253417,29.90571429,29.90571429,17.50142857,0.58220164,2.929205969,15.49311212,10.08268264,4.510216137,12.38433195,22.13988181,6.778012202,6.0999092710000005,1.169533815,11.53023935
2020-03-09 00:00:00+00:00,1.309749135,2.726742344,5.883758017999999,2.101622902,16.53714286,0.627,3.149714286,3.149714286,0.45451164299999997,5.211428571,3.149714286,15.15253417,29.90571429,29.90571429,17.50142857,0.58220164,2.929205969,15.49311212,10.08268264,4.510216137,12.38433195,22.13988181,6.778012202,6.0999092710000005,1.169533815,11.53023935
2020-03-10 00:00:00+00:00,1.309749135,2.726742344,5.883758017999999,2.101622902,16.53714286,0.627,3.149714286,3.149714286,0.45451164299999997,5.211428571,3.149714286,15.15253417,29.90571429,29.90571429,17.50142857,0.58220164,2.929205969,15.49311212,10.08268264,4.510216137,12.38433195,22.13988181,6.778012202,6.0999092710000005,1.169533815,11.53023935
2020-03-11 00:00:00+00:00,1.309749135,2.726742344,5.883758017999999,2.101622902,16.53714286,0.627,3.149714286,3.149714286,0.45451164299999997,5.211428571,3.149714286,15.15253417,29.90571429,29.90571429,17.50142857,0.58220164,2.929205969,15.49311212,10.08268264,4.510216137,12.38433195,22.13988181,6.778012202,6.0999092710000005,1.169533815,11.53023935
2020-03-12 00:00:00+00:00,1.309749135,2.726742344,5.883758017999999,2.101622902,16.53714286,0.627,3.149714286,3.149714286,0.45451164299999997,5.211428571,3.149714286,15.15253417,29.90571429,29.90571429,17.50142857,0.58220164,2.929205969,15.49311212,10.08268264,4.510216137,12.38433195,22.13988181,6.778012202,6.0999092710000005,1.169533815,11.53023935
2020-03-13 00:00:00+00:00,1.338115025,2.7936432860000004,5.270403202,2.23151955,10.17,0.513,2.7607142860000002,2.7607142860000002,0.409994787,3.187142857,2.7607142860000002,13.72201804,19.97428571,19.97428571,10.80857143,0.386963678,2.030481681,14.52091013,9.317777077999999,3.8162362639999996,11.36795769,22.66699191,5.962222411,5.33272663,0.486874005,10.70547097
