,CORANI,SANTA ISABEL,SAN JOSE 1,MISICUNI,KANATA,MIGUILLA,ANGOSTURA,CHOQUETANGA,CARABUCO
2020-11-10 00:00:00+00:00,1.53,0.03,0.07,0.08,0.41,0.33,0.14,0.15,0.21
2020-11-11 00:00:00+00:00,1.53,0.03,0.07,0.08,0.41,0.33,0.14,0.15,0.21
2020-11-12 00:00:00+00:00,1.31,0.02,0.05,0.09,0.4,0.28,0.15,0.15,0.15
2020-11-13 00:00:00+00:00,1.31,0.02,0.05,0.09,0.4,0.28,0.15,0.15,0.15
2020-11-14 00:00:00+00:00,1.31,0.02,0.05,0.09,0.4,0.28,0.15,0.15,0.15
2020-11-15 00:00:00+00:00,1.31,0.02,0.05,0.09,0.4,0.28,0.15,0.15,0.15
2020-11-16 00:00:00+00:00,1.31,0.02,0.05,0.09,0.4,0.28,0.15,0.15,0.15
2020-11-17 00:00:00+00:00,1.31,0.02,0.05,0.09,0.4,0.28,0.15,0.15,0.15
2020-11-18 00:00:00+00:00,1.31,0.02,0.05,0.09,0.4,0.28,0.15,0.15,0.15
2020-11-19 00:00:00+00:00,1.08,0.02,0.06,0.1,0.39,0.33,0.13,0.12,0.2
2020-11-20 00:00:00+00:00,1.08,0.02,0.06,0.1,0.39,0.33,0.13,0.12,0.2
2020-11-21 00:00:00+00:00,1.08,0.02,0.06,0.1,0.39,0.33,0.13,0.12,0.2
2020-11-22 00:00:00+00:00,1.08,0.02,0.06,0.1,0.39,0.33,0.13,0.12,0.2
2020-11-23 00:00:00+00:00,1.08,0.02,0.06,0.1,0.39,0.33,0.13,0.12,0.2
2020-11-24 00:00:00+00:00,1.08,0.02,0.06,0.1,0.39,0.33,0.13,0.12,0.2
2020-11-25 00:00:00+00:00,1.08,0.02,0.06,0.1,0.39,0.33,0.13,0.12,0.2
2020-11-26 00:00:00+00:00,0.7,0.01,0.06,0.08,0.39,0.33,0.14,0.11,0.21
2020-11-27 00:00:00+00:00,0.7,0.01,0.06,0.08,0.39,0.33,0.14,0.11,0.21
2020-11-28 00:00:00+00:00,0.7,0.01,0.06,0.08,0.39,0.33,0.14,0.11,0.21
2020-11-29 00:00:00+00:00,0.7,0.01,0.06,0.08,0.39,0.33,0.14,0.11,0.21
2020-11-30 00:00:00+00:00,0.7,0.01,0.06,0.08,0.39,0.33,0.14,0.11,0.21
2020-12-01 00:00:00+00:00,0.7,0.01,0.06,0.08,0.39,0.33,0.14,0.11,0.21
2020-12-02 00:00:00+00:00,0.7,0.01,0.06,0.08,0.39,0.33,0.14,0.11,0.21
2020-12-03 00:00:00+00:00,3.78,0.04,0.07,0.1,0.47,0.56,0.39,0.2,0.19
2020-12-04 00:00:00+00:00,3.78,0.04,0.07,0.1,0.47,0.56,0.39,0.2,0.19
2020-12-05 00:00:00+00:00,3.78,0.04,0.07,0.1,0.47,0.56,0.39,0.2,0.19
2020-12-06 00:00:00+00:00,3.78,0.04,0.07,0.1,0.47,0.56,0.39,0.2,0.19
2020-12-07 00:00:00+00:00,3.78,0.04,0.07,0.1,0.47,0.56,0.39,0.2,0.19
2020-12-08 00:00:00+00:00,3.78,0.04,0.07,0.1,0.47,0.56,0.39,0.2,0.19
2020-12-09 00:00:00+00:00,3.78,0.04,0.07,0.1,0.47,0.56,0.39,0.2,0.19
2020-12-10 00:00:00+00:00,9.48,0.11,0.17,0.12,0.43,0.79,0.9,0.37,0.36
2020-12-11 00:00:00+00:00,9.48,0.11,0.17,0.12,0.43,0.79,0.9,0.37,0.36
2020-12-12 00:00:00+00:00,9.48,0.11,0.17,0.12,0.43,0.79,0.9,0.37,0.36
2020-12-13 00:00:00+00:00,9.48,0.11,0.17,0.12,0.43,0.79,0.9,0.37,0.36
2020-12-14 00:00:00+00:00,9.48,0.11,0.17,0.12,0.43,0.79,0.9,0.37,0.36
2020-12-15 00:00:00+00:00,9.48,0.11,0.17,0.12,0.43,0.79,0.9,0.37,0.36
2020-12-16 00:00:00+00:00,9.48,0.11,0.17,0.12,0.43,0.79,0.9,0.37,0.36
2020-12-17 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-18 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-19 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-20 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-21 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-22 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-23 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-24 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-25 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-26 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-27 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-28 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-29 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-30 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
2020-12-31 00:00:00+00:00,5.04,0.08,0.15,0.13,0.35,0.39,1.1,0.26,0.43
