,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-3.8510726176648076,9.004881678742123e-05,19.5865,0.03996801999073289,0.6561392224181195,720.2347753338
NO,0.06360287740428014,2.1836987908802774,394.1192,0.8256070833864774,9.269997008084812e-05,19.132,0.038171258406780546,0.10388488955852329,239.82136909075606
OR,0.10482489014144424,3.5989878948562497,754.8664,1.9533094936226072,0.00010243080737082435,13.416063596702458,0.06634991471114397,,
SU,0.043481341250036845,1.4928593829179324,277.5438,1.0721560406557233,5.334533604253753e-05,7.818658632092934,0.02636988912109848,0.03275799303395043,56.10860615800001
