,CE,OR,SU,NO
2020-01-05 21:00:00,3.080910000000001,-6.5733000000000175,-6.3102,2.565599999999998
2020-01-05 22:00:00,4.079220000000002,8.4267,2.1005999999999982,-0.5129999999999928
2020-01-05 23:00:00,4.753290000000001,3.3302999999999994,0.023400000000003196,-5.0433
2020-01-06 00:00:00,0.5626319999999936,-11.757,2.980199999999998,-5.609399999999999
2020-01-06 01:00:00,-5.920529999999999,0.15570000000002437,-5.1042,6.242399999999999
2020-01-06 02:00:00,-5.76495,-0.15570000000002437,3.2144999999999984,-5.052599999999999
2020-01-06 03:00:00,-5.68755,5.84920000000001,-3.2144999999999984,-1.1898
2020-01-06 04:00:00,-5.735639999999999,10.618099999999991,3.182999999999998,6.296999999999999
2020-01-06 05:00:00,6.378900000000002,12.4593,0.0558000000000094,5.850599999999999
2020-01-06 06:00:00,-6.46104,11.803799999999999,3.0947999999999984,4.4228999999999985
2020-01-06 07:00:00,0.0,-4.323700000000038,2.7845999999999993,3.7386
2020-01-06 08:00:00,0.0,8.1867,2.543099999999999,3.170099999999998
2020-01-06 09:00:00,0.0,7.856999999999999,2.395199999999998,2.849099999999998
2020-01-06 10:00:00,3.9814200000000026,-2.5218999999999596,2.452799999999999,2.8058999999999994
2020-01-06 11:00:00,4.079130000000001,-1.100500000000011,2.4818999999999987,2.8001999999999985
2020-01-06 12:00:00,4.155030000000001,7.469099999999999,2.6687999999999983,-2.672849999999986
2020-01-06 13:00:00,-5.722984798818144,6.329700000000001,-1.1643000000000008,-8.3403
2020-01-06 14:00:00,3.5372700000000012,-12.154999999999973,2.367899999999999,2.8210799999999985
2020-01-06 15:00:00,3.7832100000000013,-16.3986,-4.769099999999998,2.8134299999999985
2020-01-06 16:00:00,-7.770689999999998,-0.09370000000001255,2.506199999999999,3.01314
2020-01-06 17:00:00,3.9802500000000007,7.3293,2.346899999999999,3.2695799999999995
2020-01-06 18:00:00,0.6136247988181367,-1.1136000000000053,-1.8089999999999975,0.7178399999999954
2020-01-06 19:00:00,-10.636259999999998,-15.3894,-6.8549999999999995,-9.91632
2020-01-06 20:00:00,1.2559200000000015,-9.580199999999977,-7.3824000000000005,-9.81363
2020-01-06 21:00:00,0.7335154937300103,1.1837999999999624,-6.901199999999999,-8.89242
2020-01-06 22:00:00,-1.9894354937300118,-13.7487,2.1329999999999982,-4.933949999999994
2020-01-06 23:00:00,4.6884000000000015,9.1713,2.4320999999999993,4.2132
2020-01-07 00:00:00,5.487000000000001,-11.831999999999999,2.7299999999999986,5.02626
2020-01-07 01:00:00,5.960790000000001,3.1411000000000513,2.780099999999999,5.308799999999999
2020-01-07 02:00:00,-5.45961,-1.2232000000000198,2.746199999999999,-2.45256
2020-01-07 03:00:00,-5.3979,7.62450000000001,2.765999999999999,-5.986199999999999
2020-01-07 04:00:00,-5.278680000000007,11.9427,-0.16289999999998983,-6.1095
2020-01-07 05:00:00,0.0,12.129000000000001,-5.1504,0.0
2020-01-07 06:00:00,0.0,6.474299999999957,-5.0499,4.543799999999999
2020-01-07 07:00:00,0.0,5.492399999999996,-5.2242,4.020299999999999
2020-01-07 08:00:00,0.0,5.388000000000005,1.689600000000011,3.6572999999999984
2020-01-07 09:00:00,0.8411999999999953,-4.302000000000149,2.4848999999999988,3.3065999999999978
2020-01-07 10:00:00,3.2943000000000016,-13.6191,2.272199999999999,3.2243999999999975
2020-01-07 11:00:00,3.6270000000000024,0.9966000000000577,2.2742999999999984,3.2555999999999994
2020-01-07 12:00:00,-7.762499999999999,9.3696,2.6168999999999984,-3.2396999999999814
2020-01-07 13:00:00,0.0,2.7952999999999975,2.4473999999999982,3.2624999999999993
2020-01-07 14:00:00,3.4677000000000024,-8.874599999999987,2.369699999999998,3.1073999999999984
2020-01-07 15:00:00,3.524700000000001,-13.4787,2.3789999999999987,3.047699999999999
2020-01-07 16:00:00,3.6996,0.33360000000004675,2.2436999999999987,2.9528999999999996
2020-01-07 17:00:00,3.6366000000000014,9.6396,2.3114999999999988,2.9555999999999987
2020-01-07 18:00:00,-9.013679999999999,9.135,-6.0063,0.970799999999997
2020-01-07 19:00:00,-5.314920000000006,-13.5591,-6.971699999999999,-10.1436
2020-01-07 20:00:00,0.0,-7.55419999999998,-7.0068,1.4072999999999993
2020-01-07 21:00:00,2.264400000000002,-12.6525,-3.1044,2.1704999999999988
2020-01-07 22:00:00,-2.264400000000002,-9.198299999999989,0.0,-8.2743
2020-01-07 23:00:00,4.937100000000001,9.557019084051603,2.317199999999999,0.6882000000000055
2020-01-08 00:00:00,5.802600000000001,-9.557019084051603,2.6057999999999986,5.000699999999999
2020-01-08 01:00:00,-5.5209,0.0,2.7056999999999984,-6.1458
2020-01-08 02:00:00,-5.2188000000000025,0.0,-5.350499999999999,-6.0477
2020-01-08 03:00:00,0.0,12.7635,-2.2781999999999965,-5.857799999999999
2020-01-08 04:00:00,0.0,9.047099999999997,0.0,-6.1335
2020-01-08 05:00:00,0.0,13.227,2.8760999999999983,4.9940999999999995
2020-01-08 06:00:00,0.0,2.9964000000000013,-2.8760999999999983,4.279499999999999
2020-01-08 07:00:00,4.707810000000001,5.205599999999997,2.6984999999999992,3.7532999999999994
2020-01-08 08:00:00,3.872130000000001,3.770099999999971,2.5508999999999986,3.4109999999999996
2020-01-08 09:00:00,3.502110000000002,-9.775099999999988,2.403299999999999,3.2474999999999987
2020-01-08 10:00:00,3.3976200000000016,-13.0815,2.351399999999998,3.0920999999999985
2020-01-08 11:00:00,3.5535000000000014,-1.3291999999999575,2.3729999999999984,3.109499999999999
2020-01-08 12:00:00,3.809160000000002,9.651299999999999,0.6915000000000191,2.402100000000008
2020-01-08 13:00:00,0.915989999999983,9.0576,2.3393999999999986,-8.168399999999998
2020-01-08 14:00:00,2.8759200000000025,-13.626900000000001,2.124299999999998,3.2276999999999987
2020-01-08 15:00:00,3.0933600000000006,-10.900700000000022,1.9907999999999983,2.894099999999998
2020-01-08 16:00:00,3.4560000000000013,-13.630199999999999,2.123099999999998,2.8820999999999994
2020-01-08 17:00:00,-0.8740799999999993,9.1635,2.1377999999999986,3.012599999999999
2020-01-08 18:00:00,1.3862400000000008,8.5005,0.7284000000000006,0.9359999999999999
2020-01-08 19:00:00,-10.967099999999999,-14.1657,-6.9447,-10.203000000000001
2020-01-08 20:00:00,-10.923959999999997,-6.8733,-7.0929,-10.263
2020-01-08 21:00:00,-10.03857,0.0,-6.8286,-5.812199999999997
2020-01-08 22:00:00,-1.766130000000004,0.0,-3.6461999999999986,-8.524199999999999
2020-01-08 23:00:00,0.0,0.0,2.410499999999998,4.016099999999999
2020-01-09 00:00:00,5.453910000000001,11.4465,2.7407999999999983,4.812599999999999
2020-01-09 01:00:00,-5.453910000000001,-9.985426971982818,1.0263000000000186,-3.322799999999998
2020-01-09 02:00:00,5.2831499999999885,2.7453730280171698,2.810699999999998,5.758499999999999
2020-01-09 03:00:00,6.016350000000001,7.679073028017216,2.8325999999999985,-5.6037
2020-01-09 04:00:00,-6.0055499999999995,2.4424809159484298,-5.2866,-5.660699999999999
2020-01-09 05:00:00,5.628210000000001,12.7266,2.891399999999998,5.486999999999998
2020-01-09 06:00:00,5.3642400000000015,12.1782,2.820599999999999,4.1015999999999995
2020-01-09 07:00:00,4.446180000000001,5.838000000000001,2.6423999999999985,3.6812999999999985
2020-01-09 08:00:00,3.6001200000000004,-12.7074,2.320199999999998,3.3248999999999995
2020-01-09 09:00:00,3.2819100000000017,8.610000000000001,2.2448999999999986,3.1091999999999995
2020-01-09 10:00:00,3.066090000000001,-0.37734999999999275,2.076299999999999,3.030899999999999
2020-01-09 11:00:00,3.2653800000000004,1.837149999999987,2.096099999999998,3.0204000000000004
2020-01-09 12:00:00,-1.3322400000000059,8.4144,-5.9094,-8.000399999999999
2020-01-09 13:00:00,-8.84748,7.419600000000001,-6.034199999999999,-8.2362
2020-01-09 14:00:00,-0.7755223777899687,-7.745999999999981,1.916999999999998,3.0374999999999996
2020-01-09 15:00:00,3.182220000000001,-15.6255,1.844999999999998,3.008399999999998
2020-01-09 16:00:00,-8.42715,2.90420000000006,1.9829999999999979,2.951699999999999
2020-01-09 17:00:00,-8.12244,7.8903,2.070899999999998,-8.469
2020-01-09 18:00:00,-8.441339999999999,7.872,1.8551999999999982,-8.577300000000001
2020-01-09 19:00:00,-1.1821276222100323,-15.2151,-7.2345,-1.4699999999999864
2020-01-09 20:00:00,0.942420000000002,-10.488500000000077,-7.14,0.0
2020-01-09 21:00:00,1.7306400000000028,-14.4171,-6.9792,1.8545999999999996
2020-01-09 22:00:00,3.1883100000000013,-13.4415,0.0,3.0416999999999987
2020-01-09 23:00:00,4.926210000000001,9.764000000000067,0.0,4.151699999999999
2020-01-10 00:00:00,4.8759000000000015,-5.70659999999998,0.0,5.300099999999999
2020-01-10 01:00:00,5.305170000000001,-4.0574000000000865,2.7578999999999985,1.9467000000000052
2020-01-10 02:00:00,-6.00222,0.17783333333332507,2.713799999999998,-5.4474
2020-01-10 03:00:00,-6.1651799999999986,7.161233333333342,2.8082999999999982,-5.3591999999999995
2020-01-10 04:00:00,5.558610000000002,9.71563333333333,-5.2422,-5.4882
2020-01-10 05:00:00,5.658480000000001,12.2994,-3.0377999999999936,0.0
2020-01-10 06:00:00,-6.8138700000000005,11.718300000000001,2.8664999999999985,4.428299999999999
2020-01-10 07:00:00,4.373173449000001,6.471600000000002,2.555399999999999,3.5492999999999997
2020-01-10 08:00:00,3.824490000000001,4.517099999999992,2.3339999999999987,2.9852999999999987
2020-01-10 09:00:00,3.638700000000002,7.176900000000002,2.2646999999999986,2.705399999999999
2020-01-10 10:00:00,3.485970000000002,-6.647899999999936,2.113199999999998,2.4095999999999993
2020-01-10 11:00:00,3.601470000000001,-6.761199999999917,2.168099999999999,2.4000000000000004
2020-01-10 12:00:00,-2.2538234490000235,6.8142,2.301599999999998,2.974499999999999
2020-01-10 13:00:00,-7.96989,5.870699999999999,0.41610000000001435,2.657399999999999
2020-01-10 14:00:00,3.56973,-16.8831,2.0261999999999993,2.3925
2020-01-10 15:00:00,3.5673600000000025,-12.670399999999972,1.9151999999999987,2.394
2020-01-10 16:00:00,3.5931900000000017,2.8722999999999956,1.881899999999999,2.5901999999999994
2020-01-10 17:00:00,-1.2147599999999983,6.890400000000001,1.845299999999999,-7.925607575640061
2020-01-10 18:00:00,-7.630740000000003,6.799799999999999,1.529399999999999,2.546999999999999
2020-01-10 19:00:00,1.5490500000000011,-15.978299999999999,-7.2039,-7.8825924243599275
2020-01-10 20:00:00,1.9944900000000008,-6.749500000000012,-7.2174000000000005,0.6830999999999996
2020-01-10 21:00:00,2.588820000000002,6.9039,-6.8463,1.532399999999999
2020-01-10 22:00:00,3.41718,6.039899999999847,1.6556999999999986,2.8514999999999997
2020-01-10 23:00:00,-3.9343200000000067,-13.1616,2.218499999999999,4.524899999999999
2020-01-11 00:00:00,-5.538659999999997,-12.287099999999999,2.4449999999999985,-2.3316000000000017
2020-01-11 01:00:00,-6.311789999999999,-10.290099999999995,2.564099999999998,-2.2403999999999975
2020-01-11 02:00:00,-5.900639999999999,0.0,2.6804999999999986,-1.932300000000005
2020-01-11 03:00:00,-5.779920000000001,6.634350000000012,1.6278000000000183,-5.4924
2020-01-11 04:00:00,-5.87355,10.620449999999988,-5.4387,-5.6223
2020-01-11 05:00:00,0.0,12.0093,2.8733999999999984,5.564399999999999
2020-01-11 06:00:00,0.0,11.7363,-5.211899999999999,5.336999999999999
2020-01-11 07:00:00,0.0,4.868400000000001,2.6888999999999985,4.500599999999999
2020-01-11 08:00:00,0.0,-12.510599999999982,2.5961999999999987,3.743099999999999
2020-01-11 09:00:00,0.0,-13.920899999999998,2.4281999999999986,3.3147
2020-01-11 10:00:00,4.015800000000001,-13.9983,2.3009999999999984,-1.3055999999999983
2020-01-11 11:00:00,4.180800000000001,-5.439000000000021,2.3912999999999984,-3.9404999999999824
2020-01-11 12:00:00,4.323060000000002,0.0,-0.6347999999999985,3.5147999999999984
2020-01-11 13:00:00,4.329120000000001,3.5888000000000098,-3.847499999999993,-7.8672
2020-01-11 14:00:00,4.3734600000000015,9.9969,2.4251999999999985,-8.065199999999999
2020-01-11 15:00:00,0.46991999999998413,7.854499999999973,-5.6046,3.4215
2020-01-11 16:00:00,-7.413989999999999,9.368600000000015,-5.582999999999999,-8.0937
2020-01-11 17:00:00,4.2306300000000014,10.4223,2.4113999999999978,3.084299999999999
2020-01-11 18:00:00,3.603900000000001,9.3429,1.996199999999999,2.785199999999998
2020-01-11 19:00:00,1.759500000000001,-13.6296,-6.930899999999999,1.1321999999999992
2020-01-11 20:00:00,2.052900000000001,-12.110700000000001,-7.002,1.3497000000000003
2020-01-11 21:00:00,2.6235000000000017,-12.8565,0.7907025501379792,2.0786999999999978
2020-01-11 22:00:00,3.6918000000000006,-11.9772,1.743599999999998,3.2300999999999984
2020-01-11 23:00:00,-2.8332000000000015,11.1057,2.1851999999999983,4.386899999999999
2020-01-12 00:00:00,-2.501999999999999,-10.3626,2.595299999999999,-3.5592000000000006
2020-01-12 01:00:00,-1.4448000000000043,-0.7431000000000001,2.734799999999998,-1.8780000000000001
2020-01-12 02:00:00,-0.6839999999999975,4.502480915948411,2.8169999999999984,-1.5383999999999993
2020-01-12 03:00:00,-2.0813999999999986,-4.502480915948411,2.865599999999999,-5.3816999999999995
2020-01-12 04:00:00,-5.9529,12.764700000000001,2.893799999999999,-5.3613
2020-01-12 05:00:00,-5.5725,13.7469,-3.8309025501379708,-5.2248
2020-01-12 06:00:00,-5.4993,6.526799999999994,-4.9452,-5.425800000000001
2020-01-12 07:00:00,-5.670299999999999,2.1876000000000033,-4.7898,0.0
2020-01-12 08:00:00,0.0,3.2483999999999966,-5.060099999999999,0.0
2020-01-12 09:00:00,0.0,3.4391999999999996,3.0119999999999987,4.149900000000004
2020-01-12 10:00:00,2.2797599999999987,2.317100000000039,2.8964999999999987,4.550099999999999
2020-01-12 11:00:00,5.296860000000001,2.5536999999999637,2.8592999999999984,4.5878999999999985
2020-01-12 12:00:00,5.2540200000000015,1.1088000000000022,3.0086999999999993,-6.633
2020-01-12 13:00:00,-6.4015200000000005,2.219999999999999,-3.9833999999999934,-6.6549000000000005
2020-01-12 14:00:00,-6.42912,-8.676800000000014,-5.3199000000000005,4.831499999999999
2020-01-12 15:00:00,0.0,-10.242399999999975,2.8154999999999983,-4.831499999999999
2020-01-12 16:00:00,0.0,-9.840700000000012,-5.2886999999999995,0.0
2020-01-12 17:00:00,0.0,9.335700000000001,0.0,0.0
2020-01-12 18:00:00,0.0,8.2143,0.0,0.0
2020-01-12 19:00:00,0.0,-14.783999999999999,0.0,0.0
2020-01-12 20:00:00,2.3247600000000013,-14.557400000000001,1.5170999999999992,1.6655999999999995
2020-01-12 21:00:00,3.1182,-9.561900000000009,2.046599999999998,2.3886000000000003
2020-01-12 22:00:00,4.160400000000001,8.0286,2.3279999999999985,3.5519999999999987
2020-01-12 23:00:00,5.094270000000002,3.870599999999998,2.6285999999999987,4.730099999999999
2020-01-13 00:00:00,-3.7837800000000072,-11.899199999999999,-5.2536,-5.8469999999999995
2020-01-13 01:00:00,-5.82906,5.71610000000004,2.944499999999999,6.051299999999999
2020-01-13 02:00:00,6.050370000000002,11.3067,-5.0493,-5.2599
2020-01-13 03:00:00,-5.5938,10.224699999999963,-1.1618999999999948,-5.1651
2020-01-13 04:00:00,-5.54136,-10.316999999999998,0.0,-0.7145999999999963
2020-01-13 05:00:00,6.103800000000001,12.4131,0.0,5.506199999999999
2020-01-13 06:00:00,-3.8969100000000063,11.7204,2.940299999999999,-6.9072000000000005
2020-01-13 07:00:00,4.990500000000002,7.6895999999999916,2.8607999999999985,0.0
2020-01-13 08:00:00,4.461900000000001,5.906600000000019,-5.024249999999999,0.0
2020-01-13 09:00:00,3.828900000000001,4.621600000000001,-0.7768499999999978,2.7128999999999994
2020-01-13 10:00:00,3.7726500000000005,-4.267300000000034,2.192999999999998,2.5715999999999983
2020-01-13 11:00:00,3.8776800000000016,-0.16789999999997463,2.2571999999999983,2.591099999999999
2020-01-13 12:00:00,3.9721800000000007,6.6198,3.4700999999999986,-7.875599999999997
2020-01-13 13:00:00,3.979380000000001,3.1739999999999995,2.5757999999999983,2.6348999999999982
2020-01-13 14:00:00,-8.23884,-16.884900000000002,2.1287999999999982,-1.4487768530001564
2020-01-13 15:00:00,3.9378300000000017,-14.031799999999862,2.121599999999998,2.4518999999999984
2020-01-13 16:00:00,-1.768290000000004,-9.816300000000354,2.1038999999999985,2.5730999999999984
2020-01-13 17:00:00,3.9116100000000005,6.713100000000054,2.1065999999999985,2.724599999999999
2020-01-13 18:00:00,-8.38149,7.269300000000001,0.9180148842320222,2.4803999999999995
2020-01-13 19:00:00,-10.36755,-15.659699999999999,-7.1724000000000006,-11.000099999999975
2020-01-13 20:00:00,-10.183349999999999,-12.250399999999857,-7.032,-0.4160231469998621
2020-01-13 21:00:00,2.533710000000003,-9.97969999999998,-5.670614884232009,1.5848999999999993
2020-01-13 22:00:00,3.42525,0.0,0.0,3.1952999999999996
2020-01-13 23:00:00,4.349250000000001,0.0,2.2925999999999984,1.4247000000000014
2020-01-14 00:00:00,-6.53592,0.0,2.6705999999999985,-6.2049
2020-01-14 01:00:00,2.4802199999999957,0.0,-4.963199999999997,0.0
2020-01-14 02:00:00,-6.25251,4.816199999999995,0.0,0.0
2020-01-14 03:00:00,5.4992100000000015,11.517299999999999,0.0,0.0
2020-01-14 04:00:00,0.7772699999999979,11.5761,0.0,6.115799999999999
