,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-4.330081010461773,8.811586484281776e-06,6.261714524332319,0.03929419034298306,1.1493049606525525,929.6748624206124
NO,0.06360287740428014,2.1836987908802774,394.1192,1.093913605925883,4.43054654511542e-05,18.129675627262316,0.037038338333846774,0.8259710193354088,1424.9955507985796
OR,0.10482489014144424,3.5989878948562497,754.8664,2.0994924316186148,9.154155983574526e-05,28.625080915948548,0.06550448341260667,,
SU,0.043481341250036845,1.4928593829179324,277.5438,1.1366749729172736,5.884991276014759e-05,8.224144942494028,0.026193208046566798,0.04823787410786471,59.5629548753
