,[66] - VALLE DE ZONGO - TIQUIMANI,[25] - CORANI,[30] - ANGOSTURA,[28] - MISICUNI,[118] - SAN JACINTO,[65] - SISTEMA ZONGO,[69] - VALLE DE ZONGO - SANTA ROSA,[75] - CHOJLLA,[29] - MIGUILLA
2020-06-21 21:00:00,0.21005727504608715,0.9995856703842191,0.173106125,0.9992915888666212,0.9478209500976582,0.8596539657887088,0.05991958067093048,0.8168026398073603,0.9947751395527218
2020-06-21 22:00:00,0.21005727504608715,0.9995856703999957,0.173106125,0.999243938835889,0.9478514160494407,0.8597095213233519,0.05991958067093048,0.8184585734036801,0.994701085685044
2020-06-21 23:00:00,0.21005727504608715,0.999585670407884,0.173106125,0.9994829493465347,0.9478818820012233,0.859765076857995,0.05991958067093048,0.820114507,0.9946270318173662
2020-06-22 00:00:00,0.21005727504608715,0.9995856704118283,0.173106125,0.9997414746732673,0.9479123479530057,0.8598206323926381,0.05991958067093048,0.8217262823658075,0.9945261593269448
2020-06-22 01:00:00,0.21005727504608715,0.9995856704138005,0.173106125,0.9996505532906231,0.9479428139047882,0.8598761879272812,0.05991958067093048,0.8233380577316151,0.9944252868365233
2020-06-22 02:00:00,0.21005727504608715,0.9995856704147865,0.173106125,0.9995596319079789,0.9479732798565706,0.8599317434619242,0.05991958067093048,0.8249498330974225,0.9943244143461019
2020-06-22 03:00:00,0.21005727504608715,0.9995856704152796,0.173106125,0.999573870729179,0.9480037458083532,0.8599872989965675,0.05991958067093048,0.8265616084632301,0.9942235418556804
2020-06-22 04:00:00,0.21005727504608715,0.999585670415526,0.173106125,0.9994829493465347,0.9480342117601357,0.8600428545312105,0.05991958067093048,0.8281733838290376,0.994122669365259
2020-06-22 05:00:00,0.21005727504608715,0.9995856704156494,0.173106125,0.9997414746732673,0.9480646777119182,0.8600984100658536,0.05991958067093048,0.8297851591948452,0.9940217968748375
2020-06-22 06:00:00,0.21005727504608715,0.999585670415711,0.173106125,0.9996505532906231,0.9480951436637006,0.8601539656004967,0.05991958067093048,0.8313969345606527,0.993920924384416
2020-06-22 07:00:00,0.21005727504608715,0.9995856704157419,0.173106125,0.9997414746732673,0.9481256096154832,0.8602095211351398,0.05991958067093048,0.8330087099264603,0.9938200518939946
2020-06-22 08:00:00,0.21005727504608715,0.9995856704157572,0.173106125,0.9996505532906231,0.9481560755672657,0.8602650766697829,0.05991958067093048,0.8346204852922677,0.9937191794035731
2020-06-22 09:00:00,0.21005727504608715,0.9995856704157648,0.173106125,0.9995596319079789,0.9481865415190481,0.860320632204426,0.05991958067093048,0.8362322606580753,0.9936183069131517
