,SU -> CE,CE -> NO,OR -> CE,CE -> SU,CE -> OR,NO -> CE
2020-01-13 00:00:00,0.0,0.0,0.0,167.223765318528,272.5,138.93582017572996
2020-01-13 01:00:00,0.0,0.0,0.0,155.329965318528,272.5,164.38502017572998
2020-01-13 02:00:00,0.0,0.0,0.0,154.73176531852798,272.5,164.49442017572997
2020-01-13 03:00:00,0.0,0.0,0.0,155.844565318528,272.5,173.14502017573
2020-01-13 04:00:00,0.0,0.0,0.0,163.823765318528,272.5,157.93582017572996
2020-01-13 05:00:00,0.0,0.0,0.0,156.136265318528,272.5,134.73582017572994
2020-01-13 06:00:00,0.0,0.0,0.0,160.61346531852797,272.5,115.07502017573002
2020-01-13 07:00:00,0.0,0.0,0.0,163.342965318528,272.5,76.22402017573
2020-01-13 08:00:00,0.0,0.0,0.0,159.57876531852799,272.5,50.97582017573001
2020-01-13 09:00:00,0.0,0.0,0.0,131.90222049123201,272.5,53.105020175730054
2020-01-13 10:00:00,0.0,0.0,0.0,148.30234151323202,272.5,38.99071631762979
2020-01-13 11:00:00,0.0,0.0,0.0,186.32376531852802,272.5,37.56582017573
2020-01-13 12:00:00,0.0,0.0,0.0,107.33605388421196,272.5,51.20582017573003
2020-01-13 13:00:00,0.0,0.0,0.0,175.70376531852799,272.5,39.025820175730054
2020-01-13 14:00:00,0.0,0.0,0.0,164.882563469232,272.5,34.33582017573003
2020-01-13 15:00:00,0.0,0.0,0.0,172.08774162621202,272.5,32.92582017573
2020-01-13 16:00:00,0.0,0.0,0.0,179.472280765252,272.5,36.96582017573001
2020-01-13 17:00:00,0.0,0.0,0.0,191.343765318528,272.5,42.015820175730006
2020-01-13 18:00:00,0.0,0.0,0.0,203.35376531852796,272.5,33.87582017572997
2020-01-13 19:00:00,0.0,21.35497982427005,0.0,207.5,262.4689192888999,0.0
2020-01-13 20:00:00,0.0,17.520175966169894,0.0,207.5,272.5,0.0
2020-01-13 21:00:00,0.0,0.0,0.0,207.5,272.5,5.095206348780032
