,OR,CE,SU,NO
2020-01-05 02:00:00,0.0,5.881800000000002,3.0848999999999984,5.9087999999999985
2020-01-05 03:00:00,0.0,-5.6861999999999995,1.782300000000002,-5.457599999999999
2020-01-05 04:00:00,11.0334,-5.622,-4.8672,-0.45119999999999916
2020-01-05 05:00:00,12.349499999999999,6.460350000000002,0.0,0.0
2020-01-05 06:00:00,10.48520000000002,-0.7536903000000041,3.6023999999999985,0.7833000000000041
2020-01-05 07:00:00,7.361499999999978,6.2057559000000015,3.2009999999999987,5.624999999999999
2020-01-05 08:00:00,3.402000000000001,-5.7862737,3.2075999999999985,-6.355499999999999
2020-01-05 09:00:00,2.969999999999999,-6.1261419,-5.1018,4.734299999999998
2020-01-05 10:00:00,-3.373499999999666,0.0,-4.909199999999996,4.512599999999999
2020-01-05 11:00:00,-6.1976000000000795,0.0,0.0,-7.059
2020-01-05 12:00:00,-1.3875000000000455,6.0187581,0.0,4.570799999999999
2020-01-05 13:00:00,-1.5935000000000628,-6.0187581,0.0,-6.8115
2020-01-05 14:00:00,-2.9119000000000597,4.783783800000002,2.6945999999999986,0.0
2020-01-05 15:00:00,-6.681700000000035,-4.783783800000002,2.730299999999999,4.5245999999999995
2020-01-05 16:00:00,-8.741700000000037,5.666498100000001,3.3443999999999985,4.411499999999999
2020-01-05 17:00:00,9.674700000000001,5.0521839,2.6537999999999986,4.102799999999999
2020-01-05 18:00:00,9.215100000000001,-4.317852000000002,1.414800000000005,3.6629999999999985
2020-01-05 19:00:00,-14.485199999999999,2.6715600000000013,-6.3938999999999995,-7.123499999999996
2020-01-05 20:00:00,-14.5455,-9.07239,-6.444,-9.578399999999998
2020-01-05 21:00:00,-6.5733000000000175,0.0,0.0,0.0
2020-01-05 22:00:00,0.0,0.0,2.1005999999999982,0.0
2020-01-05 23:00:00,0.0,0.43514999999999837,2.5292999999999983,0.0
2020-01-06 00:00:00,0.0,5.485380000000001,-4.629899999999997,0.0
2020-01-06 01:00:00,10.340800000000058,-5.920529999999999,2.9795999999999987,6.242399999999999
2020-01-06 02:00:00,4.919099999999972,0.0,-2.9795999999999987,-5.052599999999999
2020-01-06 03:00:00,10.923999999999985,5.735639999999999,3.140699999999998,6.420299999999999
2020-01-06 04:00:00,-9.716600000000014,-5.735639999999999,-3.140699999999998,6.296999999999999
2020-01-06 05:00:00,12.4593,6.378900000000002,0.0,5.850599999999999
2020-01-06 06:00:00,11.803799999999999,-6.378900000000002,3.0947999999999984,-7.0563
2020-01-06 07:00:00,6.358799999999995,4.8233700000000015,2.7845999999999993,-7.740599999999999
2020-01-06 08:00:00,0.7276499999999828,4.3453800000000005,2.543099999999999,3.170099999999998
2020-01-06 09:00:00,-10.592050000000029,-7.507829999999999,-1.9444840890180037,2.849099999999998
2020-01-06 10:00:00,-2.521899999999988,3.9814200000000026,2.452799999999999,2.8058999999999994
2020-01-06 11:00:00,-1.1005000000000393,4.079130000000001,2.4818999999999987,-8.679
2020-01-06 12:00:00,7.469099999999999,-7.59687,2.6687999999999983,0.41232000000000824
2020-01-06 13:00:00,6.329700000000001,3.63945,2.363699999999999,3.1388999999999996
2020-01-06 14:00:00,-12.154999999999973,-5.764050000000007,-5.7158999999999995,-8.65812
2020-01-06 15:00:00,-16.3986,3.7832100000000013,2.1572999999999984,2.8134299999999985
2020-01-06 16:00:00,-0.09369999999999834,3.9812100000000026,2.506199999999999,-0.8493945753780388
2020-01-06 17:00:00,7.3293,3.9802500000000007,2.346899999999999,3.2695799999999995
2020-01-06 18:00:00,-1.113599999999991,3.7900800000000014,2.0927999999999987,-5.233615424621959
2020-01-06 19:00:00,-15.3894,-9.646924084720014,-5.548915910981984,0.0
2020-01-06 20:00:00,-9.580199999999962,1.2559200000000015,-7.3824000000000005,1.6655699999999989
2020-01-06 21:00:00,0.0,-7.143745915279993,-6.901199999999999,-1.6655699999999989
2020-01-06 22:00:00,0.0,3.368100000000002,2.1329999999999982,0.0
2020-01-06 23:00:00,9.1713,-3.063990000000003,-2.1329999999999982,4.2132
2020-01-07 00:00:00,-9.1713,5.487000000000001,2.7299999999999986,5.02626
2020-01-07 01:00:00,0.0,-5.79111,-2.7299999999999986,-3.2031599999999996
2020-01-07 02:00:00,11.2842,0.0,0.0,-6.0363
2020-01-07 03:00:00,-1.0217999999999687,0.0,2.3328000000000015,5.492999999999999
2020-01-07 04:00:00,5.732699999999966,6.171000000000001,2.8175999999999988,5.369699999999999
2020-01-07 05:00:00,12.129000000000001,0.10400999999999883,-5.1504,-3.382415603771907
2020-01-07 06:00:00,11.9643,-6.27501,0.0,4.543799999999999
2020-01-07 07:00:00,5.492399999999996,4.672800000000001,2.8595999999999986,4.020299999999999
2020-01-07 08:00:00,-3.4692000000001286,-4.672800000000001,-2.8595999999999986,-7.8219
2020-01-07 09:00:00,-3.885599999999954,0.0,0.6603764277720181,3.3065999999999978
2020-01-07 10:00:00,-13.6191,3.2943000000000016,2.272199999999999,3.2243999999999975
2020-01-07 11:00:00,0.9966000000000577,3.6270000000000024,2.2742999999999984,-8.2236
2020-01-07 12:00:00,9.3696,-6.921300000000004,2.6168999999999984,3.6023999999999994
2020-01-07 13:00:00,2.7952999999999975,0.0,2.4473999999999982,3.2624999999999993
2020-01-07 14:00:00,-8.874599999999987,3.4677000000000024,2.369699999999998,3.1073999999999984
2020-01-07 15:00:00,-13.4787,3.524700000000001,2.3789999999999987,3.047699999999999
2020-01-07 16:00:00,-13.0764,3.6996,2.2436999999999987,2.9528999999999996
2020-01-07 17:00:00,9.6396,3.6366000000000014,2.3114999999999988,2.9555999999999987
2020-01-07 18:00:00,9.135,2.738220000000002,2.077499999999998,2.7128999999999994
2020-01-07 19:00:00,-13.5591,-3.497745425227947,-6.971699999999999,-10.1436
2020-01-07 20:00:00,-7.55419999999998,1.190100000000001,-7.0068,-0.44468439622807665
2020-01-07 21:00:00,0.0,-6.749174574772061,-1.3722764277720056,-9.3087
2020-01-07 22:00:00,0.0,-8.01,-6.3018,-8.2743
2020-01-07 23:00:00,0.0,0.0,2.317199999999999,0.0
2020-01-08 00:00:00,0.0,4.451099999999998,2.6057999999999986,5.000699999999999
2020-01-08 01:00:00,4.0801809159484606,6.231000000000001,0.427500000000002,-5.000699999999999
2020-01-08 02:00:00,-4.0801809159484606,-5.3618999999999994,-5.350499999999999,0.0
2020-01-08 03:00:00,12.7635,-5.3202,0.0,5.6213999999999995
2020-01-08 04:00:00,5.460419084051583,0.0,0.0,5.345699999999999
2020-01-08 05:00:00,13.227,6.178800000000001,2.8760999999999983,4.9940999999999995
2020-01-08 06:00:00,6.583080915948415,5.243700000000001,2.727599999999999,4.279499999999999
2020-01-08 07:00:00,5.205599999999997,4.707810000000001,-5.385299999999999,-7.725899999999999
2020-01-08 08:00:00,2.0534000000000034,-5.466618159999902,2.5508999999999986,-0.2093999999999916
2020-01-08 09:00:00,-8.168399999999963,3.502110000000002,2.403299999999999,3.2474999999999987
2020-01-08 10:00:00,-13.0815,3.3976200000000016,2.351399999999998,3.0920999999999985
2020-01-08 11:00:00,-1.3291999999999575,-8.1984,-3.2597456274079804,-8.3697
2020-01-08 12:00:00,9.651299999999999,-7.942739999999999,2.4689999999999985,3.564
2020-01-08 13:00:00,9.0576,3.391020000000003,2.3393999999999986,3.3108000000000004
2020-01-08 14:00:00,-13.516900000000021,2.8759200000000025,2.124299999999998,3.2276999999999987
2020-01-08 15:00:00,-10.900700000000029,3.0933600000000006,1.9907999999999983,2.894099999999998
2020-01-08 16:00:00,-13.630199999999999,3.4560000000000013,2.123099999999998,2.8820999999999994
2020-01-08 17:00:00,9.1635,3.674520000000001,2.1377999999999986,-8.4666
2020-01-08 18:00:00,8.5005,3.327960000000001,1.9556999999999984,2.778599999999999
2020-01-08 19:00:00,-14.1657,-10.31710184000012,-6.9447,-10.203000000000001
2020-01-08 20:00:00,-6.873300000000029,-10.923959999999997,-7.0929,-10.263
2020-01-08 21:00:00,8.6802,1.713330000000001,-5.366754372592,0.0
2020-01-08 22:00:00,-8.6802,-1.713330000000001,1.7747999999999982,2.955
2020-01-08 23:00:00,0.0,0.37214999999999865,-1.7747999999999982,-2.955
2020-01-09 00:00:00,11.4465,5.453910000000001,2.7407999999999983,0.0
2020-01-09 01:00:00,-5.5892427478452955,-5.82606,2.7596999999999987,5.3439
2020-01-09 02:00:00,0.54728091594842,0.0,-0.2492999999999972,-5.3439
2020-01-09 03:00:00,5.480980915948464,0.0,-5.2512,5.875499999999999
2020-01-09 04:00:00,2.4424809159484084,5.746350000000001,2.7971999999999984,5.818499999999999
2020-01-09 05:00:00,12.7266,5.628210000000001,-2.7971999999999984,-4.3164
2020-01-09 06:00:00,12.1782,-6.3876599999999994,2.820599999999999,-7.377599999999999
2020-01-09 07:00:00,5.838000000000001,4.446180000000001,2.6423999999999985,3.6812999999999985
2020-01-09 08:00:00,-12.7074,3.6001200000000004,2.320199999999998,-3.6812999999999985
2020-01-09 09:00:00,4.170874999999995,-4.347390000000004,2.2448999999999986,3.1091999999999995
2020-01-09 10:00:00,-8.127325000000013,-8.68581,2.076299999999999,3.030899999999999
2020-01-09 11:00:00,-5.912825000000026,3.2653800000000004,-4.6457999999999835,3.0204000000000004
2020-01-09 12:00:00,-2.5447249999999997,-0.465360000000004,2.1743999999999986,-0.9242999999999988
2020-01-09 13:00:00,7.419600000000001,2.904420000000002,2.049599999999999,-8.2362
2020-01-09 14:00:00,-7.746000000000009,2.865240000000002,1.916999999999998,3.0374999999999996
2020-01-09 15:00:00,-15.6255,-8.56968,1.844999999999998,3.008399999999998
2020-01-09 16:00:00,2.9042000000000314,3.3247500000000016,1.9829999999999979,-4.944321685519956
2020-01-09 17:00:00,7.8903,3.6294600000000017,2.070899999999998,3.0101999999999993
2020-01-09 18:00:00,7.872,3.3105600000000024,1.8551999999999982,2.9018999999999977
2020-01-09 19:00:00,-15.2151,-10.264770000000006,-7.2345,-3.2349435267400892
2020-01-09 20:00:00,-7.4488999999999805,0.0,-7.14,-3.7787347877399498
2020-01-09 21:00:00,0.0,0.0,-6.9792,0.0
2020-01-09 22:00:00,0.0,0.0,1.6541999999999986,3.0416999999999987
2020-01-09 23:00:00,9.764000000000067,0.0,2.0837999999999983,4.151699999999999
2020-01-10 00:00:00,-5.70659999999998,0.6970499999999991,2.5355999999999987,-1.5188999999999977
2020-01-10 01:00:00,-4.0574000000000865,5.305170000000001,-5.3259,-5.6745
2020-01-10 02:00:00,0.17783333333332507,-6.00222,-0.9476999999999958,0.0
2020-01-10 03:00:00,7.161233333333342,5.586720000000002,2.8082999999999982,6.119999999999999
2020-01-10 04:00:00,9.71563333333333,-5.586720000000002,2.254800000000002,4.293600000000001
2020-01-10 05:00:00,12.2994,0.0,-5.0631,-5.9331000000000005
2020-01-10 06:00:00,11.718300000000001,0.0,1.3986000000000125,4.428299999999999
2020-01-10 07:00:00,6.471600000000002,4.373173449000001,2.555399999999999,3.5492999999999997
2020-01-10 08:00:00,-13.8105,-4.373173449000001,2.3339999999999987,2.9852999999999987
2020-01-10 09:00:00,7.176900000000002,3.638700000000002,2.2646999999999986,-8.7738
2020-01-10 10:00:00,-6.647899999999993,3.485970000000002,2.113199999999998,2.4095999999999993
2020-01-10 11:00:00,-6.761199999999974,-7.124670000000004,2.168099999999999,-9.079199999999998
2020-01-10 12:00:00,6.8142,3.9133200000000015,2.301599999999998,0.0
2020-01-10 13:00:00,5.870699999999999,-1.8110100000000076,2.149799999999998,2.657399999999999
2020-01-10 14:00:00,-16.8831,3.56973,2.0261999999999993,2.3925
2020-01-10 15:00:00,-12.670399999999972,3.5673600000000025,1.9151999999999987,-5.049899999999999
2020-01-10 16:00:00,-1.5951000000000555,3.5931900000000017,1.881899999999999,2.5901999999999994
2020-01-10 17:00:00,6.890400000000001,3.8968800000000012,1.845299999999999,2.720699999999999
2020-01-10 18:00:00,6.799799999999999,3.2307900000000007,-4.2202676786479465,-4.803353550809497
2020-01-10 19:00:00,-15.978299999999999,-10.20285,-7.2039,-0.5075464491905013
2020-01-10 20:00:00,-6.749500000000012,-9.75741,-7.2174000000000005,0.0
2020-01-10 21:00:00,6.9039,2.588820000000002,-6.312432321352048,1.532399999999999
2020-01-10 22:00:00,6.2577,-2.588820000000002,0.0,0.3141000000000016
2020-01-10 23:00:00,-13.1616,0.0,2.218499999999999,4.524899999999999
2020-01-11 00:00:00,0.0,0.46052999999999766,0.6207000000000029,-6.3713999999999995
2020-01-11 01:00:00,0.0,5.4401100000000016,2.564099999999998,5.625
2020-01-11 02:00:00,6.117800000000045,-5.900639999999999,-5.4033,-5.625
2020-01-11 03:00:00,11.0907,0.0,2.692799999999999,5.986799999999999
2020-01-11 04:00:00,0.04629999999995604,0.0,-0.3542999999999985,-2.173499999999997
2020-01-11 05:00:00,12.0093,5.6636700000000015,2.8733999999999984,5.564399999999999
2020-01-11 06:00:00,11.7363,-5.6636700000000015,-5.211899999999999,-6.1422
2020-01-11 07:00:00,4.868400000000001,4.933500000000001,2.6888999999999985,4.500599999999999
2020-01-11 08:00:00,-13.0992,4.528500000000001,-2.6888999999999985,-7.7360999999999995
2020-01-11 09:00:00,-11.340900000000005,4.343130000000001,2.4281999999999986,3.3147
2020-01-11 10:00:00,-13.9983,4.015800000000001,2.3009999999999984,3.6411
2020-01-11 11:00:00,-7.430399999999992,-7.5710999999999995,2.3912999999999984,-2.603399999999998
2020-01-11 12:00:00,0.0,4.323060000000002,-0.7808999999999866,3.5147999999999984
2020-01-11 13:00:00,0.8858000000001027,4.329120000000001,2.4170999999999987,-7.8672
2020-01-11 14:00:00,0.6282999999999532,-7.378439999999999,2.4251999999999985,3.4139999999999997
2020-01-11 15:00:00,-1.514100000000056,4.475220000000002,2.4791999999999987,3.4215
2020-01-11 16:00:00,0.0,4.337910000000002,2.500799999999999,3.3854999999999986
2020-01-11 17:00:00,10.4223,-6.872700000000018,2.4113999999999978,3.084299999999999
2020-01-11 18:00:00,8.514500000000051,-8.148,1.996199999999999,2.785199999999998
2020-01-11 19:00:00,-13.6296,1.759500000000001,-6.930899999999999,-8.039699999999995
2020-01-11 20:00:00,-5.307200000000051,2.052900000000001,-7.002,1.3497000000000003
2020-01-11 21:00:00,0.0,-9.1284,-6.6366,-9.400500000000001
2020-01-11 22:00:00,0.0,3.6918000000000006,1.743599999999998,3.2300999999999984
2020-01-11 23:00:00,10.3626,-3.6918000000000006,2.1851999999999983,2.9724000000000013
2020-01-12 00:00:00,-10.3626,5.025600000000001,-3.9287999999999963,-6.2025
2020-01-12 01:00:00,0.0,5.386800000000002,2.734799999999998,0.0
2020-01-12 02:00:00,4.502480915948411,5.557800000000001,2.8169999999999984,0.0
2020-01-12 03:00:00,-0.708380915948414,-6.034199999999999,2.865599999999999,5.3613
2020-01-12 04:00:00,12.764700000000001,-5.9529,2.893799999999999,-5.3613
2020-01-12 05:00:00,-8.2395,6.179400000000001,3.1145999999999985,1.8723000000000019
2020-01-12 06:00:00,13.7268,6.252600000000001,-4.9452,6.053399999999998
2020-01-12 07:00:00,13.1799,-1.9033500000000103,-4.7898,-6.06
2020-01-12 08:00:00,2.8029809159484103,5.700300000000001,3.023699999999999,5.023199999999999
2020-01-12 09:00:00,3.884619084051586,-6.295170000000001,-2.5271999999999917,-6.8889
2020-01-12 10:00:00,3.1980000000000004,5.437560000000002,-5.1873,4.550099999999999
2020-01-12 11:00:00,1.6728000000000023,-6.45504,2.8592999999999984,4.5878999999999985
2020-01-12 12:00:00,1.1088000000000022,-6.497879999999999,2.1411000000000016,4.164600000000002
2020-01-12 13:00:00,-12.5283,-6.4015200000000005,-5.0004,-6.6549000000000005
2020-01-12 14:00:00,-3.7607000000000284,5.322780000000001,2.763899999999998,-6.6476999999999995
2020-01-12 15:00:00,-5.326299999999975,5.267310000000001,-2.763899999999998,0.0
2020-01-12 16:00:00,-4.9246000000000265,5.150640000000001,2.795099999999999,0.0
2020-01-12 17:00:00,9.335700000000001,5.144100000000002,2.686799999999998,4.6160999999999985
2020-01-12 18:00:00,8.2143,4.502790000000001,1.0569000000000033,4.035899999999999
2020-01-12 19:00:00,-14.783999999999999,-7.3267800000000065,-6.5388,-0.11763621500004007
2020-01-12 20:00:00,-14.557399999999973,-9.42714,1.5170999999999992,-8.534363784999957
2020-01-12 21:00:00,-9.56189999999998,-8.633700000000001,-1.5170999999999992,2.3886000000000003
2020-01-12 22:00:00,8.0286,1.0332299999999979,2.3279999999999985,-2.3886000000000003
2020-01-12 23:00:00,-8.0286,5.094270000000002,2.6285999999999987,4.730099999999999
2020-01-13 00:00:00,0.0,-0.2984399999999994,2.8301999999999987,5.632199999999999
2020-01-13 01:00:00,0.0,-5.82906,-5.1392999999999995,-5.4279
2020-01-13 02:00:00,0.0,6.050370000000002,-2.6474999999999964,0.23070000000000235
2020-01-13 03:00:00,5.854199999999963,6.158100000000001,0.0,-5.1651
2020-01-13 04:00:00,11.076300000000039,-5.54136,2.932199999999998,6.202199999999999
2020-01-13 05:00:00,12.4131,-1.9366800000000026,-2.932199999999998,5.506199999999999
2020-01-13 06:00:00,11.7204,5.621460000000002,0.0,-6.9072000000000005
2020-01-13 07:00:00,-10.314499999999981,4.990500000000002,0.0,0.9717000000000029
2020-01-13 08:00:00,7.238099999999999,4.461900000000001,3.059549999999999,2.9933999999999994
2020-01-13 09:00:00,-5.230100000000078,-7.923,-2.7322499999999845,-8.7663
2020-01-13 10:00:00,-14.119000000000113,-7.97925,2.192999999999998,0.49670385810017237
2020-01-13 11:00:00,-0.16789999999997463,3.8776800000000016,2.2571999999999983,2.591099999999999
2020-01-13 12:00:00,6.6198,-7.77972,3.4700999999999986,3.0002999999999993
2020-01-13 13:00:00,5.8263,3.979380000000001,2.5757999999999983,2.6348999999999982
2020-01-13 14:00:00,-16.884900000000002,3.513060000000001,2.1287999999999982,2.4941999999999993
2020-01-13 15:00:00,-14.031799999999848,1.9327499999999969,2.121599999999998,2.4518999999999984
2020-01-13 16:00:00,5.9117999999999995,3.8436900000000005,2.1038999999999985,2.5730999999999984
2020-01-13 17:00:00,7.2531,3.9116100000000005,2.1065999999999985,2.724599999999999
2020-01-13 18:00:00,7.269300000000001,3.3704100000000015,1.7462999999999989,2.4803999999999995
2020-01-13 19:00:00,-15.659699999999999,-10.36755,-7.1724000000000006,-11.0001
2020-01-13 20:00:00,-4.7745000000000015,-10.183349999999999,-7.032,-10.447103858100164
2020-01-13 21:00:00,7.2791999999999994,2.533710000000003,-6.826199999999999,0.0
2020-01-13 22:00:00,-7.2791999999999994,-2.533710000000003,0.0,0.0
2020-01-13 23:00:00,0.0,0.0,0.0,4.344599999999999
2020-01-14 00:00:00,0.0,5.215980000000001,2.6705999999999985,5.274299999999998
2020-01-14 01:00:00,0.0,5.318850000000001,2.7860999999999985,-5.6213999999999995
2020-01-14 02:00:00,9.445100000000025,-6.25251,-5.2661999999999995,1.2339000000000029
2020-01-14 03:00:00,11.517299999999999,-4.282320000000003,-0.19049999999999745,-5.2314
2020-01-14 04:00:00,6.94719999999997,5.312310000000001,2.852999999999998,6.115799999999999
2020-01-14 05:00:00,12.007200000000001,2.552189999999997,-2.852999999999998,-5.818499999999999
2020-01-14 06:00:00,3.5412000000000035,4.708350000000001,2.8739999999999988,4.721699999999999
