,ANGOSTURA,CARABUCO,CHOQUETANGA,CORANI,MIGUILLA,MISICUNI,SAN JOSE 1,SAN JOSE 2,SANTA ISABEL
2012-12-31 23:00:00+00:00,1.5907257011556983,3.264367630375205,2.9269429920000003,4.24220299021352,1.1290040470588238,4.443279146966249,2.9303290419218184,0.8626601194074783,4.244825532379322
2013-01-01 00:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 01:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 02:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 03:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 04:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 05:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 06:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 07:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 08:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 09:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 10:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 11:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 12:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 13:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 14:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 15:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 16:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 17:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 18:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 19:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 20:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 21:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 22:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-01 23:00:00+00:00,1.5052028139967897,3.094005009934748,2.7695804655483873,4.224086142199572,1.0725538447058822,4.419988807815001,2.914969134305454,0.843842045620174,4.225086529682253
2013-01-02 00:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 01:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 02:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 03:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 04:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 05:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 06:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 07:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 08:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 09:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 10:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 11:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 12:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 13:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 14:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 15:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 16:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 17:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 18:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 19:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 20:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 21:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 22:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-02 23:00:00+00:00,1.4453367929855538,2.962111368303426,2.6515585707096774,4.256505764961374,1.0349203764705883,4.46053125004125,2.9417067512672728,0.8027394107689566,4.258924820020086
2013-01-03 00:00:00+00:00,1.4025753494060997,2.8851734106851556,2.5886135601290325,4.253645210011803,0.9972869082352943,4.457080829426251,2.939431209398182,0.7953112237476521,4.255165009982549
