,ANGOSTURA,CARABUCO,CHOQUETANGA,CORANI,MIGUILLA,MISICUNI,SAN JOSE 1,SAN JOSE 2,SANTA ISABEL
1996-12-31 23:00:00+00:00,2.9505396069823435,6.056116378238174,5.429007162580646,4.968783947404507,2.1074742211764708,5.362816240863751,3.536760950034546,1.574775648516522,4.987388014792889
1997-01-01 00:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 01:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 02:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 03:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 04:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 05:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 06:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 07:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 08:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 09:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 10:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 11:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 12:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 13:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 14:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 15:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 16:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 17:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 18:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 19:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 20:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 21:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 22:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
1997-01-01 23:00:00+00:00,3.1814514023113967,6.534230829151714,5.861754110322581,4.9611558008723184,2.276824828235294,5.353327584172502,3.530503209894546,1.527235251580174,4.979868394717814
