,ANGOSTURA,CARABUCO,CHOQUETANGA,CORANI,MIGUILLA,MISICUNI,SAN JOSE 1,SAN JOSE 2,SANTA ISABEL
2019-12-31 23:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 00:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 01:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 02:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 03:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 04:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 05:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 06:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 07:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 08:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 09:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 10:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 11:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 12:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 13:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 14:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 15:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
2020-01-01 16:00:00+00:00,9.997625509,20.52045241,18.38781122,7.565214323,7.131542231,8.648479271,5.703645695,5.316105845,7.642753854
