,ANGOSTURA,CARABUCO,CHOQUETANGA,CORANI,MIGUILLA,MISICUNI,SAN JOSE 1,SAN JOSE 2,SANTA ISABEL
2019-12-31 23:00:00+00:00,0.992065491,2.038855877,1.825405307,3.978078417,0.715035896,4.109450952,2.710170366,0.722514991,3.97411921
2020-01-01 00:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 01:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 02:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 03:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 04:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 05:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 06:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 07:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 08:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 09:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 10:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 11:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 12:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 13:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 14:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 15:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 16:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 17:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 18:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 19:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 20:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 21:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 22:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-01 23:00:00+00:00,1.00061778,2.055342582,1.841141559,3.919913799,0.715035896,4.035266909,2.661246216,0.70023043,3.914902202
2020-01-02 00:00:00+00:00,0.992065491,2.02786474,1.817537181,3.8627027,0.696219162,3.962808076,2.613459837,0.713601167,3.856625146
2020-01-02 01:00:00+00:00,0.992065491,2.02786474,1.817537181,3.8627027,0.696219162,3.962808076,2.613459837,0.713601167,3.856625146
2020-01-02 02:00:00+00:00,0.992065491,2.02786474,1.817537181,3.8627027,0.696219162,3.962808076,2.613459837,0.713601167,3.856625146
