,ANGOSTURA,CARABUCO,CHOQUETANGA,CORANI,MIGUILLA,MISICUNI,SAN JOSE 1,SAN JOSE 2,SANTA ISABEL
2019-12-31 23:00:00+00:00,1.394023061,2.863191137,2.565009181,4.204062258,0.997286908,4.394973258,2.898471456,0.940408477,4.205347527
2020-01-01 00:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 01:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 02:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 03:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 04:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 05:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 06:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 07:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 08:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 09:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 10:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 11:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 12:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 13:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 14:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 15:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 16:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 17:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 18:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 19:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 20:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 21:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 22:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-01 23:00:00+00:00,1.428232216,2.934633526,2.627954192,4.152572268,1.016103642,4.329415267,2.85523616,0.931494652,4.152710186
2020-01-02 00:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 01:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 02:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 03:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 04:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 05:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 06:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 07:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 08:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 09:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 10:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 11:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 12:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 13:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
2020-01-02 14:00:00+00:00,1.556516546,3.192925241,2.863997981,4.101082279,1.110187313,4.26471988,2.81256975,1.020137684,4.100072846
