,OR -> CE,SU -> CE,NO -> CE,CE -> OR,CE -> NO,CE -> SU
2020-01-01 00:00:00,47.94691908405157,0.0,0.0,0.0,39.07819464259997,94.49003217063404
2020-01-01 01:00:00,0.0,0.0,1.5656053574000204,4.927967317945974,0.0,80.66143217063401
2020-01-01 02:00:00,0.0,0.0,19.726545357400024,41.67660281694597,0.0,75.17143217063403
2020-01-01 03:00:00,0.0,0.0,39.41414950123363,94.01963390177959,0.0,62.92763217063401
2020-01-01 04:00:00,0.0,0.0,40.16471121356636,88.63964451511232,0.0,63.79073217063403
2020-01-01 05:00:00,0.0,0.0,45.01776018356632,45.42084451511233,0.0,44.70877217063399
2020-01-01 06:00:00,0.0,0.0,42.679504691746345,49.24134451511237,0.0,45.138473377614005
2020-01-01 07:00:00,0.0,0.0,37.51667829938634,64.62972196511237,0.0,34.52368504565399
2020-01-01 08:00:00,0.0,0.0,26.43667829938634,80.00546706511231,0.0,21.439095221654014
2020-01-01 09:00:00,0.0,0.0,21.67423053123367,95.35354451511233,0.0,21.30432245465406
2020-01-01 10:00:00,0.0,0.0,18.812526915453518,111.77654451511239,0.0,8.529102657614047
2020-01-01 11:00:00,0.0,0.0,3.2375453573999735,128.38314451511238,0.0,30.68847627963403
2020-01-01 12:00:00,0.0,0.0,13.97856379934646,155.1613445151124,0.0,29.219045719614016
2020-01-01 13:00:00,0.0,0.0,15.376745357400008,159.41769005314595,0.0,25.270441763634043
2020-01-01 14:00:00,0.0,0.0,24.626745357399983,165.364992501326,0.0,24.524674977654016
2020-01-01 15:00:00,0.0,0.0,23.89314535739999,148.82880715092597,0.0,34.33085214865402
2020-01-01 16:00:00,0.0,0.0,13.12754535740001,129.702714378146,0.0,40.159459906634
2020-01-01 17:00:00,0.0,0.0,6.787545357400002,92.040270814946,0.0,43.13779384663404
2020-01-01 18:00:00,1.8348354634540343,0.0,0.0,0.0,19.4277546426,60.005487423634015
2020-01-01 19:00:00,68.68450348210496,0.0,0.0,0.0,46.153254642600075,88.00159749497001
2020-01-01 20:00:00,77.38130953392755,0.0,0.0,0.0,45.063254642599944,81.03763217063403
2020-01-01 21:00:00,31.100000000000072,0.0,0.0,0.0,20.313254642600004,85.63159749497001
2020-01-01 22:00:00,20.547658918389967,0.0,0.0,0.0,16.760154642599982,79.19439749496999
2020-01-01 23:00:00,0.0,0.0,27.993345357399992,52.96965211060993,0.0,66.39149749497003
2020-01-02 00:00:00,0.0,0.0,46.502445357400006,3.0462555076099846,0.0,66.59609749497002
2020-01-02 01:00:00,0.0,0.0,46.86865724039995,17.166352110609964,0.0,60.385397494969986
2020-01-02 02:00:00,0.0,0.0,29.342479326899934,13.400573275109906,0.0,57.409597494970015
2020-01-02 03:00:00,0.0,0.0,26.134754293399986,8.69415211060992,0.0,56.245397494970035
2020-01-02 04:00:00,8.951769053890018,0.0,10.11457637989998,0.0,0.0,55.08539749497001
2020-01-02 05:00:00,22.275847889390054,0.0,0.0,0.0,6.662454642600007,47.985397494970016
2020-01-02 06:00:00,7.667947889390094,0.0,0.8232453574000083,0.0,0.0,44.92169266557008
2020-01-02 07:00:00,0.0,0.0,4.248045357400002,2.8299001420300947,0.0,35.620794854349924
2020-01-02 08:00:00,0.0,0.0,0.0,73.7479469915,25.402454642599967,18.310416086970008
2020-01-02 09:00:00,0.0,0.0,0.0,61.04344699149998,36.34205464260002,28.29885416498999
2020-01-02 10:00:00,0.0,0.0,0.0,73.44050000000001,46.72335464259998,21.45177636695003
2020-01-02 11:00:00,0.0,0.0,0.0,75.33759999999992,41.794654642599994,28.590088330949992
2020-01-02 12:00:00,0.0,0.0,0.0,84.87639999999998,38.622454642599976,24.017523215780045
2020-01-02 13:00:00,0.0,0.0,0.0,58.53244647894596,45.20245464260002,24.933983626634003
2020-01-02 14:00:00,0.0,0.0,0.0,56.922190018305386,32.263254642599954,33.722833351614035
2020-01-02 15:00:00,0.0,0.0,0.0,39.80560464544672,43.40855464259994,39.069843685654014
2020-01-02 16:00:00,0.0,0.0,0.0,9.57945657412597,38.72245464259997,47.36692283565402
2020-01-02 17:00:00,25.84840299187409,0.0,0.0,0.0,22.69245464260002,78.939578642654
2020-01-02 18:00:00,70.3624072568341,0.0,0.0,0.0,37.3169546426001,79.58370792861402
2020-01-02 19:00:00,55.71491908405169,0.0,0.0,0.0,67.15031547928997,104.26763217063402
2020-01-02 20:00:00,58.89491908405166,0.0,0.0,0.0,74.11031547929005,103.94763217063402
2020-01-02 21:00:00,70.18491908405159,0.0,0.0,0.0,52.07525464260003,97.83763217063401
2020-01-02 22:00:00,45.31902357305397,0.0,0.0,0.0,16.880654642600003,88.88063217063402
2020-01-02 23:00:00,0.0,0.0,13.032945357399996,6.410958011610006,0.0,85.37439749497
2020-01-03 00:00:00,0.0,0.0,31.44554535739997,37.42854513475989,0.0,86.08608724012001
2020-01-03 01:00:00,11.302154865240112,0.0,59.42815789439992,0.0,0.0,84.38608724011999
2020-01-03 02:00:00,18.271021224239874,0.0,34.49910859340013,0.0,0.0,80.22608724012
2020-01-03 03:00:00,23.29145486524013,0.0,35.9372695843999,0.0,0.0,80.90608724012
2020-01-03 04:00:00,29.351454865240072,0.0,31.565545357399973,0.0,0.0,83.24608724012
2020-01-03 05:00:00,61.891454865240085,0.0,0.0,0.0,9.054454642600046,75.78180324012001
2020-01-03 06:00:00,49.050688506240334,0.0,0.0,0.0,4.741754642600043,64.98516537292025
2020-01-03 07:00:00,0.0,0.0,0.0,6.628236246540155,36.53445464259997,55.32638662533981
