,ANGOSTURA,CARABUCO,CHOQUETANGA,KANATA,SAN JOSE 1,SANTA ISABEL
2008-12-31 23:00:00+00:00,7.201027098780096,7.034327553670474,8.607730196903224,0.5053214918435013,1.0920765857225807,3.670514549145539
2009-01-01 00:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 01:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 02:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 03:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 04:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 05:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 06:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 07:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 08:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 09:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 10:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 11:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 12:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 13:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 14:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 15:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 16:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 17:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 18:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 19:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 20:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 21:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 22:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-01 23:00:00+00:00,7.303654563370786,7.133247784893964,8.725752091741937,0.5630725194827587,1.127654866357258,3.768269610121502
2009-01-02 00:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 01:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 02:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 03:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 04:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 05:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 06:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 07:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 08:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 09:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 10:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 11:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 12:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 13:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 14:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
2009-01-02 15:00:00+00:00,9.05687375012841,8.847865126101144,10.82654181987097,0.5983648141511937,1.1478411248733873,3.8246667606845572
