,1980,1985,1990,1995,2000,2005,2010,2015,Baseline,Observed
Jan,0.283925765,0.25664595,0.255179284,0.25784595,0.254690396,0.256157062,0.258334839,0.25784595,0.278259039,0.316837664
Jan,0.284681321,0.256779284,0.255279284,0.258012616,0.254779284,0.256279284,0.258512616,0.258012616,0.27897015,0.319769735
Jan,0.285436876,0.256912617,0.255379284,0.258179283,0.254868173,0.256401506,0.258690394,0.258179283,0.27968126,0.322516227
Jan,0.286192431,0.25704595,0.255479284,0.25834595,0.254957062,0.256523728,0.258868172,0.25834595,0.280392371,0.325067382
Jan,0.286947986,0.257179283,0.255579284,0.258512616,0.255045951,0.25664595,0.259045949,0.258512616,0.281103482,0.327415204
Jan,0.287647986,0.257323728,0.255679284,0.258679283,0.25513484,0.256768173,0.25925706,0.258668172,0.281816335,0.329553578
Jan,0.288347986,0.257468172,0.255779284,0.258845949,0.255223729,0.256890395,0.259468171,0.258823727,0.282529189,0.331478393
Jan,0.289047986,0.257612617,0.255879284,0.259012616,0.255312618,0.257012617,0.259679282,0.258979283,0.283242042,0.333187662
Jan,0.289747985,0.257757061,0.255979284,0.259179283,0.255401506,0.257134839,0.259890393,0.259134838,0.283954896,0.334681577
Jan,0.290447985,0.257901505,0.256079284,0.259345949,0.255490395,0.257257061,0.260101504,0.259290394,0.284667749,0.335962421
Jan,0.291147985,0.25804595,0.256179284,0.259512616,0.255579284,0.257379283,0.260312616,0.259445949,0.285380603,0.337034403
Jan,0.291847984,0.258190394,0.256279284,0.259679282,0.255668173,0.257501506,0.260523727,0.259601505,0.286093456,0.337903508
Jan,0.292547984,0.258334839,0.256379284,0.259845949,0.255757062,0.257623728,0.260734838,0.25975706,0.286806309,0.338577335
Jan,0.293247984,0.258479283,0.256479284,0.260012616,0.255845951,0.25774595,0.260945949,0.259912616,0.287519163,0.33906494
Jan,0.293947984,0.258623727,0.256579284,0.260179282,0.25593484,0.257868172,0.26115706,0.260068171,0.288232016,0.339376677
Jan,0.294647983,0.258768172,0.256679284,0.260345949,0.256023728,0.257990394,0.261368171,0.260223727,0.28894487,0.33952404
Jan,0.295347983,0.258912616,0.256779284,0.260512615,0.256112617,0.258112616,0.261579282,0.260379282,0.289657723,0.339519508
Jan,0.296047983,0.259057061,0.256879283,0.260679282,0.256201506,0.258234839,0.261790393,0.260534838,0.290370577,0.339376382
Jan,0.296747983,0.259201505,0.256979283,0.260845949,0.256290395,0.258357061,0.262001504,0.260690393,0.29108343,0.339108631
Jan,0.297447982,0.259345949,0.257079283,0.261012615,0.256379284,0.258479283,0.262212615,0.260845949,0.291796283,0.33873073
Jan,0.298147982,0.259490394,0.257179283,0.261179282,0.256468173,0.258601505,0.262423726,0.261001504,0.292509137,0.338257506
Jan,0.298847982,0.259634838,0.257279283,0.261345948,0.256557062,0.258723727,0.262634837,0.26115706,0.29322199,0.337703979
Jan,0.299547981,0.259779282,0.257379283,0.261512615,0.25664595,0.258845949,0.262845948,0.261312615,0.293934844,0.337085202
Jan,0.300247981,0.259923727,0.257479283,0.261679282,0.256734839,0.258968172,0.263057059,0.261468171,0.294647697,0.336416103
Jan,0.299252873,0.260068171,0.257579283,0.261845948,0.256823728,0.259090394,0.26326817,0.261623726,0.295360551,0.33571133
Jan,0.298257765,0.260212616,0.257679283,0.262012615,0.256912617,0.259212616,0.263479281,0.261779282,0.296073404,0.334985089
Jan,0.298957764,0.26035706,0.257779283,0.262179281,0.257001506,0.259334838,0.263690392,0.261934837,0.296786257,0.33425099
Jan,0.299657764,0.260501504,0.257879283,0.262345948,0.257090395,0.25945706,0.263901503,0.262090393,0.297499111,0.333521884
Jan,0.300357764,0.260645949,0.257979283,0.262512615,0.257179283,0.259579283,0.264112614,0.262245948,0.298211964,0.332809711
Jan,0.301057763,0.260801504,0.258090394,0.262679281,0.257279283,0.259701505,0.264323725,0.262401504,0.298924818,0.332125335
Jan,0.301757763,0.26095706,0.258201505,0.262845948,0.257379283,0.259823727,0.264534836,0.262557059,0.299637671,0.331478393
Jan,0.302457763,0.261112615,0.258312616,0.263012614,0.257479283,0.259945949,0.264745947,0.262712615,0.300350525,0.330877133
Jan,0.303157763,0.261268171,0.258423727,0.263179281,0.257579283,0.260068171,0.264957058,0.26286817,0.301063378,0.330328316
Jan,0.303857762,0.261423726,0.258534838,0.263345948,0.257679283,0.260190393,0.265168169,0.263023726,0.301776231,0.329837245
Jan,0.304557762,0.261579282,0.258645949,0.263512614,0.257779283,0.260312616,0.26537928,0.263179281,0.302489085,0.329407855
Jan,0.305257762,0.261734837,0.25875706,0.263679281,0.257879283,0.260434838,0.265590391,0.263334837,0.303201938,0.329042801
Jan,0.305957761,0.261890393,0.258868172,0.263845947,0.257979283,0.26055706,0.265801502,0.263490392,0.303914792,0.328743547
Jan,0.306657761,0.262045948,0.258979283,0.264012614,0.258079283,0.260679282,0.266012613,0.263645948,0.304627645,0.32851045
Jan,0.307357761,0.262201504,0.259090394,0.264179281,0.258179283,0.260801504,0.266223724,0.263801503,0.305340499,0.328342856
Jan,0.308057761,0.262357059,0.259201505,0.264345947,0.258279283,0.260923726,0.266434835,0.263957059,0.306053352,0.328239185
Jan,0.30875776,0.262512615,0.259312616,0.264512614,0.258379283,0.261045949,0.266645946,0.264112614,0.306766205,0.328197019
Jan,0.30945776,0.26266817,0.259423727,0.26467928,0.258479283,0.261168171,0.266857057,0.264268169,0.307479059,0.328213191
Jan,0.31015776,0.262823726,0.259534838,0.264845947,0.258579283,0.261290393,0.267068168,0.264423725,0.308191912,0.328283876
Jan,0.310857759,0.262979281,0.259645949,0.265012614,0.258679283,0.261412615,0.267279279,0.26457928,0.308904766,0.328404677
Jan,0.311557759,0.263134837,0.25975706,0.26517928,0.258779283,0.261534837,0.26749039,0.264734836,0.309617619,0.328570715
Jan,0.312257759,0.263290392,0.259868171,0.265345947,0.258879283,0.261657059,0.267701501,0.264890391,0.310330473,0.328776717
Jan,0.312957759,0.263445948,0.259979282,0.265512613,0.258979283,0.261779282,0.267912613,0.265045947,0.311043326,0.329017105
