,1980,1985,1990,1995,2000,2005,2010,2015,2020,Observed
95,0.672762689,0.579934418,0.545983304,0.579698696,0.562314469,0.555879776,0.595227126,0.571123034,0.491589624,0.498767316
96,0.674901389,0.581149703,0.546867553,0.58100212,0.563292239,0.556823213,0.5966397,0.572509986,0.491870948,0.498923059
97,0.677016516,0.582335522,0.547744885,0.582329117,0.564255148,0.557743333,0.598021271,0.573846207,0.492152272,0.499078466
98,0.679131643,0.583521342,0.548622217,0.583656113,0.565218056,0.558663453,0.599402842,0.575182427,0.492433596,0.499231262
99,0.681246771,0.584707162,0.549499548,0.58498311,0.566180965,0.559583573,0.600784414,0.576518647,0.49271492,0.499379323
100,0.683361898,0.585892981,0.55037688,0.586310106,0.567143874,0.560503693,0.602165985,0.577854868,0.492996244,0.4995207
101,0.685477025,0.587078801,0.551254211,0.587637103,0.568106783,0.561423813,0.603547556,0.579191088,0.493277568,0.499653626
102,0.687592152,0.588264621,0.552131543,0.5889641,0.569069692,0.562343934,0.604929127,0.580527309,0.493558892,0.499776514
103,0.689707279,0.58945044,0.553008874,0.590291096,0.5700326,0.563264054,0.606310699,0.581863529,0.493840216,0.499887957
104,0.691822407,0.59063626,0.553886206,0.591618093,0.570995509,0.564184174,0.60769227,0.58319975,0.49412154,0.499986727
105,0.693937534,0.59182208,0.554763537,0.592945089,0.571958418,0.565104294,0.609073841,0.58453597,0.494402864,0.500071774
106,0.696052661,0.593007899,0.555640869,0.594272086,0.572921327,0.566024414,0.610455412,0.58587219,0.494684188,0.500142223
107,0.698167788,0.594193719,0.5565182,0.595599082,0.573884236,0.566944535,0.611836984,0.587208411,0.494965512,0.500197372
108,0.700282916,0.595379539,0.557395532,0.596926079,0.574847145,0.567864655,0.613218555,0.588544631,0.495246836,0.500236694
109,0.702398043,0.596565358,0.558272864,0.598253075,0.575810053,0.568784775,0.614600126,0.589880852,0.495528161,0.500259835
110,0.70451317,0.597751178,0.559150195,0.599580072,0.576772962,0.569704895,0.615981697,0.591217072,0.495809485,0.500266608
111,0.706628297,0.598936998,0.560027527,0.600907068,0.577735871,0.570625015,0.617363269,0.592553292,0.496090809,0.500256999
112,0.708743425,0.600122817,0.560904858,0.602234065,0.57869878,0.571545136,0.61874484,0.593889513,0.496372133,0.50023116
113,0.710858552,0.601308637,0.56178219,0.603561061,0.579661689,0.572465256,0.620126411,0.595225733,0.496653457,0.500189411
114,0.712973679,0.602494457,0.562659521,0.604888058,0.580624597,0.573385376,0.621507982,0.596561954,0.496934781,0.500132236
115,0.715088806,0.603680276,0.563536853,0.606215054,0.581587506,0.574305496,0.622889553,0.597898174,0.497216105,0.500060284
116,0.717203934,0.604866096,0.564414184,0.607542051,0.582550415,0.575225616,0.624271125,0.599234394,0.497497429,0.499974368
117,0.719319061,0.606051915,0.565291516,0.608869047,0.583513324,0.576145736,0.625652696,0.600570615,0.497778753,0.49987546
118,0.721434188,0.607237735,0.566168848,0.610196044,0.584476233,0.577065857,0.627034267,0.601906835,0.498060077,0.499764694
119,0.723549315,0.608423555,0.567046179,0.61152304,0.585439142,0.577985977,0.628415838,0.603243056,0.498341401,0.499643363
120,0.725664443,0.609609374,0.567923511,0.612850037,0.58640205,0.578906097,0.62979741,0.604579276,0.498622725,0.499512917
121,0.727760097,0.610816717,0.568791362,0.614195225,0.587353429,0.579832879,0.631138754,0.605869121,0.498904049,0.499374963
122,0.729855752,0.612024059,0.569659213,0.615540413,0.588304808,0.580759661,0.632480099,0.607158966,0.499185373,0.499231262
123,0.731951406,0.613231401,0.570527065,0.616885601,0.589256187,0.581686443,0.633821444,0.60844881,0.499466697,0.49908373
124,0.734047061,0.614438743,0.571394916,0.618230789,0.590207566,0.582613225,0.635162789,0.609738655,0.499748021,0.498934427
125,0.736142715,0.615646085,0.572262768,0.619575977,0.591158945,0.583540006,0.636504134,0.6110285,0.500029345,0.498785536
126,0.73823837,0.616853427,0.573130619,0.620921165,0.592110324,0.584466788,0.637845478,0.612318344,0.500310669,0.498639326
127,0.740334025,0.618060769,0.573998471,0.622266353,0.593061703,0.58539357,0.639186823,0.613608189,0.500591993,0.498498127
128,0.742429679,0.619268111,0.574866322,0.623611542,0.594013082,0.586320352,0.640528168,0.614898034,0.500873317,0.498364295
129,0.744525334,0.620475453,0.575734174,0.62495673,0.594964461,0.587247134,0.641869513,0.616187878,0.501154641,0.49824018
130,0.746620988,0.621682795,0.576602025,0.626301918,0.59591584,0.588173916,0.643210858,0.617477723,0.501435965,0.498128098
131,0.748716643,0.622890137,0.577469876,0.627647106,0.596867219,0.589100698,0.644552202,0.618767568,0.501717289,0.498030294
132,0.750812297,0.624097479,0.578337728,0.628992294,0.597818598,0.59002748,0.645893547,0.620057413,0.501998614,0.497948917
133,0.752907952,0.625304821,0.579205579,0.630337482,0.598769977,0.590954261,0.647234892,0.621347257,0.502279938,0.497885983
134,0.755003607,0.626512164,0.580073431,0.63168267,0.599721356,0.591881043,0.648576237,0.622637102,0.502561262,0.497843347
135,0.757099261,0.627719506,0.580941282,0.633027858,0.600672734,0.592807825,0.649917582,0.623926947,0.502842586,0.49782267
136,0.759194916,0.628926848,0.581809134,0.634373046,0.601624113,0.593734607,0.651258926,0.625216791,0.50312391,0.497825388
137,0.76129057,0.63013419,0.582676985,0.635718234,0.602575492,0.594661389,0.652600271,0.626506636,0.503405234,0.497852681
138,0.763386225,0.631341532,0.583544836,0.637063422,0.603526871,0.595588171,0.653941616,0.627796481,0.503686558,0.497905439
139,0.765481879,0.632548874,0.584412688,0.63840861,0.60447825,0.596514953,0.655282961,0.629086326,0.503967882,0.497984235
140,0.767577534,0.633756216,0.585280539,0.639753799,0.605429629,0.597441735,0.656624306,0.63037617,0.504249206,0.498089289
141,0.769673189,0.634963558,0.586148391,0.641098987,0.606381008,0.598368517,0.65796565,0.631666015,0.50453053,0.49822044
142,0.771768843,0.6361709,0.587016242,0.642444175,0.607332387,0.599295298,0.659306995,0.63295586,0.504811854,0.498377113
143,0.773864498,0.637378242,0.587884094,0.643789363,0.608283766,0.60022208,0.66064834,0.634245704,0.505093178,0.498558286
144,0.775960152,0.638585584,0.588751945,0.645134551,0.609235145,0.601148862,0.661989685,0.635535549,0.505374502,0.498762463
145,0.778058369,0.639838277,0.589599043,0.646446943,0.610163464,0.602078463,0.663291572,0.63680259,0.505655826,0.498987636
146,0.780156586,0.64109097,0.59044614,0.647759335,0.611091783,0.603008063,0.664593459,0.638069631,0.50593715,0.499231262
147,0.782254803,0.642343663,0.591293238,0.649071727,0.612020103,0.603937663,0.665895346,0.639336673,0.506218474,0.499490223
148,0.784353019,0.643596356,0.592140336,0.650384119,0.612948422,0.604867263,0.667197233,0.640603714,0.506499798,0.49976083
149,0.786451236,0.644849049,0.592987433,0.651696511,0.613876741,0.605796864,0.66849912,0.641870755,0.506781122,0.500038874
150,0.788549453,0.646101742,0.593834531,0.653008903,0.61480506,0.606726464,0.669801007,0.643137796,0.507062446,0.500319719
151,0.79064767,0.647354435,0.594681629,0.654321295,0.615733379,0.607656064,0.671102894,0.644404837,0.50734377,0.500598384
152,0.792745886,0.648607127,0.595528726,0.655633687,0.616661699,0.608585665,0.672404781,0.645671879,0.507625094,0.500869628
153,0.794844103,0.64985982,0.596375824,0.656946079,0.617590018,0.609515265,0.673706668,0.64693892,0.507906418,0.501128039
154,0.79694232,0.651112513,0.597222922,0.658258471,0.618518337,0.610444865,0.675008555,0.648205961,0.508187743,0.50136812
155,0.799040537,0.652365206,0.598070019,0.659570863,0.619446656,0.611374466,0.676310442,0.649473002,0.508469067,0.501584373
156,0.801138754,0.653617899,0.598917117,0.660883255,0.620374975,0.612304066,0.677612329,0.650740043,0.508750391,0.501771385
157,0.80323697,0.654870592,0.599764215,0.662195647,0.621303295,0.613233666,0.678914216,0.652007085,0.509031715,0.501923916
158,0.805335187,0.656123285,0.600611312,0.663508039,0.622231614,0.614163266,0.680216103,0.653274126,0.509313039,0.502036986
159,0.807433404,0.657375978,0.60145841,0.664820431,0.623159933,0.615092867,0.68151799,0.654541167,0.509594363,0.502105957
160,0.809531621,0.658628671,0.602305508,0.666132823,0.624088252,0.616022467,0.682819877,0.655808208,0.509875687,0.502126623
161,0.811629837,0.659881364,0.603152605,0.667445215,0.625016571,0.616952067,0.684121764,0.657075249,0.510157011,0.502095294
162,0.813728054,0.661134057,0.603999703,0.668757607,0.625944891,0.617881668,0.685423651,0.65834229,0.510438335,0.502008883
163,0.815826271,0.662386749,0.604846801,0.670069999,0.62687321,0.618811268,0.686725538,0.659609332,0.510719659,0.501864991
164,0.817924488,0.663639442,0.605693898,0.671382391,0.627801529,0.619740868,0.688027425,0.660876373,0.511000983,0.501661996
165,0.820022704,0.664892135,0.606540996,0.672694783,0.628729848,0.620670469,0.689329312,0.662143414,0.511282307,0.501399133
166,0.822120921,0.666144828,0.607388094,0.674007175,0.629658167,0.621600069,0.690631199,0.663410455,0.511563631,0.50107659
167,0.824219138,0.667397521,0.608235191,0.675319567,0.630586487,0.622529669,0.691933086,0.664677496,0.511844955,0.500695582
168,0.826317355,0.668650214,0.609082289,0.676631959,0.631514806,0.623459269,0.693234973,0.665944538,0.512126279,0.500258448
169,0.828423771,0.669914693,0.609908121,0.677956394,0.632418016,0.62438477,0.694589641,0.667183138,0.512407603,0.49976873
170,0.830530186,0.671179172,0.610733952,0.679280828,0.633321225,0.625310271,0.69594431,0.668421739,0.512688927,0.499231262
171,0.832636602,0.672443651,0.611559783,0.680605262,0.634224435,0.626235772,0.697298978,0.66966034,0.512970251,0.498652254
172,0.834743018,0.67370813,0.612385615,0.681929696,0.635127645,0.627161273,0.698653646,0.670898941,0.513251575,0.498039322
173,0.836849434,0.674972609,0.613211446,0.683254131,0.636030854,0.628086773,0.700008314,0.672137542,0.513532899,0.497401379
174,0.838955849,0.676237088,0.614037278,0.684578565,0.636934064,0.629012274,0.701362982,0.673376143,0.513814223,0.496748482
175,0.841062265,0.677501567,0.614863109,0.685902999,0.637837274,0.629937775,0.702717651,0.674614743,0.514095547,0.496091661
176,0.843168681,0.678766046,0.615688941,0.687227434,0.638740483,0.630863276,0.704072319,0.675853344,0.514376872,0.495442762
177,0.845275097,0.680030525,0.616514772,0.688551868,0.639643693,0.631788777,0.705426987,0.677091945,0.514658196,0.494814287
178,0.847381513,0.681295004,0.617340604,0.689876302,0.640546903,0.632714277,0.706781655,0.678330546,0.51493952,0.494219225
179,0.849487928,0.682559483,0.618166435,0.691200737,0.641450113,0.633639778,0.708136324,0.679569147,0.515220844,0.493670896
180,0.851594344,0.683823962,0.618992267,0.692525171,0.642353322,0.634565279,0.709490992,0.680807748,0.515502168,0.493182785
181,0.85370076,0.685088441,0.619818098,0.693849605,0.643256532,0.63549078,0.71084566,0.682046348,0.515783492,0.492768383
182,0.855807176,0.68635292,0.62064393,0.69517404,0.644159742,0.63641628,0.712200328,0.683284949,0.516064816,0.492441022
183,0.857913592,0.687617399,0.621469761,0.696498474,0.645062951,0.637341781,0.713554996,0.68452355,0.51634614,0.492213714
184,0.860020007,0.688881878,0.622295592,0.697822908,0.645966161,0.638267282,0.714909665,0.685762151,0.516627464,0.492098989
185,0.862126423,0.690146357,0.623121424,0.699147343,0.646869371,0.639192783,0.716264333,0.687000752,0.516908788,0.492108735
186,0.864232839,0.691410836,0.623947255,0.700471777,0.647772581,0.640118284,0.717619001,0.688239353,0.517190112,0.492254031
187,0.866339255,0.692675315,0.624773087,0.701796211,0.64867579,0.641043784,0.718973669,0.689477954,0.517471436,0.492544988
188,0.86844567,0.693939794,0.625598918,0.703120646,0.649579,0.641969285,0.720328337,0.690716554,0.51775276,0.492990587
189,0.870552086,0.695204273,0.62642475,0.70444508,0.65048221,0.642894786,0.721683006,0.691955155,0.518034084,0.493598516
190,0.872658502,0.696468752,0.627250581,0.705769514,0.651385419,0.643820287,0.723037674,0.693193756,0.518315408,0.494375008
191,0.874764918,0.697733231,0.628076413,0.707093949,0.652288629,0.644745788,0.724392342,0.694432357,0.518596732,0.495324679
192,0.876871334,0.69899771,0.628902244,0.708418383,0.653191839,0.645671288,0.72574701,0.695670958,0.518878056,0.496450365
193,0.870830424,0.700244766,0.629711678,0.709822501,0.654071476,0.646605757,0.727149591,0.6968783,0.51915938,0.497752962
194,0.872919674,0.701491822,0.630521111,0.71122662,0.654951114,0.647540225,0.728552173,0.698085642,0.519440704,0.499231262
195,0.875008923,0.702738878,0.631330544,0.712630739,0.655830751,0.648474694,0.729954754,0.699292984,0.519722028,0.500881793
196,0.877098172,0.703985934,0.632139978,0.714034857,0.656710389,0.649409162,0.731357335,0.700500326,0.520003352,0.502698742
197,0.879187421,0.70523299,0.632949411,0.715438976,0.657590026,0.650343631,0.732759916,0.701707668,0.520284676,0.504674073
198,0.88127667,0.706480046,0.633758845,0.716843094,0.658469664,0.651278099,0.734162498,0.70291501,0.520566001,0.506797726
199,0.883365919,0.707727102,0.634568278,0.718247213,0.659349301,0.652212568,0.735565079,0.704122352,0.520847325,0.50905782
200,0.885455168,0.708974158,0.635377712,0.719651331,0.660228939,0.653147036,0.73696766,0.705329694,0.521128649,0.511440856
201,0.887544417,0.710221214,0.636187145,0.72105545,0.661108577,0.654081505,0.738370241,0.706537036,0.521409973,0.513931918
202,0.889633666,0.711468271,0.636996578,0.722459568,0.661988214,0.655015973,0.739772822,0.707744378,0.521645064,0.516514874
203,0.891722915,0.712715327,0.637806012,0.723863687,0.662867852,0.655950441,0.741175404,0.708951721,0.521911088,0.519172582
204,0.893812164,0.713962383,0.638615445,0.725267805,0.663747489,0.65688491,0.742577985,0.710159063,0.522192412,0.521887088
205,0.895901414,0.715209439,0.639424879,0.726671924,0.664627127,0.657819378,0.743980566,0.711366405,0.522473736,0.524639833
206,0.897990663,0.716456495,0.640234312,0.728076042,0.665506764,0.658753847,0.745383147,0.712573747,0.52275506,0.52741185
207,0.900079912,0.717703551,0.641043745,0.729480161,0.666386402,0.659688315,0.746785729,0.713781089,0.523036384,0.530183969
208,0.902169161,0.718950607,0.641853179,0.73088428,0.667266039,0.660622784,0.74818831,0.714988431,0.523317708,0.53293702
209,0.90425841,0.720197663,0.642662612,0.732288398,0.668145677,0.661557252,0.749590891,0.716195773,0.523599032,0.535652034
210,0.906347659,0.721444719,0.643472046,0.733692517,0.669025314,0.662491721,0.750993472,0.717403115,0.523880356,0.538310444
211,0.908436908,0.722691775,0.644281479,0.735096635,0.669904952,0.663426189,0.752396053,0.718610457,0.52416168,0.540894291
212,0.910526157,0.723938831,0.645090913,0.736500754,0.670784589,0.664360658,0.753798635,0.719817799,0.524101796,0.543386421
213,0.912615406,0.725185887,0.645900346,0.737904872,0.671664227,0.665295126,0.755201216,0.721025141,0.524041911,0.545770693
214,0.914704655,0.726432943,0.646709779,0.739308991,0.672543864,0.666229595,0.756603797,0.722232483,0.523982027,0.548032177
215,0.916793904,0.72768,0.647519213,0.740713109,0.673423502,0.667164063,0.758006378,0.723439825,0.524263351,0.550157356
216,0.918883154,0.728927056,0.648328646,0.742117228,0.674303139,0.668098532,0.75940896,0.724647168,0.524544675,0.552134333
217,0.92095293,0.730137472,0.649209309,0.743576177,0.675182008,0.669095518,0.760772852,0.725824532,0.52493874,0.553953027
218,0.923022706,0.731347889,0.650089971,0.745035127,0.676060877,0.670092504,0.762136744,0.727001896,0.525332806,0.555605381
219,0.925092483,0.732558306,0.650970633,0.746494076,0.676939746,0.671089489,0.763500636,0.728179261,0.525726871,0.557085556
220,0.927162259,0.733768722,0.651851296,0.747953026,0.677818615,0.672086475,0.764864528,0.729356625,0.526120936,0.558390055
221,0.929232036,0.734979139,0.652731958,0.749411975,0.678697484,0.673083461,0.76622842,0.73053399,0.526515002,0.559517643
222,0.931301812,0.736189556,0.653612621,0.750870925,0.679576353,0.674080447,0.767592312,0.731711354,0.526909067,0.560469184
223,0.933371588,0.737399973,0.654493283,0.752329874,0.680455221,0.675077433,0.768956204,0.732888718,0.527303133,0.561247486
