TIMESTAMP,CAMBARI,PROYECTO HIDROELECTRICO CARRIZAL,EL CONDOR,INCAHUASI
07/20/1988 00:00,22.19,57.57,0.83,16.85
07/21/1988 00:00,23.86,57.37,0.82,16.79
07/22/1988 00:00,23.75,57.19,0.82,16.73
07/23/1988 00:00,23.55,56.98,0.81,16.66
07/24/1988 00:00,23.42,56.77,0.81,16.59
07/25/1988 00:00,22.95,56.54,0.8,16.52
07/26/1988 00:00,22.45,56.32,0.8,16.44
07/27/1988 00:00,21.99,56.08,0.79,16.37
07/28/1988 00:00,21.56,55.83,0.79,16.29
07/29/1988 00:00,21.16,55.58,0.78,16.21
07/30/1988 00:00,20.8,55.33,0.78,16.13
07/31/1988 00:00,20.46,55.09,0.77,16.06
08/01/1988 00:00,20.16,54.85,0.77,15.98
08/02/1988 00:00,19.99,54.63,0.77,15.91
08/03/1988 00:00,20.02,54.44,0.76,15.86
08/04/1988 00:00,19.97,54.26,0.76,15.8
08/05/1988 00:00,19.73,54.05,0.75,15.74
08/06/1988 00:00,19.48,53.84,0.75,15.67
08/07/1988 00:00,19.24,53.63,0.75,15.6
08/08/1988 00:00,19.01,53.42,0.74,15.53
08/09/1988 00:00,18.87,53.22,0.74,15.47
08/10/1988 00:00,18.76,53.04,0.74,15.41
08/11/1988 00:00,18.58,52.85,0.73,15.35
08/12/1988 00:00,18.39,52.66,0.73,15.29
08/13/1988 00:00,18.21,52.46,0.73,15.22
08/14/1988 00:00,18.04,52.26,0.72,15.16
08/15/1988 00:00,17.88,52.07,0.72,15.1
08/16/1988 00:00,17.73,51.88,0.72,15.04
08/17/1988 00:00,17.59,51.7,0.71,14.98
08/18/1988 00:00,17.45,51.51,0.71,14.92
08/19/1988 00:00,17.32,51.33,0.71,14.87
08/20/1988 00:00,17.19,51.15,0.71,14.81
08/21/1988 00:00,17.07,50.97,0.7,14.75
08/22/1988 00:00,16.95,50.79,0.7,14.69
08/23/1988 00:00,16.84,50.62,0.7,14.64
08/24/1988 00:00,16.73,50.45,0.69,14.58
08/25/1988 00:00,16.63,50.28,0.69,14.53
08/26/1988 00:00,16.53,50.12,0.69,14.48
08/27/1988 00:00,16.44,49.95,0.69,14.42
08/28/1988 00:00,16.35,49.78,0.68,14.37
08/29/1988 00:00,16.27,49.61,0.68,14.32
08/30/1988 00:00,16.18,49.45,0.68,14.27
08/31/1988 00:00,16.09,49.56,0.67,14.28
09/01/1988 00:00,16.02,49.79,0.67,14.33
09/02/1988 00:00,15.97,49.74,0.67,14.31
09/03/1988 00:00,15.9,50.17,0.67,14.4
09/04/1988 00:00,15.83,50.35,0.67,14.44
09/05/1988 00:00,15.75,50,0.67,14.34
09/06/1988 00:00,15.67,49.72,0.67,14.26
09/07/1988 00:00,15.6,49.46,0.67,14.19
09/08/1988 00:00,15.53,49.16,0.66,14.11
09/09/1988 00:00,15.46,48.88,0.66,14.03
09/10/1988 00:00,15.39,48.64,0.66,13.95
09/11/1988 00:00,15.32,48.4,0.65,13.88
09/12/1988 00:00,15.26,48.16,0.65,13.81
09/13/1988 00:00,15.24,47.93,0.65,13.75
09/14/1988 00:00,15.71,47.77,0.64,13.71
09/15/1988 00:00,16.57,47.74,0.64,13.72
09/16/1988 00:00,16.72,47.79,0.64,13.73
09/17/1988 00:00,16.49,47.73,0.63,13.7
09/18/1988 00:00,16.17,47.5,0.63,13.63
09/19/1988 00:00,15.9,47.27,0.63,13.56
09/20/1988 00:00,15.71,47.06,0.63,13.49
09/21/1988 00:00,15.54,46.88,0.62,13.43
09/22/1988 00:00,15.35,46.67,0.62,13.37
09/23/1988 00:00,15.19,47.85,0.69,13.66
09/24/1988 00:00,15.09,51.69,0.88,14.6
09/25/1988 00:00,15.13,53.19,0.93,14.99
09/26/1988 00:00,15.12,52.48,0.9,14.82
09/27/1988 00:00,15.1,56.21,1.17,15.73
09/28/1988 00:00,15.09,59.33,1.39,16.5
09/29/1988 00:00,14.99,59.09,1.41,16.42
09/30/1988 00:00,14.87,58.57,1.41,16.28
10/01/1988 00:00,14.73,56.92,1.28,15.85
10/02/1988 00:00,14.61,55.75,1.18,15.55
10/03/1988 00:00,14.51,54.03,1.1,15.1
10/04/1988 00:00,14.41,52.59,1.03,14.74
10/05/1988 00:00,14.33,51.4,0.97,14.43
10/06/1988 00:00,14.24,50.42,0.92,14.17
10/07/1988 00:00,14.17,54.2,1.11,15.11
10/08/1988 00:00,15.47,60.36,1.42,16.63
10/09/1988 00:00,45.93,67,1.77,18.34
10/10/1988 00:00,98.41,77.35,2.15,21.16
10/11/1988 00:00,156.32,79.66,2.12,22.18
10/12/1988 00:00,260.88,74.91,1.87,21.21
10/13/1988 00:00,265.05,71.21,1.67,20.17
10/14/1988 00:00,189.02,68.08,1.51,19.24
10/15/1988 00:00,141.94,64.67,1.37,18.29
10/16/1988 00:00,115.11,61.68,1.26,17.49
10/17/1988 00:00,94.49,59.94,1.17,16.97
10/18/1988 00:00,77.71,59.59,1.13,16.78
10/19/1988 00:00,64.92,62.66,1.11,17.47
10/20/1988 00:00,55.83,63.93,1.04,17.72
10/21/1988 00:00,48.87,60.65,0.98,16.85
10/22/1988 00:00,42.96,57.81,0.93,16.09
10/23/1988 00:00,38.4,56.19,0.88,15.65
10/24/1988 00:00,34.95,55.59,0.84,15.47
10/25/1988 00:00,32.25,54.33,0.8,15.14
10/26/1988 00:00,30.29,52.72,0.78,14.72
10/27/1988 00:00,28.45,52.2,0.75,14.57
10/28/1988 00:00,26.51,51.59,0.73,14.39
10/29/1988 00:00,24.79,50.15,0.71,14.02
10/30/1988 00:00,23.31,48.94,0.69,13.7
10/31/1988 00:00,22.25,47.91,0.68,13.43
11/01/1988 00:00,21.92,47.63,0.7,13.35
11/02/1988 00:00,21.45,47.47,0.74,13.29
11/03/1988 00:00,20.52,46.7,0.72,13.09
11/04/1988 00:00,19.7,48.39,0.7,13.5
11/05/1988 00:00,18.98,53.28,0.83,14.71
11/06/1988 00:00,21.06,56.75,1.04,15.65
11/07/1988 00:00,23.37,57.1,1.07,15.94
11/08/1988 00:00,21.88,55.63,1,15.62
11/09/1988 00:00,21.8,54.39,1.05,15.37
11/10/1988 00:00,21.64,53.18,1.08,15.12
11/11/1988 00:00,20.24,52.73,1.01,14.9
11/12/1988 00:00,19.38,53.5,0.97,15.02
11/13/1988 00:00,33.98,56.37,1.06,15.83
11/14/1988 00:00,54.29,63.12,1.28,17.95
11/15/1988 00:00,53.15,65.27,1.32,18.72
11/16/1988 00:00,59.63,62.79,1.21,18.27
11/17/1988 00:00,71.49,61.7,1.11,18.54
11/18/1988 00:00,80.64,66.73,1.32,20.22
11/19/1988 00:00,76.94,69.92,1.49,20.84
11/20/1988 00:00,61.87,66.16,1.36,19.45
11/21/1988 00:00,55.57,63.35,1.25,18.41
11/22/1988 00:00,51.51,61.06,1.15,17.7
11/23/1988 00:00,47.55,60.41,1.06,17.42
11/24/1988 00:00,47.4,62.91,0.99,17.87
11/25/1988 00:00,46.91,69.18,0.93,19.31
11/26/1988 00:00,59.75,73.52,0.88,20.57
11/27/1988 00:00,75.32,76.19,0.83,21.38
11/28/1988 00:00,71.7,77.57,0.79,21.62
11/29/1988 00:00,70.08,79.11,0.76,21.9
11/30/1988 00:00,84.86,94.92,0.73,25.79
12/01/1988 00:00,87.3,103.07,0.72,27.8
12/02/1988 00:00,92.52,109.17,0.8,29.44
12/03/1988 00:00,103.37,119.86,0.87,32.26
12/04/1988 00:00,95.51,122.15,0.87,32.78
12/05/1988 00:00,396.65,169.6,1.05,45.58
12/06/1988 00:00,754.58,266.46,1.47,72.88
12/07/1988 00:00,878.86,335.04,2.24,96.97
12/08/1988 00:00,748.03,352.64,2.58,106.75
12/09/1988 00:00,522.95,326.93,2.46,98.87
12/10/1988 00:00,383.72,307.92,2.42,91.34
12/11/1988 00:00,274.38,284.66,2.26,82.65
12/12/1988 00:00,205.55,253.4,2.03,72.24
12/13/1988 00:00,161.22,221.52,1.79,62.65
12/14/1988 00:00,136.3,223.88,1.6,62.17
12/15/1988 00:00,116.85,245.21,1.49,66.57
12/16/1988 00:00,108.48,246.19,1.55,66.61
12/17/1988 00:00,145.53,274.91,1.68,74.56
12/18/1988 00:00,269,335.38,1.79,91.52
12/19/1988 00:00,621.44,354.63,1.8,103.17
12/20/1988 00:00,771.07,351.79,1.93,107.94
12/21/1988 00:00,561.82,327.43,1.95,99.09
12/22/1988 00:00,414.24,307.6,1.88,89.88
12/23/1988 00:00,385.65,334.73,2.31,94.11
12/24/1988 00:00,358.73,357.31,3.07,98.22
12/25/1988 00:00,369.81,375.84,3.6,103.01
12/26/1988 00:00,422.41,466.64,3.98,128.66
12/27/1988 00:00,374.93,567.64,3.98,156.63
12/28/1988 00:00,295.03,644.52,4.47,179.89
12/29/1988 00:00,285.61,766.88,5.31,211.52
12/30/1988 00:00,325.38,829.69,6.23,226.24
12/31/1988 00:00,747.61,740.78,6.69,207.19
01/01/1989 00:00,906.57,659.47,6.18,189.83
01/02/1989 00:00,713,604.2,5.63,175.72
01/03/1989 00:00,553.44,579.97,5.1,165.3
01/04/1989 00:00,394.7,532.18,5,148.68
01/05/1989 00:00,288.81,454.69,4.61,126.23
01/06/1989 00:00,268.04,395.61,3.94,111.02
01/07/1989 00:00,274.85,391.78,3.43,109.77
01/08/1989 00:00,256.61,385.91,3.32,107.45
01/09/1989 00:00,286.88,363.85,3.34,102.54
01/10/1989 00:00,265.42,349.36,4.35,98.47
01/11/1989 00:00,195.2,329.73,5.62,91.78
01/12/1989 00:00,156.42,305.29,5.46,84.58
01/13/1989 00:00,133.07,289.06,4.7,79.7
01/14/1989 00:00,120.76,268.61,4,74.2
01/15/1989 00:00,118.53,246.41,3.44,68.69
01/16/1989 00:00,116.54,234.43,3.34,65.78
01/17/1989 00:00,109.88,238.01,4.01,66.67
01/18/1989 00:00,97.64,232.09,4.07,64.66
01/19/1989 00:00,99.37,232.29,3.49,64.05
01/20/1989 00:00,166.37,226.99,3.1,63.03
01/21/1989 00:00,373.17,225.79,2.89,63.79
01/22/1989 00:00,458.01,256.2,2.67,71.9
01/23/1989 00:00,414.98,323.9,2.72,92.47
01/24/1989 00:00,431.04,359.9,3.2,103.37
01/25/1989 00:00,411.26,351.26,3.38,100.39
01/26/1989 00:00,327.34,327.44,3.09,94.27
01/27/1989 00:00,241.16,306.29,2.94,87.83
01/28/1989 00:00,185.14,281.89,2.8,79.96
01/29/1989 00:00,147.75,261.93,2.53,73.46
01/30/1989 00:00,132.16,253.88,2.61,70.38
01/31/1989 00:00,124.66,253.89,2.87,69.79
02/01/1989 00:00,111.83,252.35,3.01,69.84
02/02/1989 00:00,98.42,246.74,2.88,68.43
02/03/1989 00:00,97.52,236.46,2.58,65.34
02/04/1989 00:00,116.37,234.49,2.35,64.53
02/05/1989 00:00,116.15,231.83,2.12,63.4
02/06/1989 00:00,98.53,249.14,1.93,67.23
02/07/1989 00:00,121.86,264.91,2.08,72.06
02/08/1989 00:00,157.64,272.01,2.92,75.15
02/09/1989 00:00,146.18,263.3,3.26,72.57
02/10/1989 00:00,118.21,234.71,2.87,64.62
02/11/1989 00:00,96.82,214.29,2.54,58.89
02/12/1989 00:00,82.76,210.42,2.27,57.65
02/13/1989 00:00,120.04,205.88,2.09,56.93
02/14/1989 00:00,242.95,220.95,1.99,61.87
02/15/1989 00:00,384.76,262.54,2.14,75.58
02/16/1989 00:00,347,263.36,2.17,76.83
02/17/1989 00:00,241.29,240.01,1.97,69.55
02/18/1989 00:00,183.41,225.61,1.82,64.82
02/19/1989 00:00,148.68,218.69,1.69,62.97
02/20/1989 00:00,136.67,207.8,1.61,60.79
02/21/1989 00:00,168.36,201.09,1.54,60.46
02/22/1989 00:00,201.34,210.56,1.44,63.79
02/23/1989 00:00,189.82,210.11,1.36,62.91
02/24/1989 00:00,179.72,210.52,1.52,62.58
02/25/1989 00:00,166.9,228.73,2.23,66.35
02/26/1989 00:00,135.39,235.6,2.61,66.71
02/27/1989 00:00,111.01,221.6,2.44,62.9
02/28/1989 00:00,94.21,207.36,2.36,59.05
03/01/1989 00:00,83.45,197.81,2.27,55.91
03/02/1989 00:00,74.55,196.23,2.09,54.88
03/03/1989 00:00,81.48,187.69,1.91,52.62
03/04/1989 00:00,104.33,186.37,1.78,52.82
03/05/1989 00:00,125.4,195.91,1.65,55.43
03/06/1989 00:00,150.86,196.06,1.55,56.47
03/07/1989 00:00,366.21,196.24,1.5,59.23
03/08/1989 00:00,666.89,216.3,1.86,67.48
03/09/1989 00:00,664.13,269.27,2.33,81.17
03/10/1989 00:00,627.74,336.21,2.38,105.03
03/11/1989 00:00,891.75,360.23,2.24,112.46
03/12/1989 00:00,794.91,334.9,2.06,101.39
03/13/1989 00:00,473.36,290.72,1.89,86.75
03/14/1989 00:00,321.83,251.34,1.78,74.26
03/15/1989 00:00,233.25,233.89,1.86,68.03
03/16/1989 00:00,192.59,229.62,1.87,65.98
03/17/1989 00:00,311.61,227.48,1.82,65.72
03/18/1989 00:00,395.73,244.52,1.83,70.14
03/19/1989 00:00,308.57,252.35,1.79,71.27
03/20/1989 00:00,227.26,244.64,1.73,68.38
03/21/1989 00:00,172.58,226.95,1.63,63.2
03/22/1989 00:00,136.72,201.77,1.53,56.3
03/23/1989 00:00,111.67,181.2,1.43,50.69
03/24/1989 00:00,108.57,169.69,1.42,47.53
03/25/1989 00:00,225.32,174.29,1.44,50.34
03/26/1989 00:00,505.05,185.87,1.38,55.8
03/27/1989 00:00,540.56,193.73,1.31,58.55
03/28/1989 00:00,377.53,189.07,1.26,56.65
03/29/1989 00:00,270.85,206.43,1.32,60.18
03/30/1989 00:00,233.3,243,1.43,69.46
03/31/1989 00:00,322.81,286.25,1.66,82.52
04/01/1989 00:00,445.79,332.85,2.26,96.08
04/02/1989 00:00,405.63,335.9,2.73,98.45
04/03/1989 00:00,304.13,310.48,2.9,91.4
04/04/1989 00:00,270.54,279.8,2.8,81.63
04/05/1989 00:00,242.65,253.05,2.86,73.68
04/06/1989 00:00,203.67,231.03,2.82,67.13
04/07/1989 00:00,179.23,206.9,2.49,59.98
04/08/1989 00:00,205.45,184.93,2.22,53.72
04/09/1989 00:00,218.75,165.62,2,48.31
04/10/1989 00:00,186.47,152.26,1.82,44.35
04/11/1989 00:00,159.57,142.9,1.68,41.73
04/12/1989 00:00,134.14,132.39,1.56,38.94
04/13/1989 00:00,121.6,122.38,1.46,36.15
04/14/1989 00:00,116.13,115.84,1.4,34.23
04/15/1989 00:00,106.8,111.54,1.35,32.86
04/16/1989 00:00,115.25,125.74,1.4,37.52
04/17/1989 00:00,121.33,165.97,1.74,50.28
04/18/1989 00:00,104.73,208.81,2.79,61.91
04/19/1989 00:00,88.03,216.75,3.36,62.92
04/20/1989 00:00,75.87,204.99,3.47,58.9
04/21/1989 00:00,73.9,218.29,4.36,61.78
04/22/1989 00:00,82.6,225.62,4.9,64.04
04/23/1989 00:00,83.47,205.34,4.48,58.85
04/24/1989 00:00,114.55,186.98,4.06,53.43
04/25/1989 00:00,211.49,191.1,3.76,54.85
04/26/1989 00:00,271.08,192.69,3.56,55.78
04/27/1989 00:00,232.92,180.71,3.57,52.8
04/28/1989 00:00,174.47,164.36,3.39,48.35
04/29/1989 00:00,140.01,147.84,3.03,43.45
04/30/1989 00:00,118.04,134.77,2.72,39.59
05/01/1989 00:00,101.67,124.18,2.46,36.57
05/02/1989 00:00,88.21,114.81,2.23,33.89
05/03/1989 00:00,75.87,106.59,2.04,31.48
05/04/1989 00:00,68.31,99.92,1.88,29.6
05/05/1989 00:00,63.33,94.45,1.74,28.06
05/06/1989 00:00,58.7,90.01,1.63,26.76
05/07/1989 00:00,54.42,86.14,1.53,25.63
05/08/1989 00:00,50.13,82.52,1.44,24.59
05/09/1989 00:00,46.15,79.33,1.36,23.67
05/10/1989 00:00,42.71,76.67,1.3,22.88
05/11/1989 00:00,39.82,74.36,1.24,22.2
05/12/1989 00:00,37.76,72.24,1.19,21.58
05/13/1989 00:00,35.91,70.33,1.15,21.01
05/14/1989 00:00,33.89,68.6,1.11,20.5
05/15/1989 00:00,32.16,67.12,1.07,20.06
05/16/1989 00:00,31.09,65.93,1.05,19.71
05/17/1989 00:00,30.56,64.88,1.02,19.4
05/18/1989 00:00,29.68,63.87,1,19.1
05/19/1989 00:00,28.5,62.94,0.98,18.83
05/20/1989 00:00,27.47,62.09,0.96,18.58
05/21/1989 00:00,27.15,61.32,0.95,18.34
05/22/1989 00:00,26.82,60.61,0.93,18.13
05/23/1989 00:00,25.98,59.98,0.92,17.93
05/24/1989 00:00,25.56,59.47,0.91,17.77
05/25/1989 00:00,25.59,58.99,0.9,17.61
05/26/1989 00:00,25.41,58.45,0.88,17.45
05/27/1989 00:00,24.89,57.93,0.87,17.29
05/28/1989 00:00,24.66,57.44,0.86,17.14
05/29/1989 00:00,24.34,56.97,0.85,16.99
05/30/1989 00:00,23.69,56.52,0.84,16.86
05/31/1989 00:00,23.12,56.11,0.84,16.73
06/01/1989 00:00,23.09,55.71,0.83,16.61
06/02/1989 00:00,23.39,55.33,0.82,16.5
06/03/1989 00:00,24.9,55.19,0.81,16.44
06/04/1989 00:00,27.48,55.05,0.81,16.38
06/05/1989 00:00,28.68,54.69,0.8,16.27
06/06/1989 00:00,28.1,54.35,0.79,16.16
06/07/1989 00:00,28.44,54.03,0.79,16.06
06/08/1989 00:00,30.89,53.74,0.78,15.97
06/09/1989 00:00,42.86,53.51,0.78,15.9
06/10/1989 00:00,85.38,53.43,0.77,15.9
06/11/1989 00:00,112.51,53.82,0.77,16.11
06/12/1989 00:00,99.91,54.33,0.76,16.33
06/13/1989 00:00,87.98,54.18,0.76,16.24
06/14/1989 00:00,84.4,54,0.75,16.15
06/15/1989 00:00,78.98,53.85,0.75,16.07
06/16/1989 00:00,71.82,53.5,0.74,15.95
06/17/1989 00:00,71.76,53.28,0.74,15.93
06/18/1989 00:00,69.15,53.08,0.74,15.91
06/19/1989 00:00,61.24,52.76,0.73,15.78
06/20/1989 00:00,54.17,52.67,0.75,15.71
06/21/1989 00:00,48.59,52.61,0.77,15.66
06/22/1989 00:00,44.11,52.22,0.76,15.53
06/23/1989 00:00,40.95,51.86,0.76,15.41
06/24/1989 00:00,38.79,51.53,0.75,15.29
06/25/1989 00:00,37.22,51.29,0.74,15.21
06/26/1989 00:00,35.37,51.05,0.74,15.12
06/27/1989 00:00,33.61,50.81,0.73,15.03
06/28/1989 00:00,32.06,50.56,0.73,14.95
06/29/1989 00:00,30.28,50.26,0.72,14.85
06/30/1989 00:00,28.95,49.98,0.72,14.76
07/01/1989 00:00,31.85,49.79,0.71,14.72
07/02/1989 00:00,46.35,50.52,0.72,15.05
07/03/1989 00:00,54.13,51.78,0.75,15.49
07/04/1989 00:00,48.15,51.72,0.76,15.41
07/05/1989 00:00,43.38,51.2,0.75,15.23
07/06/1989 00:00,39.67,50.73,0.74,15.06
07/07/1989 00:00,36.67,50.29,0.73,14.92
07/08/1989 00:00,34.17,49.89,0.72,14.78
07/09/1989 00:00,32.07,49.51,0.72,14.65
07/10/1989 00:00,30.24,49.15,0.71,14.53
07/11/1989 00:00,28.64,48.81,0.7,14.41
07/12/1989 00:00,27.25,48.5,0.7,14.31
07/13/1989 00:00,26.02,48.2,0.69,14.21
07/14/1989 00:00,24.92,47.92,0.69,14.11
07/15/1989 00:00,23.94,47.66,0.68,14.03
07/16/1989 00:00,23.06,47.41,0.68,13.94
07/17/1989 00:00,22.27,47.17,0.67,13.86
07/18/1989 00:00,21.55,46.92,0.67,13.78
07/19/1989 00:00,20.91,46.69,0.66,13.7
07/20/1989 00:00,20.33,46.46,0.66,13.63
07/21/1989 00:00,19.81,46.24,0.66,13.55
07/22/1989 00:00,19.33,46.03,0.65,13.48
07/23/1989 00:00,18.9,45.82,0.65,13.42
07/24/1989 00:00,18.5,45.62,0.65,13.35
07/25/1989 00:00,18.15,45.43,0.64,13.29
07/26/1989 00:00,17.82,45.25,0.64,13.23
07/27/1989 00:00,17.51,45.07,0.63,13.17
07/28/1989 00:00,17.24,44.89,0.63,13.11
07/29/1989 00:00,17.06,44.73,0.63,13.06
07/30/1989 00:00,16.89,44.57,0.63,13.01
07/31/1989 00:00,16.66,44.41,0.62,12.96
08/01/1989 00:00,16.45,44.25,0.62,12.9
08/02/1989 00:00,16.23,44.09,0.62,12.85
08/03/1989 00:00,16.02,43.94,0.61,12.8
08/04/1989 00:00,15.83,43.78,0.61,12.75
08/05/1989 00:00,15.66,43.63,0.61,12.71
08/06/1989 00:00,15.5,43.49,0.61,12.66
08/07/1989 00:00,15.34,43.34,0.6,12.61
08/08/1989 00:00,15.2,43.2,0.6,12.56
08/09/1989 00:00,15.06,43.06,0.6,12.52
08/10/1989 00:00,14.94,42.92,0.6,12.47
08/11/1989 00:00,14.81,42.78,0.59,12.43
08/12/1989 00:00,14.7,42.64,0.59,12.39
08/13/1989 00:00,14.58,42.51,0.59,12.34
08/14/1989 00:00,14.47,42.37,0.59,12.3
08/15/1989 00:00,14.36,42.24,0.58,12.26
08/16/1989 00:00,14.26,42.11,0.58,12.21
08/17/1989 00:00,14.16,41.98,0.58,12.17
08/18/1989 00:00,14.06,41.85,0.58,12.13
08/19/1989 00:00,13.97,41.72,0.58,12.09
08/20/1989 00:00,13.88,41.61,0.57,12.05
08/21/1989 00:00,13.8,41.51,0.57,12.02
08/22/1989 00:00,13.76,41.39,0.57,11.98
08/23/1989 00:00,13.71,41.27,0.57,11.94
08/24/1989 00:00,13.63,41.15,0.56,11.9
08/25/1989 00:00,13.56,41.02,0.56,11.86
08/26/1989 00:00,13.48,40.9,0.56,11.82
08/27/1989 00:00,13.41,40.77,0.56,11.78
08/28/1989 00:00,13.34,40.65,0.56,11.74
08/29/1989 00:00,13.27,40.53,0.55,11.7
08/30/1989 00:00,13.21,40.41,0.55,11.67
08/31/1989 00:00,13.14,40.31,0.55,11.63
09/01/1989 00:00,13.08,40.33,0.55,11.63
09/02/1989 00:00,13.02,40.56,0.55,11.68
09/03/1989 00:00,12.96,40.63,0.54,11.69
09/04/1989 00:00,12.9,40.44,0.54,11.64
09/05/1989 00:00,12.85,40.46,0.54,11.63
09/06/1989 00:00,12.79,40.47,0.54,11.63
09/07/1989 00:00,12.74,40.29,0.54,11.57
09/08/1989 00:00,12.69,40.1,0.53,11.52
09/09/1989 00:00,12.63,39.91,0.53,11.46
09/10/1989 00:00,12.58,39.74,0.53,11.41
09/11/1989 00:00,12.55,39.58,0.53,11.37
09/12/1989 00:00,12.91,39.45,0.53,11.33
09/13/1989 00:00,13.9,39.32,0.53,11.29
09/14/1989 00:00,14.38,39.18,0.52,11.25
09/15/1989 00:00,14.21,39.02,0.52,11.2
09/16/1989 00:00,13.97,38.87,0.52,11.16
09/17/1989 00:00,15.2,38.73,0.52,11.12
09/18/1989 00:00,16.29,38.58,0.52,11.07
09/19/1989 00:00,15.71,38.44,0.51,11.03
09/20/1989 00:00,15.24,38.3,0.51,10.99
09/21/1989 00:00,15.43,38.37,0.51,11
09/22/1989 00:00,37.23,40.08,0.51,12.17
09/23/1989 00:00,68.45,42.87,0.51,14.33
09/24/1989 00:00,63.31,42.71,0.51,14.37
09/25/1989 00:00,51.49,42.37,0.51,14.01
09/26/1989 00:00,43.87,42.12,0.51,13.61
09/27/1989 00:00,38.33,41.67,0.51,13.23
09/28/1989 00:00,33.8,41.14,0.5,12.93
09/29/1989 00:00,30.14,40.59,0.5,12.64
09/30/1989 00:00,27.17,39.97,0.5,12.3
10/01/1989 00:00,24.77,39.4,0.5,11.98
10/02/1989 00:00,22.84,38.9,0.49,11.72
10/03/1989 00:00,21.3,39.22,0.49,11.69
10/04/1989 00:00,20.36,39.66,0.49,11.71
10/05/1989 00:00,19.53,39.16,0.49,11.51
10/06/1989 00:00,20.63,39.22,0.49,11.46
10/07/1989 00:00,49.88,54.9,0.49,16.44
10/08/1989 00:00,219.52,81.87,0.49,25.76
10/09/1989 00:00,311.86,86.37,0.48,27.32
10/10/1989 00:00,267.22,79.42,0.48,24.63
10/11/1989 00:00,264.78,72.42,0.5,22.24
10/12/1989 00:00,229.51,69.93,0.52,21.22
10/13/1989 00:00,178.19,66.62,0.52,20.04
10/14/1989 00:00,148.18,62.79,0.51,18.74
10/15/1989 00:00,122.74,59.16,0.5,17.54
10/16/1989 00:00,98.85,55.54,0.5,16.45
10/17/1989 00:00,82.79,53.74,0.49,15.86
10/18/1989 00:00,70.08,52.26,0.49,15.34
10/19/1989 00:00,59.39,49.89,0.49,14.61
10/20/1989 00:00,52.32,48.31,0.48,14.08
10/21/1989 00:00,57.25,49.04,0.48,14.28
10/22/1989 00:00,83.25,52.45,0.48,15.45
10/23/1989 00:00,95.08,53.99,0.47,15.99
10/24/1989 00:00,79.35,51.65,0.47,15.23
10/25/1989 00:00,64.47,48.77,0.47,14.33
10/26/1989 00:00,54.14,46.37,0.47,13.6
10/27/1989 00:00,46.55,44.48,0.47,13.03
10/28/1989 00:00,40.66,42.96,0.46,12.55
10/29/1989 00:00,36.13,41.65,0.46,12.14
10/30/1989 00:00,32.47,40.52,0.46,11.78
10/31/1989 00:00,29.44,40.06,0.46,11.61
11/01/1989 00:00,26.95,39.85,0.45,11.51
11/02/1989 00:00,25.09,39.33,0.45,11.34
11/03/1989 00:00,23.69,40.15,0.45,11.52
11/04/1989 00:00,22.3,41.28,0.45,11.78
11/05/1989 00:00,20.97,40.79,0.45,11.63
11/06/1989 00:00,29.99,40.04,0.45,11.42
11/07/1989 00:00,58.25,39.79,0.44,11.37
11/08/1989 00:00,80.31,39.65,0.44,11.36
11/09/1989 00:00,79.93,39.48,0.44,11.36
11/10/1989 00:00,73.58,41.49,0.44,11.9
11/11/1989 00:00,64.81,43.2,0.44,12.33
11/12/1989 00:00,57.54,42.93,0.44,12.28
11/13/1989 00:00,53.03,44.49,0.51,12.65
11/14/1989 00:00,46.5,45.37,0.57,12.83
11/15/1989 00:00,40.42,46.17,0.55,12.98
11/16/1989 00:00,54.61,58.82,0.8,16.36
11/17/1989 00:00,82.34,79.16,1.19,21.88
11/18/1989 00:00,82.5,82.36,1.21,22.79
11/19/1989 00:00,73.02,75.31,1.09,20.9
11/20/1989 00:00,205.09,72.74,1,20.63
11/21/1989 00:00,353.74,85.78,0.92,26.94
11/22/1989 00:00,284.01,96.47,0.9,31.52
11/23/1989 00:00,202.36,105.43,1.41,32.41
11/24/1989 00:00,194.82,116.24,1.81,36.05
11/25/1989 00:00,229.69,115.37,1.66,36.53
11/26/1989 00:00,226.62,106.74,1.5,33.12
11/27/1989 00:00,230.63,95.96,1.33,29.41
11/28/1989 00:00,213.31,92.93,1.2,27.94
11/29/1989 00:00,213.39,89.11,1.08,26.43
11/30/1989 00:00,304.16,85.69,0.99,26.49
12/01/1989 00:00,305.15,86.59,0.94,27.55
12/02/1989 00:00,225.2,85.92,0.9,27.26
12/03/1989 00:00,329.5,85.69,0.84,27.22
12/04/1989 00:00,402.62,87.87,0.79,27.38
12/05/1989 00:00,328.57,91.52,0.74,28.38
12/06/1989 00:00,386.48,97.43,0.7,30.22
12/07/1989 00:00,487.46,116.11,0.67,35.6
12/08/1989 00:00,415.43,128.97,0.67,39.85
12/09/1989 00:00,299.9,125.26,0.67,38.73
12/10/1989 00:00,254.7,161.04,0.64,49.74
12/11/1989 00:00,265.36,201.07,0.71,60.68
12/12/1989 00:00,263.77,214.88,1.03,62.23
12/13/1989 00:00,347.48,226.12,1.41,66.42
12/14/1989 00:00,437.74,260.79,2.01,76.11
12/15/1989 00:00,386.4,271.34,2.3,76.84
12/16/1989 00:00,292.98,243.59,2.02,68.05
12/17/1989 00:00,238.61,225.83,1.81,63.6
12/18/1989 00:00,208.29,227.07,1.9,63.73
