TIMESTAMP,CAMBARI,PROYECTO HIDROELECTRICO CARRIZAL,EL CONDOR,INCAHUASI
08/12/1995 00:00,18.92,51.13,0.65,14.54
08/13/1995 00:00,18.44,50.93,0.64,14.48
08/14/1995 00:00,17.98,50.73,0.64,14.42
08/15/1995 00:00,17.89,50.53,0.64,14.37
08/16/1995 00:00,17.98,50.52,0.65,14.35
08/17/1995 00:00,17.77,50.97,0.68,14.46
08/18/1995 00:00,17.44,51.16,0.69,14.5
08/19/1995 00:00,17.13,50.87,0.68,14.41
08/20/1995 00:00,16.83,50.56,0.68,14.33
08/21/1995 00:00,16.56,50.27,0.67,14.25
08/22/1995 00:00,16.3,50,0.66,14.17
08/23/1995 00:00,16.05,49.73,0.65,14.09
08/24/1995 00:00,15.81,49.48,0.65,14.02
08/25/1995 00:00,15.59,49.24,0.64,13.95
08/26/1995 00:00,15.39,49.02,0.64,13.89
08/27/1995 00:00,15.21,48.8,0.63,13.83
08/28/1995 00:00,15.04,48.59,0.63,13.76
08/29/1995 00:00,14.88,48.39,0.62,13.71
08/30/1995 00:00,14.73,48.19,0.62,13.65
08/31/1995 00:00,14.6,48.01,0.62,13.59
09/01/1995 00:00,14.47,48.76,0.7,13.77
09/02/1995 00:00,14.35,49.86,0.83,14.04
09/03/1995 00:00,14.24,49.59,0.81,13.96
09/04/1995 00:00,14.14,49.2,0.79,13.86
09/05/1995 00:00,14.04,48.79,0.76,13.75
09/06/1995 00:00,13.94,48.43,0.74,13.65
09/07/1995 00:00,13.86,48.09,0.72,13.56
09/08/1995 00:00,13.79,47.79,0.7,13.47
09/09/1995 00:00,14.57,47.52,0.69,13.4
09/10/1995 00:00,16.26,49.17,0.67,13.8
09/11/1995 00:00,28.3,57.96,0.69,16.1
09/12/1995 00:00,55.43,65.67,0.75,18.61
09/13/1995 00:00,60.4,65.07,0.79,18.8
09/14/1995 00:00,50.16,66.11,0.77,18.88
09/15/1995 00:00,42.93,68.49,0.82,19.3
09/16/1995 00:00,37.57,67.38,0.88,18.88
09/17/1995 00:00,33.54,64.79,0.87,18.13
09/18/1995 00:00,30.18,62.14,0.85,17.41
09/19/1995 00:00,27.59,59.73,0.81,16.76
09/20/1995 00:00,25.66,57.89,0.78,16.24
09/21/1995 00:00,24.05,56.45,0.75,15.83
09/22/1995 00:00,22.63,55.07,0.72,15.43
09/23/1995 00:00,21.38,53.69,0.7,15.05
09/24/1995 00:00,20.3,52.49,0.69,14.71
09/25/1995 00:00,19.34,51.39,0.67,14.4
09/26/1995 00:00,18.5,50.39,0.66,14.12
09/27/1995 00:00,18.87,49.73,0.64,13.94
09/28/1995 00:00,25.23,49.18,0.63,13.79
09/29/1995 00:00,30.09,48.78,0.62,13.68
09/30/1995 00:00,27.78,48.48,0.61,13.58
10/01/1995 00:00,25.5,48.71,0.64,13.62
10/02/1995 00:00,24.19,50.31,0.7,14.03
10/03/1995 00:00,23.94,51.48,0.7,14.37
10/04/1995 00:00,22.94,50.76,0.68,14.21
10/05/1995 00:00,21.42,49.57,0.66,13.88
10/06/1995 00:00,20.18,48.56,0.65,13.6
10/07/1995 00:00,19.27,47.68,0.63,13.36
10/08/1995 00:00,28.81,47.1,0.62,13.31
10/09/1995 00:00,44.68,47.04,0.62,13.51
10/10/1995 00:00,45.16,46.85,0.63,13.54
10/11/1995 00:00,39.66,47.11,0.62,13.58
10/12/1995 00:00,35.86,47.23,0.62,13.55
10/13/1995 00:00,34.08,46.49,0.61,13.29
10/14/1995 00:00,34.27,45.92,0.6,13.09
10/15/1995 00:00,32.62,45.38,0.59,12.91
10/16/1995 00:00,29.25,44.84,0.58,12.73
10/17/1995 00:00,26.82,44.56,0.57,12.64
10/18/1995 00:00,26.06,44.33,0.56,12.58
10/19/1995 00:00,27.94,44.3,0.56,12.64
10/20/1995 00:00,28.81,44.53,0.55,12.76
10/21/1995 00:00,26.75,44.36,0.55,12.69
10/22/1995 00:00,25.73,49.25,0.55,13.87
10/23/1995 00:00,25.39,56.35,0.54,15.58
10/24/1995 00:00,25,58.76,0.54,16.17
10/25/1995 00:00,25.5,58.71,0.53,16.14
10/26/1995 00:00,48.87,58.48,0.54,16.11
10/27/1995 00:00,156.85,61.46,0.56,17.2
10/28/1995 00:00,388.2,66.91,0.57,20.29
10/29/1995 00:00,468.4,70.02,0.59,22.69
10/30/1995 00:00,341.89,67.14,0.61,21.63
10/31/1995 00:00,230.18,62.82,0.6,19.81
11/01/1995 00:00,166.71,59.03,0.6,18.24
11/02/1995 00:00,127.28,55.76,0.58,16.95
11/03/1995 00:00,100.9,53.83,0.57,16.12
11/04/1995 00:00,82.03,52.07,0.56,15.4
11/05/1995 00:00,67.97,49.93,0.55,14.65
11/06/1995 00:00,57.4,48.25,0.54,14.06
11/07/1995 00:00,49.32,47.35,0.54,13.69
11/08/1995 00:00,44.05,48.22,0.56,13.86
11/09/1995 00:00,45.23,51.59,0.61,15.03
11/10/1995 00:00,56.01,61.27,0.68,18.25
11/11/1995 00:00,83.72,69.78,0.69,21.37
11/12/1995 00:00,96.97,78.42,0.66,23.91
11/13/1995 00:00,81.17,84.08,0.63,24.88
11/14/1995 00:00,65.89,79.08,0.61,23.1
11/15/1995 00:00,58.23,83.84,0.6,23.88
11/16/1995 00:00,70.87,106.97,0.61,29.67
11/17/1995 00:00,191.71,121.66,0.66,34.56
11/18/1995 00:00,326.46,140.05,0.72,41.38
11/19/1995 00:00,280.44,147.78,0.75,43.52
11/20/1995 00:00,209.28,142.07,0.84,40.88
11/21/1995 00:00,212.62,157.61,0.85,45.46
11/22/1995 00:00,273.96,169.75,0.9,49.39
11/23/1995 00:00,386.74,161.5,0.93,46.65
11/24/1995 00:00,380.88,145.04,0.86,41.53
11/25/1995 00:00,283.09,127.88,0.81,36.47
11/26/1995 00:00,251.6,114.62,0.77,32.95
11/27/1995 00:00,263.34,106.92,0.73,31.44
11/28/1995 00:00,239.74,103.09,0.7,30.63
11/29/1995 00:00,189.79,98.4,0.67,28.96
11/30/1995 00:00,148.72,92.2,0.65,26.9
12/01/1995 00:00,126.08,84.81,0.64,24.69
12/02/1995 00:00,109.88,81.42,0.66,23.7
12/03/1995 00:00,95.01,88.75,0.67,25.47
12/04/1995 00:00,180.34,103.01,0.67,30.25
12/05/1995 00:00,313.61,143.22,0.82,43.41
12/06/1995 00:00,321.88,188.88,0.99,56.69
12/07/1995 00:00,323.13,243.26,1.08,71.09
12/08/1995 00:00,354.34,292.14,1.41,85.26
12/09/1995 00:00,425.98,342.22,1.7,99.58
12/10/1995 00:00,544.81,384.08,1.71,113.04
12/11/1995 00:00,683.61,364.82,1.59,107.29
12/12/1995 00:00,587.71,332.87,1.46,95.84
12/13/1995 00:00,380.51,325.76,1.38,91.4
12/14/1995 00:00,262.42,309.9,1.36,85.42
12/15/1995 00:00,193.26,270.54,1.36,74.18
12/16/1995 00:00,153.25,230.76,1.29,63.42
12/17/1995 00:00,125.97,224.11,1.17,61.07
12/18/1995 00:00,102.1,213.97,1.07,57.85
12/19/1995 00:00,85.32,194.23,1.03,52.51
12/20/1995 00:00,74.64,181.82,1,49.22
12/21/1995 00:00,109.03,184.43,0.97,50.44
12/22/1995 00:00,158.77,226.02,1,61.38
12/23/1995 00:00,150.14,242.29,1.05,65.29
12/24/1995 00:00,134.2,252.09,1.31,68.42
12/25/1995 00:00,131.6,387.8,2.44,103.54
12/26/1995 00:00,160.89,552.8,4.69,145.94
12/27/1995 00:00,199.74,699.19,7.43,183.93
12/28/1995 00:00,259.82,876.87,12.65,232.84
12/29/1995 00:00,305.7,895.73,13.7,251.11
12/30/1995 00:00,278.62,801.71,12,228.79
12/31/1995 00:00,232,685.67,9.95,194.02
01/01/1996 00:00,189.46,578.47,8.23,162.57
01/02/1996 00:00,176.68,506.75,6.98,142.19
01/03/1996 00:00,166.55,448.71,5.83,125.43
01/04/1996 00:00,199.2,393.77,5.06,110.64
01/05/1996 00:00,207.33,354.6,4.49,100.59
01/06/1996 00:00,163.14,316.65,3.88,89.91
01/07/1996 00:00,175.94,284.47,3.33,81.51
01/08/1996 00:00,189.51,263.9,2.94,76.63
01/09/1996 00:00,167.25,242.17,2.62,70.13
01/10/1996 00:00,143.21,216.31,2.41,62.05
01/11/1996 00:00,137.43,191.92,2.21,55.61
01/12/1996 00:00,193.9,171.57,1.99,50.59
01/13/1996 00:00,340.82,174.45,1.92,52.47
01/14/1996 00:00,761.75,205.05,2.32,65.46
01/15/1996 00:00,807.5,233.52,2.84,76.11
01/16/1996 00:00,633.14,242.39,3.2,79.74
01/17/1996 00:00,770.04,343.22,4.24,105.5
01/18/1996 00:00,681.38,501.94,5.34,143.56
01/19/1996 00:00,548.8,628.1,7.08,174.05
01/20/1996 00:00,475.12,633.97,7.15,174.36
01/21/1996 00:00,358.95,573.66,6.95,157.33
01/22/1996 00:00,271.42,509.57,6.37,139.73
01/23/1996 00:00,206.1,472.89,5.74,129.03
01/24/1996 00:00,174.3,572.09,5.61,152.65
01/25/1996 00:00,164.63,763.96,5.5,199.82
01/26/1996 00:00,238.16,915.05,6.24,240.04
01/27/1996 00:00,403.65,935.78,8.39,251.94
01/28/1996 00:00,438.14,981.07,10.61,264.38
01/29/1996 00:00,378.33,973.82,10.83,259.88
01/30/1996 00:00,342.27,889.18,9.67,237.63
01/31/1996 00:00,310.68,893.48,8.66,238.39
02/01/1996 00:00,292.35,869.39,8.59,232.52
02/02/1996 00:00,293.71,797.01,8.56,213.41
02/03/1996 00:00,250.78,703.4,8.12,187.94
02/04/1996 00:00,188.11,588.13,7.2,157.39
02/05/1996 00:00,224.22,536.83,6.09,143.57
02/06/1996 00:00,351.59,497.5,5.26,133.89
02/07/1996 00:00,334.99,439.7,4.62,118.92
02/08/1996 00:00,234.09,443.89,4.02,118.58
02/09/1996 00:00,175.65,464.34,3.98,122.64
02/10/1996 00:00,252.92,478.1,5.13,126.4
02/11/1996 00:00,404.03,468.46,5.85,125.17
02/12/1996 00:00,373.45,453.21,5.63,121.87
02/13/1996 00:00,266.19,452.33,5.78,121.1
02/14/1996 00:00,196.19,452.94,6.05,120.39
02/15/1996 00:00,152.83,422.12,5.77,112.06
02/16/1996 00:00,150.52,381.99,5.72,102.09
02/17/1996 00:00,149.4,354.01,6,95.39
02/18/1996 00:00,125.81,323.85,5.52,87.68
02/19/1996 00:00,113.5,299.29,4.73,81.66
02/20/1996 00:00,102.39,285.61,4.18,78.03
02/21/1996 00:00,109.78,293.38,4.03,79.67
02/22/1996 00:00,123.51,293.38,4.4,79.97
02/23/1996 00:00,218.73,282.6,4.44,78.09
02/24/1996 00:00,369.73,329.81,4.51,92
02/25/1996 00:00,351.83,360.02,4.63,100.41
02/26/1996 00:00,273.35,336.58,4.24,94.55
02/27/1996 00:00,224.52,311.54,3.73,88.8
02/28/1996 00:00,284.4,287.93,3.39,82.64
03/01/1996 00:00,321.83,266.41,3.08,76.39
03/02/1996 00:00,277.39,260.93,2.78,74.73
03/03/1996 00:00,308.09,290.62,2.66,82.59
03/04/1996 00:00,327.44,333.35,2.63,94.73
03/05/1996 00:00,287.33,344.22,2.62,98.44
03/06/1996 00:00,232.74,315.58,2.5,90.24
03/07/1996 00:00,179.28,276.26,2.3,78.85
03/08/1996 00:00,140.45,246.52,2.19,70.16
03/09/1996 00:00,171.33,223.65,2.12,63.41
03/10/1996 00:00,279.24,207.67,2.01,59.56
03/11/1996 00:00,283.83,190.16,1.88,55.21
03/12/1996 00:00,210.11,200.24,1.77,56.85
03/13/1996 00:00,167.75,206.14,1.8,57.84
03/14/1996 00:00,145.63,205.05,2.09,57.27
03/15/1996 00:00,144.71,215.73,2.22,59.74
03/16/1996 00:00,534.53,236.71,2.14,68.36
03/17/1996 00:00,835.18,303.62,2.39,93.85
03/18/1996 00:00,588.66,314.51,2.52,97.41
03/19/1996 00:00,379.64,281.79,2.31,85.25
03/20/1996 00:00,267,253.71,2.15,75.37
03/21/1996 00:00,202.64,224.72,2,66.26
03/22/1996 00:00,172.44,214.24,2.01,62.39
03/23/1996 00:00,186.02,228.83,2.35,65.84
03/24/1996 00:00,199.26,275.41,2.55,77.99
03/25/1996 00:00,172.94,284.29,2.41,79.84
03/26/1996 00:00,148.23,250.68,2.3,70.49
03/27/1996 00:00,168.95,226,2.22,64.42
03/28/1996 00:00,171.25,211.83,2.26,61.52
03/29/1996 00:00,145.47,198.23,2.26,57.68
03/30/1996 00:00,148.22,187.79,2.17,54.19
03/31/1996 00:00,184.59,182.09,2.16,52.67
04/01/1996 00:00,232.8,179.12,2.19,51.99
04/02/1996 00:00,214.64,169.08,2.15,48.93
04/03/1996 00:00,334.77,168.76,2.23,49.89
04/04/1996 00:00,433.21,169.05,2.25,51.31
04/05/1996 00:00,331.96,157.56,2.11,47.82
04/06/1996 00:00,244.67,152.01,2.15,45.41
04/07/1996 00:00,192.57,148.93,2.15,43.91
04/08/1996 00:00,155.56,150.84,2.04,43.84
04/09/1996 00:00,126.73,155.14,1.92,44.38
04/10/1996 00:00,108.79,151.96,1.8,43.15
04/11/1996 00:00,94.53,142.4,1.69,40.44
04/12/1996 00:00,81.08,131.84,1.61,37.55
04/13/1996 00:00,81.28,126.26,1.53,35.93
04/14/1996 00:00,80.89,126.67,1.47,35.83
04/15/1996 00:00,70.82,123.32,1.41,34.84
04/16/1996 00:00,65.41,115.72,1.36,32.81
04/17/1996 00:00,61.62,109.63,1.32,31.22
04/18/1996 00:00,57.26,105.76,1.29,30.19
04/19/1996 00:00,52.98,102.09,1.27,29.18
04/20/1996 00:00,48.46,97.71,1.24,28
04/21/1996 00:00,44.65,93.66,1.21,26.91
04/22/1996 00:00,41.75,95.89,1.18,27.49
04/23/1996 00:00,39.22,100.98,1.16,28.78
04/24/1996 00:00,37.53,100.18,1.15,28.49
04/25/1996 00:00,75.38,102.48,1.25,29.17
04/26/1996 00:00,130.42,110.53,1.33,31.45
04/27/1996 00:00,149.84,117.45,1.31,33.53
04/28/1996 00:00,148.56,114.84,1.29,33.04
04/29/1996 00:00,125.67,107.3,1.25,30.98
04/30/1996 00:00,160.19,104.1,1.22,30.23
05/01/1996 00:00,303.78,108.99,1.2,32.76
05/02/1996 00:00,451.65,118.11,1.19,38.28
05/03/1996 00:00,522,118.61,1.16,40.65
05/04/1996 00:00,611.4,114.03,1.14,38.99
05/05/1996 00:00,523.57,109.44,1.11,36.34
05/06/1996 00:00,346.15,104.28,1.09,33.75
05/07/1996 00:00,247.82,103.56,1.07,32.6
05/08/1996 00:00,189.95,106.18,1.06,32.52
05/09/1996 00:00,372.98,106.02,1.04,32.19
05/10/1996 00:00,473.62,102.89,1.03,31.36
05/11/1996 00:00,326.67,99.25,1.01,30.18
05/12/1996 00:00,236.45,95.34,1,28.79
05/13/1996 00:00,180.56,91.39,0.99,27.46
05/14/1996 00:00,142.88,87.81,0.98,26.3
05/15/1996 00:00,116.84,84.69,0.97,25.3
05/16/1996 00:00,98.03,81.93,0.96,24.42
05/17/1996 00:00,83.97,79.55,0.96,23.66
05/18/1996 00:00,77.77,77.54,0.95,23.03
05/19/1996 00:00,74.76,75.76,0.94,22.46
05/20/1996 00:00,75.44,74.62,0.93,22.07
05/21/1996 00:00,77.12,73.78,0.93,21.78
05/22/1996 00:00,72.4,72.65,0.92,21.42
05/23/1996 00:00,68.63,71.84,0.91,21.15
05/24/1996 00:00,64.16,71.03,0.91,20.88
05/25/1996 00:00,57.4,69.92,0.9,20.55
05/26/1996 00:00,51.96,68.87,0.9,20.24
05/27/1996 00:00,47.55,67.87,0.89,19.94
05/28/1996 00:00,43.86,66.94,0.89,19.66
05/29/1996 00:00,40.84,66.08,0.88,19.41
05/30/1996 00:00,44.19,65.34,0.88,19.2
05/31/1996 00:00,55.8,64.73,0.87,19.08
06/01/1996 00:00,58.95,64.17,0.87,18.95
06/02/1996 00:00,52.94,63.6,0.86,18.77
06/03/1996 00:00,48.06,63.03,0.86,18.59
06/04/1996 00:00,44.13,62.49,0.85,18.42
06/05/1996 00:00,40.88,61.97,0.85,18.27
06/06/1996 00:00,38.13,61.48,0.84,18.12
06/07/1996 00:00,35.81,61.01,0.84,17.96
06/08/1996 00:00,33.8,60.55,0.84,17.81
06/09/1996 00:00,32.04,60.11,0.83,17.67
06/10/1996 00:00,30.52,59.68,0.83,17.53
06/11/1996 00:00,29.19,59.27,0.82,17.39
06/12/1996 00:00,28.02,58.88,0.82,17.27
06/13/1996 00:00,26.98,58.51,0.82,17.15
06/14/1996 00:00,26.05,58.15,0.81,17.03
06/15/1996 00:00,25.22,57.81,0.81,16.93
06/16/1996 00:00,24.66,57.51,0.8,16.83
06/17/1996 00:00,25.32,57.31,0.8,16.75
06/18/1996 00:00,27.73,57.2,0.8,16.71
06/19/1996 00:00,29.26,57.32,0.79,16.72
06/20/1996 00:00,30.38,57.52,0.79,16.75
06/21/1996 00:00,30.79,57.35,0.79,16.68
06/22/1996 00:00,29.4,57.04,0.78,16.59
06/23/1996 00:00,28.09,56.73,0.78,16.49
06/24/1996 00:00,27,56.44,0.78,16.4
06/25/1996 00:00,27.08,56.19,0.77,16.32
06/26/1996 00:00,29.94,56.12,0.77,16.29
06/27/1996 00:00,32.48,56.06,0.77,16.26
06/28/1996 00:00,33.51,55.85,0.76,16.2
06/29/1996 00:00,33.41,55.62,0.76,16.13
06/30/1996 00:00,31.67,55.54,0.76,16.09
07/01/1996 00:00,29.94,55.46,0.75,16.06
07/02/1996 00:00,28.41,55.18,0.75,15.97
07/03/1996 00:00,27.11,54.85,0.75,15.88
07/04/1996 00:00,25.97,54.53,0.74,15.78
07/05/1996 00:00,24.98,54.22,0.74,15.69
07/06/1996 00:00,24.11,53.92,0.74,15.6
07/07/1996 00:00,23.32,53.63,0.73,15.51
07/08/1996 00:00,22.6,53.34,0.73,15.43
07/09/1996 00:00,22.4,53.13,0.73,15.36
07/10/1996 00:00,22.4,52.97,0.73,15.31
07/11/1996 00:00,21.97,52.77,0.72,15.25
07/12/1996 00:00,21.39,52.53,0.72,15.18
07/13/1996 00:00,20.85,52.28,0.72,15.1
07/14/1996 00:00,20.37,52.02,0.71,15.02
07/15/1996 00:00,19.94,51.78,0.71,14.95
07/16/1996 00:00,19.55,51.54,0.71,14.88
07/17/1996 00:00,19.19,51.3,0.7,14.8
07/18/1996 00:00,18.86,51.07,0.7,14.73
07/19/1996 00:00,18.54,50.84,0.7,14.67
07/20/1996 00:00,18.25,50.62,0.7,14.6
07/21/1996 00:00,17.98,50.41,0.69,14.53
07/22/1996 00:00,17.74,50.21,0.69,14.47
07/23/1996 00:00,17.51,50,0.69,14.41
07/24/1996 00:00,17.3,49.8,0.69,14.35
07/25/1996 00:00,17.09,49.61,0.68,14.29
07/26/1996 00:00,16.9,49.42,0.68,14.23
07/27/1996 00:00,16.72,49.24,0.68,14.17
07/28/1996 00:00,16.55,49.05,0.67,14.12
07/29/1996 00:00,16.39,48.87,0.67,14.06
07/30/1996 00:00,16.23,48.7,0.67,14.01
07/31/1996 00:00,16.08,48.52,0.67,13.95
08/01/1996 00:00,15.93,48.34,0.66,13.9
08/02/1996 00:00,15.79,48.17,0.66,13.84
08/03/1996 00:00,15.65,48,0.66,13.79
08/04/1996 00:00,15.52,47.83,0.66,13.74
08/05/1996 00:00,15.39,47.66,0.65,13.69
08/06/1996 00:00,15.27,47.5,0.65,13.64
08/07/1996 00:00,15.16,47.34,0.65,13.59
08/08/1996 00:00,15.05,47.18,0.65,13.54
08/09/1996 00:00,14.96,47.02,0.64,13.49
08/10/1996 00:00,14.87,46.86,0.64,13.44
08/11/1996 00:00,14.77,46.71,0.64,13.39
08/12/1996 00:00,14.68,46.56,0.64,13.34
08/13/1996 00:00,14.59,46.43,0.63,13.3
08/14/1996 00:00,14.49,46.33,0.63,13.27
08/15/1996 00:00,14.41,46.25,0.63,13.24
08/16/1996 00:00,15.46,47.29,0.64,13.5
08/17/1996 00:00,16.79,48.54,0.64,13.82
08/18/1996 00:00,15.93,47.88,0.64,13.64
08/19/1996 00:00,15.37,47.33,0.63,13.49
08/20/1996 00:00,14.99,46.92,0.63,13.38
08/21/1996 00:00,14.7,46.57,0.63,13.31
08/22/1996 00:00,14.47,46.23,0.62,13.23
08/23/1996 00:00,14.45,46.09,0.62,13.19
08/24/1996 00:00,14.66,46.16,0.62,13.19
08/25/1996 00:00,14.61,46.01,0.61,13.15
08/26/1996 00:00,14.34,45.68,0.61,13.05
08/27/1996 00:00,14.14,46.2,0.61,13.16
08/28/1996 00:00,13.98,52.96,0.66,14.84
08/29/1996 00:00,18.97,81.28,1.38,22.09
08/30/1996 00:00,28.85,130.01,2.71,34.73
08/31/1996 00:00,29.1,149.97,3.13,40.12
09/01/1996 00:00,25.57,138.29,3.02,37.23
09/02/1996 00:00,23.19,123.95,2.8,33.43
09/03/1996 00:00,21.47,111.25,2.52,30.08
09/04/1996 00:00,20.15,100.82,2.25,27.34
09/05/1996 00:00,19.12,92.43,2.03,25.13
09/06/1996 00:00,18.28,85.45,1.83,23.3
09/07/1996 00:00,17.56,79.53,1.67,21.75
09/08/1996 00:00,16.96,74.64,1.53,20.47
09/09/1996 00:00,16.49,70.65,1.42,19.42
09/10/1996 00:00,16.09,67.24,1.32,18.53
09/11/1996 00:00,15.71,64.18,1.23,17.73
09/12/1996 00:00,15.37,61.44,1.16,17.01
09/13/1996 00:00,15.05,59.18,1.09,16.41
09/14/1996 00:00,15.02,57.12,1.02,15.87
09/15/1996 00:00,15.52,55.91,0.97,15.58
09/16/1996 00:00,16.94,56.57,0.93,15.84
09/17/1996 00:00,18.19,58.14,0.94,16.3
09/18/1996 00:00,17.8,58.36,0.96,16.31
09/19/1996 00:00,17.11,57.4,0.93,16.04
09/20/1996 00:00,17.06,56.63,0.89,15.82
09/21/1996 00:00,16.85,55.42,0.85,15.49
09/22/1996 00:00,17.28,53.76,0.83,15.04
09/23/1996 00:00,20.07,54.88,0.8,15.32
09/24/1996 00:00,27.58,57.52,0.78,16.03
09/25/1996 00:00,33.37,57.14,0.76,15.95
09/26/1996 00:00,32.38,55.02,0.74,15.38
09/27/1996 00:00,29.84,53.08,0.72,14.87
09/28/1996 00:00,27.25,52.65,0.72,14.73
09/29/1996 00:00,30.37,57.25,0.74,16.06
09/30/1996 00:00,50.9,67.17,0.74,19.35
10/01/1996 00:00,64.46,70.73,0.72,20.75
10/02/1996 00:00,56.97,66.37,0.71,19.36
10/03/1996 00:00,49.39,61.87,0.69,17.96
10/04/1996 00:00,43.83,58.2,0.68,16.82
10/05/1996 00:00,38.06,55.49,0.67,15.98
10/06/1996 00:00,33.9,53.64,0.67,15.39
10/07/1996 00:00,30.43,53.31,0.71,15.21
10/08/1996 00:00,27.63,54.09,0.75,15.31
10/09/1996 00:00,26.45,54.47,0.73,15.32
10/10/1996 00:00,25.4,54.06,0.71,15.16
10/11/1996 00:00,28.86,54.02,0.71,15.3
10/12/1996 00:00,48.08,54.87,0.85,15.86
10/13/1996 00:00,58.13,54.44,0.97,15.82
10/14/1996 00:00,51.49,52.78,0.94,15.28
10/15/1996 00:00,45.6,51.21,0.9,14.75
10/16/1996 00:00,39.34,49.57,0.86,14.22
10/17/1996 00:00,34.49,48.07,0.81,13.75
10/18/1996 00:00,32.06,47.16,0.78,13.44
10/19/1996 00:00,33.79,47.48,0.75,13.47
10/20/1996 00:00,61.56,47.79,0.72,13.55
10/21/1996 00:00,95.92,47.37,0.71,13.53
10/22/1996 00:00,105.3,48.49,0.79,13.9
10/23/1996 00:00,105.86,49.3,0.85,14.11
10/24/1996 00:00,95.37,48.95,0.82,13.97
10/25/1996 00:00,80.2,48.76,0.82,13.85
10/26/1996 00:00,66.56,47.98,0.82,13.59
10/27/1996 00:00,55.56,47.7,0.79,13.46
10/28/1996 00:00,47.34,47.28,0.76,13.3
10/29/1996 00:00,41,46.55,0.74,13.09
10/30/1996 00:00,40.44,45.99,0.73,12.93
10/31/1996 00:00,45,45.51,0.7,12.83
11/01/1996 00:00,44.49,45.06,0.68,12.77
11/02/1996 00:00,74.27,44.58,0.68,12.99
11/03/1996 00:00,98.96,45.38,0.73,13.63
11/04/1996 00:00,82.33,46.72,0.79,13.94
11/05/1996 00:00,68.63,51.21,0.8,14.94
11/06/1996 00:00,66.6,55.91,0.78,16.19
11/07/1996 00:00,95.38,57.81,0.79,17.31
11/08/1996 00:00,108.07,63.58,0.91,19.06
11/09/1996 00:00,123.28,104.94,1.48,29.23
11/10/1996 00:00,197.88,201.89,2.67,54.38
11/11/1996 00:00,209.04,256.26,3.29,68.43
11/12/1996 00:00,206.15,248.93,3.03,66.54
11/13/1996 00:00,264.71,245.59,2.88,66.5
11/14/1996 00:00,374.12,237.26,2.69,66.26
11/15/1996 00:00,403.09,216.57,2.48,61.87
11/16/1996 00:00,358.74,197.97,2.32,56.79
11/17/1996 00:00,299.91,200.74,2.06,57.25
11/18/1996 00:00,226.44,220.5,1.93,61.62
11/19/1996 00:00,210.6,285.03,2.08,77.76
11/20/1996 00:00,191.48,335.42,2.14,90.06
11/21/1996 00:00,153.83,318.6,1.99,84.95
11/22/1996 00:00,138.34,290.59,1.9,77.45
11/23/1996 00:00,123.28,256.54,1.79,68.58
11/24/1996 00:00,101.24,222.1,1.77,59.5
11/25/1996 00:00,82.94,194.54,1.72,52.16
11/26/1996 00:00,69.36,171.45,1.69,46
11/27/1996 00:00,60.24,156.94,1.7,42.06
11/28/1996 00:00,54.28,147.75,1.58,39.57
11/29/1996 00:00,124.57,137.77,1.43,37.53
11/30/1996 00:00,333.69,136.72,1.3,38.65
12/01/1996 00:00,349.84,132.7,1.2,37.98
12/02/1996 00:00,232.31,121.25,1.14,34.67
12/03/1996 00:00,240.06,114.08,1.09,34.27
12/04/1996 00:00,241.87,121.87,1.05,38.04
12/05/1996 00:00,206.91,124.85,1.03,38.49
12/06/1996 00:00,284.37,121.23,1.07,36.91
12/07/1996 00:00,330.97,122.13,1.2,37.1
12/08/1996 00:00,256.24,122.58,1.38,37.02
12/09/1996 00:00,194.23,132.13,1.63,38.83
12/10/1996 00:00,225.59,155.46,2.51,46.45
12/11/1996 00:00,243.4,163.51,3.14,49.65
12/12/1996 00:00,194.31,149.91,2.86,45.12
12/13/1996 00:00,152.38,139.84,2.47,41.62
12/14/1996 00:00,121.35,132.4,2.45,38.78
12/15/1996 00:00,98.41,127.33,2.45,36.71
12/16/1996 00:00,127.42,132.95,2.31,37.51
12/17/1996 00:00,239.42,137.11,2.16,39.8
12/18/1996 00:00,251.7,136.98,2.18,40.7
12/19/1996 00:00,186.49,137.2,2.74,39.74
12/20/1996 00:00,182.41,146,3.62,41.11
12/21/1996 00:00,349.52,185.05,3.75,52.07
12/22/1996 00:00,560.95,239.38,3.39,69.44
12/23/1996 00:00,493.88,263.01,3.23,76.12
12/24/1996 00:00,344.59,297.54,3.54,83.06
12/25/1996 00:00,394.68,503.55,4.71,139.62
12/26/1996 00:00,580.4,733.85,7.36,206.82
12/27/1996 00:00,575.57,732.48,7.93,207.58
12/28/1996 00:00,412.8,622.87,8.1,175.42
12/29/1996 00:00,369.88,568.31,8.88,159.47
12/30/1996 00:00,521.63,691.69,9.55,191.09
12/31/1996 00:00,717.05,848.69,10.7,229.94
01/01/1997 00:00,916.7,818.33,10.83,226.32
01/02/1997 00:00,931.7,720.92,9.87,208.33
01/03/1997 00:00,655.59,635.13,8.74,182.93
01/04/1997 00:00,407.05,635.16,8.96,176.52
01/05/1997 00:00,283.36,677.09,8.14,182.67
01/06/1997 00:00,214.2,643.88,6.99,172.12
01/07/1997 00:00,178.04,601.55,7.25,159.97
01/08/1997 00:00,182.23,605.98,7.04,161.01
01/09/1997 00:00,225.73,562.25,6.65,151.56
01/10/1997 00:00,246.62,509.49,6.27,138.14
01/11/1997 00:00,211.67,456.2,5.54,123.32
