,[67] - VALLE DE ZONGO - TIQUIMANI,[32] - CHOQUETANGA,[33] - CARABUCO,[28] - SAN JOSE 2,[29] - MISICUNI,[31] - ANGOSTURA,[76] - CHOJLLA,[71] - VALLE DE ZONGO - SAINANI,[25] - CORANI,[26] - SANTA ISABEL,[66] - SISTEMA ZONGO,[70] - VALLE DE ZONGO - SANTA ROSA,[30] - MIGUILLA,[69] - VALLE DE ZONGO - CUTICUCHO,[68] - VALLE DE ZONGO - BOTIJILACA,[77] - YANACACHI,[72] - VALLE DE ZONGO - CHURURAQUI,[27] - SAN JOSE 1,[75] - VALLE DE ZONGO - HUAJI,[120] - SAN JACINTO,[74] - VALLE DE ZONGO - CAHUA,[73] - VALLE DE ZONGO - HARCA
2020-01-01 00:00:00,0.25103505596301456,0.1892775779146873,0.18899731732386027,0.18541041831012,0.46593848567181134,0.18896337384888687,0.329595382339604,0.2507383626528739,0.18614074821494164,0.1865472899902154,0.2508681748541338,0.25132238769744447,0.18921557362200594,0.25017813216351104,0.2512731350414587,0.33376686717863696,0.25059929710084333,0.18593461083860088,0.24893399531732643,0.40402505277662343,0.2503771808546844,0.25059626781692457
2020-01-01 01:00:00,0.2512908259260292,0.18996981982937458,0.1894092986477205,0.18569669162024005,0.4670133623436227,0.1893414116977737,0.3276387106792081,0.2506974393057478,0.18715735142988332,0.1879704349804308,0.2509570637082677,0.25186548939488895,0.18984581124401187,0.2519008014034553,0.2517669840829175,0.33598168035727394,0.2504193082016866,0.18674507667720178,0.2470887046346529,0.4032931985532468,0.2499750757093688,0.25041324963384914
2020-01-01 02:00:00,0.2515465958890438,0.19066206174406186,0.18982127997158071,0.18598296493036007,0.46808823901543406,0.1897194495466605,0.3256820390188121,0.2506565159586217,0.18817395464482498,0.1893935799706462,0.25104595256240153,0.25240859109233343,0.1904760488660178,0.2536234706433995,0.25226083312437625,0.3381964935359109,0.25023931930252996,0.1875555425158027,0.24524341395197938,0.4025613443298701,0.24957297056405323,0.2502302314507738
2020-01-01 03:00:00,0.2518023658520584,0.19135430365874914,0.19058615054595657,0.1862692382404801,0.46916311568724534,0.19009748739554735,0.3237253673584161,0.25061559261149563,0.18919055785976666,0.19081672496086163,0.25113484141653536,0.25295169278977786,0.19110628648802372,0.25534613988334376,0.25275468216583497,0.3404113067145479,0.2500593304033733,0.1883660083544036,0.24339812326930585,0.4033265773361523,0.24917086541873762,0.25004721326769835
2020-01-01 04:00:00,0.252058135815073,0.19204654557343642,0.1913510211203324,0.18655551155060013,0.4702379923590566,0.19047552524443417,0.32176869569802014,0.25161821851251465,0.1902071610747083,0.19223986995107706,0.2512237302706692,0.25349479448722234,0.19173652411002964,0.257068809123288,0.25324853120729374,0.34262611989318487,0.24987934150421665,0.18917647419300448,0.24486215496163263,0.4040918103424344,0.24876876027342204,0.24986419508462296
2020-01-01 05:00:00,0.2523139057780876,0.1927387874881237,0.19211589169470825,0.18684178486072017,0.47131286903086783,0.19085356309332102,0.3257429363231383,0.2526208444135337,0.19122376428964996,0.19366301494129246,0.25131261912480307,0.2540378961846668,0.19236676173203557,0.2587914783632323,0.2537423802487525,0.34484093307182184,0.24969935260505996,0.18998694003160538,0.24699656046301258,0.4048570433487165,0.25115144083601376,0.2522502957648382
2020-01-01 06:00:00,0.25256967574110223,0.19343102940281098,0.1928807622690841,0.1871280581708402,0.4723877457026791,0.19123160094220784,0.3297171769482564,0.2536234703145528,0.19224036750459164,0.19508615993150788,0.2514015079789369,0.2545809978821113,0.1929969993540415,0.26051414760317654,0.2542362292902112,0.3470557462504588,0.2520427651735609,0.1907974058702063,0.24913096596439252,0.4056222763549987,0.2535341213986054,0.2546363964450534
2020-01-01 07:00:00,0.25282544570411686,0.19412327131749826,0.19364563284345995,0.18741433148096023,0.4734626223744904,0.19160963879109466,0.33369141757337456,0.2546260962155718,0.1932569707195333,0.19650930492172328,0.25149039683307073,0.2551240995795558,0.19362723697604745,0.2622368168431208,0.25473007833167,0.34927055942909574,0.25438617774206185,0.1916078717088072,0.25126537146577244,0.4063875093612808,0.25591680196119715,0.25702249712526865
2020-01-01 08:00:00,0.25308121566713143,0.19481551323218552,0.1944105034178358,0.18770060479108025,0.47453749904630166,0.1919876766399815,0.33766565819849265,0.2556287221165909,0.19427357393447497,0.1979324499119387,0.2515792856872046,0.25566720127700027,0.19425747459805337,0.263959486083065,0.2552239273731287,0.3514853726077327,0.2567295903105628,0.19241833754740809,0.2533997769671524,0.407152742367563,0.25829948252378887,0.25897472470796584
2020-01-01 09:00:00,0.25333698563014606,0.1955077551468728,0.19517537399221166,0.1879868781012003,0.47561237571811293,0.19236571448886833,0.3416398988236108,0.25663134801760995,0.19529017714941663,0.1993555949021541,0.25166817454133844,0.25621030297444475,0.1948877122200593,0.26568215532300926,0.2557177764145875,0.3537001857863697,0.25907300287906376,0.193228803386009,0.2555341824685323,0.4079179753738451,0.26068216308638054,0.25953406737842627
2020-01-01 10:00:00,0.25359275559316063,0.19619999706156008,0.1959402445665875,0.1882731514113203,0.4766872523899242,0.19274375233775518,0.34420524464779134,0.25763397391862897,0.1963067803643583,0.20077873989236952,0.25175706339547227,0.25675340467188923,0.19551794984206522,0.2674048245629535,0.25621162545604625,0.35591499896500667,0.26141641544756467,0.1940392692246099,0.25766858796991227,0.4086832083801273,0.26306484364897226,0.25935104919535085
