Scenario,region,id,r,fuel_class,fraction
Historical,SU,1989,2,GAS,0.9118
Historical,SU,1989,2,OIL,0
Historical,SU,1989,2,SUN,0.0709
Historical,SU,1989,2,WIN,0
Historical,SU,1989,2,WAT,0.0173
Historical,SU,1990,12,BIO,0
Historical,SU,1990,12,GAS,0.8923
Historical,SU,1990,12,OIL,0
Historical,SU,1990,12,SUN,0.085
Historical,SU,1990,12,WIN,0
Historical,SU,1990,12,WAT,0.0227
Historical,SU,1991,13,BIO,0
Historical,SU,1991,13,GAS,0.8922
Historical,SU,1991,13,OIL,0
Historical,SU,1991,13,SUN,0.0847
Historical,SU,1991,13,WIN,0
Historical,SU,1991,13,WAT,0.0231
Historical,SU,1992,6,BIO,0
Historical,SU,1992,6,GAS,0.8984
Historical,SU,1992,6,OIL,0
Historical,SU,1992,6,SUN,0.0814
Historical,SU,1992,6,WIN,0
Historical,SU,1992,6,WAT,0.0202
Historical,SU,1993,30,BIO,0
Historical,SU,1993,30,GAS,0.8765
Historical,SU,1993,30,OIL,0
Historical,SU,1993,30,SUN,0.0944
Historical,SU,1993,30,WIN,0
Historical,SU,1993,30,WAT,0.0291
Historical,SU,1994,9,BIO,0
Historical,SU,1994,9,GAS,0.8941
Historical,SU,1994,9,OIL,0
Historical,SU,1994,9,SUN,0.0828
Historical,SU,1994,9,WIN,0
Historical,SU,1994,9,WAT,0.0231
Historical,SU,1995,4,BIO,0
Historical,SU,1995,4,GAS,0.9073
Historical,SU,1995,4,OIL,0
Historical,SU,1995,4,SUN,0.0721
Historical,SU,1995,4,WIN,0
Historical,SU,1995,4,WAT,0.0206
Historical,SU,1996,20,BIO,0
Historical,SU,1996,20,GAS,0.889
Historical,SU,1996,20,OIL,0
Historical,SU,1996,20,SUN,0.0846
Historical,SU,1996,20,WIN,0
Historical,SU,1996,20,WAT,0.0265
Historical,SU,1997,17,BIO,0
Historical,SU,1997,17,GAS,0.8907
Historical,SU,1997,17,OIL,0
Historical,SU,1997,17,SUN,0.0843
Historical,SU,1997,17,WIN,0
Historical,SU,1997,17,WAT,0.025
Historical,SU,1998,1,BIO,0
Historical,SU,1998,1,GAS,0.9154
Historical,SU,1998,1,OIL,0
Historical,SU,1998,1,SUN,0.0701
Historical,SU,1998,1,WIN,0
Historical,SU,1998,1,WAT,0.0146
Historical,SU,1999,24,BIO,0
Historical,SU,1999,24,GAS,0.8862
Historical,SU,1999,24,OIL,0
Historical,SU,1999,24,SUN,0.0861
Historical,SU,1999,24,WIN,0
Historical,SU,1999,24,WAT,0.0277
Historical,SU,2000,10,BIO,0
Historical,SU,2000,10,GAS,0.8937
Historical,SU,2000,10,OIL,0
Historical,SU,2000,10,SUN,0.0833
Historical,SU,2000,10,WIN,0
Historical,SU,2000,10,WAT,0.023
Historical,SU,2001,25,BIO,0
Historical,SU,2001,25,GAS,0.883
Historical,SU,2001,25,OIL,0
Historical,SU,2001,25,SUN,0.0869
Historical,SU,2001,25,WIN,0
Historical,SU,2001,25,WAT,0.0301
Historical,SU,2002,32,BIO,0
Historical,SU,2002,32,GAS,0.8717
Historical,SU,2002,32,OIL,0
Historical,SU,2002,32,SUN,0.0979
Historical,SU,2002,32,WIN,0
Historical,SU,2002,32,WAT,0.0304
Historical,SU,2003,8,BIO,0
Historical,SU,2003,8,GAS,0.8942
Historical,SU,2003,8,OIL,0
Historical,SU,2003,8,SUN,0.0818
Historical,SU,2003,8,WIN,0
Historical,SU,2003,8,WAT,0.024
Historical,SU,2004,7,BIO,0
Historical,SU,2004,7,GAS,0.8947
Historical,SU,2004,7,OIL,0
Historical,SU,2004,7,SUN,0.0812
Historical,SU,2004,7,WIN,0
Historical,SU,2004,7,WAT,0.024
Historical,SU,2005,19,BIO,0
Historical,SU,2005,19,GAS,0.8894
Historical,SU,2005,19,OIL,0
Historical,SU,2005,19,SUN,0.0852
Historical,SU,2005,19,WIN,0
Historical,SU,2005,19,WAT,0.0253
Historical,SU,2006,23,BIO,0
Historical,SU,2006,23,GAS,0.8862
Historical,SU,2006,23,OIL,0
Historical,SU,2006,23,SUN,0.0875
Historical,SU,2006,23,WIN,0
Historical,SU,2006,23,WAT,0.0262
Historical,SU,2007,33,BIO,0
Historical,SU,2007,33,GAS,0.8701
Historical,SU,2007,33,OIL,0
Historical,SU,2007,33,SUN,0.0997
Historical,SU,2007,33,WIN,0
Historical,SU,2007,33,WAT,0.0302
Historical,SU,2008,11,BIO,0
Historical,SU,2008,11,GAS,0.8929
Historical,SU,2008,11,OIL,0
Historical,SU,2008,11,SUN,0.0799
Historical,SU,2008,11,WIN,0
Historical,SU,2008,11,WAT,0.0272
Historical,SU,2009,27,BIO,0
Historical,SU,2009,27,GAS,0.8789
Historical,SU,2009,27,OIL,0
Historical,SU,2009,27,SUN,0.0906
Historical,SU,2009,27,WIN,0
Historical,SU,2009,27,WAT,0.0305
Historical,SU,2010,5,BIO,0
Historical,SU,2010,5,GAS,0.9035
Historical,SU,2010,5,OIL,0
Historical,SU,2010,5,SUN,0.0795
Historical,SU,2010,5,WIN,0
Historical,SU,2010,5,WAT,0.017
Historical,SU,2011,16,BIO,0
Historical,SU,2011,16,GAS,0.8912
Historical,SU,2011,16,OIL,0
Historical,SU,2011,16,SUN,0.0807
Historical,SU,2011,16,WIN,0
Historical,SU,2011,16,WAT,0.0281
Historical,SU,2012,22,BIO,0
Historical,SU,2012,22,GAS,0.8867
Historical,SU,2012,22,OIL,0
Historical,SU,2012,22,SUN,0.0866
Historical,SU,2012,22,WIN,0
Historical,SU,2012,22,WAT,0.0266
Historical,SU,2013,21,BIO,0
Historical,SU,2013,21,GAS,0.8886
Historical,SU,2013,21,OIL,0
Historical,SU,2013,21,SUN,0.0875
Historical,SU,2013,21,WIN,0
Historical,SU,2013,21,WAT,0.0239
Historical,SU,2014,14,BIO,0
Historical,SU,2014,14,GAS,0.8919
Historical,SU,2014,14,OIL,0
Historical,SU,2014,14,SUN,0.0864
Historical,SU,2014,14,WIN,0
Historical,SU,2014,14,WAT,0.0217
Historical,SU,2015,31,BIO,0
Historical,SU,2015,31,GAS,0.876
Historical,SU,2015,31,OIL,0
Historical,SU,2015,31,SUN,0.096
Historical,SU,2015,31,WIN,0
Historical,SU,2015,31,WAT,0.028
