,VALLE DE ZONGO - BOTIJILACA,VALLE DE ZONGO - CAHUA,VALLE DE ZONGO - CHURURAQUI,VALLE DE ZONGO - CUTICUCHO,VALLE DE ZONGO - HARCA,VALLE DE ZONGO - HUAJI,VALLE DE ZONGO - SAINANI,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI,YANACACHI
2019-12-31 23:00:00+00:00,0.978237037,1.055400447,0.872567914,0.787821719,0.977925371,0.891883552,0.78126072,0.300488415,0.622552955,1.933026084
2020-01-01 00:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 01:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 02:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 03:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 04:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 05:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 06:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 07:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 08:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 09:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 10:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 11:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 12:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 13:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 14:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 15:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 16:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 17:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 18:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 19:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 20:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 21:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 22:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-01 23:00:00+00:00,0.933260622,1.005579039,0.831227979,0.750029533,0.932564577,0.850439149,0.745245155,0.286636112,0.59089772,1.832256804
2020-01-02 00:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 01:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 02:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 03:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 04:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 05:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 06:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 07:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 08:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 09:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 10:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 11:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 12:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 13:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 14:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 15:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 16:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 17:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 18:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
2020-01-02 19:00:00+00:00,0.933260622,1.001511985,0.828275127,0.747122442,0.928562154,0.847123597,0.742474727,0.28557055,0.59089772,1.752804103
