,VALLE DE ZONGO - BOTIJILACA,VALLE DE ZONGO - CAHUA,VALLE DE ZONGO - CHURURAQUI,VALLE DE ZONGO - CUTICUCHO,VALLE DE ZONGO - HARCA,VALLE DE ZONGO - HUAJI,VALLE DE ZONGO - SAINANI,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI,YANACACHI
2019-12-31 23:00:00+00:00,0.747732908,0.805276642,0.665868239,0.59886079,0.745784833,0.680517097,0.595642038,0.229095777,0.474828525,1.353602726
2020-01-01 00:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 01:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 02:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 03:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 04:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 05:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 06:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 07:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 08:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 09:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 10:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 11:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 12:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 13:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 14:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 15:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 16:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
2020-01-01 17:00:00+00:00,0.820819583,0.885600953,0.73230742,0.659909706,0.82049673,0.748485918,0.656591456,0.252538136,0.522311377,1.687885433
