,VALLE DE ZONGO - BOTIJILACA,VALLE DE ZONGO - CAHUA,VALLE DE ZONGO - CHURURAQUI,VALLE DE ZONGO - CUTICUCHO,VALLE DE ZONGO - HARCA,VALLE DE ZONGO - HUAJI,VALLE DE ZONGO - SAINANI,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI,YANACACHI
2019-12-31 23:00:00+00:00,0.719622648,0.775790502,0.640768993,0.578511152,0.719102013,0.655650455,0.573478614,0.220571283,0.459000908,1.164660327
2020-01-01 00:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 01:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 02:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 03:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 04:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 05:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 06:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 07:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 08:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 09:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 10:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 11:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 12:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 13:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 14:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 15:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 16:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 17:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 18:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 19:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 20:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
2020-01-01 21:00:00+00:00,0.75335496,0.812393986,0.671773944,0.604674973,0.752455538,0.686319313,0.601182895,0.231226901,0.480104398,1.275118961
