,VALLE DE ZONGO - BOTIJILACA,VALLE DE ZONGO - CAHUA,VALLE DE ZONGO - CHURURAQUI,VALLE DE ZONGO - CUTICUCHO,VALLE DE ZONGO - HARCA,VALLE DE ZONGO - HUAJI,VALLE DE ZONGO - SAINANI,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI,YANACACHI
2019-12-31 23:00:00+00:00,0.809575479,0.868315975,0.717543158,0.648281341,0.804487038,0.734394821,0.642739316,0.247210327,0.511759633,1.13268546
2020-01-01 00:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 01:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 02:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 03:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 04:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 05:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 06:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 07:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 08:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 09:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 10:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 11:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 12:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 13:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 14:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 15:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 16:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 17:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 18:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 19:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 20:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 21:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 22:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-01 23:00:00+00:00,0.809575479,0.870349502,0.719019584,0.648281341,0.80715532,0.736052597,0.645509744,0.248275889,0.511759633,1.112337817
2020-01-02 00:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 01:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 02:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 03:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 04:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 05:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 06:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 07:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 08:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 09:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 10:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 11:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 12:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 13:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 14:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 15:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 16:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 17:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 18:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 19:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 20:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 21:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 22:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-02 23:00:00+00:00,0.826441635,0.890684771,0.736736699,0.662816797,0.825833295,0.752630358,0.659361884,0.253603697,0.52758725,1.09489698
2020-01-03 00:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 01:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 02:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 03:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 04:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 05:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 06:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 07:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 08:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 09:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 10:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 11:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 12:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 13:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 14:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 15:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 16:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 17:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
2020-01-03 18:00:00+00:00,0.837685739,0.899835642,0.74411883,0.671538071,0.833838141,0.760919239,0.667673169,0.256800383,0.532863123,1.109431011
