,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-2.9688054293585657,0.00042349082625487994,19.5865,0.03655635546533052,0.0006592404409568219,63.19723337563995
NO,0.06360287740428014,2.1836987908802774,394.1192,0.6558063464290701,0.0002502942851132717,19.132,0.036173672028109914,0.00014132150137992656,1.97
OR,0.10482489014144424,3.5989878948562497,754.8664,1.665229578070829,0.00018390442575364618,21.515080915948303,0.061303892825269234,,
SU,0.043481341250036845,1.4928593829179324,277.5438,0.6477695048586666,0.0002509321040148368,13.472999999999999,0.02457569411057206,0.0002873170432900508,39.38756275576599
