,OR -> CE,SU -> CE,NO -> CE,CE -> OR,CE -> NO,CE -> SU
2020-01-01 00:00:00,0.0,0.0,0.0,94.76441664692797,39.07819464259997,125.32278089395204
2020-01-01 01:00:00,0.0,0.0,0.0,126.11641664692797,3.1804546425999787,152.309018471952
2020-01-01 02:00:00,0.0,0.0,29.905875357400035,189.924902145928,0.0,140.362718471952
2020-01-01 03:00:00,0.0,0.0,34.34844535739998,198.5130999999999,0.0,139.223718471952
2020-01-01 04:00:00,0.0,0.0,28.63155736947192,188.9031999999999,0.0,137.246118471952
2020-01-01 05:00:00,0.0,0.0,0.0,145.68439999999993,55.03708681395213,120.75246531852795
2020-01-01 06:00:00,0.0,0.0,0.0,164.24389450974803,47.0324546426,116.78605967893198
2020-01-01 07:00:00,0.0,0.0,0.0,174.786394509748,56.942454642600026,106.17127134697196
2020-01-01 08:00:00,0.0,0.0,0.0,190.35954729446797,68.02245464259998,93.08668152297199
2020-01-01 09:00:00,0.0,0.0,0.0,195.6171,76.351098744508,92.95190875597203
2020-01-01 10:00:00,0.0,0.0,0.0,212.04010000000002,71.0098441577679,81.28973130231208
2020-01-01 11:00:00,0.0,0.0,0.0,238.57819999999995,34.591988054328056,92.048062580952
2020-01-01 12:00:00,0.0,0.0,0.0,243.861035402148,23.185854642600013,88.607032020932
2020-01-01 13:00:00,0.0,0.0,11.181610573123919,265.1952645978519,0.0,100.549828064952
2020-01-01 14:00:00,0.0,0.0,18.7446453574,268.57510183030803,0.0,100.68456127897197
2020-01-01 15:00:00,0.0,0.0,24.821248055855932,268.9791981696918,0.0,105.794838449972
2020-01-01 16:00:00,0.0,0.0,13.797242658944072,253.73979999999992,0.0,107.47834620795196
2020-01-01 17:00:00,0.0,0.0,11.0718453574,239.70689999999993,0.0,97.3375602918801
2020-01-01 18:00:00,0.0,0.0,0.0,171.8518,22.230354642600002,81.09834759047995
2020-01-01 19:00:00,0.0,0.0,0.0,55.77022086317592,70.55325464260005,105.945253114704
2020-01-01 20:00:00,0.0,0.0,0.0,57.95022086317586,69.46325464259998,112.68819740370417
2020-01-01 21:00:00,0.0,0.0,0.0,96.31751666117606,49.1775546426,105.03810882570384
2020-01-01 22:00:00,0.0,0.0,0.0,165.44048109217601,9.493254642599982,91.92525311470398
2020-01-01 23:00:00,0.0,0.0,27.993345357400003,209.0532011917,0.0,104.73894914017998
2020-01-02 00:00:00,0.0,0.0,27.443947056399935,226.88959999999997,0.0,97.34354914017999
2020-01-02 01:00:00,0.0,0.0,0.0,206.54710000000006,5.780742759600031,94.98344914017994
2020-01-02 02:00:00,0.0,0.0,0.0,194.27980000000002,18.04312183760004,99.29284914017995
2020-01-02 03:00:00,0.0,0.0,0.0,198.07489999999999,22.765245706600012,94.59284914018
2020-01-02 04:00:00,0.0,0.0,0.0,188.9305,41.079154642600045,93.43284914017997
2020-01-02 05:00:00,0.0,0.0,0.0,167.1049,55.56245464260001,86.33284914017997
2020-01-02 06:00:00,0.0,0.0,0.0,181.71280000000002,43.34444670820009,83.68632005817997
2020-01-02 07:00:00,0.0,0.0,3.32584535740002,246.00849999999994,0.0,68.14819453098005
2020-01-02 08:00:00,0.0,0.0,0.0,241.15151973315906,24.4802546426,38.069671706704014
