,CHOJLLA,SISTEMA ZONGO,VALLE DE ZONGO - BOTIJILACA,VALLE DE ZONGO - CAHUA,VALLE DE ZONGO - CHURURAQUI,VALLE DE ZONGO - CUTICUCHO,VALLE DE ZONGO - HARCA,VALLE DE ZONGO - HUAJI,VALLE DE ZONGO - SAINANI,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI,YANACACHI
2019-12-31 23:00:00+00:00,1.223387364,0.058339439,1.922741763,2.291784787,2.487778232,1.9855433,2.489507153,1.90975809,2.570957264,0.83220373,0.701691043,2.339978944
2020-01-01 00:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 01:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 02:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 03:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 04:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 05:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 06:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 07:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 08:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 09:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 10:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 11:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 12:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 13:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 14:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 15:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 16:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 17:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 18:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 19:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 20:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 21:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 22:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-01 23:00:00+00:00,1.178130791,0.058339439,1.911497659,2.283650679,2.477443248,1.976822026,2.478834025,1.902298097,2.562645979,0.829007044,0.69641517,2.252774759
2020-01-02 00:00:00+00:00,1.237986259,0.054907707,1.82716688,2.184007862,2.369664132,1.88960929,2.370768602,1.819409291,2.451828856,0.792777945,0.670035808,2.36807807
2020-01-02 01:00:00+00:00,1.237986259,0.054907707,1.82716688,2.184007862,2.369664132,1.88960929,2.370768602,1.819409291,2.451828856,0.792777945,0.670035808,2.36807807
2020-01-02 02:00:00+00:00,1.237986259,0.054907707,1.82716688,2.184007862,2.369664132,1.88960929,2.370768602,1.819409291,2.451828856,0.792777945,0.670035808,2.36807807
2020-01-02 03:00:00+00:00,1.237986259,0.054907707,1.82716688,2.184007862,2.369664132,1.88960929,2.370768602,1.819409291,2.451828856,0.792777945,0.670035808,2.36807807
2020-01-02 04:00:00+00:00,1.237986259,0.054907707,1.82716688,2.184007862,2.369664132,1.88960929,2.370768602,1.819409291,2.451828856,0.792777945,0.670035808,2.36807807
