,CHOJLLA,SISTEMA ZONGO,VALLE DE ZONGO - BOTIJILACA,VALLE DE ZONGO - CAHUA,VALLE DE ZONGO - CHURURAQUI,VALLE DE ZONGO - CUTICUCHO,VALLE DE ZONGO - HARCA,VALLE DE ZONGO - HUAJI,VALLE DE ZONGO - SAINANI,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI,YANACACHI
2019-12-31 23:00:00+00:00,0.843816106,0.034317317,1.135654492,1.354328898,1.470520545,1.171557759,1.471557551,1.128116649,1.520965019,0.491223969,0.416793928,1.614246344
2020-01-01 00:00:00+00:00,0.824837543,0.034317317,1.118788336,1.335010393,1.448374152,1.154115212,1.448877153,1.111538888,1.498801594,0.483765036,0.406242183,1.57936467
2020-01-01 01:00:00+00:00,0.824837543,0.034317317,1.118788336,1.335010393,1.448374152,1.154115212,1.448877153,1.111538888,1.498801594,0.483765036,0.406242183,1.57936467
2020-01-01 02:00:00+00:00,0.824837543,0.034317317,1.118788336,1.335010393,1.448374152,1.154115212,1.448877153,1.111538888,1.498801594,0.483765036,0.406242183,1.57936467
2020-01-01 03:00:00+00:00,0.824837543,0.034317317,1.118788336,1.335010393,1.448374152,1.154115212,1.448877153,1.111538888,1.498801594,0.483765036,0.406242183,1.57936467
2020-01-01 04:00:00+00:00,0.824837543,0.034317317,1.118788336,1.335010393,1.448374152,1.154115212,1.448877153,1.111538888,1.498801594,0.483765036,0.406242183,1.57936467
2020-01-01 05:00:00+00:00,0.824837543,0.034317317,1.118788336,1.335010393,1.448374152,1.154115212,1.448877153,1.111538888,1.498801594,0.483765036,0.406242183,1.57936467
2020-01-01 06:00:00+00:00,0.824837543,0.034317317,1.118788336,1.335010393,1.448374152,1.154115212,1.448877153,1.111538888,1.498801594,0.483765036,0.406242183,1.57936467
2020-01-01 07:00:00+00:00,0.824837543,0.034317317,1.118788336,1.335010393,1.448374152,1.154115212,1.448877153,1.111538888,1.498801594,0.483765036,0.406242183,1.57936467
2020-01-01 08:00:00+00:00,0.824837543,0.034317317,1.118788336,1.335010393,1.448374152,1.154115212,1.448877153,1.111538888,1.498801594,0.483765036,0.406242183,1.57936467
2020-01-01 09:00:00+00:00,0.824837543,0.034317317,1.118788336,1.335010393,1.448374152,1.154115212,1.448877153,1.111538888,1.498801594,0.483765036,0.406242183,1.57936467
2020-01-01 10:00:00+00:00,0.824837543,0.034317317,1.118788336,1.335010393,1.448374152,1.154115212,1.448877153,1.111538888,1.498801594,0.483765036,0.406242183,1.57936467
2020-01-01 11:00:00+00:00,0.824837543,0.034317317,1.118788336,1.335010393,1.448374152,1.154115212,1.448877153,1.111538888,1.498801594,0.483765036,0.406242183,1.57936467
