,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-2.8986706456752738,0.0003084270436163427,19.5865,0.03643447610740224,0.004982931694051045,88.35743957195999
NO,0.06360287740428014,2.1836987908802774,394.1192,0.7238773855316027,0.0001412145627834552,19.132,0.036055461726497436,0.00039421283611362507,1.97
OR,0.10482489014144424,3.5989878948562497,754.8664,1.6527684574258996,0.0001804595017938227,31.32371595254284,0.06115209638948677,,
SU,0.043481341250036845,1.4928593829179324,277.5438,0.522024802717771,0.00012475805851427496,13.472999999999999,0.024598294585686242,0.0015278896345425513,44.093634414890005
