,[68] - VALLE DE ZONGO - BOTIJILACA,[31] - ANGOSTURA,[73] - VALLE DE ZONGO - HARCA,[34] - KANATA,[76] - CHOJLLA,[77] - YANACACHI,[30] - MIGUILLA,[119] - PUNUTUMA,[32] - CHOQUETANGA,[66] - SISTEMA ZONGO,[26] - SANTA ISABEL,[70] - VALLE DE ZONGO - SANTA ROSA,[67] - VALLE DE ZONGO - TIQUIMANI,[74] - VALLE DE ZONGO - CAHUA,[117] - KILPANI,[69] - VALLE DE ZONGO - CUTICUCHO,[27] - SAN JOSE 1,[25] - CORANI,[78] - SISTEMA QUEHATA,[33] - CARABUCO,[72] - VALLE DE ZONGO - CHURURAQUI,[29] - MISICUNI,[75] - VALLE DE ZONGO - HUAJI,[118] - LANDARA,[28] - SAN JOSE 2,[120] - SAN JACINTO,[71] - VALLE DE ZONGO - SAINANI
2020-01-01 00:00:00,0.0,0.0,25.85,4.24556679326,38.4,50.79,2.55,0.0823702536,6.2,0.0,91.11,17.59,0.0,28.02,0.22391913075,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.07997112095,0.0,7.6,10.5
2020-01-01 01:00:00,0.0,0.0,25.85,4.24556679326,38.4,50.79,2.55,0.0823702536,6.2,0.0,91.11,11.462939163309994,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.07997112095,0.0,7.6,10.5
2020-01-01 02:00:00,0.0,0.0,25.85,4.24556679326,38.4,50.79,2.55,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.07997112095,0.0,7.6,10.5
2020-01-01 03:00:00,0.0,0.0,25.85,4.24556679326,38.4,50.79,2.55,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.07997112095,0.0,7.6,10.5
2020-01-01 04:00:00,0.0,0.0,25.85,4.24556679326,38.4,50.79,0.0,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.07997112095,0.0,7.6,10.5
2020-01-01 05:00:00,0.0,0.0,25.85,4.24556679326,0.0,50.79,0.0,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.07997112095,0.0,7.6,10.5
2020-01-01 06:00:00,0.0,0.0,25.85,4.24556679326,0.0,50.79,0.0,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.07997112095,0.0,0.0,10.5
2020-01-01 07:00:00,0.0,0.0,25.85,4.24556679326,0.0,50.79,0.0,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.07997112095,0.0,0.0,10.5
2020-01-01 08:00:00,0.0,0.0,25.85,4.24556679326,0.0,50.79,0.0,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.07997112095,0.0,0.0,10.5
2020-01-01 09:00:00,0.0,0.0,25.85,4.24556679326,0.0,50.79,0.0,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.07997112095,0.0,0.0,10.5
2020-01-01 10:00:00,0.0,0.0,25.85,4.24556679326,0.0,50.79,0.0,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.07997112095,0.0,0.0,10.5
2020-01-01 11:00:00,0.0,0.0,25.85,4.24556679326,0.0,50.79,0.0,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.07997112095,0.0,7.6,10.5
2020-01-01 12:00:00,0.0,0.0,25.85,4.24556679326,21.74633653914134,50.79,0.0,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.07997112095,0.0,7.6,10.5
2020-01-01 13:00:00,0.0,0.0,25.85,4.24556679326,21.746336539141424,50.79,0.0,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.07997112095,0.0,7.6,10.5
2020-01-01 14:00:00,0.0,0.0,25.85,4.24556679326,34.87989368482669,50.79,1.239825501805319,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.07997112095,0.0,7.6,10.5
2020-01-01 15:00:00,0.0,0.0,25.85,4.24556679326,37.59230453703199,50.79,2.55,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.07997112095,0.0,7.6,10.5
2020-01-01 16:00:00,0.0,0.0,25.85,4.24556679326,38.4,50.79,2.55,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.07997112095,0.0,7.6,10.5
2020-01-01 17:00:00,0.0,0.0,25.85,4.24556679326,38.4,50.79,2.55,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.07997112095,0.0,7.6,10.5
2020-01-01 18:00:00,0.0,0.0,25.85,4.24556679326,38.4,50.79,2.55,0.0823702536,6.2,0.0,91.11,11.462939163309994,0.0,28.02,0.22391913075,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.07997112095,0.0,7.6,10.5
2020-01-01 19:00:00,6.81,0.0,25.85,4.24556679326,38.4,50.79,2.55,0.0823702536,6.2,0.0,91.11,17.59,0.0,28.02,0.22391913075,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.07997112095,0.0,7.6,10.5
2020-01-01 20:00:00,6.81,0.0,25.85,4.24556679326,38.4,50.79,2.55,0.0823702536,6.2,0.0,91.11,17.59,0.0,28.02,0.22391913075,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.07997112095,0.0,7.6,10.5
2020-01-01 21:00:00,6.81,0.0,25.85,4.24556679326,38.4,50.79,2.55,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.07997112095,0.0,7.6,10.5
2020-01-01 22:00:00,6.81,0.0,25.85,4.24556679326,38.4,50.79,2.55,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.07997112095,0.0,7.6,10.5
2020-01-01 23:00:00,6.81,0.0,25.85,4.24556679326,38.4,50.79,2.55,0.0823702536,6.2,0.0,91.11,0.0,0.0,28.02,0.22391913075,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.07997112095,0.0,7.6,10.5
2020-01-02 00:00:00,0.0,0.0,25.85,4.51167069756,38.4,50.79,2.55,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,16.140844353572106,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 01:00:00,0.0,0.0,25.85,4.51167069756,30.90864837678724,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,5.511374526132636,10.5
2020-01-02 02:00:00,0.0,0.0,25.85,4.51167069756,28.441270276043955,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.10996029195,0.0,3.8329264762240154,10.5
2020-01-02 03:00:00,0.0,0.0,25.85,4.51167069756,0.0,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.10996029195,0.0,3.8329264762240154,10.5
2020-01-02 04:00:00,0.0,0.0,25.85,4.51167069756,0.0,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.10996029195,0.0,3.8329264762240154,10.5
2020-01-02 05:00:00,0.0,0.0,25.85,4.51167069756,0.0,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.10996029195,0.0,0.0,10.5
2020-01-02 06:00:00,0.0,0.0,25.85,4.51167069756,32.27293916330999,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,0.0,0.10996029195,0.0,2.3599792386620067,10.5
2020-01-02 07:00:00,0.0,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 08:00:00,0.0,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 09:00:00,0.0,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 10:00:00,0.0,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 11:00:00,0.6829391633099933,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 12:00:00,0.6829391633099933,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 13:00:00,6.81,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 14:00:00,6.81,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 15:00:00,6.81,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 16:00:00,6.81,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 17:00:00,6.81,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,48.73300177808953,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 18:00:00,6.81,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,0.0,0.0,28.02,0.30788880909000005,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 19:00:00,6.81,0.0,25.85,4.51167069756,38.4,50.79,2.55,0.11325909839999998,6.2,0.0,91.11,17.59,0.0,28.02,0.30788880909000005,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 20:00:00,6.81,0.0,25.85,4.51167069756,38.4,50.79,2.55,0.11325909839999998,6.2,0.0,91.11,17.59,0.0,28.02,0.30788880909000005,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 21:00:00,6.81,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,17.59,0.0,28.02,0.30788880909000005,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 22:00:00,6.81,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,17.59,0.0,28.02,0.30788880909000005,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-02 23:00:00,6.81,0.0,25.85,4.51167069756,38.4,50.79,0.0,0.11325909839999998,6.2,0.0,91.11,17.59,0.0,28.02,0.30788880909000005,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.10996029195,0.0,7.6,10.5
2020-01-03 00:00:00,0.0,0.0,25.85,3.8101240496799997,38.4,50.79,0.0,0.15444422639999997,6.2,0.0,91.11,11.462939163309994,0.0,28.02,0.41984838021,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.14994584985,0.0,7.6,10.5
2020-01-03 01:00:00,0.0,0.0,25.85,3.8101240496799997,38.4,50.79,0.0,0.15444422639999997,6.2,0.0,91.11,11.462939163309994,0.0,28.02,0.41984838021,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.14994584985,0.0,7.6,10.5
2020-01-03 02:00:00,0.0,0.0,25.85,3.8101240496799997,38.4,50.79,0.0,0.15444422639999997,6.2,0.0,91.11,6.04942571730988,0.0,28.02,0.41984838021,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.14994584985,0.0,7.6,10.5
2020-01-03 03:00:00,0.0,0.0,25.85,3.8101240496799997,0.0,50.79,0.0,0.15444422639999997,6.2,0.0,91.11,6.049425717309881,0.0,28.02,0.41984838021,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.14994584985,0.0,7.6,10.5
2020-01-03 04:00:00,0.0,0.0,25.85,3.8101240496799997,0.0,50.79,0.0,0.15444422639999997,6.2,0.0,91.11,6.049425717309881,0.0,28.02,0.41984838021,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.14994584985,0.0,7.6,10.5
2020-01-03 05:00:00,0.0,0.0,25.850000000000005,3.8101240496799997,0.0,50.79,0.0,0.15444422639999997,6.2,0.0,91.11,0.0,0.0,28.02,0.41984838021,22.970000000000002,0.0,65.24,0.0,6.13,19.929684520709994,120.0,30.150000000000002,0.14994584985,0.0,7.6,10.5
2020-01-03 06:00:00,0.0,0.0,25.85,3.8101240496799997,38.4,50.79,0.0,0.15444422639999997,6.2,0.0,91.11,0.0,0.0,28.02,0.41984838021,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.14994584985,0.0,7.6,10.5
2020-01-03 07:00:00,0.0,0.0,25.85,3.8101240496799997,38.4,50.79,0.0,0.15444422639999997,6.2,0.0,91.11,0.0,0.0,28.02,0.41984838021,22.97,0.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.14994584985,0.0,7.6,10.5
2020-01-03 08:00:00,6.81,0.0,25.85,3.8101240496799997,38.4,50.79,0.0,0.15444422639999997,6.2,0.0,91.11,0.0,0.0,28.02,0.41984838021,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.14994584985,0.0,7.6,10.5
2020-01-03 09:00:00,6.81,0.0,25.85,3.8101240496799997,38.4,50.79,0.0,0.15444422639999997,6.2,0.0,91.11,0.0,0.0,28.02,0.41984838021,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.14994584985,0.0,7.6,10.5
2020-01-03 10:00:00,6.81,0.0,25.85,3.8101240496799997,38.4,50.79,0.0,0.15444422639999997,6.2,0.0,91.11,0.0,0.0,28.02,0.41984838021,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.14994584985,0.0,7.6,10.5
2020-01-03 11:00:00,6.81,0.0,25.85,3.8101240496799997,38.4,50.79,0.0,0.15444422639999997,6.2,0.0,91.11,0.0,0.0,28.02,0.41984838021,22.97,55.0,65.24,0.6667453574,6.13,25.39,120.0,30.15,0.14994584985,0.0,7.6,10.5
