,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-1.794319390297422,0.000287806022583633,19.5865,0.03890547190788887,,
NO,0.06360287740428014,2.1836987908802774,394.1192,0.8082958970059063,0.0001421706487804321,19.132,0.037643092614103583,3.633673658544e-05,1.2001416413500001
OR,0.10482489014144424,3.5989878948562497,754.8664,0.8947535007152937,0.0002545945514432306,36.644,0.06510013297080616,,
SU,0.043481341250036845,1.4928593829179324,277.5438,0.09126999257622188,0.00010311818108885422,13.472999999999999,0.02586866306225652,7.029180372800724e-06,0.6360346756640163
