,[68] - VALLE DE ZONGO - BOTIJILACA,[31] - ANGOSTURA,[73] - VALLE DE ZONGO - HARCA,[71] - VALLE DE ZONGO - SAINANI,[34] - KANATA,[76] - CHOJLLA,[77] - YANACACHI,[119] - PUNUTUMA,[32] - CHOQUETANGA,[30] - MIGUILLA,[66] - SISTEMA ZONGO,[26] - SANTA ISABEL,[67] - VALLE DE ZONGO - TIQUIMANI,[74] - VALLE DE ZONGO - CAHUA,[117] - KILPANI,[69] - VALLE DE ZONGO - CUTICUCHO,[27] - SAN JOSE 1,[25] - CORANI,[78] - SISTEMA QUEHATA,[33] - CARABUCO,[72] - VALLE DE ZONGO - CHURURAQUI,[29] - MISICUNI,[75] - VALLE DE ZONGO - HUAJI,[118] - LANDARA,[28] - SAN JOSE 2,[120] - SAN JACINTO,[70] - VALLE DE ZONGO - SANTA ROSA,[8] - QOLLPANA I,[106] - ARJ13,[104] - ARJ11,[13] - BUL01,[20] - CCERI30-31-32,[98] - CCWAR40-41-42,[89] - UNA01,[83] - GCH09,[97] - CCWAR30-31-32,[94] - WAR03,[107] - ARJ14,[80] - GCH02,[95] - WAR04,[85] - GCH11,[105] - ARJ12,[86] - GCH12,[115] - UYUNI_COLCHAK,[114] - CCSUR40-41-42,[112] - SUR04,[22] - CCERI50-51-52,[84] - GCH10,[4] - VHE05,[9] - QOLLPANA II,[12] - CAR03,[23] - ORURO I,[5] - VHE06,[93] - WAR02,[7] - VHE08,[24] - ORURO II,[15] - BUL03,[14] - BUL02,[116] - YUNCHARA,[35] - ALT01,[113] - CCSUR30-31-32,[37] - SBU01,[92] - WAR01,[103] - ARJ09,[79] - GCH01,[99] - ARJ08,[96] - WAR05,[90] - GBE01,[108] - ARJ15,[6] - VHE07,[21] - CCERI40-41-42
07/03/2020 17:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.360369859,6.2,2.55,0,91.11,9.72,28.02,0.979646224,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.34987365,0,7.6,17.55802097,1.226211324,0.31,0,0,0,124.05,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,13.12350537,52.36429533,0,0,55.97,1.958,6.7735884,4.362,9.027259091,0,0,1.958,9.027259091,0,8.646,0.594031,3.238,64.13985589,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
07/03/2020 18:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.360369859,6.2,2.55,0,91.11,9.72,28.02,0.979646224,22.97,55,65.24,1.19973,6.13,25.39,120,30.15,0.34987365,0,7.6,17.59,0.664590597,0.31,0,0,0,124.05,0,57.14,0,0,0.302,0,0,45.64491908,0.963965324,79.81,1.143558436,116.16,0,0,55.97,1.958,3.551733624,4.362,0.656347243,0,0,1.958,0.656347243,0,8.646,0.01488,3.238,116.16,0,0,1.49,0,16.96,0,0,0.32,1.958,125.66
07/03/2020 19:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.360369859,6.2,2.55,0,91.11,9.72,28.02,0.979646224,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.34987365,0,7.6,17.59,0.471624702,0.31,0,0,0,124.05,0,57.14,0,0,0.302,0,0,45.64491908,0.963965324,79.81,0,116.16,0,0,55.97,3.523001778,2.28902064,21.81,0,0,0,9.79,0,0,43.23,0,16.19,116.16,0,0,1.49,0,16.96,0,0,0.32,9.79,125.66
07/03/2020 20:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.360369859,6.2,2.55,0,91.11,9.72,28.02,0.979646224,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.34987365,0,7.6,17.59,0.444597591,0.31,0,0,0,124.05,0,57.14,0,0,0.302,0,0,45.64491908,0.963965324,79.81,0,116.16,0,0,55.97,3.523001778,2.11494048,21.81,0,0,0,9.79,0,0,43.23,0,16.19,116.16,0,0,1.49,0,16.96,0,0,0.32,9.79,125.66
07/03/2020 21:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.360369859,6.2,2.55,0,91.11,9.72,28.02,0.979646224,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.34987365,0,7.6,17.59,0.388199073,0.31,0,0,0,124.05,0,57.14,0,0,0.302,0,0,45.64491908,0.963965324,79.81,0,116.16,0,0,55.97,1.958,1.761726504,4.362,0,0,0,1.958,0,0,8.646,0,11.70661524,116.16,0,0,1.49,0,16.96,0,0,0.32,1.958,125.66
07/03/2020 22:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.360369859,6.2,2.55,0,91.11,9.72,28.02,0.979646224,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.34987365,0,7.6,17.59,0.379896378,0.31,0,0,0,124.05,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,0,108.1628694,0,0,55.97,1.958,1.711260672,4.362,0,0,0,1.958,0,0,8.646,0,3.238,116.16,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
07/03/2020 23:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.360369859,6.2,2.55,0,91.11,9.72,28.02,0.979646224,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.34987365,0,7.6,17.59,0.419449815,0.31,0,0,0,27.1723,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,0,47.3850232,0,0,55.97,1.958,1.955453448,4.362,0,0,0,1.958,0,0,8.646,0,3.238,116.16,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 00:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.450556431,0.31,0,0,0,18.6075,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,0,39.3908,1.958,2.1531114,4.362,0,0,0,1.958,0,0,8.646,0,3.238,109.0233935,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 01:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.490651818,0.31,0,0,0,18.6075,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,0,8.3955,1.958,2.412796608,4.362,0,0,0,1.958,0,0,8.646,0,3.238,47.60765394,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 02:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.513986259,0.31,0,0,0,18.6075,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,0,8.3955,1.958,2.565534072,4.362,0,0,0,1.958,0,0,8.646,0,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 03:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.495437271,0.31,0,0,0,18.6075,0,22.62380106,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,0,8.3955,1.958,2.4440484,4.362,0,0,0,1.958,0,0,8.646,0,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 04:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.450129012,0.31,0,0,0,18.6075,0,8.571,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,0,8.3955,1.958,2.150369136,4.362,0,0,0,1.958,0,0,8.646,0,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 05:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,0,0.426625467,0.31,0,0,0,18.6075,0,8.571,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,0,8.3955,1.958,2.000673696,4.362,0,0,0,1.958,0,0,8.646,0,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 06:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.19973,6.13,25.39,120,30.15,0.369866429,0,7.6,0,0.389755611,0.31,0,0,0,18.6075,0,8.571,0,0,0.302,0,0,11.4,0.32,79.81,1.321098799,17.424,0,0,8.3955,1.958,1.771238208,4.362,0.437140411,0,0,1.958,0.437140411,0,8.646,0.109882,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,99.60384755
08/03/2020 07:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,0,0.470301915,0.31,0,0,0,18.6075,0,8.571,0,0,0.302,0,0,11.4,0.32,79.81,14.2281379,17.424,0,0,8.3955,1.958,2.28044856,4.362,8.309991666,0,0,1.958,8.309991666,0,8.646,0.780855,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 08:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,0,0.742571511,0.31,0,0,0,18.6075,0,8.571,0,0,0.302,0,0,11.4,0.32,79.81,26.41966229,17.424,0,0,26.9179,1.958,4.048426176,4.362,21.34815578,0,0,1.958,21.34815578,0,8.646,1.641778,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,121.1243118
08/03/2020 09:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,0,0.802880118,0.31,0,0,0,18.6075,0,8.571,0,0,0.302,0,0,11.4,0.32,79.81,35.42698061,17.424,0,0,55.9279,1.958,4.422006528,4.362,28.75319149,0,0,1.958,28.75319149,0,8.646,2.197567,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 10:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,0,0.811206633,0.31,0,0,0,18.6075,0,8.571,0,0,0.302,0,0,11.4,0.32,79.81,41.43599358,17.49207504,0,0,55.97,1.958,4.4728062,4.362,32.50232417,0,0,1.958,32.50232417,0,8.646,2.57522,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 11:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,0,0.900110973,0.31,0,0,0,31.719,0,8.571,0,0,0.302,0,0,11.4,0.32,79.81,44.91970385,17.49207504,0,0,55.97,1.958,5.003159784,4.362,34.84066674,0,0,1.958,34.84066674,0,8.646,2.768762,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 12:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,0,0.990290106,0.31,0,0,0,41.9896,0,8.571,0,0,0.302,0,0,11.4,0.32,79.81,45.861793,17.49207504,0,0,55.97,1.958,5.518925904,4.362,33.73754216,0,0,1.958,33.73754216,0,8.646,2.715526,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 13:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0.863616963,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,0,1.092566091,0.31,0,0,0,70.8054,0,8.571,0,0,0.302,0,0,11.4,0.32,79.81,44.40972033,17.49207504,0,0,55.97,1.958,6.07851348,4.362,31.54556485,0,0,1.958,31.54556485,0,8.646,2.549101,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 14:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0.863616963,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,0,1.160422428,0.31,0,0,0,90.0254,0,8.571,0,0,0.302,0,0,11.4,0.32,79.81,40.39236099,17.49207504,0,41.88666662,55.97,1.958,6.436188768,4.362,27.13151522,0,0,1.958,27.13151522,0,8.646,2.12283,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 15:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,0,1.15324224,0.31,0,0,0,97.4454,0,8.571,0,0,0.302,0,0,11.4,0.32,79.81,33.76769098,17.49207504,0,41.88666662,55.97,1.958,6.398821296,4.362,21.28547324,0,0,1.958,21.28547324,0,8.646,1.529872,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 16:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,1.158024909,0.31,0,0,0,124.05,0,8.571,0,0,0.302,0,0,11.4,0.32,79.81,24.19745226,17.49207504,0,41.88666662,55.97,1.958,6.423723744,4.362,14.02367017,0,0,1.958,14.02367017,0,8.646,0.953753,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 17:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.89896083,0.31,0,0,0,124.05,0,40.85035506,0,0,0.302,0,0,11.4,0.32,79.81,12.20742923,17.49207504,0,41.88666662,55.97,1.958,4.99643916,4.362,6.002209202,0,0,1.958,6.002209202,0,8.646,0.349697,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 18:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.19973,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.560183748,0.31,0,0,0,124.05,0,50.79027449,0,0,0.302,0,0,11.4,0.32,79.81,0.930488559,116.16,0,41.88666662,55.97,1.958,2.869396944,4.362,0.34411881,0,0,1.958,0.34411881,0,8.646,0.002625,3.238,116.16,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 19:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.591827169,1.55,0,0,0,124.05,0,57.14,0,0,1.51,0,0,45.64491908,1.6,79.81,0,116.16,0,41.88666662,55.97,4.853621329,3.077483952,4.362,0,0,0,1.958,0,0,17.60167787,0,3.238,116.16,0,0,1.49,0,12.59596532,0,0,1.6,1.958,125.66
08/03/2020 20:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.641679882,1.55,0,0,0,124.05,0,57.14,0,0,1.51,0,0,45.64491908,1.6,79.81,0,116.16,0,41.88666662,55.97,4.853621329,3.403309104,4.362,0,0,0,1.958,0,0,8.646,0,3.238,116.16,0,0,1.49,0,12.59596532,0,0,1.6,1.958,125.66
08/03/2020 21:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.583456206,0.31,0,0,0,124.05,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,0,93.35817623,0,83.77333338,55.97,1.958,3.022495536,4.362,0,0,0,1.958,0,0,8.646,0,3.238,116.16,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 22:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.59631492,0.31,0,0,0,124.05,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,83.77333338,55.97,1.958,3.106938864,4.362,0,0,0,1.958,0,0,8.646,0,3.238,94.22687419,0,0,0.298,0,3.392,0,0,0.32,1.958,125.66
08/03/2020 23:00,6.81,6.23,25.85,10.5,5.97524216,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.618641022,0.31,0,0,0,18.6075,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,83.77333338,55.97,1.958,3.253148736,4.362,0,0,0,1.958,0,0,8.646,0,3.238,94.22687419,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 00:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.594463578,0.31,0,0,0,18.6075,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,83.77333338,55.97,1.958,3.09479004,4.362,0,0,0,1.958,0,0,8.646,0,3.238,90.11486439,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 01:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.519651864,0.31,0,0,0,18.6075,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,83.77333338,11.23895178,1.958,2.602728912,4.362,0,0,0,1.958,0,0,8.646,0,3.238,21.42967079,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 02:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.478278357,0.31,0,0,0,18.6075,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,83.77333338,11.23895178,1.958,2.332207752,4.362,0,0,0,1.958,0,0,8.646,0,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 03:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.45269769,0.31,0,0,0,18.6075,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,83.77333338,11.23895178,1.958,2.16685908,4.362,0,0,0,1.958,0,0,8.646,0,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 04:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,0,0.42149199,0.31,0,0,0,18.6075,0,43.50289516,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,125.66,11.23895178,1.958,1.968297792,4.362,0,0,0,1.958,0,0,8.646,0,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 05:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.410338176,0.31,0,0,0,18.6075,0,43.50289516,0,0,0.302,0,0,11.4,0.32,79.81,0,17.424,0,125.66,55.97,1.958,1.898403384,4.362,0,0,0,1.958,0,0,8.646,0,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 06:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.19973,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.447783135,0.31,0,0,0,103.0161852,0,43.50289516,0,0,0.302,0,0,11.4,0.32,79.81,0.907559633,17.424,0,125.66,55.97,1.958,2.135330064,4.362,0.289578904,0,0,1.958,0.289578904,0,8.646,0.066006,3.238,17.424,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 07:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.461115456,0.31,0,0,0,124.05,0,43.50289516,0,0,0.302,0,0,11.4,0.32,79.81,10.55855202,17.424,0,125.66,55.97,1.958,2.221054152,4.362,5.866209007,0,0,1.958,5.866209007,0,8.646,0.778463,3.238,50.04863891,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 08:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.662267562,0.31,0,0,0,124.05,0,57.14,0,0,0.302,0,0,11.4,0.32,79.81,22.48549205,33.58782354,0,125.66,55.97,1.958,3.536729496,4.362,14.47397622,0,0,1.958,14.47397622,0,8.646,1.863803,3.238,116.16,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 09:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.664590597,0.31,0,0,0,124.05,0,57.14,0,0,0.302,0,0,17.47,0.32,79.81,29.47339293,33.58782354,0,125.66,55.97,1.958,3.551733624,4.362,22.14139339,0,0,1.958,22.14139339,0,8.646,2.414175,3.238,116.16,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 10:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.513986259,0.31,0,0,0,124.05,0,57.14,41.34999996,0,0.302,0,0,15.58020004,0.32,79.81,34.18137525,33.58782354,0,125.66,55.97,1.958,2.565534072,4.362,26.86816256,0,0,1.958,26.86816256,0,8.646,2.68411,3.238,116.16,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 11:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.444809481,0.31,0,0,0,124.05,0,57.14,57.1064,0,0.302,0,0,11.4,0.32,79.81,37.68279817,33.58782354,0,125.66,55.97,1.958,2.116295544,4.362,31.24548885,0,0,1.958,31.24548885,0,8.646,2.855649,3.238,116.16,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 12:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.450342687,0.31,0,0,0,124.05,0,57.14,56.9664,0,0.302,0,0,11.4,0.32,79.81,39.27770745,24.88785795,0,125.66,55.97,1.958,2.151739968,4.362,33.15577583,0,0,1.958,33.15577583,0,8.646,2.551537,3.238,116.16,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 13:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,0,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.500948484,0.31,0,0,0,124.05,0,57.14,116.3240805,0,0.302,0,0,11.4,0.32,79.81,37.67331068,24.88785795,0,125.66,55.97,1.958,2.48009004,4.362,31.85911955,0,0,1.958,31.85911955,0,8.646,2.24261,3.238,116.16,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 14:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.553924353,0.31,0,0,0,124.05,0,57.14,124.05,0,0.302,0,0,11.4,0.32,79.81,33.23916196,48.36148087,0,125.66,55.97,1.958,2.828190096,4.362,28.53931072,0,0,1.958,28.53931072,0,8.646,1.989358,3.238,116.16,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 15:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.593144145,0.31,0,0,0,124.05,0,57.14,124.05,0,0.302,0,0,11.4,0.32,79.81,26.46717576,61.81198065,0,125.66,55.97,1.958,3.086129736,4.362,22.71389187,0,0,1.958,22.71389187,0,8.646,1.502243,3.238,116.16,0,0,0.298,0,3.392,0,0,0.32,1.958,0
09/03/2020 16:00,6.81,6.23,25.85,10.5,4.245566793,38.4,50.79,0.380962423,6.2,2.55,0,91.11,9.72,28.02,1.035625998,22.97,55,65.24,1.200141641,6.13,25.39,120,30.15,0.369866429,0,7.6,17.59,0.584497155,0.31,0,0,0,124.05,0,57.14,124.05,0,0.302,0,0,11.4,0.32,79.81,17.24406882,61.81198065,0,125.66,55.97,1.958,3.029336448,4.362,15.37890717,0,0,1.958,15.37890717,0,8.646,0.856219,3.238,116.16,0,0,0.298,0,3.392,0,0,0.32,1.958,0
