,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-2.9124336189884086,0.0003081063176849967,19.5865,0.036406540183033784,0.00022283460779636664,45.51665966472143
NO,0.06360287740428014,2.1836987908802774,394.1192,0.6981212424561166,0.00022733630022444694,19.132,0.03617547425606708,0.00014424419314170003,1.33349071283
OR,0.10482489014144424,3.5989878948562497,754.8664,1.6492474143520366,0.00013309949067313057,36.644,0.06083708199463169,,
SU,0.043481341250036845,1.4928593829179324,277.5438,0.5650649621802558,0.00014616379054261836,13.472999999999999,0.024746931059484674,5.178222504894705e-05,18.487904138315777
