,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-3.013526998772354,0.00021308442977493127,19.5865,0.036312575141963954,0.00881092963603385,90.69235837226
NO,0.06360287740428014,2.1836987908802774,394.1192,0.6398525241006789,0.00020460490924493674,19.132,0.03599715892861824,0.0002917375305254592,1.2001416413500001
OR,0.10482489014144424,3.5989878948562497,754.8664,1.7145546446462592,0.0002684529615057571,24.575080915948348,0.061436977039739916,,
SU,0.043481341250036845,1.4928593829179324,277.5438,0.6591198300254152,0.0001266260045034661,13.472999999999999,0.024412237665182066,0.004117461247192822,46.06004111902
