,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-2.9734265265448547,0.0002407817602523223,19.5865,0.03685478627028536,0.01625882697859489,96.11298045267999
NO,0.06360287740428014,2.1836987908802774,394.1192,0.4869578045343698,0.0001683868788418276,19.132,0.036010732673952266,0.00044981801702438456,1.2668161770900002
OR,0.10482489014144424,3.5989878948562497,754.8664,1.786488727233395,0.00027273138647301295,24.467195398492805,0.061579875735222486,,
SU,0.043481341250036845,1.4928593829179324,277.5438,0.6999799947770898,0.0001749209208151368,13.472999999999999,0.024838965780293015,0.009323986055508746,52.46229419403
