,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-3.031905871868516,0.00030462697847096187,19.5865,0.036742690950862314,,
NO,0.06360287740428014,2.1836987908802774,394.1192,0.5621733388534892,0.00013833725802538303,16.826018049932998,0.0361375612551192,0.0002217890212760706,1.97
OR,0.10482489014144424,3.5989878948562497,754.8664,1.7753825907877658,0.0001402266669476017,21.515080915948317,0.06097836067488072,,
SU,0.043481341250036845,1.4928593829179324,277.5438,0.6943499422272619,0.00014187234970522132,13.472999999999999,0.024659719345960257,,
