,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-2.984082520923095,0.00027907992594687473,19.5865,0.03663400388451848,0.002110336600785857,80.32320568646
NO,0.06360287740428014,2.1836987908802774,394.1192,0.7134636850602696,0.00020521101498489414,19.132,0.03602014880505859,0.00018220960789943092,1.33349071283
OR,0.10482489014144424,3.5989878948562497,754.8664,1.6653191935087794,0.0001454711676623568,17.815080874598337,0.061050030423188836,,
SU,0.043481341250036845,1.4928593829179324,277.5438,0.6052996423540455,0.00018317192823716016,13.472999999999999,0.0246129652290903,0.001014571699148517,41.859610221115986
