,OR -> CE,SU -> CE,NO -> CE,CE -> OR,CE -> NO,CE -> SU
2020-01-01 00:00:00,0.0,0.0,0.0,159.62702340923602,51.63819464259997,105.45017413164402
2020-01-01 01:00:00,0.0,0.0,0.0,165.48592015054595,21.86751547928999,91.621574131644
2020-01-01 02:00:00,0.0,0.0,0.0,220.09279758523599,0.24412464259997524,79.67527413164403
2020-01-01 03:00:00,0.0,0.0,0.0,224.88429999999994,1.42115464260002,143.13986645988
2020-01-01 04:00:00,0.0,0.0,15.266745357400008,196.46499999999997,0.0,134.29166645988
2020-01-01 05:00:00,0.0,0.0,0.0,195.6825197790775,20.95555464260002,117.12887948889197
2020-01-01 06:00:00,0.0,0.0,0.0,200.04582864911282,13.562454642600017,117.55858069587198
2020-01-01 07:00:00,0.0,0.0,0.0,210.58832864911284,23.47245464260002,106.94379236391197
2020-01-01 08:00:00,0.0,0.0,0.0,235.65582864911275,34.552454642599976,88.89320810405681
2020-01-01 09:00:00,0.0,0.0,0.0,236.16322864911277,49.45245464260002,91.63442420876717
2020-01-01 10:00:00,0.0,0.0,0.0,239.4244945325373,48.212170951670686,89.033009975872
2020-01-01 11:00:00,0.0,0.0,0.0,249.97292870385863,32.066738333529344,95.50858359789201
2020-01-01 12:00:00,0.0,0.0,0.0,268.4547658286786,7.296118103458671,92.23303813354258
2020-01-01 13:00:00,0.0,0.0,0.0,272.5,1.2769181034585735,98.46886398622141
2020-01-01 14:00:00,0.0,0.0,15.224539042226636,272.5,0.0,101.45708229591197
2020-01-01 15:00:00,0.0,0.0,19.668749894431983,272.5,0.0,106.567359466912
2020-01-01 16:00:00,0.0,0.0,18.142045357400008,272.5,0.0,102.50876991507997
2020-01-01 17:00:00,0.0,0.0,11.673945357399997,265.0764,0.0,76.52681465611626
2020-01-01 18:00:00,0.0,0.0,0.0,216.69802852067366,11.369515479290005,100.91070823311627
2020-01-01 19:00:00,0.0,0.0,0.0,136.947699846236,46.15325464259999,106.717774131644
2020-01-01 20:00:00,0.0,0.0,0.0,139.21252977099982,45.063254642599915,108.95777413164403
2020-01-01 21:00:00,0.0,0.0,0.0,165.99635135523596,37.903254642600004,110.313574131644
2020-01-01 22:00:00,0.0,0.0,0.0,237.45737007523604,7.147554642599971,92.69777413164398
2020-01-01 23:00:00,0.0,0.0,34.80334535739999,272.5,0.0,111.78215033187993
2020-01-02 00:00:00,0.0,0.0,46.502445357400006,235.28509999999997,0.0,139.02739179475205
2020-01-02 01:00:00,0.0,0.0,48.64852536883933,227.01039999999998,0.0,134.90531726861937
2020-01-02 02:00:00,0.0,0.0,16.428815633443968,203.88672511434797,0.0,137.143765318528
2020-01-02 03:00:00,0.0,0.0,0.0,187.59677488565188,7.722454642600016,132.44376531852805
2020-01-02 04:00:00,0.0,0.0,0.0,202.92039999999992,6.060786277252092,127.74796531852802
2020-01-02 05:00:00,0.0,0.0,0.0,175.50039999999996,22.092454642600007,124.183765318528
2020-01-02 06:00:00,0.0,0.0,0.0,190.10829999999993,12.48381547929003,122.79658347409
2020-01-02 07:00:00,0.0,0.0,3.3258453574000058,218.63818112424798,0.0,107.84851340673201
2020-01-02 08:00:00,0.0,0.0,0.0,243.3919340670279,24.48025464259999,100.15731038675203
2020-01-02 09:00:00,0.0,0.0,0.0,250.13258399618,26.983254642600034,56.70173485419994
2020-01-02 10:00:00,0.0,0.0,0.0,246.22262224522,37.37325464259999,57.93845705615995
2020-01-02 11:00:00,0.0,0.0,0.0,238.7277591707301,40.50031547929002,68.42986902015993
2020-01-02 12:00:00,0.0,0.0,0.0,247.80573166827355,37.939515479289994,60.43935965919995
2020-01-02 13:00:00,0.0,0.0,0.0,272.5,38.392454642599986,70.62462964017995
2020-01-02 14:00:00,0.0,0.0,0.0,272.5,43.67918056205995,55.75762761848404
2020-01-02 15:00:00,0.0,0.0,0.0,251.35236184185595,37.734655199799924,65.66283795252403
2020-01-02 16:00:00,0.0,0.0,0.0,225.90236184185596,38.722454642599985,75.14221710252406
2020-01-02 17:00:00,0.0,0.0,0.0,166.61750405394554,40.282454642600015,106.71487290952402
2020-01-02 18:00:00,0.0,0.0,0.0,106.82148091594833,59.97245464260004,113.11510219548404
2020-01-02 19:00:00,0.0,0.0,0.0,34.52086054095976,88.25325464259997,115.08292643750403
2020-01-02 20:00:00,0.0,0.0,0.0,46.710120475675936,84.17325464260001,114.76292643750403
2020-01-02 21:00:00,0.0,0.0,0.0,84.94819999999991,63.826028165939974,121.93869176184003
2020-01-02 22:00:00,0.0,0.0,0.0,157.08591637034,20.118654642600003,108.89989176184001
2020-01-02 23:00:00,0.0,0.0,27.384945357400003,244.35986327933998,0.0,96.18969176184001
2020-01-03 00:00:00,0.0,0.0,44.28139036070994,221.49785782333996,0.0,100.52859988726999
2020-01-03 01:00:00,0.0,0.0,56.44048452070998,241.07621637033998,0.0,98.82859988726997
2020-01-03 02:00:00,0.0,0.0,57.64697107470988,233.67191637033994,0.0,112.08621242426989
2020-01-03 03:00:00,0.0,0.0,34.243265234709895,215.31257285734,0.0,110.4166124242699
2020-01-03 04:00:00,0.0,0.0,18.94697107470987,204.55245988334,0.0,115.10621242426988
2020-01-03 05:00:00,0.0,0.0,0.0,181.41191637034004,3.699515479290035,107.64192842426988
2020-01-03 06:00:00,0.0,0.0,12.647545357399991,199.71191637034002,0.0,98.85201775275996
2020-01-03 07:00:00,0.0,0.0,0.0,210.15464631302004,15.572154642599987,56.48037051684001
2020-01-03 08:00:00,0.0,0.0,0.0,231.61268351046,34.06245464259996,58.84749500683999
