,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-2.9727486215083143,0.00027787076055190796,19.5865,0.03645489537498384,0.001141532643657469,74.36558369364141
NO,0.06360287740428014,2.1836987908802774,394.1192,0.8595234295574639,0.0003098080972382627,19.132,0.03613881882140279,0.00016191217389959986,1.32237828955
OR,0.10482489014144424,3.5989878948562497,754.8664,1.6074120716584104,0.00015982905972615984,19.496365715902968,0.06097270755506567,,
SU,0.043481341250036845,1.4928593829179324,277.5438,0.5058131202924404,0.0001788416881642853,13.472999999999999,0.024445608367241238,0.000396288316926138,40.702389908755976
