,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-3.0208319086790683,0.0003113972418558568,19.5865,0.03708287275559381,0.006554312243414053,90.69235837226
NO,0.06360287740428014,2.1836987908802774,394.1192,0.5659706876665587,0.0001399386086205023,19.132,0.036386250976099044,0.00038345157829033645,1.97
OR,0.10482489014144424,3.5989878948562497,754.8664,1.7931269064863713,0.0002584399175557523,24.968371523971,0.0603566104709586,,
SU,0.043481341250036845,1.4928593829179324,277.5438,0.6617343145261382,0.00016263022376236056,13.472999999999999,0.024730990291027228,0.0036226712767571034,46.06004111902
