,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-3.979954196986394,9.415436186025176e-05,19.5865,0.03965909329692108,0.7329636427829451,733.38896489406
NO,0.06360287740428014,2.1836987908802774,394.1192,0.9660847014961431,0.00010232219661288408,13.333315138152415,0.03768105119472818,0.1928016096311635,262.81903800072996
OR,0.10482489014144424,3.5989878948562497,754.8664,1.9787701643277635,7.757313931903969e-05,25.966928291822306,0.06573791034932056,,
SU,0.043481341250036845,1.4928593829179324,277.5438,1.0350993311624876,8.19171190044395e-05,13.472999999999999,0.025896652725883488,0.03206860538862344,55.976172044190015
