,CE,NO,OR,SU
2020-02-06 22:00:00,291.8814,290.74839999999995,454.95099999999996,170.5268
2020-02-06 23:00:00,262.67369,243.05425,413.51410000000004,154.71630000000002
2020-02-07 00:00:00,235.5404,207.53779,382.62440000000004,138.5144
2020-02-07 01:00:00,225.055,189.85166,362.99260000000004,133.9206
2020-02-07 02:00:00,219.905,182.8559,352.7029,131.2117
2020-02-07 03:00:00,217.8141,181.8362,349.4069,128.4204
2020-02-07 04:00:00,221.43970000000002,185.9974,348.9022,130.2229
2020-02-07 05:00:00,241.73069999999998,211.62380000000002,347.3881,133.67340000000002
2020-02-07 06:00:00,254.822,268.2841,369.3992,135.8364
2020-02-07 07:00:00,254.81169999999997,269.1081,419.24089999999995,135.32139999999998
2020-02-07 08:00:00,274.186,286.63870000000003,488.8998,142.37689999999998
2020-02-07 09:00:00,278.718,296.6091,514.6498,147.66080000000002
2020-02-07 10:00:00,280.8398,302.39152,536.2489,152.33700000000002
2020-02-07 11:00:00,271.9509,302.23084,542.398,152.96529999999998
2020-02-07 12:00:00,265.0293,288.52772000000004,536.2900999999999,146.9604
2020-02-07 13:00:00,274.2993,291.40039,574.2764999999999,151.5439
2020-02-07 14:00:00,289.03860000000003,298.85965,608.2047,160.886
2020-02-07 15:00:00,291.0574,297.49078000000003,606.3403999999999,155.5094
2020-02-07 16:00:00,288.2867,295.78922,575.564,156.63209999999998
2020-02-07 17:00:00,296.4752,309.36256,522.6426,155.3961
2020-02-07 18:00:00,324.3779,343.97262,545.0863,162.6473
2020-02-07 19:00:00,355.968,352.18069,558.7235000000001,188.2737
2020-02-07 20:00:00,343.3402,347.74962999999997,545.0245,189.3655
2020-02-07 21:00:00,317.9198,318.73762,523.8065,180.41479999999999
2020-02-07 22:00:00,292.94230000000005,275.78765,493.5245,156.7248
2020-02-07 23:00:00,259.56,236.74241,461.2855,137.93759999999997
2020-02-08 00:00:00,233.43919999999997,209.01378,425.2973,136.3926
2020-02-08 01:00:00,227.3519,198.27088,401.9266,132.8288
2020-02-08 02:00:00,226.5794,191.56557999999998,385.426,126.4943
2020-02-08 03:00:00,222.8817,189.20069999999998,377.1757,126.18530000000001
2020-02-08 04:00:00,229.0514,195.8545,371.8197,128.54399999999998
2020-02-08 05:00:00,241.81310000000002,207.7716,362.1068,132.1181
2020-02-08 06:00:00,235.69490000000002,217.34751,352.466,125.6909
2020-02-08 07:00:00,249.981,248.0034,396.19980000000004,131.3456
2020-02-08 08:00:00,266.6155,273.85331,463.0365,139.9564
2020-02-08 09:00:00,276.6271,285.38107,489.5281,144.4266
2020-02-08 10:00:00,280.98400000000004,288.31966,484.1,145.49779999999998
2020-02-08 11:00:00,272.72339999999997,286.14945,461.6666,145.3639
2020-02-08 12:00:00,259.6424,275.38595,434.1038,134.37380000000002
2020-02-08 13:00:00,248.6935,267.44774,434.69089999999994,136.6295
2020-02-08 14:00:00,257.397,270.6943,434.9278,138.73069999999998
2020-02-08 15:00:00,257.9326,270.8385,431.0653,136.40290000000002
2020-02-08 16:00:00,258.29310000000004,271.59657999999996,425.68870000000004,138.0509
2020-02-08 17:00:00,279.6141,287.95709999999997,406.2217,138.4114
2020-02-08 18:00:00,307.7743,310.70980000000003,461.0795,165.0163
2020-02-08 19:00:00,344.8646,347.25419999999997,481.9576,186.28580000000002
2020-02-08 20:00:00,337.79879999999997,342.60272000000003,481.40139999999997,178.05610000000001
2020-02-08 21:00:00,318.6614,319.6502,464.9729,176.0991
2020-02-08 22:00:00,287.2876,284.06370000000004,432.3322,159.547
2020-02-08 23:00:00,260.3943,244.3263,389.29879999999997,145.642
2020-02-09 00:00:00,238.87759999999997,214.2915,360.5721,138.8028
2020-02-09 01:00:00,227.61970000000002,199.56662,340.49739999999997,134.5077
2020-02-09 02:00:00,223.11860000000001,190.18229,328.3743,126.1647
2020-02-09 03:00:00,212.27270000000001,184.85101,321.154,125.2686
2020-02-09 04:00:00,211.9534,184.38647999999998,316.30269999999996,125.3819
2020-02-09 05:00:00,219.62689999999998,185.9768,312.6462,126.587
2020-02-09 06:00:00,191.3328,178.9007,283.2088,122.2507
2020-02-09 07:00:00,210.7895,203.39925,294.11650000000003,119.4903
2020-02-09 08:00:00,221.3161,225.31353000000001,308.176,123.0541
2020-02-09 09:00:00,216.12490000000003,238.5068,330.0326,128.3277
2020-02-09 10:00:00,220.59509999999997,241.5659,345.01910000000004,124.3519
2020-02-09 11:00:00,242.69889999999998,240.2166,367.9469,121.87989999999999
2020-02-09 12:00:00,215.5172,240.2784,371.6343,125.90719999999999
2020-02-09 13:00:00,217.27849999999998,236.43650000000002,386.4663,126.6488
2020-02-09 14:00:00,227.9287,238.5995,397.8272,133.6837
2020-02-09 15:00:00,221.8311,250.5166,389.81379999999996,132.8597
2020-02-09 16:00:00,219.60835999999998,260.5797,403.79089999999997,133.154184313
2020-02-09 17:00:00,226.56601,268.315,393.4703,140.276733914
2020-02-09 18:00:00,208.8222,313.9131,454.9201,158.442848858
2020-02-09 19:00:00,318.8365,353.8565,472.81120000000004,183.6593
2020-02-09 20:00:00,314.4693,349.6644,472.8318,184.7305
2020-02-09 21:00:00,292.2522,317.652,458.4839,175.5223
2020-02-09 22:00:00,259.7454,270.375,430.2207,158.4861
2020-02-09 23:00:00,230.4934,222.8096,392.5845,143.1082
2020-02-10 00:00:00,210.9852,193.78522999999998,362.0553,132.30349999999999
2020-02-10 01:00:00,200.2423,173.8537,343.99940000000004,129.4401
2020-02-10 02:00:00,195.75150000000002,168.4359,331.9587,126.45309999999999
2020-02-10 03:00:00,194.773,166.6952,326.36580000000004,125.4849
2020-02-10 04:00:00,199.9127,172.2572,323.7187,127.2565
2020-02-10 05:00:00,225.7966,207.8025,335.2032,140.34779999999998
2020-02-10 06:00:00,251.2685,292.0668,356.1946,145.84799999999998
2020-02-10 07:00:00,243.0079,269.30379999999997,375.332,142.8198
2020-02-10 08:00:00,254.4409,276.6786,435.19559999999996,146.7338
2020-02-10 09:00:00,261.3007,291.3458,456.9389,152.96529999999998
2020-02-10 10:00:00,269.75699999999995,300.5849,461.5327,155.53
2020-02-10 11:00:00,265.76059999999995,310.8128,451.346,154.4279
2020-02-10 12:00:00,250.66080000000002,291.8299,444.4862,152.1619
2020-02-10 13:00:00,257.7369,282.6114,481.9576,150.93619999999999
2020-02-10 14:00:00,270.9415,291.7578,522.9825,154.7987
2020-02-10 15:00:00,269.8703,286.2164,528.596,151.90439999999998
2020-02-10 16:00:00,270.4677,290.62480000000005,508.01660000000004,147.7226
2020-02-10 17:00:00,272.5586,301.1926,473.285,150.0607
2020-02-10 18:00:00,292.49940000000004,317.38419999999996,503.7833,161.9469
2020-02-10 19:00:00,349.5305,370.079,502.022,192.87779999999998
2020-02-10 20:00:00,340.9403,364.0432,508.76849999999996,193.022
2020-02-10 21:00:00,316.9001,331.5261,482.555,184.2052
2020-02-10 22:00:00,278.8107,282.92040000000003,442.0863,164.24380000000002
2020-02-10 23:00:00,246.7159,231.12169999999998,402.8742,145.16819999999998
2020-02-11 00:00:00,229.7003,200.5822,372.38620000000003,140.2036
2020-02-11 01:00:00,217.7935,185.06009999999998,351.4875,136.3411
2020-02-11 02:00:00,210.4805,178.65349999999998,341.754,133.7352
2020-02-11 03:00:00,209.5844,176.8201,335.471,135.8364
2020-02-11 04:00:00,213.1482,179.78650000000002,333.4625,141.213
2020-02-11 05:00:00,237.9197,207.7304,343.3299,156.4467
2020-02-11 06:00:00,255.7284,256.3979,353.0428,167.8488
2020-02-11 07:00:00,253.1328,264.2568,386.8474,171.7319
2020-02-11 08:00:00,267.4807,280.22180000000003,443.9403,176.8613
2020-02-11 09:00:00,277.276,288.7811,452.4172,186.83169999999998
2020-02-11 10:00:00,280.8707,296.7224,456.2282,187.6145
2020-02-11 11:00:00,273.0118,292.5303,437.8221,181.9598
2020-02-11 12:00:00,259.2098,276.8846,419.6529,181.1667
2020-02-11 13:00:00,271.68309999999997,285.1452,420.6005,185.06009999999998
2020-02-11 14:00:00,284.898,297.979,450.1718,186.7493
2020-02-11 15:00:00,284.98040000000003,296.99019999999996,459.1431,188.3046
2020-02-11 16:00:00,286.0104,298.6588,457.5775,193.96959999999999
2020-02-11 17:00:00,287.5863,301.6767,432.0747,197.4819
2020-02-11 18:00:00,310.236,321.07160000000005,464.2004,212.3139
2020-02-11 19:00:00,358.87260000000003,372.4171,480.7525,239.0218
2020-02-11 20:00:00,348.81980000000004,367.5761,475.6334,238.05360000000002
2020-02-11 21:00:00,311.58529999999996,342.5059,439.2744,227.61970000000002
2020-02-11 22:00:00,288.17339999999996,284.6199,417.8401,211.2118
2020-02-11 23:00:00,255.57389999999998,233.398,385.4054,176.4493
2020-02-12 00:00:00,214.7653,195.8957,353.9698,160.2474
2020-02-12 01:00:00,215.21849999999998,179.6732,336.4289,157.6724
2020-02-12 02:00:00,207.0815,172.0821,324.42940000000004,170.6092
2020-02-12 03:00:00,199.2741,169.62040000000002,308.3408,172.8031
2020-02-12 04:00:00,205.6189,174.6159,328.7039,175.70770000000002
2020-02-12 05:00:00,232.0178,211.58259999999999,339.8691,181.3109
2020-02-12 06:00:00,257.36404,276.555,351.03430000000003,187.93812909
2020-02-12 07:00:00,256.76767,272.8985,394.95349999999996,177.695960603
2020-02-12 08:00:00,269.39238,285.3718,459.2255,170.25597087300002
2020-02-12 09:00:00,273.1148,292.81870000000004,483.894,181.12018550899998
2020-02-12 10:00:00,276.19964999999996,299.6579,510.4268,189.10285102999998
2020-02-12 11:00:00,277.55100999999996,300.4304,520.0058,197.343663288
2020-02-12 12:00:00,264.26092,280.1497,524.9498,190.103505609
2020-02-12 13:00:00,268.69919,286.134,561.8341,191.824213618
2020-02-12 14:00:00,287.08263,299.31800000000004,598.8111,216.65919241499998
2020-02-12 15:00:00,284.52823,299.36949999999996,589.9943,203.321556894
2020-02-12 16:00:00,271.60482,301.0381,586.5644,200.600544609
2020-02-12 17:00:00,287.4009,307.6404,536.5269999999999,203.365095303
2020-02-12 18:00:00,305.64014,322.36940000000004,542.5937,220.317
2020-02-12 19:00:00,366.66970000000003,366.4328,572.0517,250.7741
2020-02-12 20:00:00,362.18919999999997,361.8287,567.0253,245.8507
2020-02-12 21:00:00,324.0998,331.4849,546.9608999999999,240.0415
2020-02-12 22:00:00,299.4107,293.3234,512.5177,219.9565
2020-02-12 23:00:00,253.1328,239.5574,458.6075,195.2983
2020-02-13 00:00:00,232.7594,206.18540000000002,419.8589,186.2343
2020-02-13 01:00:00,219.62689999999998,191.9405,391.3691,181.5787
2020-02-13 02:00:00,212.3139,183.74169999999998,372.5201,175.67680000000001
2020-02-13 03:00:00,210.2642,181.9186,361.4064,175.1618
2020-02-13 04:00:00,215.4863,184.93650000000002,358.8211,175.6665
2020-02-13 05:00:00,237.8579,215.35240000000002,353.6093,177.16
2020-02-13 06:00:00,260.0441,272.3011,367.68940000000003,177.3866
2020-02-13 07:00:00,257.7575,272.4041,413.5862,181.06369999999998
2020-02-13 08:00:00,265.6782,289.7596,484.8931,189.0668
2020-02-13 09:00:00,280.572,291.7578,511.7967,191.0135
2020-02-13 10:00:00,291.41790000000003,299.3283,538.278,186.0077
2020-02-13 11:00:00,283.0852,297.5979,543.3044,200.747
2020-02-13 12:00:00,271.4668,280.8707,541.8933000000001,185.90470000000002
2020-02-13 13:00:00,282.2818,292.005,574.5649000000001,191.4152
2020-02-13 14:00:00,294.5697,307.74339999999995,606.8553999999999,198.1926
2020-02-13 15:00:00,292.8908,307.9494,605.3207000000001,196.5755
2020-02-13 16:00:00,283.0646,309.7622,567.9008,195.1644
2020-02-13 17:00:00,280.7471,311.7707,521.2933,198.34709999999998
2020-02-13 18:00:00,319.4339,338.19019999999995,529.4612,207.4729
2020-02-13 19:00:00,357.1422,383.60290000000003,546.209,240.3711
2020-02-13 20:00:00,351.8995,370.94419999999997,535.7339,239.578
2020-02-13 21:00:00,323.56419999999997,335.12080000000003,508.2844,232.92419999999998
2020-02-13 22:00:00,293.95169999999996,286.855,474.6137,213.7971
2020-02-13 23:00:00,254.6984,230.6891,429.04650000000004,195.31889999999999
2020-02-14 00:00:00,235.3859,202.3229,395.9114,185.6163
2020-02-14 01:00:00,225.3434,186.4197,375.1878,177.7986
2020-02-14 02:00:00,217.4845,177.2012,360.0468,173.67860000000002
2020-02-14 03:00:00,216.1043,173.967,352.0231,171.5259
2020-02-14 04:00:00,220.65689999999998,179.1685,350.9519,174.2657
2020-02-14 05:00:00,245.9537,209.1106,356.0813,177.2012
2020-02-14 06:00:00,256.2743,267.32620000000003,364.5273,178.2724
2020-02-14 07:00:00,254.8632,268.93300000000005,409.39410000000004,178.75650000000002
2020-02-14 08:00:00,267.7176,284.0946,477.49769999999995,186.79049999999998
2020-02-14 09:00:00,274.5259,295.12589999999994,505.3901,192.22889999999998
2020-02-14 10:00:00,279.9025,304.9212,531.8199000000001,190.4779
2020-02-14 11:00:00,275.24690000000004,299.2665,526.9171,191.5182
2020-02-14 12:00:00,266.11080000000004,282.49809999999997,519.7689,184.6172
2020-02-14 13:00:00,272.5586,300.9042,559.2694,191.96110000000002
2020-02-14 14:00:00,289.07980000000003,302.99510000000004,584.4426,197.6158
2020-02-14 15:00:00,288.93559999999997,302.6552,585.8022,191.37400000000002
2020-02-14 16:00:00,287.33910000000003,295.45550000000003,561.2264,194.01080000000002
2020-02-14 17:00:00,274.9688,290.18190000000004,519.2848,198.79
2020-02-14 18:00:00,300.0905,305.6628,536.7536,216.1764
2020-02-14 19:00:00,358.5224,370.3983,549.6286,239.70159999999998
2020-02-14 20:00:00,351.4875,364.1153,537.8557000000001,241.43200000000002
2020-02-14 21:00:00,326.2422,335.68730000000005,518.914,230.7509
2020-02-14 22:00:00,293.653,289.5433,486.7986,212.0873
2020-02-14 23:00:00,253.38,244.831,455.1982,200.05689999999998
2020-02-15 00:00:00,239.6398,212.2624,421.31120000000004,189.7054
2020-02-15 01:00:00,225.6421,190.0144,398.06410000000005,181.2079
2020-02-15 02:00:00,217.9686,181.6714,379.7816,178.00459999999998
2020-02-15 03:00:00,212.5508,177.11880000000002,368.8121,179.8586
2020-02-15 04:00:00,216.9695,184.5863,363.1883,176.6656
2020-02-15 05:00:00,230.4007,200.42770000000002,337.9842,175.2133
2020-02-15 06:00:00,222.53150000000002,204.1254,344.0097,169.3835
2020-02-15 07:00:00,240.9273,234.4589,392.6051,174.40990000000002
2020-02-15 08:00:00,262.3822,262.92810000000003,459.2873,182.9177
2020-02-15 09:00:00,271.3535,277.7086,491.13489999999996,192.28040000000001
2020-02-15 10:00:00,270.787,280.11879999999996,509.8294,193.72240000000002
2020-02-15 11:00:00,257.12919999999997,281.499,516.3596,191.7654
2020-02-15 12:00:00,261.8363,271.9097,500.168,182.8044
2020-02-15 13:00:00,259.7763,271.0033,507.3883,186.93470000000002
2020-02-15 14:00:00,260.8475,270.4986,515.7931,184.9159
2020-02-15 15:00:00,261.0329,267.5322,514.0009,185.6781
2020-02-15 16:00:00,262.0938,264.6379,495.8214,187.8926
2020-02-15 17:00:00,258.0665,259.4158,474.5004,186.9553
2020-02-15 18:00:00,281.74620000000004,283.13669999999996,530.9135,208.8016
2020-02-15 19:00:00,342.8355,347.4087,549.9788000000001,235.4889
2020-02-15 20:00:00,337.4795,343.79339999999996,538.4016,230.7715
2020-02-15 21:00:00,313.2436,323.7702,520.0058,223.49970000000002
2020-02-15 22:00:00,281.51959999999997,284.5169,493.4833,207.8025
2020-02-15 23:00:00,247.5296,242.02939999999998,455.7853,193.1147
2020-02-16 00:00:00,226.3837,212.2109,420.9507,181.8671
2020-02-16 01:00:00,209.1415,195.5249,395.30370000000005,174.66740000000001
2020-02-16 02:00:00,203.8885,188.55180000000001,379.6477,171.59799999999998
2020-02-16 03:00:00,194.3301,184.52450000000002,369.7288,171.7937
2020-02-16 04:00:00,194.1138,183.9271,359.9953,171.6289
2020-02-16 05:00:00,199.0063,190.93110000000001,353.25910000000005,170.7534
2020-02-16 06:00:00,181.3315,181.5169,314.9019,166.8909
2020-02-16 07:00:00,196.4725,206.5768,327.49879999999996,168.09599999999998
2020-02-16 08:00:00,217.03130000000002,224.2928,351.9613,171.2787
2020-02-16 09:00:00,219.4209,240.5771,376.5268,174.50259999999997
2020-02-16 10:00:00,226.00259999999997,247.43689999999998,398.3319,175.72830000000002
2020-02-16 11:00:00,230.205,250.78439999999998,413.2978,175.70770000000002
2020-02-16 12:00:00,225.80689999999998,245.7477,414.3896,168.5698
2020-02-16 13:00:00,226.085,243.9246,424.31879999999995,168.9303
2020-02-16 14:00:00,233.0787,252.8341,432.82660000000004,172.628
2020-02-16 15:00:00,238.4141,253.4315,437.25559999999996,187.0995
2020-02-16 16:00:00,236.91029999999998,262.9384,428.3976,189.4273
2020-02-16 17:00:00,240.5256,267.5322,422.4339,191.6212
2020-02-16 18:00:00,273.69160000000005,295.5894,484.5326,207.2257
2020-02-16 19:00:00,330.2386,362.0759,507.8415,235.458
2020-02-16 20:00:00,328.4155,359.2949,513.558,232.6255
2020-02-16 21:00:00,315.6332,333.12260000000003,505.3386,211.5105
2020-02-16 22:00:00,271.31230000000005,284.12550000000005,472.8833,211.7268
2020-02-16 23:00:00,240.7316,237.01330000000002,428.8714,194.2271
2020-02-17 00:00:00,209.87279999999998,202.40529999999998,390.5966,184.9262
2020-02-17 01:00:00,199.77880000000002,185.6678,369.6155,173.452
2020-02-17 02:00:00,184.0713,176.4493,357.2658,173.2872
2020-02-17 03:00:00,186.9759,172.59709999999998,349.39660000000003,177.6956
2020-02-17 04:00:00,191.59029999999998,178.8286,345.8637,179.65259999999998
2020-02-17 05:00:00,214.4666,210.4702,355.9165,185.93560000000002
2020-02-17 06:00:00,260.178,268.60339999999997,362.0553,199.8818
2020-02-17 07:00:00,237.8064,275.6074,404.17199999999997,182.1967
2020-02-17 08:00:00,247.6223,282.5187,483.7704,191.7345
2020-02-17 09:00:00,262.9487,295.6615,520.0367,197.245
2020-02-17 10:00:00,270.4059,301.7797,543.7164,206.1236
2020-02-17 11:00:00,269.0463,310.9776,547.0021,207.7098
2020-02-17 12:00:00,257.4073,296.0529,547.7952,202.12720000000002
2020-02-17 13:00:00,273.7019,304.4989,581.7955000000001,207.0197
2020-02-17 14:00:00,285.1143,313.6865,609.1935000000001,210.92340000000002
2020-02-17 15:00:00,294.30190000000005,308.6498,610.6767,202.1993
2020-02-17 16:00:00,284.4139,301.5325,589.1188000000001,209.6359
2020-02-17 17:00:00,283.3427,293.6221,542.4495,208.7295
2020-02-17 18:00:00,310.8128,315.98339999999996,559.6402,231.647
2020-02-17 19:00:00,372.2729,377.3302,568.6321,241.0097
2020-02-17 20:00:00,357.5233,369.4404,561.041,244.13060000000002
2020-02-17 21:00:00,337.84,343.2681,536.8669,232.7079
2020-02-17 22:00:00,296.7224,294.9199,496.151,217.9377
2020-02-17 23:00:00,260.2604,242.72979999999998,451.1606,201.9212
2020-02-18 00:00:00,239.2999,210.3363,413.2154,188.7475
2020-02-18 01:00:00,220.53330000000003,194.773,389.37089999999995,186.1622
2020-02-18 02:00:00,209.8316,187.3055,370.2335,185.0498
2020-02-18 03:00:00,203.37349999999998,185.8944,364.7539,184.5142
2020-02-18 04:00:00,211.5105,189.0668,363.5591,185.4515
2020-02-18 05:00:00,231.0702,213.2615,370.76910000000004,190.9517
2020-02-18 06:00:00,249.8574,264.504,371.9948,192.8572
2020-02-18 07:00:00,248.6832,270.74580000000003,422.0837,194.93779999999998
2020-02-18 08:00:00,263.1547,285.3718,505.9257,203.1984
2020-02-18 09:00:00,274.0933,298.5146,535.6411999999999,207.72009999999997
2020-02-18 10:00:00,286.4224,309.26779999999997,563.1216000000001,211.4693
2020-02-18 11:00:00,282.44660000000005,308.1554,558.1569999999999,205.2584
2020-02-18 12:00:00,267.8412,286.1958,558.2703,195.6794
2020-02-18 13:00:00,284.3315,292.99379999999996,606.2786,196.1429
2020-02-18 14:00:00,290.29519999999997,306.24989999999997,636.7769000000001,205.50560000000002
2020-02-18 15:00:00,291.5209,307.22839999999997,628.9592,201.983
2020-02-18 16:00:00,292.1595,303.85,605.1971000000001,201.3032
2020-02-18 17:00:00,293.4676,306.116,554.346,197.81150000000002
2020-02-18 18:00:00,320.4948,319.54720000000003,587.8416,224.6636
2020-02-18 19:00:00,373.04540000000003,386.3427,588.4699,235.767
2020-02-18 20:00:00,365.52639999999997,388.2379,567.1900999999999,234.1293
2020-02-18 21:00:00,344.31870000000004,358.15160000000003,525.5266,228.96900000000002
2020-02-18 22:00:00,295.57910000000004,309.4223,482.48290000000003,214.0855
2020-02-18 23:00:00,259.251,252.8032,435.072,197.245
2020-02-19 00:00:00,235.8082,215.2082,390.7614,183.49450000000002
2020-02-19 01:00:00,221.62509999999997,196.3077,372.4171,176.9231
2020-02-19 02:00:00,216.59869999999998,190.55,358.3782,175.9034
2020-02-19 03:00:00,212.4478,190.6221,350.24120000000005,176.954
2020-02-19 04:00:00,210.3981,189.31400000000002,347.4911,179.0243
2020-02-19 05:00:00,235.6434,220.2655,350.7356,184.16400000000002
2020-02-19 06:00:00,259.3231,285.3306,358.3164,188.4179
2020-02-19 07:00:00,253.38,281.0355,404.17199999999997,185.8532
2020-02-19 08:00:00,270.7973,294.07529999999997,477.3947,192.6821
2020-02-19 09:00:00,273.2178,298.6485,506.9866,193.93869999999998
2020-02-19 10:00:00,276.16360000000003,301.9342,521.0255,198.2956
2020-02-19 11:00:00,274.6289,305.81730000000005,507.68699999999995,196.2459
2020-02-19 12:00:00,259.4673,288.915,485.3566,193.93869999999998
2020-02-19 13:00:00,276.4314,292.9629,511.3435,191.63150000000002
2020-02-19 14:00:00,289.1828,306.6928,544.046,199.74790000000002
2020-02-19 15:00:00,285.2688,307.69190000000003,553.0894000000001,196.9463
2020-02-19 16:00:00,282.0964,304.5504,547.6613,201.1178
2020-02-19 17:00:00,273.7946,298.4425,500.41519999999997,197.66729999999998
2020-02-19 18:00:00,309.824,327.8284,536.7845,224.8593
2020-02-19 19:00:00,364.62,390.0919,543.7575999999999,239.5059
2020-02-19 20:00:00,355.0616,385.6217,538.6179,233.50099999999998
2020-02-19 21:00:00,332.8342,359.36699999999996,515.2575,227.7433
2020-02-19 22:00:00,285.0525,309.3605,482.2254,213.6941
2020-02-19 23:00:00,251.55689999999998,256.2846,437.6264,192.8675
2020-02-20 00:00:00,229.58700000000002,216.62959999999998,399.2692,184.988
2020-02-20 01:00:00,219.56509999999997,200.0157,377.9688,175.8313
2020-02-20 02:00:00,214.4769,192.1053,364.723,174.66740000000001
2020-02-20 03:00:00,210.9955,193.4443,358.0589,169.3423
2020-02-20 04:00:00,211.8813,198.39860000000002,358.2134,174.40990000000002
2020-02-20 05:00:00,230.21529999999998,229.0514,364.60970000000003,179.3127
2020-02-20 06:00:00,254.9456,288.93559999999997,367.6482,186.4918
2020-02-20 07:00:00,264.8233,294.6521,394.5003,185.6987
2020-02-20 08:00:00,284.5272,309.4841,441.3344,190.1277
2020-02-20 09:00:00,291.73720000000003,326.4379,455.1982,195.3498
2020-02-20 10:00:00,292.2316,330.6506,470.2774,192.8675
2020-02-20 11:00:00,282.11699999999996,327.11769999999996,477.94059999999996,197.6261
2020-02-20 12:00:00,262.92810000000003,306.7546,477.76550000000003,190.63240000000002
2020-02-20 13:00:00,271.7964,317.8786,513.6507,195.7412
2020-02-20 14:00:00,277.9867,321.3394,544.252,194.28889999999998
2020-02-20 15:00:00,273.259,316.5911,551.2560000000001,192.3319
2020-02-20 16:00:00,266.3271,308.2378,535.3631,195.40130000000002
2020-02-20 17:00:00,271.4153,301.7797,491.5263,188.88139999999999
2020-02-20 18:00:00,292.7775,324.9547,531.3255,210.0273
2020-02-20 19:00:00,344.76160000000004,377.20660000000004,532.6336,233.7997
2020-02-20 20:00:00,332.92690000000005,371.8403,524.7026,229.5149
2020-02-20 21:00:00,308.6498,344.226,498.56120000000004,220.9453
2020-02-20 22:00:00,277.9661,299.9257,466.5076,202.5392
2020-02-20 23:00:00,250.6402,247.5811,426.3994,188.11919999999998
2020-02-21 00:00:00,230.6788,214.5181,395.314,180.35299999999998
2020-02-21 01:00:00,220.18310000000002,199.5934,373.6222,176.9128
2020-02-21 02:00:00,215.28029999999998,189.9114,358.5739,176.8613
2020-02-21 03:00:00,213.3954,186.6154,348.9537,172.24689999999998
2020-02-21 04:00:00,215.0537,188.7475,349.07730000000004,172.9782
2020-02-21 05:00:00,233.1302,213.7971,357.4821,177.0982
2020-02-21 06:00:00,249.4866,266.86269999999996,355.9886,178.4475
2020-02-21 07:00:00,244.87220000000002,277.62620000000004,403.8424,179.6114
2020-02-21 08:00:00,257.3352,292.5715,473.25410000000005,190.447
2020-02-21 09:00:00,258.23130000000003,294.4873,495.533,189.9423
2020-02-21 10:00:00,258.4888,297.361,505.25620000000004,192.0847
2020-02-21 11:00:00,250.1149,298.3086,490.8259,192.6718
2020-02-21 12:00:00,239.2175,287.67900000000003,447.3393,190.37490000000003
2020-02-21 13:00:00,249.8265,289.6669,452.788,189.3346
2020-02-21 14:00:00,253.2049,292.314,446.0312,194.3919
2020-02-21 15:00:00,249.19819999999999,287.19489999999996,442.4056,190.56029999999998
2020-02-21 16:00:00,230.8024,281.2209,437.1526,198.2029
2020-02-21 17:00:00,253.7405,287.6996,404.95480000000003,192.31130000000002
2020-02-21 18:00:00,293.4985,309.43260000000004,456.06339999999994,212.8083
2020-02-21 19:00:00,331.81449999999995,357.0083,458.0719,230.1638
2020-02-21 20:00:00,322.184,348.74769999999995,447.05089999999996,227.7124
2020-02-21 21:00:00,297.5876,319.67183,421.9807,215.6717
2020-02-21 22:00:00,262.4337,274.2787,390.5966,201.1796
2020-02-21 23:00:00,233.4289,229.1338,357.101,179.1479
2020-02-22 00:00:00,210.738,202.86880000000002,329.72360000000003,176.4493
2020-02-22 01:00:00,160.21650000000002,184.5348,307.2387,168.3638
2020-02-22 02:00:00,184.3597,177.2424,306.18809999999996,169.1466
2020-02-22 03:00:00,186.636,173.0194,297.7627,166.963
2020-02-22 04:00:00,189.1904,175.6356,296.8872,168.88909999999998
2020-02-22 05:00:00,201.3341,185.8944,294.3431,167.77669999999998
2020-02-22 06:00:00,194.6803,187.7896,285.1658,156.6424
2020-02-22 07:00:00,210.16119999999998,215.4039,317.5593,161.7718
2020-02-22 08:00:00,228.12439999999998,240.7213,350.1073,172.7001
2020-02-22 09:00:00,228.2892,251.7938,367.05080000000004,172.1027
2020-02-22 10:00:00,235.4271,251.22729999999999,381.0485,178.0252
2020-02-22 11:00:00,229.9166,247.1794,376.0015,187.9441
2020-02-22 12:00:00,219.8329,239.1969,364.9702,172.2572
2020-02-22 13:00:00,221.3161,239.1557,370.1099,172.64860000000002
2020-02-22 14:00:00,218.4321,240.8964,373.4368,173.0709
2020-02-22 15:00:00,222.42849999999999,242.06029999999998,375.6822,167.6737
2020-02-22 16:00:00,223.8705,240.608,375.2908,168.405
2020-02-22 17:00:00,229.793,246.994,361.3961,170.3826
2020-02-22 18:00:00,273.81519999999995,277.7189,421.2803,191.7757
2020-02-22 19:00:00,318.9601,325.30902,433.4652,208.71919999999997
2020-02-22 20:00:00,310.68919999999997,317.56651,418.38599999999997,207.24630000000002
2020-02-22 21:00:00,287.67900000000003,294.2813,395.1698,202.7761
2020-02-22 22:00:00,258.6845,257.8605,369.3477,190.0762
2020-02-22 23:00:00,165.1708,221.3264,341.4244,176.9952
2020-02-23 00:00:00,201.1487,196.833,317.9713,170.8461
2020-02-23 01:00:00,191.6521,179.9513,302.6243,160.989
2020-02-23 02:00:00,179.6938,175.6871,293.41610000000003,157.34279999999998
2020-02-23 03:00:00,179.1479,172.24689999999998,289.3682,155.9008
2020-02-23 04:00:00,176.2433,172.422,288.4618,157.9814
