,CE,NO,OR,SU
2020-01-01 00:00:00,248.9819,271.81494000000004,381.718,186.5124
2020-01-01 01:00:00,225.60502,231.17113999999998,365.49550000000005,169.53799999999998
2020-01-01 02:00:00,205.382,207.57693,344.741,163.88330000000002
2020-01-01 03:00:00,194.95015999999998,198.38830000000002,332.5046,159.5985
2020-01-01 04:00:00,193.71416,192.93959999999998,322.8947,157.6209
2020-01-01 05:00:00,169.40513,184.84380000000002,279.67589999999996,136.7325
2020-01-01 06:00:00,157.63119999999998,171.2581,269.3553,130.707
2020-01-01 07:00:00,161.44529,181.46540000000002,285.59839999999997,132.3859
2020-01-01 08:00:00,166.81674,192.87779999999998,306.0336,130.0478
2020-01-01 09:00:00,171.83902,208.2248,327.1486,137.87580000000003
2020-01-01 10:00:00,177.06421,218.1952,344.06120000000004,135.81580000000002
2020-01-01 11:00:00,178.98515999999998,224.56060000000002,369.5949,145.7038
2020-01-01 12:00:00,186.6978,218.257,378.4529,141.5014
2020-01-01 13:00:00,186.1107,217.4536,395.56120000000004,142.6653
2020-01-01 14:00:00,185.8635,214.35330000000002,405.5831,145.11669999999998
2020-01-01 15:00:00,184.42253,212.4787,399.49580000000003,146.9501
2020-01-01 16:00:00,177.62762,214.3739,388.95889999999997,143.34509999999997
2020-01-01 17:00:00,192.15268,220.9041,375.2908,143.067
2020-01-01 18:00:00,232.0384,251.4127,407.5298,153.60389999999998
2020-01-01 19:00:00,280.69766,312.38870000000003,448.3899,193.4134
2020-01-01 20:00:00,273.67512,311.26599999999996,450.6353,195.72060000000002
2020-01-01 21:00:00,256.85419,285.7735,442.0245,190.9723
2020-01-01 22:00:00,232.22071,249.49689999999998,420.12669999999997,178.97279999999998
2020-01-01 23:00:00,212.5199,204.7434,413.9879,166.1699
2020-01-02 00:00:00,195.2983,186.2343,360.8811,158.77450000000002
2020-01-02 01:00:00,184.6378,175.0485,340.53860000000003,148.81439999999998
2020-01-02 02:00:00,173.37990000000002,169.6616,328.2713,149.3912
2020-01-02 03:00:00,169.1363,165.24290000000002,319.38239999999996,144.55020000000002
2020-01-02 04:00:00,171.80503,170.25900000000001,315.72589999999997,143.3554
2020-01-02 05:00:00,175.42445,180.044,287.4833,136.04240000000001
2020-01-02 06:00:00,180.43540000000002,205.9279,312.7595,141.3057
2020-01-02 07:00:00,201.468,226.9605,372.9836,145.4257
2020-01-02 08:00:00,234.37650000000002,254.0598,459.5139,152.7387
2020-01-02 09:00:00,242.4723,267.51160000000004,495.43,165.2326
2020-01-02 10:00:00,246.83950000000002,278.2133,529.6981,170.03240000000002
2020-01-02 11:00:00,246.81889999999999,282.1376,542.2641,175.4914
2020-01-02 12:00:00,236.4468,267.6764,538.8342,166.6849
2020-01-02 13:00:00,251.7423,274.4538,572.0929,173.24599999999998
2020-01-02 14:00:00,256.779,279.9643,599.6557,178.0149
2020-01-02 15:00:00,256.20433004,281.47839999999997,594.0937,179.2097
2020-01-02 16:00:00,252.5045,274.7937,567.8802000000001,170.1972
2020-01-02 17:00:00,254.2658,276.4005,523.7138,192.90869999999998
2020-01-02 18:00:00,283.2294,296.68120000000005,529.935,193.3516
2020-01-02 19:00:00,333.7921,355.75169999999997,564.2443,219.6475
2020-01-02 20:00:00,325.8096,351.5493,560.9689,219.3179
2020-01-02 21:00:00,297.7112,321.82349999999997,549.3402,213.0246
2020-01-02 22:00:00,273.93879999999996,277.2554,523.5696,197.863
2020-01-02 23:00:00,247.0043,229.7518,485.4081,185.15279999999998
2020-01-03 00:00:00,226.74419999999998,203.9915,443.2914,175.2854
2020-01-03 01:00:00,215.27,186.7184,412.7107,173.53439999999998
2020-01-03 02:00:00,210.2539,179.8998,394.8196,169.2496
2020-01-03 03:00:00,206.5871,175.9343,380.74980000000005,169.95
2020-01-03 04:00:00,206.206,180.2088,374.50800000000004,172.3602
2020-01-03 05:00:00,204.7125,190.99290000000002,340.9918,164.6764
2020-01-03 06:00:00,213.0967,220.0183,359.8408,167.4162
2020-01-03 07:00:00,234.0881,250.3518,415.1724,172.28810000000001
2020-01-03 08:00:00,253.58599999999998,275.1439,491.51599999999996,182.825
2020-01-03 09:00:00,256.4185,283.765,523.4666,184.9262
2020-01-03 10:00:00,259.62901,290.5733,546.9712,184.9468
2020-01-03 11:00:00,254.2864,289.8832,552.1933,190.9517
2020-01-03 12:00:00,240.90361000000001,278.6871,547.0844999999999,179.5599
2020-01-03 13:00:00,255.99002,286.37089999999995,587.1,184.9571
2020-01-03 14:00:00,265.85124,300.21410000000003,615.7134,192.40400000000002
2020-01-03 15:00:00,255.33391,297.1241,610.6149,190.859
2020-01-03 16:00:00,254.90337000000002,291.6548,589.3660000000001,188.46939999999998
2020-01-03 17:00:00,253.02258999999998,286.24730000000005,542.4392,194.5258
2020-01-03 18:00:00,280.51432,304.7667,555.8086,212.0667
2020-01-03 19:00:00,342.56358,368.4825,577.418,230.926
2020-01-03 20:00:00,336.1096,362.18919999999997,571.1041,229.93720000000002
2020-01-03 21:00:00,319.3309,329.394,557.0652,217.36090000000002
2020-01-03 22:00:00,294.93123,285.7941,532.2216000000001,204.7022
2020-01-03 23:00:00,248.83255,241.2672,501.83660000000003,182.3718
2020-01-04 00:00:00,227.58983,205.5468,465.18919999999997,175.2236
2020-01-04 01:00:00,217.0416,191.9714,438.56370000000004,172.8958
2020-01-04 02:00:00,214.2091,184.79229999999998,417.3457,170.96970000000002
2020-01-04 03:00:00,212.0667,183.80349999999999,401.6382,167.3029
2020-01-04 04:00:00,208.4514,184.576,390.51419999999996,169.9088
2020-01-04 05:00:00,204.48590000000002,186.6875,346.05940000000004,156.7042
2020-01-04 06:00:00,198.0587,203.1366,359.9953,159.8869
2020-01-04 07:00:00,215.2288,234.8194,411.7528,164.079
2020-01-04 08:00:00,239.59551,261.8569,484.32660000000004,174.482
2020-01-04 09:00:00,248.48029,277.0494,521.7053,182.06279999999998
2020-01-04 10:00:00,250.82457,283.5693,542.9748,185.4927
2020-01-04 11:00:00,244.03275000000002,282.4878,545.9721000000001,188.0574
2020-01-04 12:00:00,237.58289000000002,271.4153,532.4997,173.50349999999997
2020-01-04 13:00:00,241.07047,267.1717,538.175,183.4327
2020-01-04 14:00:00,241.92228,270.6531,544.9833,189.623
2020-01-04 15:00:00,234.7164,268.3356,536.8566000000001,190.9208
2020-01-04 16:00:00,238.08347,266.04900000000004,518.6359,193.8048
2020-01-04 17:00:00,257.77604,275.4838,496.7381,188.1913
2020-01-04 18:00:00,295.89428000000004,309.64889999999997,518.9346,204.4241
2020-01-04 19:00:00,330.89162000000005,355.94739999999996,561.1646000000001,232.9551
2020-01-04 20:00:00,317.18335,350.4163,551.5959,235.0769
2020-01-04 21:00:00,298.52593,325.8096,538.4325,227.6403
2020-01-04 22:00:00,274.23441,288.8532,512.5898,216.38240000000002
2020-01-04 23:00:00,255.60479999999998,247.6429,479.87699999999995,200.6749
2020-01-05 00:00:00,221.08023,216.6914,447.63800000000003,186.8935
2020-01-05 01:00:00,210.24566000000002,199.6346,424.5969,177.984
2020-01-05 02:00:00,201.5401,191.2504,405.23290000000003,171.6289
2020-01-05 03:00:00,195.2262,187.37759999999997,390.1537,169.1157
2020-01-05 04:00:00,193.022,187.563,376.053,167.1072
2020-01-05 05:00:00,181.67655,187.0686,330.86690000000004,152.8005
2020-01-05 06:00:00,175.8101541,180.6311,332.7312,153.8614
2020-01-05 07:00:00,190.41761409999998,200.99419999999998,353.88739999999996,167.6428
2020-01-05 08:00:00,198.6620637,218.2055,383.0879,167.4162
2020-01-05 09:00:00,210.3308719,231.5749,408.5804,175.1618
2020-01-05 10:00:00,204.4654339,239.1866,427.8826,175.24419999999998
2020-01-05 11:00:00,213.0769343,242.359,438.574,181.68169999999998
2020-01-05 12:00:00,196.83787189999998,237.1884,433.7639,174.1421
2020-01-05 13:00:00,219.5786239,233.8615,433.9699,180.65169999999998
2020-01-05 14:00:00,239.2386562,237.4253,435.2883,185.02919999999997
2020-01-05 15:00:00,209.60294,238.7746,439.05809999999997,183.80349999999999
2020-01-05 16:00:00,208.9321319,242.6577,441.11809999999997,162.71939999999998
2020-01-05 17:00:00,230.0235861,253.25639999999999,422.70169999999996,186.43
2020-01-05 18:00:00,247.779272,268.3562,438.4813,190.25130000000001
2020-01-05 19:00:00,311.75834,335.7594,497.3252,219.5239
2020-01-05 20:00:00,311.48539,328.85839999999996,499.3955,221.244
2020-01-05 21:00:00,297.70399000000003,306.0336,491.42330000000004,216.6502
2020-01-05 22:00:00,263.42868,257.8399,465.54970000000003,205.4232
2020-01-05 23:00:00,240.28561000000002,173.1533,434.62910000000005,190.7045
2020-01-06 00:00:00,215.15051999999997,192.58939999999998,403.657,175.2236
2020-01-06 01:00:00,203.27152999999998,179.7968,379.1842,175.24419999999998
2020-01-06 02:00:00,197.92995,173.4726,360.0468,167.1793
2020-01-06 03:00:00,195.27255,173.6889,354.0419,169.7131
2020-01-06 04:00:00,196.92363999999998,177.9222,349.273,168.26080000000002
2020-01-06 05:00:00,184.47299999999998,193.2486,327.0971,164.1099
2020-01-06 06:00:00,221.82904,242.2663,349.6026,171.28900000000002
2020-01-06 07:00:00,237.87953,265.76059999999995,404.1823,181.93919999999997
2020-01-06 08:00:00,254.29052,285.2791,473.7897,190.23069999999998
2020-01-06 09:00:00,257.76883,296.30010000000004,485.1094,195.3086
2020-01-06 10:00:00,266.78648000000004,297.7833,508.4183,193.331
2020-01-06 11:00:00,263.43177,297.979,506.99690000000004,192.3319
2020-01-06 12:00:00,260.82587,279.5008,498.4273,185.915
2020-01-06 13:00:00,278.52745000000004,286.3503,537.5467,196.3901
2020-01-06 14:00:00,282.03563,297.26212,558.775,196.2459
2020-01-06 15:00:00,273.59168999999997,297.52477,563.0186,203.47650000000002
2020-01-06 16:00:00,266.79369,290.66805999999997,546.7137,191.49759999999998
2020-01-06 17:00:00,266.82665000000003,281.86361999999997,503.2271,196.96689999999998
2020-01-06 18:00:00,273.35582,288.02508,514.0936,205.69099999999997
2020-01-06 19:00:00,365.17825999999997,340.46031999999997,528.3694,235.355
2020-01-06 20:00:00,360.36197999999996,336.93462999999997,522.5602,253.4624
2020-01-06 21:00:00,356.67355000000003,305.30642,502.4237,236.94119999999998
2020-01-06 22:00:00,287.8438,282.46514,472.0387,204.3108
2020-01-06 23:00:00,242.5135,249.46599999999998,439.9851,194.0417
2020-01-07 00:00:00,215.09490000000002,221.55094000000003,406.23199999999997,183.81380000000001
2020-01-07 01:00:00,198.82811,211.8504,386.3839,182.09369999999998
2020-01-07 02:00:00,187.44661,207.24630000000002,367.4422,183.2576
2020-01-07 03:00:00,185.3279,205.5262,358.5945,182.5778
2020-01-07 04:00:00,191.61090000000002,209.7595,344.8337,180.8062
2020-01-07 05:00:00,192.57085999999998,217.33,338.43739999999997,176.8304
2020-01-07 06:00:00,215.44201,238.1154,344.0921,173.37990000000002
2020-01-07 07:00:00,243.0491,256.08889999999997,391.23519999999996,179.36419999999998
2020-01-07 08:00:00,264.092,268.55190000000005,437.48220000000003,189.5097
2020-01-07 09:00:00,283.7856,280.5926,457.8556,192.22889999999998
2020-01-07 10:00:00,290.37760000000003,283.4148,467.58910000000003,199.5316
2020-01-07 11:00:00,278.9549,282.3436,452.97339999999997,199.4595
2020-01-07 12:00:00,266.5125,270.4368,433.1768,187.6969
2020-01-07 13:00:00,277.379,282.1067,446.4947,193.5164
2020-01-07 14:00:00,284.4242,287.4318,458.1646,196.1841
2020-01-07 15:00:00,282.4672,289.4815,462.7687,195.8648
2020-01-07 16:00:00,276.4623,292.73629999999997,448.9564,200.5101
2020-01-07 17:00:00,278.6253,292.6436,423.9068,198.1823
2020-01-07 18:00:00,309.46968000000004,300.9763,441.2314,206.21630000000002
2020-01-07 19:00:00,374.92,348.2636,465.5291,239.36169999999998
2020-01-07 20:00:00,362.6218,345.80190000000005,459.5242,240.5668
2020-01-07 21:00:00,325.7375,319.5987,434.4025,230.7921
2020-01-07 22:00:00,275.01,284.0843,398.7233,216.36180000000002
2020-01-07 23:00:00,233.9748,246.81889999999999,370.6043,197.9866
2020-01-08 00:00:00,204.2593,222.42849999999999,342.59860000000003,188.078
2020-01-08 01:00:00,189.5509,211.00580000000002,328.96139999999997,184.6481
2020-01-08 02:00:00,184.09189999999998,207.6377,318.1361,183.7005
2020-01-08 03:00:00,182.6602,201.1178,316.6529,178.8492
2020-01-08 04:00:00,190.81041078,210.5835,315.9525,181.11520000000002
2020-01-08 05:00:00,191.34310000000002,222.65509999999998,300.73940000000005,178.7977
2020-01-08 06:00:00,223.44819999999999,247.18970000000002,326.4585,183.8962
2020-01-08 07:00:00,241.84709,265.2559,371.1399,184.8953
2020-01-08 08:00:00,270.53877,277.0082,427.7796,189.96290000000002
2020-01-08 09:00:00,283.24279,282.6217,444.2184,195.0305
2020-01-08 10:00:00,286.83028,287.95709999999997,449.1315,196.81240000000003
2020-01-08 11:00:00,281.47839999999997,287.35970000000003,437.37919999999997,196.07080000000002
2020-01-08 12:00:00,272.70074,271.75519999999995,423.5051,192.7748
2020-01-08 13:00:00,287.05688000000004,280.4484,443.8888,197.2244
2020-01-08 14:00:00,304.74198,283.30150000000003,467.8569,204.6095
2020-01-08 15:00:00,297.27654,294.7551,465.2407,209.19299999999998
2020-01-08 16:00:00,284.8259,295.1671,467.9702,204.6507
2020-01-08 17:00:00,277.32338,290.6866,440.2529,204.146
2020-01-08 18:00:00,289.22194,298.7206,463.0159,210.3981
2020-01-08 19:00:00,376.5371,350.303,486.3557,238.43470000000002
2020-01-08 20:00:00,375.05596,352.363,479.0633,243.5229
2020-01-08 21:00:00,344.65757,330.3004,456.8462,234.4486
2020-01-08 22:00:00,292.59004,292.6642,419.18940000000003,216.609
2020-01-08 23:00:00,241.39183,256.23310000000004,387.486,194.78330000000003
2020-01-09 00:00:00,216.23099,228.8866,361.8699,183.44299999999998
2020-01-09 01:00:00,200.02806,210.6453,345.2251,182.7941
2020-01-09 02:00:00,204.6198,196.4107,332.4943,181.0431
2020-01-09 03:00:00,196.92055,192.3937,327.56059999999997,180.2912
2020-01-09 04:00:00,206.19055,194.3507,330.5991,181.5066
2020-01-09 05:00:00,210.24669,205.7322,317.9198,178.2724
2020-01-09 06:00:00,219.30966,253.2976,336.7482,180.7032
2020-01-09 07:00:00,250.82972,267.72790000000003,386.85769999999997,186.82139999999998
2020-01-09 08:00:00,279.87778,279.9643,436.2874,197.8836
2020-01-09 09:00:00,290.80299,287.37,459.2564,200.4689
2020-01-09 10:00:00,298.21281,290.05830000000003,471.5546,206.2575
2020-01-09 11:00:00,291.37052,290.4188,469.3401,205.5777
2020-01-09 12:00:00,279.93546,274.6804,465.972,202.8894
2020-01-09 13:00:00,303.76348,282.7762,500.1268,207.17419999999998
2020-01-09 14:00:00,305.10866,289.8317,528.596,211.7268
2020-01-09 15:00:00,294.22568,290.8308,536.4755,214.1988
2020-01-09 16:00:00,289.33214999999996,292.7775,517.9458,209.4608
2020-01-09 17:00:00,278.87044,290.769,483.9661,206.4429
2020-01-09 18:00:00,289.81934,294.4873,484.5944,213.8486
2020-01-09 19:00:00,381.47492,349.63349999999997,522.3851,248.3845
2020-01-09 20:00:00,371.12548,350.4678,514.6188999999999,245.14
2020-01-09 21:00:00,344.06325999999996,330.4446,494.9871,239.61919999999998
2020-01-09 22:00:00,294.01658999999995,289.6875,461.49150000000003,220.7496
2020-01-09 23:00:00,234.34869,251.5775,379.76099999999997,206.0
2020-01-10 00:00:00,236.076,212.1491,395.2316,190.4882
2020-01-10 01:00:00,221.33773,194.8245,373.6222,182.8559
2020-01-10 02:00:00,206.07622,187.0274,360.809,184.37
2020-01-10 03:00:00,211.67118,183.99919999999997,353.8256,181.1255
2020-01-10 04:00:00,212.63629,188.4282,351.2712,179.9822
2020-01-10 05:00:00,209.20742,203.7031,332.587,173.8331
2020-01-10 06:00:00,233.94287,242.0809,352.5381,179.1273
2020-01-10 07:00:00,253.336278251,272.25989999999996,408.086,189.8084
2020-01-10 08:00:00,272.17441,291.6239,474.1605,197.4098
2020-01-10 09:00:00,278.5532,301.2338,508.4595,199.7891
2020-01-10 10:00:00,283.79693000000003,311.3896,534.3743,204.9906
2020-01-10 11:00:00,279.83142999999995,311.7192,534.4875999999999,203.10569999999998
2020-01-10 12:00:00,269.12458,291.9947,520.9122,198.5222
2020-01-10 13:00:00,273.63289000000003,302.8818,553.3057,203.734
2020-01-10 14:00:00,280.92116999999996,311.9767,579.6531,207.9776
2020-01-10 15:00:00,281.00253999999995,311.92519999999996,575.4404,211.7886
2020-01-10 16:00:00,280.11571,305.189,559.8977,212.93189999999998
2020-01-10 17:00:00,269.68902,300.7085,518.2959999999999,214.18849999999998
2020-01-10 18:00:00,292.55811,306.67220000000003,521.4066,225.03439999999998
2020-01-10 19:00:00,350.29785000000004,375.5586,548.5883,247.3339
2020-01-10 20:00:00,335.00441,370.66610000000003,539.3595,247.7974
2020-01-10 21:00:00,314.59907999999996,341.5068,517.8325,235.05630000000002
2020-01-10 22:00:00,286.15872,296.2177,490.4551,220.6981
2020-01-10 23:00:00,252.38914,238.7643,451.88160000000005,201.37529999999998
2020-01-11 00:00:00,231.11964,218.7514,421.8571,193.5988
2020-01-11 01:00:00,216.70479,199.5213,399.81510000000003,189.5097
2020-01-11 02:00:00,202.58864,193.125,383.4072,185.51330000000002
2020-01-11 03:00:00,198.44392,188.57240000000002,374.0857,185.09099999999998
2020-01-11 04:00:00,201.65855,193.0323,370.0996,186.7287
2020-01-11 05:00:00,209.02923,203.07479999999998,342.5471,178.8904
2020-01-11 06:00:00,212.19647999999998,210.8822,351.9201,178.94189999999998
2020-01-11 07:00:00,234.0984,239.5986,393.7072,185.22490000000002
2020-01-11 08:00:00,248.0034,265.6061,449.7392,188.40759999999997
2020-01-11 09:00:00,254.36777,280.31449999999995,477.9509,194.1756
2020-01-11 10:00:00,265.6061,269.1081,480.6083,198.5428
2020-01-11 11:00:00,259.9411,285.5366,472.04900000000004,195.4425
2020-01-11 12:00:00,255.05684,273.44440000000003,432.12620000000004,189.99380000000002
2020-01-11 13:00:00,254.84877999999998,270.10720000000003,420.5593,194.55669999999998
2020-01-11 14:00:00,253.32644000000002,276.9052,411.6395,194.2786
2020-01-11 15:00:00,249.83268,276.6477,413.7819,192.4246
2020-01-11 16:00:00,254.54699000000002,277.88370000000003,412.26779999999997,191.683
2020-01-11 17:00:00,258.23027,288.2249,397.0341,194.75240000000002
2020-01-11 18:00:00,279.74800000000005,298.494,434.0935,209.0076
2020-01-11 19:00:00,343.07239999999996,355.24699999999996,467.9496,237.9609
2020-01-11 20:00:00,332.999,347.7795,459.6272,240.40200000000002
2020-01-11 21:00:00,313.4084,322.75050000000005,441.4065,227.8566
2020-01-11 22:00:00,276.7301,283.2191,411.2172,217.6802
2020-01-11 23:00:00,252.4118,243.5023,373.5707,202.5186
2020-01-12 00:00:00,230.93630000000002,212.9525,355.7826,188.43849999999998
2020-01-12 01:00:00,218.5351,196.833,338.458,183.649
2020-01-12 02:00:00,212.6641,189.7672,328.5391,180.8268
2020-01-12 03:00:00,207.17419999999998,184.77169999999998,321.18489999999997,179.1582
2020-01-12 04:00:00,204.3829,184.0713,316.6117,178.19
2020-01-12 05:00:00,191.3225,179.38479999999998,282.8895,170.6092
2020-01-12 06:00:00,188.8093,186.28580000000002,283.57959999999997,169.7852
2020-01-12 07:00:00,194.6803,208.06,302.3565,164.44979999999998
2020-01-12 08:00:00,207.7716,221.65599999999998,330.2386,173.7301
2020-01-12 09:00:00,216.13417,236.5189,359.7584,174.1318
2020-01-12 10:00:00,216.79234,237.8991,387.2079,178.0973
2020-01-12 11:00:00,221.62304,236.6013,401.5661,179.3745
2020-01-12 12:00:00,223.09388,227.733,411.0833,174.24509999999998
2020-01-12 13:00:00,219.78552,228.4849,430.1383,171.68040000000002
2020-01-12 14:00:00,220.73312,228.2377,445.95910000000003,182.6499
2020-01-12 15:00:00,222.63759,228.0832,447.5247,180.87830000000002
2020-01-12 16:00:00,226.64326,233.24349999999998,447.12300000000005,181.5787
2020-01-12 17:00:00,226.8678,235.6331,434.34069999999997,185.297
2020-01-12 18:00:00,248.88611,255.5533,472.8421,197.1729
2020-01-12 19:00:00,321.7823,336.52160000000003,507.584,224.49880000000002
2020-01-12 20:00:00,323.66514,336.9336,507.3574,225.45669999999998
2020-01-12 21:00:00,296.4237,312.1106,502.3619,207.27720000000002
2020-01-12 22:00:00,260.6415,272.16720000000004,479.2178,197.6158
2020-01-12 23:00:00,228.57863,231.7191,444.3214,187.2952
2020-01-13 00:00:00,210.3775,200.747,408.5392,180.3736
2020-01-13 01:00:00,200.13106,186.3579,383.8089,176.4493
2020-01-13 02:00:00,195.75252999999998,180.5899,366.66970000000003,173.3593
2020-01-13 03:00:00,192.0538,177.33509999999998,359.43910000000005,171.8246
2020-01-13 04:00:00,190.25336,181.177,354.217,176.8716
2020-01-13 05:00:00,193.9181,205.073,328.68330000000003,175.0485
2020-01-13 06:00:00,210.47844,237.1472,352.466,176.59349999999998
2020-01-13 07:00:00,232.1414,268.1193,418.4684,179.323
2020-01-13 08:00:00,250.29,291.3458,506.3583,172.49925
2020-01-13 09:00:00,272.023,300.9763,529.5848,185.6678
2020-01-13 10:00:00,273.95425,305.8276,538.4737,202.25080000000003
2020-01-13 11:00:00,270.34821999999997,305.1581,534.3743,200.0466
2020-01-13 12:00:00,267.10372,291.1089,527.5866,158.4037
2020-01-13 13:00:00,266.85652,303.6543,554.8300999999999,189.108
2020-01-13 14:00:00,282.86683999999997,308.485,579.7149000000001,204.455
2020-01-13 15:00:00,268.28307,309.93730000000005,576.8617999999999,204.7022
2020-01-13 16:00:00,271.51521,305.7761,551.8946000000001,205.3099
2020-01-13 17:00:00,269.18329,300.5746,505.8433,205.21720000000002
2020-01-13 18:00:00,287.76448999999997,308.9588,505.2871,217.5875
2020-01-13 19:00:00,355.95255,377.6701,537.6497,246.25240000000002
2020-01-13 20:00:00,349.62835,373.2823,534.2403999999999,241.43200000000002
2020-01-13 21:00:00,316.49119,339.7043,504.9472,234.3662
2020-01-13 22:00:00,285.88165000000004,284.4139,477.1166,216.2691
2020-01-13 23:00:00,254.15765,244.9546,437.2247,198.8312
2020-01-14 00:00:00,224.39992,213.03490000000002,400.0108,185.8532
2020-01-14 01:00:00,220.86805,193.0014,378.01,181.8877
2020-01-14 02:00:00,214.66951,183.2988,368.56489999999997,180.8062
2020-01-14 03:00:00,214.67569,179.6114,359.43910000000005,181.4036
2020-01-14 04:00:00,221.09259,184.1434,357.4203,179.5908
2020-01-14 05:00:00,215.49248,199.7685,342.6192,175.0485
2020-01-14 06:00:00,241.82855,232.0075,373.0145,178.8698
2020-01-14 07:00:00,252.95770000000002,264.6585,444.0433,185.1425
2020-01-14 08:00:00,279.64603,287.3185,491.1555,192.4349
2020-01-14 09:00:00,302.54602,289.121,519.635,191.9405
2020-01-14 10:00:00,298.0408,304.2414,540.3895,198.3574
2020-01-14 11:00:00,289.19413000000003,304.1796,547.4553,186.636
2020-01-14 12:00:00,282.91319,285.7735,540.4307,176.8613
2020-01-14 13:00:00,280.39587,299.5446,576.0069,198.04840000000002
2020-01-14 14:00:00,295.65841,299.7918,604.2186,209.16209999999998
2020-01-14 15:00:00,285.66740999999996,304.99330000000003,598.0798,216.97979999999998
2020-01-14 16:00:00,285.22554,298.1129,560.9174,204.3932
2020-01-14 17:00:00,283.04296999999997,298.6073,521.18,210.97490000000002
2020-01-14 18:00:00,308.02665,311.1527,509.9839,218.09220000000002
2020-01-14 19:00:00,359.63583,373.375,540.2659,245.449
2020-01-14 20:00:00,363.30469,372.0154,529.5436,244.6971
2020-01-14 21:00:00,334.92922,339.3747,506.5746,234.428
2020-01-14 22:00:00,293.92389000000003,291.2325,474.96389999999997,214.9198
2020-01-14 23:00:00,259.47863,238.6098,402.6064,199.1093
2020-01-15 00:00:00,245.98975,206.3399,404.7076,188.43849999999998
2020-01-15 01:00:00,230.96308,190.21009999999998,381.22360000000003,182.4233
2020-01-15 02:00:00,218.36926999999997,186.3888,369.3786,181.9804
2020-01-15 03:00:00,217.12297,186.2652,361.2107,175.1618
2020-01-15 04:00:00,218.44858000000002,190.6736,360.9841,179.7247
2020-01-15 05:00:00,226.34147,214.12669999999997,337.56190000000004,172.18509999999998
2020-01-15 06:00:00,240.5359,251.1346,364.9187,177.6647
2020-01-15 07:00:00,251.61973,277.1215,416.4805,189.4479
2020-01-15 08:00:00,279.0167,298.9266,493.91589999999997,201.9315
2020-01-15 09:00:00,285.58295,307.7846,533.7460000000001,203.1675
2020-01-15 10:00:00,289.2652,314.31480000000005,554.0267,208.2248
2020-01-15 11:00:00,283.46835999999996,315.0976,556.612,211.6959
2020-01-15 12:00:00,275.19952,298.7,546.9197,192.3319
2020-01-15 13:00:00,288.17855000000003,308.5159,588.1094,206.4532
2020-01-15 14:00:00,302.83545,321.0407,617.073,213.6941
2020-01-15 15:00:00,285.62518,317.5078,609.5952,212.6126
2020-01-15 16:00:00,283.70938,311.8016,585.2460000000001,215.96009999999998
2020-01-15 17:00:00,280.48136,304.9315,539.4831,215.5481
2020-01-15 18:00:00,285.06177,311.1218,523.7241,225.158
2020-01-15 19:00:00,353.23335,383.4896,562.792,252.041
2020-01-15 20:00:00,350.2515,380.3481,553.2645,244.0173
2020-01-15 21:00:00,325.97543,348.7065,535.6411999999999,237.55919999999998
2020-01-15 22:00:00,289.86054,295.12589999999994,506.8424,221.1101
2020-01-15 23:00:00,254.69325,245.6344,461.852,201.83880000000002
2020-01-16 00:00:00,241.16214,216.7944,427.46029999999996,191.786
2020-01-16 01:00:00,233.51027,200.7882,404.1926,190.3646
2020-01-16 02:00:00,232.49469000000002,192.7748,386.6929,186.1828
2020-01-16 03:00:00,227.88956000000002,189.7981,377.1345,172.731
2020-01-16 04:00:00,227.733,192.93959999999998,373.6531,184.41119999999998
2020-01-16 05:00:00,227.43739,211.3972,346.6671,184.576
2020-01-16 06:00:00,251.73406,245.46959999999999,377.5053,188.3252
2020-01-16 07:00:00,264.53283999999996,274.0418,448.6474,195.9163
2020-01-16 08:00:00,281.81521000000004,294.74480000000005,538.5046000000001,206.5047
2020-01-16 09:00:00,277.90636,305.8585,573.3289,204.47560000000001
2020-01-16 10:00:00,294.29263000000003,305.3538,595.0103999999999,213.4572
2020-01-16 11:00:00,277.8631,314.3251,594.207,200.3247
2020-01-16 12:00:00,263.20619999999997,295.9293,589.7574000000001,193.43400000000003
2020-01-16 13:00:00,295.6615,306.837,636.3855,196.2459
2020-01-16 14:00:00,300.02149000000003,318.991,665.7611,196.7403
2020-01-16 15:00:00,291.00178,315.93190000000004,661.8986,203.2911
2020-01-16 16:00:00,293.47686999999996,312.3578,618.5562,201.6431
2020-01-16 17:00:00,292.1698,303.75730000000004,557.7759,200.44830000000002
2020-01-16 18:00:00,310.8128,310.7819,553.8722,211.2427
2020-01-16 19:00:00,354.64959999999996,381.8313,581.8367,239.99
2020-01-16 20:00:00,344.0097,381.6665,576.8721,233.7688
2020-01-16 21:00:00,319.2897,347.89279999999997,563.1216000000001,224.2619
2020-01-16 22:00:00,277.62620000000004,302.3668,533.5708999999999,208.4102
2020-01-16 23:00:00,246.34509999999997,257.4382,494.9047,187.1613
2020-01-17 00:00:00,227.93900000000002,219.3591,454.0961,180.3736
2020-01-17 01:00:00,220.31082,203.53830000000002,425.9668,179.35389999999998
2020-01-17 02:00:00,213.78370999999999,194.7112,406.17019999999997,176.3669
2020-01-17 03:00:00,208.48641999999998,188.0471,394.06769999999995,178.0767
2020-01-17 04:00:00,212.76916,193.99020000000002,387.50660000000005,176.1712
2020-01-17 05:00:00,215.09387,217.34029999999998,359.5318,176.56259999999997
2020-01-17 06:00:00,226.18079,246.9528,379.2254,175.8622
