,CHOJLLA,SISTEMA ZONGO,VALLE DE ZONGO - BOTIJILACA,VALLE DE ZONGO - CAHUA,VALLE DE ZONGO - CHURURAQUI,VALLE DE ZONGO - CUTICUCHO,VALLE DE ZONGO - HARCA,VALLE DE ZONGO - HUAJI,VALLE DE ZONGO - SAINANI,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI,YANACACHI
2019-12-31 23:00:00+00:00,1.39565432,0.21963083,1.467355556,1.761034273,1.550247563,1.383775418,1.863795012,1.756413799,1.969774369,0.686221769,0.733346277,1.689823303
2020-01-01 00:00:00+00:00,1.39565432,0.21963083,1.467355556,1.761034273,1.550247563,1.383775418,1.863795012,1.756413799,1.969774369,0.686221769,0.733346277,1.689823303
2020-01-01 01:00:00+00:00,1.39565432,0.21963083,1.467355556,1.761034273,1.550247563,1.383775418,1.863795012,1.756413799,1.969774369,0.686221769,0.733346277,1.689823303
2020-01-01 02:00:00+00:00,1.39565432,0.21963083,1.467355556,1.761034273,1.550247563,1.383775418,1.863795012,1.756413799,1.969774369,0.686221769,0.733346277,1.689823303
2020-01-01 03:00:00+00:00,1.39565432,0.21963083,1.467355556,1.761034273,1.550247563,1.383775418,1.863795012,1.756413799,1.969774369,0.686221769,0.733346277,1.689823303
2020-01-01 04:00:00+00:00,1.39565432,0.21963083,1.467355556,1.761034273,1.550247563,1.383775418,1.863795012,1.756413799,1.969774369,0.686221769,0.733346277,1.689823303
2020-01-01 05:00:00+00:00,1.39565432,0.21963083,1.467355556,1.761034273,1.550247563,1.383775418,1.863795012,1.756413799,1.969774369,0.686221769,0.733346277,1.689823303
2020-01-01 06:00:00+00:00,1.39565432,0.21963083,1.467355556,1.761034273,1.550247563,1.383775418,1.863795012,1.756413799,1.969774369,0.686221769,0.733346277,1.689823303
2020-01-01 07:00:00+00:00,1.39565432,0.21963083,1.467355556,1.761034273,1.550247563,1.383775418,1.863795012,1.756413799,1.969774369,0.686221769,0.733346277,1.689823303
2020-01-01 08:00:00+00:00,1.39565432,0.21963083,1.467355556,1.761034273,1.550247563,1.383775418,1.863795012,1.756413799,1.969774369,0.686221769,0.733346277,1.689823303
2020-01-01 09:00:00+00:00,1.39565432,0.21963083,1.467355556,1.761034273,1.550247563,1.383775418,1.863795012,1.756413799,1.969774369,0.686221769,0.733346277,1.689823303
