,ANGOSTURA,CACHUELA ESPERANZA,CARABUCO,CHEPETE,CHOJLLA,CHOQUETANGA,EL BALA,MIGUILLA,MIGUILLAS - PALILLADA,MIGUILLAS - UMAPALCA,VALLE DE ZONGO - BOTIJILACA,VALLE DE ZONGO - CAHUA,VALLE DE ZONGO - CHURURAQUI,VALLE DE ZONGO - CUTICUCHO,VALLE DE ZONGO - HARCA,VALLE DE ZONGO - HUAJI,VALLE DE ZONGO - SAINANI,VALLE DE ZONGO - SANTA ROSA_1,VALLE DE ZONGO - SANTA ROSA_2,VALLE DE ZONGO - TIQUIMANI,VALLE DE ZONGO - ZONGO,YANACACHI
1995-01-01 00:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 01:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 02:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 03:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 04:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 05:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 06:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 07:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 08:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 09:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 10:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 11:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 12:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 13:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
1995-01-01 14:00:00,0.6187442945806452,0.06392055271090909,2.601142615622951,0.25283259481033526,1.2832428320437497,0.943659216,4.098962093251766,9.039935404800001,0.30725714356293105,0.4814796944892857,3.74416257507353,3.0852025656405693,3.2616174064960632,2.9207191526608702,3.574406847558139,2.518130361754967,3.1250428806857142,2.9337231521739136,8.437102638728975,1.3586949010206186,0.08954947914545457,1.159587340159252
