,CHOJLLA,SISTEMA ZONGO,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI
1992-12-31 23:00:00+00:00,0.8408963268000001,0.03431731711956522,0.49655177728823197,0.4167939275
1993-01-01 00:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 01:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 02:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 03:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 04:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 05:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 06:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 07:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 08:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 09:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 10:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 11:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 12:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 13:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 14:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 15:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 16:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 17:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 18:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 19:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 20:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 21:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 22:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-01 23:00:00+00:00,0.9065913523312499,0.03774904883152175,0.512535203595793,0.43262154500000005
1993-01-02 00:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 01:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 02:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 03:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 04:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 05:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 06:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 07:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 08:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 09:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 10:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 11:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 12:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 13:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 14:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 15:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 16:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 17:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 18:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 19:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 20:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 21:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 22:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-02 23:00:00+00:00,1.0014841669874999,0.03774904883152175,0.5199941358726549,0.43789741749999994
1993-01-03 00:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
1993-01-03 01:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
1993-01-03 02:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
1993-01-03 03:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
1993-01-03 04:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
1993-01-03 05:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
1993-01-03 06:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
1993-01-03 07:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
1993-01-03 08:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
1993-01-03 09:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
1993-01-03 10:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
1993-01-03 11:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
1993-01-03 12:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
1993-01-03 13:00:00+00:00,1.115355544575,0.03774904883152175,0.5402398091955657,0.453725035
