,Flexible Demand,Demand,PeakLoad,NetImports,LoadShedding,MaxLoadShedding,ShiftedLoad,Curtailment,MaxCurtailment
CE,0.060675751789829924,2.083200811450832,403.4819,-4.09890741136781,4.7222225977027424e-05,12.916495283262407,0.03941375431340387,1.186136667943414,880.79680721973
NO,0.06360287740428014,2.1836987908802774,394.1192,0.7154591768661409,2.587165937212697e-05,13.999660934582437,0.03759858780019516,0.31600252226020953,273.912651854
OR,0.10482489014144424,3.5989878948562497,754.8664,2.197964333482553,8.447442492277431e-05,12.883566411638867,0.06486241872936378,,
SU,0.043481341250036845,1.4928593829179324,277.5438,1.1854839010191172,5.761930814948421e-05,13.472999999999999,0.025971307601852518,0.047225112408143324,56.19128798097999
